"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111100699",27.204469714178,2.20843360394291,0.377896547874504,5.18245963070636,2.189787719983e-07,0.00561636754421241,"methylthioribulose-1-phosphate dehydratase-like"
