"","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111129807",6,7,2,0,5,4,3,2,1,0,0,3,0,1,1,3,2,0,0,3,1,0,0,0,0,1,0,1,3,0
"LOC111127734",15,14,1,1,13,10,7,15,0,2,0,10,1,0,1,11,7,2,0,5,2,3,1,4,7,3,2,0,8,0
"LOC111129810",1,1,0,1,0,4,4,0,5,0,0,0,0,0,3,3,17,0,0,5,0,0,1,0,2,4,0,0,0,0
"LOC111129205",140,135,125,71,173,191,43,122,89,23,10,63,16,9,18,135,104,27,8,95,37,51,8,80,73,50,60,6,67,2
"LOC111131190",157,115,111,70,135,178,56,120,88,23,8,66,15,10,31,122,120,27,7,102,25,54,12,89,79,71,57,10,77,5
"LOC111135731",168,142,132,67,189,162,70,141,121,32,9,53,27,10,20,183,82,30,7,98,37,38,12,100,91,51,48,1,61,2
"LOC111136555",40,5,13,14,30,62,5,16,25,8,4,17,5,2,0,5,27,6,1,23,4,5,3,5,14,12,7,1,8,1
"LOC111136066",100,63,41,30,100,72,15,60,50,14,7,27,10,8,12,49,46,10,1,33,17,13,6,22,16,21,15,2,37,0
"LOC111136068",10,14,0,0,0,2,1,2,0,1,0,0,0,0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,11,0
"LOC111134487",1,5,3,10,0,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,2
"LOC111132164",61,8,0,0,1,0,2,1,0,1,1,1,0,0,0,1,0,0,3,1,2,0,0,1,0,2,0,0,1,0
"LOC111132163",110,110,77,59,88,115,38,61,96,23,7,40,11,6,21,83,58,5,6,45,14,32,6,61,51,37,28,1,55,3
"LOC111135760",389,266,196,148,391,312,105,264,248,78,16,127,27,17,44,312,243,59,27,281,58,93,25,240,113,110,69,17,138,2
"LOC111099157",262,199,175,104,256,179,102,149,169,43,20,110,29,10,36,240,184,59,15,180,55,63,19,130,76,87,67,69,97,28
"LOC111133246",144,122,87,68,209,161,37,90,102,17,17,32,17,6,21,97,94,28,4,75,38,33,10,125,80,79,57,15,47,1
"LOC111133248",24,2,1,5,12,7,1,7,3,4,0,5,0,0,0,2,5,0,0,13,0,4,1,1,0,0,1,0,6,1
"LOC111135248",109,131,99,79,143,125,63,78,97,32,14,68,17,4,23,134,117,21,12,130,38,43,10,76,62,61,33,5,60,1
"LOC111135251",1,4,0,0,1,66,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111135250",0,1,1,0,1,27,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0
"LOC111134701",246,242,195,124,297,253,82,209,180,52,16,137,17,10,37,219,194,37,23,170,61,59,28,174,117,100,43,51,112,2
"LOC111133727",32,131,64,27,95,59,34,80,30,23,13,44,21,7,18,26,30,19,2,75,39,20,12,55,51,46,5,1,43,29
"LOC111133726",22,9,12,16,30,18,7,9,9,2,1,6,5,1,3,16,9,7,1,5,4,3,4,3,8,0,6,0,2,0
"LOC111133729",33,30,11,10,3,36,15,29,28,4,5,9,2,1,4,31,22,7,1,32,1,10,3,16,9,15,10,78,8,0
"LOC111133725",39,15,9,3,16,17,10,24,11,10,1,10,1,1,7,43,18,2,1,17,0,12,0,9,8,4,10,1,7,0
"LOC111137177",73,48,41,24,73,51,21,50,58,18,11,43,2,3,5,69,58,13,6,61,23,22,7,35,32,20,18,0,48,1
"LOC111135959",0,3,11,8,17,9,2,1,1,2,0,9,1,0,2,9,11,0,0,18,2,3,4,4,6,11,2,0,8,0
"LOC111099216",117,103,80,37,140,87,51,93,75,18,21,42,10,5,18,117,122,25,9,102,24,32,5,99,56,83,30,46,59,3
"LOC111136484",259,216,191,119,209,216,90,190,149,46,16,118,20,7,40,175,221,36,13,144,52,62,21,148,117,86,46,8,108,2
"LOC111133205",370,287,185,126,346,304,93,189,188,47,14,87,31,10,31,257,129,27,20,152,43,59,14,161,87,70,60,8,118,4
"LOC111135910",8,36,51,26,3,43,41,31,79,5,8,37,12,1,10,8,4,10,0,30,25,28,4,42,14,23,24,0,19,2
"LOC111132060",75,131,68,55,99,132,37,57,94,15,13,55,7,11,21,74,110,13,2,92,21,49,7,83,82,54,28,22,77,3
"LOC111137190",0,5,0,8,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"LOC111136438",61,75,41,18,59,71,13,51,33,10,6,31,2,6,5,55,24,4,3,39,12,15,2,25,12,15,6,3,23,2
"LOC111136439",2,6,7,2,17,1,5,5,0,1,1,26,3,0,1,0,0,0,0,0,6,17,1,3,2,4,1,0,29,0
"LOC111135965",58,15,0,3,0,0,0,1,0,1,0,1,1,0,0,3,0,0,2,2,2,0,0,1,0,2,0,0,12,0
"LOC111136243",136,129,106,56,114,99,43,90,88,37,12,61,17,5,22,110,62,18,4,57,26,31,6,70,54,35,25,5,52,2
"LOC111135973",320,278,208,127,337,315,123,219,198,87,26,137,36,13,44,282,232,54,23,213,68,91,25,218,122,95,64,12,157,5
"LOC111133403",161,165,87,42,96,165,65,75,128,32,13,66,14,12,18,146,144,27,12,134,31,33,15,124,81,56,46,78,67,27
"LOC111134103",90,65,58,41,126,86,43,74,60,16,14,46,5,0,13,91,73,16,8,61,12,40,9,79,54,48,22,21,39,2
"LOC111134106",0,0,2,0,1,0,0,2,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,2,0,0,0
"LOC111134105",34,0,1,1,11,4,1,10,5,6,0,1,0,1,1,10,6,0,0,11,0,2,1,3,1,12,2,1,8,0
"LOC111135981",111,135,94,86,130,175,48,77,111,24,11,42,8,11,24,123,100,20,16,154,45,42,10,56,43,55,13,2,48,3
"LOC111133800",1,1,0,9,1,15,0,0,32,3,0,15,0,0,0,1,1,0,0,0,0,0,0,0,1,7,0,2,1,0
"LOC111135382",306,341,276,131,585,353,142,217,246,54,32,184,30,12,59,264,287,56,16,202,122,103,36,222,147,128,58,75,253,6
"LOC111137525",6,30,37,29,22,1,11,12,27,2,1,20,1,2,10,28,22,3,0,15,3,6,8,26,14,18,2,0,21,41
"LOC111135289",29,23,12,14,4,34,6,18,19,4,1,14,3,4,2,25,39,2,3,8,3,4,1,9,4,8,13,125,5,1
"LOC111135288",18,1,15,11,14,8,4,5,1,1,0,3,6,0,0,1,2,0,1,0,1,2,0,5,6,1,3,0,1,0
"LOC111135287",22,15,2,0,1,2,7,0,0,5,4,7,1,1,3,22,1,0,0,7,1,2,0,1,1,5,4,1,0,0
"LOC111136013",5,8,1,6,0,22,10,30,6,5,1,10,0,0,4,26,23,1,0,12,6,8,1,16,10,6,2,1,0,0
"LOC111137685",266,106,113,101,108,150,47,147,99,33,17,80,12,8,22,168,96,39,10,71,33,68,9,91,54,40,59,7,81,166
"LOC111137678",376,343,254,209,381,299,139,343,328,83,20,187,33,14,52,178,397,74,22,182,68,135,38,267,197,149,76,143,176,106
"LOC111137688",1,0,0,0,3,0,1,1,3,1,3,1,0,0,1,0,7,2,0,2,0,5,0,3,1,4,1,1,3,0
"LOC111137683",51,144,42,46,129,93,43,108,71,30,8,30,14,2,7,101,59,10,9,51,23,16,15,39,39,46,19,3,48,5
"LOC111137681",1,27,1,1,2,0,7,2,3,6,1,0,0,2,0,42,2,8,3,1,2,0,0,50,21,2,2,1,0,0
"LOC111137680",86,24,17,6,26,21,4,8,8,12,6,29,2,0,6,36,21,2,2,35,2,7,3,9,22,11,18,2,6,0
"LOC111137682",30,75,40,34,136,160,65,134,59,18,6,3,20,4,23,110,70,13,3,37,35,14,10,44,36,43,31,1,28,0
"LOC111137679",118,182,127,137,290,131,67,138,146,26,11,54,5,4,20,158,165,16,11,97,43,49,18,78,82,89,18,14,92,4
"LOC111137684",98,73,138,49,79,78,63,70,67,28,16,80,10,4,38,89,87,23,4,117,34,34,10,127,74,76,56,4,41,3
"LOC111137677",865,794,533,341,756,754,297,557,490,173,50,330,86,36,97,678,558,131,40,440,203,162,70,430,279,366,167,163,325,5
"LOC111137687",125,7,24,16,6,104,11,15,37,12,6,2,7,13,23,58,28,6,3,24,39,2,6,28,34,33,33,93,13,0
"LOC111137676",27,17,20,5,3,11,24,14,21,10,0,20,3,1,0,3,15,0,0,4,0,13,2,7,1,2,2,2,8,0
"LOC111136295",330,354,116,221,150,390,94,314,293,58,34,41,45,32,52,286,366,78,15,284,59,40,10,243,191,100,65,41,47,68
"LOC111136296",344,292,188,164,370,303,101,338,235,87,44,173,41,18,63,307,252,49,10,210,78,108,34,295,216,127,87,68,167,7
"LOC111136034",15,37,34,8,21,23,6,25,10,4,0,16,7,0,0,25,23,1,1,8,5,4,0,17,29,16,4,0,13,1
"LOC111136035",8,14,26,22,29,19,23,42,34,4,2,15,13,4,14,21,22,3,3,22,10,10,5,3,4,14,14,0,11,0
"LOC111134903",559,348,258,134,372,407,118,307,199,106,28,184,42,11,64,325,234,51,36,303,76,132,28,170,126,162,103,27,220,83
"LOC111136544",0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LOC111099155",4,2,3,0,3,0,0,33,0,0,0,0,2,0,14,0,0,0,0,0,0,10,0,2,0,1,1,0,1,0
"LOC111136038",29,39,26,15,54,22,12,37,35,3,0,9,5,1,4,36,29,1,1,26,9,7,1,11,12,8,15,0,14,0
"LOC111137376",28,26,53,0,28,14,6,3,1,5,0,21,5,4,1,26,5,10,1,2,11,2,0,24,13,0,2,83,17,0
"LOC111137375",6,1,59,25,175,60,54,42,4,0,3,74,5,0,10,2,207,17,0,23,11,0,0,9,55,17,48,3,3,1
"LOC111133132",57,49,43,29,89,44,27,34,26,7,4,29,4,2,4,47,24,6,0,34,19,9,1,33,21,11,4,1,25,0
"LOC111133133",63,5,39,3,13,50,2,44,11,18,1,36,2,0,1,8,24,1,1,21,4,6,2,15,13,4,12,1,22,0
"LOC111134616",127,119,65,45,92,145,33,63,64,18,7,48,9,3,11,100,68,17,11,78,24,23,6,43,36,44,9,4,69,3
"LOC111138201",79,50,58,20,86,87,28,51,69,9,6,38,9,3,9,82,58,12,3,69,8,7,5,27,11,12,19,1,34,2
"LOC111137528",1,1,0,7,49,46,9,34,0,13,4,0,0,0,1,15,0,1,1,32,0,4,0,9,9,15,0,1,3,0
"LOC111137529",60,14,15,9,18,31,10,15,14,4,1,5,2,1,2,29,13,5,3,27,4,5,4,16,11,8,3,0,23,0
"LOC111133229",330,325,285,144,508,327,170,215,234,75,33,253,35,32,58,301,200,71,14,265,87,141,59,314,161,173,77,161,219,8
"LOC111136051",926,642,463,338,525,719,270,532,453,138,63,360,76,47,102,504,506,126,29,472,186,185,70,417,325,233,149,14,380,17
"LOC111132762",0,47,18,6,35,22,8,20,19,0,0,9,0,1,0,27,1,3,1,11,7,3,1,15,2,6,9,1,17,0
"LOC111136760",50,80,30,8,45,60,9,13,49,5,4,28,1,1,2,51,32,0,8,32,6,9,2,18,15,7,5,1,24,2
"LOC111135724",188,129,88,66,147,121,70,133,141,31,19,81,38,6,32,176,165,22,14,91,30,43,11,139,108,84,54,22,41,6
"LOC111137339",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"LOC111138472",31,45,43,32,70,27,26,42,54,11,11,18,2,1,13,104,40,8,3,55,19,24,9,31,16,44,17,2,16,0
"LOC111136160",76,38,5,0,30,1,9,1,1,6,0,2,3,0,2,19,17,0,5,0,6,8,0,15,9,1,3,0,2,0
"LOC111136081",2,16,29,12,0,40,11,37,16,11,1,18,1,0,2,19,7,4,2,13,0,3,3,4,0,2,5,0,20,0
"LOC111134514",200,144,155,159,273,186,95,150,196,33,20,97,25,11,26,169,146,31,13,106,34,49,15,121,60,57,52,17,98,7
"LOC111135147",183,163,101,146,186,199,79,141,190,46,24,76,35,26,46,119,125,43,27,126,65,44,21,80,70,77,49,52,68,3
"LOC111136184",1,0,0,2,0,0,1,0,1,0,0,1,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
"LOC111137641",36,30,5,5,26,12,3,5,4,4,2,1,0,0,1,12,1,1,1,10,1,2,0,1,2,2,3,0,13,0
"LOC111132160",58,145,39,10,71,25,29,34,18,3,2,14,4,0,1,9,18,4,2,46,9,9,1,8,13,6,2,1,125,0
"LOC111136305",3,5,7,7,6,4,8,1,3,2,0,1,1,1,3,6,10,1,0,4,0,3,2,4,1,4,0,0,1,1
"LOC111136304",2,3,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111132325",5,33,18,34,43,39,19,35,40,1,1,4,1,2,3,35,27,6,1,12,0,1,1,19,16,4,15,0,31,0
"LOC111137118",1,4,0,0,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0
"LOC111134338",2,41,2,23,26,19,22,24,53,0,1,9,7,1,2,22,5,1,0,28,4,21,0,2,12,28,17,0,15,0
"LOC111134341",73,95,80,36,125,81,30,94,60,12,9,42,3,2,8,40,101,7,5,117,17,27,11,37,27,39,16,1,92,1
"LOC111132180",45,0,22,10,3,40,1,29,24,14,5,22,1,0,1,0,26,14,1,17,1,11,1,33,18,9,7,0,24,3
"LOC111132178",473,360,247,225,493,351,133,252,285,112,31,144,52,21,76,379,279,81,41,279,142,122,36,269,158,154,112,31,186,7
"LOC111133521",17,33,2,0,25,0,8,1,1,6,1,1,1,0,0,9,13,0,0,2,0,0,0,1,0,1,5,0,8,0
"LOC111133522",11,23,1,4,3,13,3,2,2,1,0,0,1,2,2,0,2,7,1,2,0,0,1,0,4,0,0,30,4,0
"LOC111137010",43,35,74,66,50,26,72,74,100,18,27,42,28,11,12,47,176,14,1,58,24,26,12,86,78,65,25,13,36,14
"LOC111134999",157,94,111,57,158,118,91,109,97,33,19,79,22,10,41,150,150,22,7,146,32,75,10,166,73,96,32,6,35,1
"LOC111136250",4,6,8,4,4,5,12,2,7,5,4,4,1,0,3,11,9,2,1,4,1,1,2,10,2,7,1,0,4,0
"LOC111137610",0,1,0,0,1,1,2,0,1,2,0,0,1,0,0,2,2,1,0,1,0,2,1,8,0,0,0,0,0,0
"LOC111137160",33,54,18,0,2,31,7,34,5,2,0,10,1,0,0,26,20,0,1,19,12,0,1,3,3,5,4,1,37,1
"LOC111134571",0,0,2,0,4,3,0,2,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"LOC111134570",40,47,63,32,56,34,37,45,56,16,17,25,12,4,18,83,50,7,6,64,24,29,5,66,18,68,27,4,14,0
"LOC111134293",64,63,57,36,61,59,20,55,58,8,1,35,4,3,5,101,96,12,4,52,10,24,6,34,33,17,24,2,23,0
"LOC111136303",293,242,179,120,290,214,110,145,166,74,22,123,15,10,53,199,148,50,12,164,72,70,24,159,86,82,64,6,103,1
"LOC111136308",0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,55,0,0,1,1,1,0,0,3,26,0,1,0,1
"LOC111133988",102,105,72,50,112,85,42,55,76,40,13,60,6,5,14,77,47,22,2,73,26,33,12,48,45,38,13,2,45,3
"LOC111133985",74,75,75,60,85,63,43,106,101,13,24,55,31,4,25,86,125,13,8,80,33,32,7,68,69,37,26,56,24,3
"LOC111137602",152,87,44,33,113,111,31,41,34,18,10,20,8,1,10,59,26,8,4,57,19,20,7,47,32,37,18,1,45,0
"LOC111137601",198,192,142,75,184,187,62,94,90,44,15,63,11,4,27,161,119,18,7,110,35,38,15,121,55,59,52,36,97,0
"LOC111135004",17,10,8,15,17,13,11,23,13,5,1,10,0,1,1,13,28,2,0,16,0,4,2,7,5,1,6,0,14,0
"LOC111135005",13,10,4,2,8,1,3,5,5,3,3,5,2,0,1,1,2,0,0,0,1,7,0,4,0,6,3,1,1,1
"LOC111132974",0,1,0,0,0,34,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
"LOC111132955",110,132,112,81,219,121,50,77,98,34,14,73,13,7,29,132,104,30,9,101,45,38,12,62,92,56,15,111,93,3
"LOC111133947",136,9,9,4,16,4,2,8,10,31,0,0,1,1,0,1,4,13,1,4,0,1,2,0,0,1,0,0,3,1
"LOC111135320",2,11,4,5,7,2,1,8,4,2,0,0,1,0,1,2,4,0,0,8,2,0,0,7,0,2,0,0,2,0
"LOC111137247",104,168,77,40,136,72,21,78,48,14,1,42,4,5,10,79,89,13,4,63,15,25,8,79,13,9,14,0,44,0
"LOC111137248",0,26,0,5,0,1,2,3,1,0,0,0,2,0,0,8,1,0,0,1,0,1,0,0,4,1,10,1,1,0
"LOC111135361",89,77,63,47,95,65,34,67,75,11,8,35,4,2,14,48,73,19,2,72,19,18,5,61,22,24,29,2,41,3
"LOC111134275",513,487,277,247,530,482,202,398,341,98,44,265,59,36,84,430,397,79,23,379,104,144,57,388,244,207,110,80,284,9
"LOC111133797",78,62,50,22,95,87,33,41,35,13,3,24,4,1,8,45,46,11,2,25,11,14,3,52,13,15,15,4,48,0
"LOC111132917",25,22,31,11,26,31,3,23,25,3,0,9,1,0,3,14,8,0,4,19,2,11,2,5,10,7,8,0,12,1
"LOC111138388",2,0,19,11,7,2,3,3,8,0,0,3,0,0,0,7,0,0,0,2,1,0,0,4,0,1,0,0,7,0
"LOC111135158",2,0,1,2,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0
"LOC111132406",2,3,1,2,1,3,8,6,3,3,10,0,0,1,0,11,53,3,1,9,2,5,0,2,5,0,0,1,0,1
"LOC111137169",148,137,98,105,131,137,61,113,90,34,14,100,11,9,23,132,150,29,11,102,54,48,18,94,51,83,55,4,63,3
"LOC111133059",12,16,47,2,15,14,2,61,28,4,3,33,0,0,0,1,27,1,0,27,8,10,8,0,20,13,14,1,0,0
"LOC111136148",245,125,87,55,225,157,71,130,119,35,7,64,9,5,22,131,110,26,4,98,27,50,17,116,47,40,46,3,157,1
"LOC111135209",15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC111138351",145,136,54,91,103,82,29,20,103,15,6,54,7,2,15,62,86,19,2,70,29,31,2,52,39,36,27,3,52,2
"LOC111138350",83,41,57,27,39,86,27,61,58,22,5,24,11,1,30,20,137,10,0,40,9,9,1,40,47,28,16,1,60,3
"LOC111138352",141,68,103,59,46,65,53,97,66,13,5,67,18,7,17,52,87,19,4,96,13,5,3,88,63,52,34,33,51,1
"LOC111135414",166,160,93,58,176,142,56,106,95,51,6,64,2,6,9,132,89,15,5,89,26,38,17,46,58,42,39,4,65,0
"LOC111136821",7,5,1,0,7,1,2,2,2,1,0,1,0,0,1,3,1,0,1,3,1,0,0,1,0,0,2,1,3,2
"LOC111136409",18,17,11,40,18,16,18,7,28,7,0,5,4,1,2,25,1,4,1,17,21,5,4,45,19,11,8,1,1,0
"LOC111137122",1,10,5,4,9,2,2,7,11,0,0,0,0,2,0,5,8,1,0,1,0,10,0,2,2,2,5,2,1,0
"LOC111133006",33,1,27,0,2,0,18,3,7,6,3,19,5,2,7,24,3,7,2,35,3,12,1,3,14,2,16,0,16,0
"LOC111133627",2,1,6,0,13,13,0,6,0,0,1,12,0,0,2,9,6,0,1,3,0,0,1,3,0,0,3,0,3,0
"LOC111135705",13,10,18,10,20,8,23,16,10,24,3,4,5,0,6,15,26,1,4,10,7,5,6,14,37,12,19,10,48,1
"LOC111135703",109,128,117,68,84,139,51,132,108,16,9,81,6,5,19,59,90,20,5,83,34,47,10,89,52,49,27,10,75,0
"LOC111136841",0,0,0,0,2,0,0,4,0,1,0,0,1,0,1,1,2,0,1,3,0,1,2,1,0,0,0,0,0,0
"LOC111138326",1,9,4,3,0,2,0,1,0,1,0,1,1,0,0,7,2,0,0,12,1,2,0,0,1,1,1,0,4,0
"LOC111134950",119,143,81,79,87,78,56,107,92,24,4,36,19,2,12,98,82,22,5,86,17,27,9,76,58,50,36,1,21,0
"LOC111136905",46,31,55,35,60,74,36,30,61,7,5,28,6,1,10,63,78,9,2,23,8,23,4,58,25,13,21,25,27,2
"LOC111138074",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0
"LOC111132181",34,0,1,19,1,2,0,2,27,8,0,1,0,0,0,0,2,2,4,1,0,1,0,0,0,0,1,0,3,0
"LOC111135051",0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111136441",6,30,7,12,19,6,7,11,16,2,1,11,1,0,1,1,3,1,0,10,4,5,1,2,2,2,3,5,13,0
"LOC111132168",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,5,0,0,0,0
"LOC111134201",2,2,3,3,1,2,1,5,2,2,0,1,1,0,1,3,0,1,0,2,0,3,0,2,0,0,3,0,3,0
"LOC111134200",4,1,9,0,7,0,1,2,2,3,0,9,0,0,1,5,1,0,0,3,2,3,2,1,1,0,2,0,9,0
"LOC111135059",28,28,21,14,48,24,8,21,11,6,1,2,2,0,7,40,13,1,7,23,4,11,3,8,6,8,2,4,15,0
"LOC111135057",4,4,2,0,3,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,4,0,1,0,0,0,0
"LOC111136416",102,103,107,51,178,13,32,124,26,9,16,73,18,8,18,80,145,28,12,117,59,48,10,110,39,62,13,44,51,1
"LOC111136519",2,1,2,0,2,0,4,1,0,0,1,1,2,0,2,1,3,0,0,3,1,1,0,3,1,0,2,0,1,0
"LOC111132149",1,4,3,2,1,1,0,0,1,0,1,0,0,0,0,7,1,0,3,3,6,2,0,1,0,1,4,0,7,0
"LOC111135247",90,77,63,44,122,113,48,77,121,21,9,50,7,4,17,76,111,14,1,70,36,45,2,88,63,28,36,13,42,2
"LOC111136807",36,38,50,31,71,107,40,31,96,15,2,43,13,3,3,82,112,11,2,28,9,24,7,57,48,20,34,36,24,2
"LOC111138164",0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,0,0,0,0
"LOC111136052",0,0,0,0,19,1,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC111132157",0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0
"LOC111136298",0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111136071",24,11,21,12,30,39,15,13,27,1,2,11,0,0,4,37,20,0,1,38,3,6,2,21,19,7,4,2,4,0
"LOC111135571",59,93,30,31,97,67,25,24,23,19,7,17,2,3,4,40,20,10,3,44,7,9,2,12,14,9,8,0,15,0
"LOC111134786",16,33,14,8,30,21,5,18,9,3,1,9,0,1,4,34,8,0,3,16,2,7,0,5,7,10,5,4,14,0
"LOC111134783",0,2,1,3,4,1,2,1,2,0,1,0,0,1,1,5,1,0,0,12,1,0,0,1,0,1,0,0,1,0
"LOC111133970",242,208,205,90,273,265,88,203,166,63,17,97,17,8,26,183,147,32,14,139,54,57,17,109,94,67,73,4,134,6
"LOC111136483",4,7,6,2,5,5,5,7,2,3,1,2,0,0,0,11,5,2,0,10,4,4,1,11,5,11,2,0,5,0
"LOC111135974",2,2,3,8,18,2,0,10,13,0,0,0,0,0,0,0,18,2,0,0,0,1,0,0,1,0,2,0,0,0
"LOC111136517",3,1,0,0,1,3,0,1,3,0,0,1,0,0,0,3,3,0,1,2,0,0,0,0,3,1,0,0,0,0
"LOC111136541",32,20,47,19,19,48,22,54,31,15,15,48,5,16,16,60,55,10,4,55,7,14,5,44,43,17,20,40,14,1
"LOC111138009",17,17,18,10,12,8,10,16,12,7,6,10,1,0,3,15,16,5,2,22,2,7,1,19,4,7,10,1,6,0
"LOC111133392",2,7,7,2,7,5,5,16,4,1,2,5,4,1,3,3,20,3,0,7,2,7,0,18,2,4,1,0,1,0
"LOC111135419",44,56,23,13,56,59,14,32,26,17,0,9,1,0,1,40,33,4,0,31,9,20,1,19,15,14,2,0,39,0
"LOC111135420",4,14,13,2,10,6,7,5,4,0,0,3,0,0,1,5,7,0,0,8,2,2,0,1,0,3,2,0,3,0
"LOC111135583",1,3,4,3,0,4,2,3,2,1,1,1,1,0,0,10,9,0,0,10,0,2,0,2,1,2,1,0,0,0
"LOC111132988",39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0
"LOC111135321",0,1,1,0,11,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0
"LOC111132237",31,21,10,12,18,23,5,6,7,3,0,3,1,1,2,11,4,1,1,9,1,2,0,7,1,2,2,1,8,0
"LOC111133209",12,0,5,4,9,1,4,1,0,2,0,4,0,2,0,18,6,0,1,4,0,0,0,7,6,0,0,0,2,0
"LOC111137316",2,66,25,34,5,27,19,25,43,6,2,13,2,1,4,38,35,7,3,18,12,1,2,39,16,19,5,1,26,0
"LOC111137317",14,3,3,13,13,11,4,0,1,1,0,0,4,0,4,8,7,1,0,5,3,3,1,1,0,9,0,0,1,1
"LOC111134434",124,129,65,53,109,124,46,45,82,15,8,45,3,6,7,104,80,17,7,72,39,33,12,73,61,30,27,44,36,0
"LOC111137639",18,25,15,21,15,41,18,25,32,2,6,13,2,2,7,20,34,11,2,17,5,3,0,12,25,20,8,0,16,0
"LOC111136601",0,0,3,0,10,0,0,2,1,0,0,3,0,0,0,2,3,0,0,2,0,0,0,1,0,0,1,0,5,0
"LOC111134505",2,4,7,1,1,1,4,4,13,0,1,4,2,0,0,3,8,2,0,7,5,2,0,3,5,5,5,1,1,0
"LOC111134506",54,43,45,34,55,67,22,27,43,6,5,29,10,3,13,58,37,14,4,39,14,21,4,36,21,11,3,19,24,1
"LOC111138323",31,31,12,3,22,37,5,9,17,8,3,10,1,1,8,35,20,7,4,12,18,8,3,11,4,6,5,10,16,0
"LOC111099062",205,142,85,57,82,140,13,19,73,31,2,44,3,3,2,131,12,12,5,36,23,34,6,48,1,30,18,1,90,1
"LOC111132586",69,95,35,57,92,106,32,62,95,17,7,24,12,2,17,49,57,25,5,74,18,26,9,35,28,20,21,2,39,3
"LOC111099052",0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,3,0,0,0,4,0,0,0,0,0,0
"LOC111136678",37,59,55,37,20,24,25,50,24,4,7,49,5,12,15,35,63,11,2,63,10,22,5,38,37,19,16,39,28,2
"LOC111137934",27,23,13,10,28,23,12,17,21,3,6,16,2,1,2,31,28,8,0,24,5,10,2,21,7,10,6,0,3,0
"LOC111133757",2,0,0,1,1,1,0,18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,2,0
"LOC111135201",68,66,19,11,44,60,13,31,18,17,1,17,0,0,1,39,27,7,2,25,6,23,1,14,11,17,10,2,47,2
