GeneID	Length	X2018..BBB.WBO.B21.CV_sorted.bam	X2018..BBB.WBV.B70.CV_sorted.bam	X2018..BBO.BBO.B16.CV_sorted.bam	X2018..BBO.BBY.B27.CV_sorted.bam	X2018..BBO.WBO.B16.CV_sorted.bam	X2018..BBO.WBV.B64.CV_sorted.bam	X2018..BBR.BBB.B50.CV_sorted.bam	X2018..BBR.BBG.B38.CV_sorted.bam	X2018..BBR.BBY.B26.CV_sorted.bam	X2018..BBY.WBG.B42.CV_sorted.bam	X2018..BPO.BPO.O16.CV_sorted.bam	X2018..BPR.BPG.O38.CV_sorted.bam	X2018..BPR.BPR.O02.CV_sorted.bam	X2018..BPY.BPG.O42.CV_sorted.bam	X2018..BPY.BPY.O29.CV_sorted.bam	X2018..WBB.WBV.W69.CV_sorted.bam	X2018..WBG.BBB.W56.CV_sorted.bam	X2018..WBG.WBG.W44.CV_sorted.bam	X2018..WBO.BBR.W03.CV_sorted.bam	X2018..WBO.WBV.W64.CV_sorted.bam	X2018..WBR.BBY.W25.CV_sorted.bam	X2018..WBV.WBO.W23.CV_sorted.bam	X2018..WBV.WBR.W12.CV_sorted.bam	X2018..WBY.BBV.W65.CV_sorted.bam	X2018..WBY.BBY.W30.CV_sorted.bam	X2018..WPB.BPG.G45.CV_sorted.bam	X2018..WPO.BPO.G16.CV_sorted.bam	X2018..WPO.BPY.G28.CV_sorted.bam	X2018..WPR.BPY.G25.CV_sorted.bam	X2018..WPV.BPR.G11.CV_sorted.bam
LOC111131491	6122	60	36	17	11	2	17	7	31	3	4	1	16	8	1	6	1	6	2	3	3	2	1	1	6	2	1	3	8	13	1
LOC111118736	1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102855	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099722	78302	3633	3934	2974	1738	4459	2934	1485	3090	2502	719	322	1684	475	258	807	3568	2256	722	292	2290	1309	1167	260	2738	1588	1338	973	566	1832	188
LOC111124829	13046	125	268	176	109	188	187	63	123	123	28	34	120	42	26	32	199	138	25	16	151	66	44	18	183	119	61	47	12	90	4
LOC111108643	6233	14	24	41	44	23	26	19	46	50	0	13	31	12	1	12	25	69	10	2	23	9	5	5	35	42	30	6	3	3	1
LOC111110943	11855	1	1	9	1	6	5	1	4	3	0	2	0	0	0	2	10	4	0	0	2	0	0	0	1	7	1	0	0	0	0
LOC111110954	5107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111112965	5845	87	81	54	37	102	106	25	56	57	21	4	37	0	3	0	71	42	3	4	33	20	12	4	30	19	19	19	0	44	0
LOC111131148	13621	116	73	69	37	117	95	36	66	48	33	2	37	3	0	13	83	63	5	5	61	18	25	4	34	28	23	16	5	44	1
LOC111104157	3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111128427	9819	18	9	31	6	13	4	12	9	17	0	1	4	2	2	5	12	15	3	0	14	5	8	0	28	6	11	2	0	1	0
LOC111128419	3626	4	2	0	2	3	2	1	12	3	0	0	0	1	0	0	2	4	0	0	3	0	1	1	1	0	2	1	0	0	0
LOC111131506	17348	245	269	200	95	339	243	120	230	213	38	22	122	20	10	47	230	180	42	10	192	81	60	28	188	86	120	47	65	98	2
LOC111125267	12789	2	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0
LOC111135304	2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111135310	4752	121	113	36	34	99	125	39	35	49	17	11	52	5	7	4	46	42	14	1	57	21	28	4	33	23	28	22	47	52	1
LOC111125302	19797	2	0	6	4	1	5	1	13	2	5	0	1	1	0	1	4	1	1	0	0	0	1	0	1	0	5	0	0	5	0
LOC111132726	4806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111132711	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131511	9437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111132751	4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111132759	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111132740	5377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131520	7657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111136703	11282	13	7	13	8	7	13	18	18	21	4	3	10	4	4	3	20	22	2	0	16	4	7	0	23	16	18	2	0	2	1
LOC111136692	8107	2	0	10	0	0	0	0	3	0	0	1	0	0	0	1	7	0	2	0	0	0	0	2	0	0	0	2	0	0	0
LOC111133283	6249	2	4	15	0	2	26	1	1	0	0	1	21	3	0	1	0	2	8	0	7	0	0	0	0	1	1	0	1	14	0
LOC111131527	4825	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122356	6505	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	5	0	0	0	0	2	0	0	0	3	0	0	0	0
LOC111100092	165467	1040	851	650	419	921	814	341	663	551	151	66	460	107	77	166	651	915	188	80	629	312	243	78	612	479	402	259	213	386	160
LOC111100158	2890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100144	28684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100258	5931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100186	103888	50	17	19	16	35	17	10	20	14	17	4	21	8	1	6	36	28	4	0	32	5	7	4	20	18	18	13	14	12	8
LOC111100322	3891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100315	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100100	28862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100337	2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100208	7203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131537	13090	43	25	29	11	42	44	6	12	19	9	3	14	2	0	5	15	43	6	0	15	18	6	2	21	35	5	1	1	14	1
LOC111131545	13596	3	3	12	3	4	3	3	3	4	1	0	5	1	0	0	13	5	3	0	0	1	0	0	1	1	1	2	0	6	0
LOC111131553	3705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100219	13172	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
LOC111100177	2506	8	3	2	3	3	3	5	1	4	2	0	0	0	0	0	1	0	0	0	1	0	1	1	1	2	1	0	0	1	0
LOC111105926	9291	3	1	5	1	0	3	2	2	9	1	1	1	0	0	4	6	7	4	1	5	0	0	2	1	12	8	2	0	1	0
LOC111105935	2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100340	13871	7	1	5	4	0	1	1	0	1	0	0	0	0	0	0	0	31	2	0	12	0	0	0	2	0	5	0	0	13	0
LOC111105943	2063	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC111100278	13642	1	1	1	0	1	2	0	1	4	0	0	0	0	0	1	3	0	1	0	0	0	0	0	2	3	2	0	0	0	0
LOC111100332	1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111105951	14852	18	30	21	4	13	12	4	11	7	2	4	11	0	0	1	5	17	6	2	12	8	1	1	10	13	3	3	2	4	1
LOC111100135	18062	168	12	54	37	38	20	18	17	57	16	4	43	1	1	13	66	14	10	2	22	6	3	1	16	42	8	11	1	48	0
LOC111100267	4617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111100240	6274	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	1	0	0	1	3	1	1	0	0	0	0
LOC111103184	7689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111114261	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111118113	1934	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111105961	36326	79	91	73	69	168	129	35	57	68	14	7	72	2	0	11	80	74	21	10	85	16	35	8	59	35	23	22	4	44	3
LOC111100385	15546	2	2	0	1	3	0	0	0	0	3	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LOC111103653	1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111115631	8112	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111105980	21213	99	97	129	70	114	119	49	121	107	35	16	74	8	6	26	123	105	33	4	121	42	30	21	93	118	62	39	8	50	0
LOC111113127	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120407	4510	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122010	2529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122017	9985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122109	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122110	5343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111099448	3563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111105988	7096	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC111119734	16246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122823	56084	175	173	105	86	187	163	82	118	153	38	13	77	16	9	30	152	95	38	10	114	37	44	22	98	79	51	55	43	59	4
LOC111101029	7747	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LOC111130420	3775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106002	1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111119725	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111114472	3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120685	18377	42	0	1	0	1	1	1	1	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	23	0	0	0	0	1	0
LOC111120694	23847	4	0	0	1	0	2	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111118525	7631	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC111119541	6923	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
LOC111116013	5930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103080	7029	83	64	41	25	85	43	39	50	67	13	13	46	3	3	8	56	73	8	3	43	21	13	3	41	40	31	11	5	37	2
LOC111106011	10772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120900	5931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111132096	18742	22	22	23	3	27	11	14	19	8	6	3	17	2	1	5	44	14	5	2	27	5	3	1	28	11	5	7	3	28	14
LOC111127496	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111105895	11086	0	10	0	0	1	2	0	1	6	3	0	0	1	0	1	3	0	0	0	1	2	0	0	0	1	0	0	0	0	0
LOC111113005	9935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108695	13652	56	37	12	15	39	33	24	30	23	8	1	18	2	0	0	22	19	8	2	27	4	4	3	9	10	9	11	2	13	1
LOC111122352	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111111383	12250	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111116459	2830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111118560	3391	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111115737	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111111226	2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106021	38659	345	281	176	107	312	263	114	189	183	58	27	99	36	6	51	225	207	53	17	193	61	79	22	188	130	83	42	46	159	4
LOC111122911	9189	100	111	117	109	141	120	61	109	135	23	13	74	11	5	36	131	142	18	7	78	48	52	21	119	65	62	35	3	30	2
LOC111123649	8587	25	0	5	0	3	0	1	2	0	1	0	3	0	0	1	2	1	1	0	1	0	1	0	1	1	0	0	0	2	0
LOC111099030	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102772	4073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
LOC111106027	981	0	3	0	0	0	4	9	1	0	0	0	0	0	0	0	0	2	0	0	9	4	0	1	0	2	3	0	0	0	0
LOC111102738	14357	30	12	15	5	62	20	32	24	22	2	3	21	1	0	2	16	26	3	0	57	12	10	2	9	20	18	8	0	14	1
LOC111102723	5537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102753	17594	8	9	28	8	14	8	3	14	20	0	1	16	0	0	5	12	23	0	0	9	4	5	2	7	12	2	5	1	9	0
LOC111106037	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111102762	3843	20	39	46	39	35	24	36	35	52	3	1	35	9	1	14	30	49	18	0	42	5	3	5	28	23	24	2	2	6	0
LOC111132179	14000	99	78	77	47	85	40	36	40	58	41	6	41	24	15	19	143	71	26	9	44	20	18	12	81	34	47	28	17	44	1
LOC111125943	5143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106046	5433	3	4	1	2	6	1	1	2	2	0	0	0	0	0	0	1	9	0	0	2	1	2	0	0	0	1	1	0	1	0
LOC111136085	14825	189	116	76	50	137	163	60	108	94	37	12	68	12	3	22	108	103	16	3	92	40	28	16	87	56	50	28	2	100	2
LOC111105322	2520	17	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
LOC111105313	4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC111113014	3835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131859	2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131839	3859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111131850	11362	62	62	110	45	63	76	48	132	60	19	7	38	5	3	18	90	44	6	5	80	22	33	7	49	33	25	23	10	37	0
LOC111103666	2284	0	8	0	0	18	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111127657	19043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111123472	27240	2	0	0	1	37	0	1	1	2	1	4	1	0	0	1	4	1	2	0	1	0	1	2	3	1	2	1	0	0	0
LOC111124027	6813	19	36	32	19	30	31	16	5	31	4	2	16	1	0	1	13	37	3	0	35	0	13	5	19	13	8	5	0	11	0
LOC111115119	19772	0	0	2	0	23	1	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	1
LOC111119847	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111104519	2552	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
LOC111111029	2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111111036	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120534	10466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108857	6715	149	1	111	45	87	90	13	54	47	3	3	35	9	4	22	161	18	7	9	78	0	23	4	43	25	26	12	44	3	2
LOC111108847	3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111122800	2645	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109589	1865	0	0	1	0	37	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0
LOC111123185	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111118614	14717	10	7	6	1	2	7	1	6	3	2	2	3	1	0	3	4	3	0	0	0	2	2	0	3	1	3	0	4	0	0
LOC111106054	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnac-gca	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120886	84335	1343	1288	1140	856	1661	1517	650	1275	1143	330	136	786	192	100	300	1405	1304	244	102	1127	387	438	150	1038	673	596	405	260	724	22
LOC111120896	3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110776	820	0	26	3	24	27	0	20	1	0	0	4	20	4	0	8	9	0	1	1	2	1	2	1	2	12	2	1	0	0	0
LOC111114379	18485	13	17	13	10	17	23	8	16	15	4	0	13	3	2	8	21	13	2	2	23	5	5	4	9	11	13	4	16	1	1
LOC111103757	9532	0	12	2	2	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	6	0	0	10	0
LOC111106064	8539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
LOC111119622	5240	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC111137438	2120	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106075	3247	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103862	2288	8	2	2	0	0	8	0	6	3	1	0	6	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	3	1	0
LOC111114648	4372	1	72	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
LOC111138426	7231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111138433	1866	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111111539	4104	14	12	6	20	1	7	3	5	5	2	1	0	0	0	3	0	2	0	0	1	0	0	1	6	13	3	0	47	0	0
LOC111104401	36577	662	454	239	235	579	538	275	446	412	148	50	246	40	26	98	452	369	94	25	534	122	181	28	448	210	241	146	43	291	3
LOC111106082	1280	13	9	8	0	1	8	1	10	5	4	0	1	0	0	2	0	0	2	0	0	0	1	0	3	6	0	0	10	0	0
LOC111113698	1882	8	2	10	0	6	4	5	4	5	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1	3	2	0	3	1	0
LOC111106094	1704	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
LOC111136378	1351	6	11	5	0	1	2	0	5	2	2	0	3	2	0	1	1	0	1	0	1	1	0	0	2	1	0	1	2	1	0
LOC111136446	1740	7	3	4	0	0	5	1	8	4	1	0	1	0	0	3	0	2	3	0	0	0	0	0	2	4	0	0	8	0	0
LOC111122616	9455	15	9	5	0	16	11	10	7	5	0	0	5	0	0	5	0	0	0	0	1	1	13	0	3	3	0	1	8	0	0
LOC111104556	3628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111111194	26470	295	249	236	161	497	336	155	290	315	80	26	172	47	13	65	277	328	102	26	219	125	95	47	291	151	128	89	36	155	2
LOC111125438	23617	581	433	390	273	602	537	209	385	347	127	48	247	34	19	79	482	455	69	31	406	140	165	48	334	197	155	145	56	261	8
LOC111113174	15724	143	87	78	32	108	114	80	64	86	24	14	67	12	5	21	85	86	22	9	88	27	42	13	80	55	61	23	14	72	1
LOC111134836	22227	0	2	3	3	5	2	0	2	3	1	0	0	0	0	0	2	3	0	0	0	0	0	1	0	1	0	3	0	1	0
LOC111134829	10207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106102	6558	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC111106111	1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111134848	2722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111134826	12148	0	5	0	0	3	0	0	4	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	3	0	3	0	0	4	0
LOC111116812	3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111116801	13446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC111116820	2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111124555	26088	2	0	1	0	2	2	1	0	2	0	3	0	0	0	0	1	1	0	0	5	0	0	0	0	1	2	2	0	1	0
LOC111126153	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103974	4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106120	7343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111103983	4653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC111106124	2044	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC111103966	30042	7	2	6	1	7	2	4	17	11	0	0	3	0	1	1	4	4	0	0	3	2	0	1	8	3	1	0	0	3	0
LOC111120923	2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120911	13119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120932	3289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120917	12969	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111120951	3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106133	11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111120940	6485	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
LOC111102150	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110355	12567	21	23	50	20	30	31	21	44	23	18	4	21	1	3	5	98	32	12	5	46	5	14	1	40	16	28	29	0	16	1
LOC111111848	6366	2	0	1	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	6	0	0	0	0	1	0	0	0	0	0
LOC111110063	12176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
