GeneID	Length	X2018..BBB.WBO.B21.CV_sorted.bam	X2018..BBB.WBV.B70.CV_sorted.bam	X2018..BBO.BBO.B16.CV_sorted.bam	X2018..BBO.BBY.B27.CV_sorted.bam	X2018..BBO.WBO.B16.CV_sorted.bam	X2018..BBO.WBV.B64.CV_sorted.bam	X2018..BBR.BBB.B50.CV_sorted.bam	X2018..BBR.BBG.B38.CV_sorted.bam	X2018..BBR.BBY.B26.CV_sorted.bam	X2018..BBY.WBG.B42.CV_sorted.bam	X2018..BPO.BPO.O16.CV_sorted.bam	X2018..BPR.BPG.O38.CV_sorted.bam	X2018..BPR.BPR.O02.CV_sorted.bam	X2018..BPY.BPG.O42.CV_sorted.bam	X2018..BPY.BPY.O29.CV_sorted.bam	X2018..WBB.WBV.W69.CV_sorted.bam	X2018..WBG.BBB.W56.CV_sorted.bam	X2018..WBG.WBG.W44.CV_sorted.bam	X2018..WBO.BBR.W03.CV_sorted.bam	X2018..WBO.WBV.W64.CV_sorted.bam	X2018..WBR.BBY.W25.CV_sorted.bam	X2018..WBV.WBO.W23.CV_sorted.bam	X2018..WBV.WBR.W12.CV_sorted.bam	X2018..WBY.BBV.W65.CV_sorted.bam	X2018..WBY.BBY.W30.CV_sorted.bam	X2018..WPB.BPG.G45.CV_sorted.bam	X2018..WPO.BPO.G16.CV_sorted.bam	X2018..WPO.BPY.G28.CV_sorted.bam	X2018..WPR.BPY.G25.CV_sorted.bam	X2018..WPV.BPR.G11.CV_sorted.bam
LOC111109054	49737	3	12	2	0	2	0	2	6	4	0	4	0	1	0	0	0	2	0	0	1	0	5	2	0	1	1	0	1	2	0
LOC111107650	2390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107656	3294	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107653	2267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107673	7558	2	1	7	3	2	4	0	4	2	0	0	0	0	0	0	1	2	0	0	1	0	2	1	2	1	2	1	0	0	0
LOC111107666	28919	43	4	2	12	5	0	5	28	6	5	0	2	0	3	0	5	20	1	4	6	1	4	2	3	2	3	1	0	1	1
LOC111107660	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107643	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109055	57811	133	114	64	53	129	137	35	100	90	37	5	43	15	4	14	93	123	22	9	51	24	44	7	46	59	38	26	11	88	18
LOC111107645	2676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107640	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107675	16258	0	2	0	1	4	0	1	0	7	4	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1
LOC111107646	2584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107671	13419	16	4	10	6	12	7	12	11	14	4	1	3	1	1	2	12	13	2	1	6	2	0	4	11	2	6	1	0	6	0
LOC111106191	29062	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106192	3744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109056	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109057	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109058	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109059	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109060	49281	266	162	99	132	298	181	97	225	193	55	27	85	23	16	22	216	202	22	17	169	52	34	18	179	56	75	74	14	91	3
LOC111110054	4922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106523	11110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106909	2685	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC111109549	6036	224	245	195	142	177	257	118	134	158	20	35	78	22	21	28	295	172	31	29	239	42	88	27	162	115	139	49	171	49	3
LOC111105828	43573	1132	709	681	393	1041	854	326	576	633	187	59	350	87	45	162	828	635	167	85	673	213	221	86	529	397	338	229	450	307	124
LOC111107548	3020	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107547	4485	1	0	7	3	38	18	3	0	5	0	0	2	0	1	2	21	0	1	1	10	1	6	1	1	2	0	1	0	4	0
LOC111107545	18138	199	104	52	55	116	255	52	74	58	32	12	57	13	14	13	153	86	32	11	37	68	14	10	49	45	34	29	66	28	3
LOC111110166	7530	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108060	24752	17	42	42	19	66	36	49	41	40	19	12	19	7	5	12	37	93	14	4	75	22	20	4	46	34	30	11	1	23	3
LOC111109061	44648	8	15	19	12	22	79	8	27	34	4	1	10	4	10	4	126	32	5	4	11	6	20	0	44	13	11	6	149	3	2
LOC111107961	2788	22	20	14	0	19	17	4	13	7	12	1	7	0	0	2	17	17	3	2	13	6	7	3	18	7	8	1	0	12	1
LOC111109062	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109063	3285	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC111107964	1902	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
LOC111109064	4633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107935	13461	38	31	23	26	43	56	4	33	22	5	1	18	0	0	4	22	20	5	1	12	9	9	2	24	22	6	8	2	14	0
LOC111109065	2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107933	498540	385	374	448	271	429	453	195	461	468	80	37	230	50	19	136	289	451	103	21	290	175	125	73	525	213	176	116	40	211	10
LOC111107965	2267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107949	91645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107926	32898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107963	2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107927	22236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107929	15326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107954	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109067	3948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107944	1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107958	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107940	2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107942	25976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109068	3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109069	1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107952	2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109070	4016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109071	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107939	2689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107941	2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107953	10830	55	12	10	9	7	23	2	28	27	6	1	21	0	1	5	9	22	3	0	40	9	19	2	6	8	9	1	1	5	1
LOC111109072	8708	6	10	7	4	9	6	7	4	9	1	2	4	3	2	2	6	6	0	1	3	4	4	0	9	9	6	0	14	1	0
LOC111107938	13854	40	29	37	42	40	36	11	25	45	6	4	20	8	1	16	25	41	6	3	23	5	22	2	37	29	20	12	9	12	1
LOC111107959	2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107947	20888	2	2	2	0	1	1	12	0	2	1	1	1	1	0	13	0	0	5	0	27	0	0	0	19	1	10	0	0	0	0
LOC111107931	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107930	7519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107948	1556	5	12	14	15	6	10	6	12	18	2	0	15	1	2	1	7	11	3	2	5	7	3	2	9	8	5	6	4	0	0
LOC111107950	810	2	12	87	21	13	7	21	3	59	3	4	36	4	1	19	0	14	13	0	9	15	11	1	76	17	20	11	5	3	1
LOC111109073	1909	40	27	15	14	30	63	3	1	25	8	4	33	4	2	10	43	16	4	2	20	10	11	5	34	22	26	5	2	9	1
LOC111107946	1932	26	21	19	15	22	30	12	19	12	4	2	6	3	3	1	12	6	2	0	14	1	9	2	6	10	5	5	15	8	0
LOC111107932	2572	21	27	89	42	32	20	30	7	115	7	12	53	15	2	26	9	32	15	2	18	49	21	7	121	34	32	17	0	12	0
LOC111109074	3413	2	3	17	5	6	7	3	23	9	2	2	8	1	3	5	10	18	1	1	13	3	4	2	20	4	3	1	3	6	0
LOC111107962	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC111107955	12251	116	43	56	58	11	49	13	41	91	24	6	67	7	3	39	31	25	7	2	36	12	40	11	65	67	15	13	5	24	6
LOC111107945	2158	20	12	14	24	87	42	6	9	16	2	1	12	1	0	0	13	35	6	0	37	8	7	3	54	32	7	2	1	20	1
LOC111107960	3993	0	0	3	1	0	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0
LOC111107956	10121	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
LOC111109075	3135	4	1	5	0	4	2	0	1	1	1	2	3	0	0	1	2	1	0	0	1	0	3	0	0	0	2	2	0	1	0
LOC111107996	2785	12	7	19	12	22	17	6	1	11	5	2	5	0	1	4	17	8	5	0	9	5	3	2	14	10	5	6	0	3	0
LOC111108000	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107997	6609	0	0	3	1	3	2	0	3	0	1	1	0	0	1	1	2	0	0	0	0	1	1	1	1	0	0	3	0	0	0
LOC111109076	2009	2	1	1	3	7	6	5	7	8	2	2	17	2	1	3	9	33	1	0	18	3	3	0	2	2	6	6	2	6	1
LOC111107998	1999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LOC111109077	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	0	4	3	0	0
LOC111107402	82498	141	124	141	69	128	86	91	125	79	47	13	128	12	6	25	107	91	21	3	158	46	57	15	123	81	52	41	9	72	1
LOC111107403	12827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111107387	82153	635	709	779	259	1106	481	424	516	342	150	88	354	78	28	115	483	534	91	26	592	212	251	65	429	285	278	164	23	502	36
LOC111108579	1885	0	1	2	1	0	0	0	2	1	0	0	2	0	0	0	0	2	0	0	1	0	1	0	2	0	1	0	0	0	0
LOC111108551	5648	8	9	10	0	10	4	4	3	4	1	0	9	0	0	7	3	6	5	0	5	4	5	2	18	4	2	0	0	1	0
LOC111108574	15184	121	37	106	55	10	96	20	84	67	16	7	48	6	6	35	12	32	14	4	48	27	16	15	102	37	29	12	7	14	4
LOC111108552	1805	12	10	7	9	18	12	7	6	7	6	2	8	1	7	1	21	12	3	2	8	1	3	2	3	2	8	3	1	7	1
LOC111108578	9535	24	60	51	40	61	51	18	20	47	10	2	20	1	0	12	23	12	1	1	40	11	21	6	48	20	17	8	1	10	3
LOC111108548	2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108550	2115	0	0	0	6	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
LOC111108585	9623	1	0	3	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	4	0	0	0	0	0
LOC111108549	1976	33	30	19	24	27	21	6	20	9	6	0	5	3	0	3	27	16	2	0	17	3	3	0	10	9	7	3	0	17	1
LOC111108567	4506	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	15	1	0	0	0	3	0	5	0	0	8	0	0	0
LOC111108566	4096	0	2	5	1	1	3	0	3	3	1	0	3	0	0	0	4	7	0	0	5	0	2	0	1	2	1	2	0	2	0
LOC111108568	9567	0	0	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC111108556	10268	1	0	5	1	10	4	0	1	1	1	0	0	0	0	0	5	0	1	0	2	0	2	1	3	0	0	0	1	0	0
LOC111108554	4444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108580	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108575	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108576	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108581	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108553	3864	305	262	147	240	342	356	98	204	232	49	19	177	27	18	36	325	329	50	21	165	75	56	23	272	104	135	127	30	187	9
LOC111108542	26185	831	819	307	271	595	603	219	438	352	113	64	241	45	75	95	387	387	52	25	284	173	144	35	280	254	194	84	181	185	23
LOC111108545	13179	6	3	7	5	10	15	0	5	3	1	0	2	2	3	3	108	4	0	1	3	0	3	1	1	4	4	7	47	3	1
LOC111108573	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108572	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108569	3635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111108559	2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108560	9352	15	8	8	8	20	9	24	3	4	4	0	1	0	1	4	13	4	4	1	18	3	5	1	13	5	9	1	1	8	0
LOC111108543	18092	11	23	15	21	42	53	41	22	42	4	1	5	1	2	5	64	65	7	4	40	15	3	2	45	47	37	6	20	6	1
LOC111108557	15111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108544	4012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109079	13912	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109078	4117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108570	13889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC111108577	2621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109080	4225	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
LOC111108562	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108565	6265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108564	8375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108561	10754	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108582	3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108540	36404	57	1	9	27	107	5	6	6	2	0	4	1	0	2	8	13	1	0	1	57	1	18	1	52	2	3	2	0	4	0
LOC111108583	3574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108547	2977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109879	5929	18	1	7	0	0	14	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
LOC111109081	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109082	3625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106599	1755	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109945	4375	0	5	5	2	5	4	1	1	1	1	0	5	0	0	1	0	2	1	0	0	1	3	0	7	4	0	0	0	2	0
LOC111109083	4514	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108080	20397	191	143	38	57	152	112	50	35	53	24	6	43	15	19	24	79	74	15	9	70	26	16	6	65	44	51	18	126	55	5
LOC111109640	2788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
LOC111106061	4841	6	83	8	8	120	2	4	62	0	1	0	0	2	0	12	1	2	0	0	17	2	0	0	3	1	2	0	1	47	0
LOC111109084	1860	2	40	21	7	58	36	14	3	46	0	0	23	1	0	6	27	31	12	2	24	7	6	6	4	23	9	2	0	17	0
LOC111106999	10903	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0
LOC111110342	3908	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109085	1878	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106821	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110667	2434	11	6	2	2	29	1	7	0	1	7	2	0	0	0	2	13	8	5	1	9	6	4	1	8	0	1	8	0	8	0
LOC111106617	31049	0	1	0	0	2	0	3	0	1	0	0	0	1	0	1	1	0	0	0	3	1	1	0	1	2	2	0	0	0	0
LOC111107130	38055	45	34	27	21	36	44	23	86	18	3	0	11	0	1	4	14	30	13	0	3	1	3	1	18	18	7	3	1	16	0
LOC111107606	17284	220	232	56	25	812	32	25	73	48	25	8	117	9	8	17	171	65	6	72	74	22	83	4	208	28	16	17	4	17	3
LOC111107609	3702	1	0	1	0	6	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
LOC111107611	3645	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LOC111107608	3814	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LOC111106444	3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC111107226	10471	1	7	1	4	2	9	1	4	5	2	0	0	0	0	1	5	4	0	0	0	0	2	0	7	3	0	0	0	1	0
LOC111107225	9725	221	82	100	30	98	7	37	67	65	24	6	71	2	2	17	3	96	16	1	61	18	13	17	57	48	28	13	4	61	3
LOC111107227	1891	3	0	2	0	5	5	0	2	2	1	0	2	0	0	0	11	2	0	0	1	0	0	0	3	3	0	2	1	3	0
LOC111109087	2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109088	372	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	22	0
LOC111107223	33014	0	2	0	0	1	7	0	3	0	0	0	0	0	0	0	5	2	1	0	1	0	0	0	1	0	0	1	0	1	0
LOC111107224	28857	246	210	125	66	217	190	68	149	145	37	14	85	16	9	36	203	109	32	16	111	79	60	24	159	107	80	39	55	124	29
LOC111107228	9163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106399	4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110621	3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
LOC111105844	13384	0	0	0	1	2	0	1	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106060	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110400	23515	12	13	2	2	0	8	7	17	16	0	6	5	5	1	3	19	31	5	1	38	1	12	6	42	7	15	7	1	4	0
LOC111110402	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111110401	2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106116	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106098	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109089	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109657	5915	95	50	22	27	64	42	11	51	44	16	8	23	7	14	6	24	44	2	9	29	18	17	4	64	43	18	18	25	45	2
LOC111109090	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109091	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111108225	31113	100	97	20	62	112	17	99	97	111	131	2	5	6	1	20	4	240	64	3	6	4	0	1	397	61	37	3	5	19	2
LOC111110012	3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106650	4193	1	2	5	1	39	2	0	2	34	1	0	2	0	0	3	0	14	0	0	1	0	5	2	17	16	1	0	1	10	0
LOC111109092	1154	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106947	2065	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111109093	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111106948	3404	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109094	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109096	1101	0	0	1	0	0	1	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC111109901	3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111109696	4337	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	22	3	3	5	0	1
LOC111108010	22229	156	59	179	212	598	691	100	125	181	25	15	33	21	21	44	306	163	68	11	241	79	61	3	192	129	87	95	45	13	6
LOC111108050	37124	458	398	753	287	444	534	185	483	369	149	72	443	72	41	100	556	525	134	28	354	81	182	94	500	269	213	302	30	200	121
LOC111109097	5565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC111105682	30267	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111105695	6839	38	1	9	0	28	1	3	18	3	0	2	2	1	0	2	11	19	1	0	24	0	3	0	3	4	16	1	0	0	47
LOC111105696	6377	63	34	64	50	37	41	21	25	33	3	2	18	7	2	9	32	12	7	7	21	46	23	1	32	20	35	10	76	23	1
