"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111100699",13.3969889240006,2.03399389000836,0.351789185639349,5.07120162538848,3.95311676995494e-07,0.00523274066838936,"methylthioribulose-1-phosphate dehydratase-like"
