"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","more_me_in","phase_effect"
"LOC111117953",1.09875803091143,0.666796290209463,0.250025105706702,1.66701775420264,0.0955108746123178,1,"not significant","phase2"
"LOC111117952",14.3533205646385,0.0640259465325291,0.212667957416517,0,1,1,"not significant","phase2"
"LOC111119240",37.5631553127926,0.593365225742365,0.143061943544948,2.40011576268348,0.0163898876675546,0.750119553946759,"not significant","phase2"
"LOC111122161",8.76581300995962,-0.92307601788822,0.257441515567036,-2.61448125958128,0.00893630627746258,0.556700078595545,"not significant","phase2"
"LOC111118418",16.5420627043266,-0.366643603606334,0.249338960575176,-0.467811381491524,0.639919480738547,1,"not significant","phase2"
"LOC111120640",19.7907858708993,0.0728489148353019,0.259961012736272,0,1,1,"not significant","phase2"
"LOC111122327",0.228144212879091,-0.0639639975113517,0.104891310516413,0,1,NA,NA,"phase2"
"LOC111119628",17.148438432882,0.0611331757219002,0.206518599770719,0,1,1,"not significant","phase2"
"LOC111121777",6.56841447694652,0.0390233483384224,0.255731497029344,0,1,1,"not significant","phase2"
"LOC111118396",0.698032840801431,0.0137187251887937,0.206584110339385,0,1,NA,NA,"phase2"
"LOC111122403",43.1624492342653,-0.444320193664326,0.162314621193531,-1.19718231318567,0.231235502107302,1,"not significant","phase2"
"LOC111121360",29.7397116212088,0.81191397126855,0.268947950043323,2.08930378974085,0.0366803854714213,1,"not significant","phase2"
"LOC111121868",0.863670583659635,-0.0520039086977515,0.243037314239618,0,1,1,"not significant","phase2"
"LOC111121385",2.66716261329335,0.251895496420221,0.211884654639847,0.00894588814580782,0.992862309169526,1,"not significant","phase2"
"LOC111121119",5.70091309173882,0.387162541725267,0.244457422125966,0.561089700334764,0.574736389164176,1,"not significant","phase2"
"LOC111118039",0.475863010479111,0.0956305250660289,0.12480122519469,0,1,NA,NA,"phase2"
"LOC111120341",8.55654019045792,0.155415627410241,0.22815203197165,0,1,1,"not significant","phase2"
"LOC111118047",16.309456705205,-0.691691006276387,0.254119782761084,-1.73812129648974,0.0821894431119237,1,"not significant","phase2"
"LOC111118038",0.382872331737406,0.0806843469999989,0.122876387017421,0,1,NA,NA,"phase2"
"LOC111121890",57.0726060505661,-0.144535431277668,0.124076583251336,0,1,1,"not significant","phase2"
"LOC111120343",4.49324161959049,0.563735767199333,0.282854248137051,1.10917820490827,0.267353312929418,1,"not significant","phase2"
"LOC111117944",2.0072806892876,-0.194372793800721,0.28427408433161,0,1,1,"not significant","phase2"
"LOC111118453",8.29756811947692,-0.613850042986096,0.222853531566074,-1.63268690618985,0.102534862686173,1,"not significant","phase2"
"LOC111120078",0.302841846647706,-0.0668099095097742,0.178485438065452,0,1,NA,NA,"phase2"
"LOC111117852",0.657551483734414,0.218728627192571,0.238736537548758,0,1,NA,NA,"phase2"
"LOC111120345",39.1404275462763,-0.228700869154248,0.144706386656289,0,1,1,"not significant","phase2"
"LOC111119529",34.0947009066375,-0.0512681808323726,0.175287320403577,0,1,1,"not significant","phase2"
"LOC111122252",9.26252802175932,0.0131802959836918,0.285543764858653,0,1,1,"not significant","phase2"
"LOC111122238",15.5888775714297,0.305027238829518,0.214744253681321,0.256245454237757,0.797761312541729,1,"not significant","phase2"
"LOC111122245",8.11648910884035,0.10229298426781,0.285511667159693,0,1,1,"not significant","phase2"
"LOC111122237",0.985787612422933,-0.0474683114326757,0.221896012902062,0,1,1,"not significant","phase2"
"LOC111122236",153.770753305822,0.0708187022087534,0.0952831159155254,0,1,1,"not significant","phase2"
"LOC111122253",1.7672671858886,0.245244322230664,0.230815824764627,0,1,1,"not significant","phase2"
"LOC111118358",0.326817877679244,0.0409289194150776,0.197114450427495,0,1,NA,NA,"phase2"
"LOC111121906",10.8699049849855,0.330664691301816,0.277740717428134,0.290431637279427,0.771486043181698,1,"not significant","phase2"
"LOC111121928",0.387995107787229,0.117777274665631,0.165603804039842,0,NA,NA,NA,"phase2"
"LOC111121347",10.7238181742932,0.248263904847583,0.282139799130719,0,1,1,"not significant","phase2"
"LOC111121245",1.78704009328109,0.0818808796058017,0.275778372762467,0,1,1,"not significant","phase2"
"LOC111118868",114.463171685314,-0.110337797632743,0.102236050247128,0,1,1,"not significant","phase2"
"LOC111120349",0.862383197696826,-0.326453004640134,0.236577259968457,-0.32316294748839,0.746571840249044,1,"not significant","phase2"
"LOC111117973",9.31507173229439,0.81194820962391,0.264066447499704,2.12805608188651,0.0333324340327409,1,"not significant","phase2"
"LOC111117975",3.14809345288542,-0.163974920662658,0.249271799112192,0,1,1,"not significant","phase2"
"LOC111121441",7.24959790742726,-0.138127954354916,0.282082322513799,0,1,1,"not significant","phase2"
"LOC111119695",5.28606468166199,0.132685287435779,0.27001116973481,0,1,1,"not significant","phase2"
"LOC111119694",5.10453183183144,-0.352537047810103,0.185815184429145,-0.55182275939996,0.58106979246625,1,"not significant","phase2"
"LOC111120836",0.74300806906176,-0.0174340845391049,0.141562686696587,0,1,NA,NA,"phase2"
"LOC111120682",40.9397458864893,-0.483840190818196,0.232264732227775,-1.00678302975794,0.314039051478016,1,"not significant","phase2"
"LOC111121108",2.55078978982327,-0.273030102337983,0.258283095582528,-0.0891661232650217,0.928949887824322,1,"not significant","phase2"
"LOC111120882",1.00410825312939,-0.325319539499854,0.261698032679234,-0.287810873963176,0.7734915131918,1,"not significant","phase2"
"LOC111120881",30.0677046734936,0.00124990130373778,0.152658724918464,0,1,1,"not significant","phase2"
"LOC111122038",1.07595679500189,-0.494781904987604,0.222842059914076,-1.09845468616646,0.272005994167369,1,"not significant","phase2"
"LOC111121658",3.16938214807667,-0.0841098689462994,0.241777350626619,0,1,1,"not significant","phase2"
"LOC111118830",13.7528115125396,-0.395755061386266,0.245434180125138,-0.593866189753809,0.552601614270661,1,"not significant","phase2"
"LOC111118831",0.806325463407101,-0.0114309753306862,0.257272184963305,0,1,NA,NA,"phase2"
"LOC111118738",7.63959011073294,-0.18325123480004,0.225954868285991,0,1,1,"not significant","phase2"
"LOC111119490",7.25793271391939,0.456765126526878,0.26451303324624,0.781682187789953,0.434401372291562,1,"not significant","phase2"
"LOC111121494",11.9675470752782,-0.0299767122063621,0.24783714709551,0,1,1,"not significant","phase2"
"LOC111121492",11.0852766901341,-0.433774466309987,0.278765610852144,-0.659243676966525,0.509739303825041,1,"not significant","phase2"
"LOC111121495",20.3798066164687,-0.10367101977138,0.277251398217521,0,1,1,"not significant","phase2"
"LOC111121496",1.93546800547717,0.0068791946343697,0.239984533830342,0,1,1,"not significant","phase2"
"LOC111121493",1.7485133870167,-0.46011842664161,0.261952264032627,-0.802124873467169,0.422480728097238,1,"not significant","phase2"
"LOC111121490",113.785820329986,0.155837018946136,0.136132222776129,0,1,1,"not significant","phase2"
"LOC111122386",13.5786745922533,-0.108243941725784,0.255006605935147,0,1,1,"not significant","phase2"
"LOC111122387",23.6794680149852,0.234396543507261,0.161554498744122,0,1,1,"not significant","phase2"
"LOC111118343",16.5242796469904,0.131724317385301,0.277295307298367,0,1,1,"not significant","phase2"
"LOC111122112",0.814111753288992,0.294906639892077,0.232342996641648,0.193277355208335,0.846741759877139,NA,NA,"phase2"
"LOC111118285",35.446504641379,0.56762694805263,0.150422737648265,2.11156207511221,0.0347240283386645,1,"not significant","phase2"
"LOC111120003",14.9750576750397,0.244707667891934,0.261893467914932,0,1,1,"not significant","phase2"
"LOC111118547",15.5441628354566,-0.164470026275283,0.237371324497944,0,1,1,"not significant","phase2"
"LOC111118549",15.4722513522057,0.146114077274494,0.18075180037468,0,1,1,"not significant","phase2"
"LOC111118548",12.5661125600372,0.0350862133581529,0.27372449332191,0,1,1,"not significant","phase2"
"LOC111122430",10.7509116257044,-0.2200962468084,0.215751619491311,0,1,1,"not significant","phase2"
"LOC111118183",4.95737994683645,-0.261708840287253,0.262887339628996,-0.0445393844518236,0.964474458858476,1,"not significant","phase2"
"LOC111118164",0.692074101560798,0.139620788511478,0.170452419912798,0,1,NA,NA,"phase2"
"LOC111121678",0.938149101836531,0.529224711105422,0.265133317832145,1.05314833076618,0.292273014988856,1,"not significant","phase2"
"LOC111121720",2.57837159048889,0.0728722139923813,0.284372100346875,0,1,1,"not significant","phase2"
"LOC111118980",1.66082245074766,0.0065605535134001,0.197735266803247,0,1,1,"not significant","phase2"
"LOC111120778",4.43020868504075,0.413491590897221,0.278434284978714,0.587181966149463,0.557081502760444,1,"not significant","phase2"
"LOC111120840",14.5553050432001,0.261088385867982,0.231272169098188,0.0479451803959807,0.961759932022472,1,"not significant","phase2"
"LOC111120843",66.6532728451815,-0.220385590898507,0.16090724815475,0,1,1,"not significant","phase2"
"LOC111120925",0.598661181235368,0.0899529261305798,0.111071257227512,0,1,NA,NA,"phase2"
"LOC111120719",23.1251006871223,-0.117208763980676,0.201747414076223,0,1,1,"not significant","phase2"
"LOC111120721",6.69012004739731,-0.265506842015356,0.284406705433346,-0.0545234754283594,0.956518105718143,1,"not significant","phase2"
"LOC111120722",43.0230605028618,0.1648450683711,0.12684376212816,0,1,1,"not significant","phase2"
"LOC111121846",31.8487306017472,-0.00382931412315969,0.139744408348231,0,1,1,"not significant","phase2"
"LOC111118225",28.578065269863,0.25352055532322,0.20520309069254,0.0171564439470111,0.986311809764822,1,"not significant","phase2"
"LOC111120107",0.417199922926769,0.0591959625061747,0.144491203408581,0,1,NA,NA,"phase2"
"LOC111120106",93.1665558910499,-0.190264080697408,0.100616071989075,0,1,1,"not significant","phase2"
"LOC111119845",12.8335066642166,-0.175800685701768,0.20750689965178,0,1,1,"not significant","phase2"
"LOC111120700",38.0263285001198,0.359876196121483,0.1610223642235,0.682366059220034,0.495007511726702,1,"not significant","phase2"
"LOC111120594",12.6645759768945,-0.530025915328954,0.203299806944536,-1.37740374443813,0.16838745585198,1,"not significant","phase2"
"LOC111119778",85.2368224369668,-0.123723916513524,0.149741590543787,0,1,1,"not significant","phase2"
"LOC111120100",1.04121612790037,0.501484067925648,0.23418476748331,1.07387030603334,0.282880813642128,1,"not significant","phase2"
"LOC111120099",24.5536592904248,0.0922915159801285,0.237528379928726,0,1,1,"not significant","phase2"
"LOC111118546",0.295865711147996,0.0283385022503415,0.116823019816415,0,1,NA,NA,"phase2"
"LOC111118026",136.312508869804,0.111774282324264,0.0973531582696941,0,1,1,"not significant","phase2"
"LOC111118702",25.196710953445,0.338248986516393,0.177993398702027,0.495799210307389,0.620036082090375,1,"not significant","phase2"
"LOC111122231",1.07288398183467,-0.202506043256902,0.18561111653524,0,1,1,"not significant","phase2"
"LOC111122232",0.319133693972408,-0.0674764169004101,0.11731151378247,0,1,NA,NA,"phase2"
"LOC111120359",0.763618025998345,-0.153475490319303,0.186609167652181,0,1,NA,NA,"phase2"
"LOC111118582",6.61171923311219,0.372293372040503,0.253765779166725,0.481914355994218,0.62986678742929,1,"not significant","phase2"
"LOC111118581",0.825718583678285,-0.154767834372763,0.175446285935494,0,1,NA,NA,"phase2"
"LOC111118905",3.97540368436516,0.367854517956635,0.277346300863598,0.424936325415774,0.670883093104895,1,"not significant","phase2"
"LOC111118907",0.241482698316992,-0.024046287650085,0.110235165912631,0,1,NA,NA,"phase2"
"LOC111120758",16.7471799182041,-0.0100672329875939,0.207852907128117,0,1,1,"not significant","phase2"
"LOC111120869",18.3048401498579,-0.267236208544014,0.195734071249099,-0.0880593165718132,0.929829531388658,1,"not significant","phase2"
"LOC111120871",0.59506593102261,0.218971441352117,0.229924689235529,0,1,NA,NA,"phase2"
"LOC111120872",5.20362755563003,0.291149390570089,0.261665285875315,0.157259647310254,0.875040221274492,1,"not significant","phase2"
"LOC111122216",0.0203308776762432,0.106025682344492,0.107404911232889,0,NA,NA,NA,"phase2"
"LOC111119633",12.2264387630713,-0.719682070705825,0.205380559687823,-2.28688670154438,0.0222024370325137,0.84569400774391,"not significant","phase2"
"LOC111121213",5.46232037197972,-0.181893417870465,0.266631340963444,0,1,1,"not significant","phase2"
"LOC111121599",0.708965940284968,-0.0558782975244178,0.142565275717949,0,1,NA,NA,"phase2"
"LOC111119078",1.24808191719271,-0.226806366252862,0.157273067477172,0,1,1,"not significant","phase2"
"LOC111119077",112.65884167097,0.163659587288872,0.109493384531124,0,1,1,"not significant","phase2"
"LOC111121437",1.94797756460456,-0.584298848411956,0.283216010493046,-1.18036705562648,0.23785425887087,1,"not significant","phase2"
"LOC111121438",25.5634470578053,0.514598787162627,0.186010311812847,1.42249526160061,0.154882526107147,1,"not significant","phase2"
"LOC111121395",6.56592637111625,0.464933792068457,0.275020811576057,0.781518281604727,0.434497728651976,1,"not significant","phase2"
"LOC111118823",78.1548159993871,-0.0943602006263939,0.111733645321651,0,1,1,"not significant","phase2"
"LOC111119770",0.270701841715449,0.0655273125790581,0.116872617848858,0,1,NA,NA,"phase2"
"LOC111122128",20.4804206496516,-0.284061823747529,0.225434732445869,-0.151093948026433,0.879901606469065,1,"not significant","phase2"
"LOC111120566",39.182361738488,-0.495970067116961,0.168276618916258,-1.46170079183351,0.143823220176659,1,"not significant","phase2"
"LOC111118246",0.176334358413877,-0.0985579573074312,0.130720932961373,0,NA,NA,NA,"phase2"
"LOC111119397",12.4169359417499,0.172106669684261,0.267840805595894,0,1,1,"not significant","phase2"
"LOC111118264",0.885650255063076,0.0233282201825652,0.189321949034198,0,1,1,"not significant","phase2"
"LOC111119634",3.66402451151071,-0.0486010259862966,0.285085781110692,0,1,1,"not significant","phase2"
"LOC111119635",3.44117788646158,-0.0952712510190931,0.285490853923454,0,1,1,"not significant","phase2"
"LOC111118231",12.1269544810896,0.435013123589148,0.25683427472644,0.720359943337819,0.47130340625749,1,"not significant","phase2"
"LOC111118083",360.879785163826,-0.191858194759639,0.0813718355453414,0,1,1,"not significant","phase2"
"LOC111121254",38.0336354715967,0.384492565740641,0.148807548310242,0.903802040070195,0.366100379804061,1,"not significant","phase2"
"LOC111121253",1.4535836162188,-0.34813762025492,0.279039125752344,-0.351698422184781,0.725064443977969,1,"not significant","phase2"
"LOC111119253",164.48094534734,-0.058695431891681,0.0697613837559947,0,1,1,"not significant","phase2"
"LOC111121239",5.46648336068291,-0.113940599023584,0.259140207519393,0,1,1,"not significant","phase2"
"LOC111119774",10.2543163241618,-0.258218141020129,0.2257383222106,-0.0364056086695904,0.970958942074026,1,"not significant","phase2"
"LOC111121788",0.510271287383639,0.0288097350556832,0.123607970097323,0,1,NA,NA,"phase2"
"LOC111120796",0.0279510107903381,0.110190212362008,0.107587376865053,0,NA,NA,NA,"phase2"
"LOC111121129",21.9809863356662,0.905939045058538,0.222207933557713,2.95191550795001,0.00315809332710321,0.303619748883203,"not significant","phase2"
"LOC111121128",1.00337615798511,0.316211902890404,0.265948515054921,0.248965115961374,0.803387765353785,1,"not significant","phase2"
"LOC111121127",37.429696184411,-0.0878405381805464,0.189351733799767,0,1,1,"not significant","phase2"
"LOC111120688",73.3462035108944,0.0797754338888245,0.140962112100435,0,1,1,"not significant","phase2"
"LOC111121007",0.369416429663098,-0.00417327061322863,0.135013878637237,0,1,NA,NA,"phase2"
"LOC111119232",4.96887082603998,0.679694752383509,0.265212482592174,1.62019052867985,0.105191355349031,1,"not significant","phase2"
"LOC111119558",0.491555696099596,-0.161464340330474,0.245919842113144,0,NA,NA,NA,"phase2"
"LOC111121337",4.36943856662024,0.411778922206991,0.271784779104877,0.595246439994946,0.551678751924346,1,"not significant","phase2"
"LOC111120366",0.67204846621244,-0.167093742976113,0.183021850287104,0,1,NA,NA,"phase2"
"LOC111121188",0.474907459345571,-0.128555072660589,0.162838190516418,0,1,NA,NA,"phase2"
"LOC111118618",26.7024895663336,-0.0584558072774427,0.236158919195847,0,1,1,"not significant","phase2"
"LOC111118407",129.32381608035,0.0214054786936649,0.115450396710158,0,1,1,"not significant","phase2"
"LOC111118131",0.249146350219453,-0.0065649235702057,0.156319683086348,0,1,NA,NA,"phase2"
"LOC111119984",13.1675338122517,0.369942247864829,0.245691977127621,0.488181377621976,0.625421373879839,1,"not significant","phase2"
"LOC111119986",0.601971494036778,0.399809557842062,0.229737632865186,0.65208975984345,0.514343269636095,NA,NA,"phase2"
"LOC111118138",2.69511037638458,-0.0439522756134683,0.283576469760443,0,1,1,"not significant","phase2"
"LOC111118870",65.2555884467742,0.148047129798447,0.144907800968001,0,1,1,"not significant","phase2"
"LOC111120915",12.1307746445068,-0.531003465005071,0.203440311088298,-1.38125754675586,0.167199786371845,1,"not significant","phase2"
"LOC111117996",35.0501357249459,0.396343279284026,0.151571765426008,0.965504880626768,0.334291992603065,1,"not significant","phase2"
"LOC111119844",15.619366342746,0.0867443991428611,0.192101835498398,0,1,1,"not significant","phase2"
"LOC111120784",66.049831041517,-0.335948401541282,0.119604511585271,-0.718605012487387,0.472384324086743,1,"not significant","phase2"
"LOC111118633",18.5595129295163,0.303373604218542,0.230922628063424,0.231131979858997,0.817212271333415,1,"not significant","phase2"
"LOC111122293",31.7799524692733,-0.0146962234200843,0.140423665568827,0,1,1,"not significant","phase2"
"LOC111120521",41.1571986337938,0.213529032569249,0.147585951166112,0,1,1,"not significant","phase2"
"LOC111120371",0.466491191761992,-0.028123703895003,0.139379054993275,0,1,NA,NA,"phase2"
"LOC111120518",19.4734298141623,0.290972653012293,0.188142158962279,0.21777496993913,0.827604447606561,1,"not significant","phase2"
"LOC111120927",0.577532824049953,0.102014859038704,0.147336627596086,0,1,NA,NA,"phase2"
"LOC111120804",62.7208163847382,-0.396835617298228,0.158269952274548,-0.927754227432346,0.353535072283887,1,"not significant","phase2"
"LOC111120801",30.4537356673646,-0.328127358232324,0.161301126755819,-0.484357175945801,0.628132404894352,1,"not significant","phase2"
"LOC111120861",4.69734128786137,-0.0162213681692106,0.281754745623607,0,1,1,"not significant","phase2"
"LOC111118895",1.59674106231962,-0.00125242465281815,0.18527384362623,0,1,1,"not significant","phase2"
"LOC111122062",3.72498493850176,0.017895086118613,0.282786907287335,0,1,1,"not significant","phase2"
"Trnat-ggu_2",0.440360568471109,0.00250520573994333,0.174507439235135,0,1,NA,NA,"phase2"
"LOC111121224",2.76674458216477,-0.320150782926508,0.223989132675947,-0.31318833234645,0.754137582299287,1,"not significant","phase2"
"LOC111118468",0.204512313126129,-0.101179803686398,0.133149345897907,0,1,NA,NA,"phase2"
"LOC111118029",6.4015094214253,-0.343615684687523,0.258821216237285,-0.361700196175945,0.717576080440495,1,"not significant","phase2"
"LOC111122390",12.053927141425,-0.345667275343238,0.214755710061427,-0.445470229014512,0.655979969715487,1,"not significant","phase2"
"LOC111119368",17.0425412060735,0.060846215846322,0.23447366487191,0,1,1,"not significant","phase2"
"LOC111119369",15.644586629662,0.322521038245308,0.201493024716486,0.359918356217787,0.718908189413279,1,"not significant","phase2"
"LOC111120974",26.2896153866102,-0.418269397398236,0.18192975586121,-0.924914105456201,0.355010588796149,1,"not significant","phase2"
"LOC111118323",0.262270557507224,-0.117372841802687,0.135887881619161,0,NA,NA,NA,"phase2"
"LOC111120733",7.68164641560504,-0.332717340190331,0.28091270538628,-0.294459234503429,0.768407009405961,1,"not significant","phase2"
"LOC111121275",29.2495928205353,0.0622643188743285,0.158367105137424,0,1,1,"not significant","phase2"
"LOC111118523",0.462408779445537,0.0739155443220348,0.140086662917766,0,1,NA,NA,"phase2"
"LOC111118536",2.64815859438157,-0.144830860440431,0.225424552682487,0,1,1,"not significant","phase2"
"LOC111118522",0.367122398077309,0.125094887578275,0.186748414968185,0,1,NA,NA,"phase2"
"LOC111118535",2.7126144470289,-0.175701590731359,0.213070986029881,0,1,1,"not significant","phase2"
"LOC111118526",0.543178341120017,0.125944623814539,0.201686864676331,0,1,NA,NA,"phase2"
"LOC111121877",22.0742161291149,0.00409306505969713,0.169942676469838,0,1,1,"not significant","phase2"
"LOC111121876",12.2176574441737,0.158660759616728,0.231641113446809,0,1,1,"not significant","phase2"
"LOC111118892",121.27158705969,0.10841819025638,0.179890394704423,0,1,1,"not significant","phase2"
"LOC111118893",0.609946590449268,-0.21593541025609,0.183925221124173,0,1,NA,NA,"phase2"
"LOC111118894",6.14924650440232,-0.0402692411308189,0.250040086758433,0,1,1,"not significant","phase2"
"LOC111119398",7.9573390216759,-0.183122160270176,0.263897289206404,0,1,1,"not significant","phase2"
"LOC111120525",8.78074676584466,-0.311262069183675,0.239275626925964,-0.256031380925525,0.797926606216338,1,"not significant","phase2"
"LOC111119516",0.573634014668496,-0.266050781773003,0.210257206963454,-0.076338794778116,0.939149562107387,NA,NA,"phase2"
"LOC111119514",25.5995056336615,-0.269339171147249,0.181664393549399,-0.106455485136059,0.915220972360694,1,"not significant","phase2"
"LOC111121884",2.31537868021011,0.123934738194799,0.241989812709918,0,1,1,"not significant","phase2"
"LOC111122079",1.12037303017563,-0.459557894445882,0.245040278578789,-0.85519774814695,0.392441682642123,1,"not significant","phase2"
"LOC111121932",32.6541464037642,0.253486835076065,0.180266744687,0.0193426418284728,0.984567767022853,1,"not significant","phase2"
"LOC111121816",1.31624759712912,-0.422307103612724,0.268642010354188,-0.641400439884842,0.521262547256278,1,"not significant","phase2"
"LOC111121114",1.11469902902851,-0.112765504343716,0.260425065065391,0,1,1,"not significant","phase2"
"LOC111120746",43.2544800617919,0.591315372995399,0.215992231969915,1.58022059350236,0.114056357248762,1,"not significant","phase2"
"LOC111120376",1.69305333096462,-0.374189949553042,0.188928101119752,-0.657339743621962,NA,NA,NA,"phase2"
"LOC111120379",0.562481869565603,0.00991728670019511,0.243197903544302,0,1,NA,NA,"phase2"
"LOC111120949",4.476863243607,-0.122545862658109,0.250373841985222,0,1,1,"not significant","phase2"
"LOC111121503",1.22860783744024,-0.1123985733765,0.238104311346658,0,1,1,"not significant","phase2"
"LOC111120382",1.16980675246341,0.200255824518666,0.253945554115116,0,1,1,"not significant","phase2"
"LOC111121029",7.09128921353877,0.0749388586666591,0.213944275476446,0,1,1,"not significant","phase2"
"LOC111121026",4.9722524776241,0.123154428210927,0.285100378347962,0,1,1,"not significant","phase2"
"LOC111121016",17.8722043907902,-0.084044500482116,0.222341477391879,0,1,1,"not significant","phase2"
"LOC111121031",0.406868705701219,-0.092089093772038,0.123096274875969,0,1,NA,NA,"phase2"
"LOC111121023",5.4127955428905,-0.396158940948439,0.272930244415419,-0.535517568826027,0.592292012199542,1,"not significant","phase2"
"LOC111121035",16.8495791420899,-0.363945979255318,0.27146947921037,-0.419737716323601,0.674677069121457,1,"not significant","phase2"
"LOC111120384",27.408316682772,0.0376187125910262,0.230031342021945,0,1,1,"not significant","phase2"
"LOC111121030",3.14533109770316,0.12423161465773,0.215188710605087,0,1,1,"not significant","phase2"
"LOC111121025",4.6869773519422,0.112799229339461,0.253288793126471,0,1,1,"not significant","phase2"
"LOC111121017",46.3016152142774,-0.177121456025056,0.209059121248961,0,1,1,"not significant","phase2"
"LOC111121040",0.932990170146559,0.123289244829239,0.207036944750775,0,1,1,"not significant","phase2"
"LOC111121024",4.58831340036099,-0.331019183171788,0.272601902265975,-0.297206961867559,0.766308507092389,1,"not significant","phase2"
"LOC111121034",46.5019012792004,0.180984375262886,0.228789043418218,0,1,1,"not significant","phase2"
"LOC111121021",0.866735772006495,-0.010932885406824,0.239290819338752,0,1,1,"not significant","phase2"
"LOC111121018",21.681095039874,0.0607809753890646,0.214356133429242,0,1,1,"not significant","phase2"
"LOC111122052",90.9195948324311,0.0745231632897076,0.123998471623172,0,1,1,"not significant","phase2"
"LOC111118157",0.0510606242525683,0.0902277641857254,0.106441417115589,0,NA,NA,NA,"phase2"
"LOC111118459",10.4217019008126,-0.369804104581583,0.250186508159552,-0.478859173753607,0.632038816682531,1,"not significant","phase2"
"LOC111118139",18.9061050250026,0.437506941307268,0.2365992733841,0.792508525598325,0.428064222610492,1,"not significant","phase2"
"LOC111122099",0.470423859821237,0.119071130620905,0.181057693749983,0,1,NA,NA,"phase2"
"LOC111119982",70.2768265271317,-0.172513534206013,0.144157462904115,0,1,1,"not significant","phase2"
"LOC111119987",28.4355424894607,0.722561492608285,0.175528660575341,2.69221841640756,0.00709784444124244,0.485979841275477,"not significant","phase2"
"LOC111122057",0.80022823940516,0.282206178940018,0.230810051722274,0.139535426207391,0.889027063683171,NA,NA,"phase2"
"LOC111119592",2.26602578956598,0.471966612893539,0.228549085836629,0.971198865578507,0.331449258691188,1,"not significant","phase2"
"LOC111119527",31.4956013000256,0.131241613304806,0.184163810821296,0,1,1,"not significant","phase2"
"LOC111121292",2.29615635742865,-0.117826085768266,0.271403801862753,0,1,1,"not significant","phase2"
"LOC111121527",152.815070269963,0.00568322311346413,0.0840646592544205,0,1,1,"not significant","phase2"
"LOC111120388",4.38382560107343,-0.554826475042699,0.284836652921325,-1.07017995021482,0.284538317342474,1,"not significant","phase2"
"LOC111119112",0.341394692550831,-0.0303155735999447,0.174485819419311,0,1,NA,NA,"phase2"
"LOC111119107",1.71062862285706,-0.011796419840313,0.270847548403498,0,1,1,"not significant","phase2"
"LOC111119116",0.304108844307546,-0.0269276246915623,0.17635031628994,0,1,NA,NA,"phase2"
"LOC111119099",0.904533828897081,0.0324581952642422,0.156215391657308,0,1,1,"not significant","phase2"
"LOC111119110",0.209063470049206,-0.113359163891913,0.172367855357703,0,1,NA,NA,"phase2"
"LOC111119102",78.1215365213566,-0.0581597617822287,0.143945466289983,0,1,1,"not significant","phase2"
"LOC111119100",12.9089199236048,-0.0482340064502691,0.269756322841583,0,1,1,"not significant","phase2"
"LOC111119126",117.335268477071,0.27179104114526,0.104862957728058,0.20780494482876,0.835381271483154,1,"not significant","phase2"
"LOC111119128",0.912624942346619,0.0604019698605781,0.254288553290217,0,1,1,"not significant","phase2"
"LOC111119101",39.0513646995749,-0.0484635633325515,0.18908707184829,0,1,1,"not significant","phase2"
"LOC111119115",0.307126110295303,-0.00503264881304962,0.139436301716718,0,1,NA,NA,"phase2"
"LOC111119106",81.5292727159201,0.416190855040068,0.123245892870515,1.34844943851128,0.177513872020438,1,"not significant","phase2"
"LOC111119105",15.1001101863995,-0.269404114232371,0.218933818693985,-0.0886300451347499,0.929375929476549,1,"not significant","phase2"
"LOC111119098",123.911069889161,0.224597543327953,0.158776616893886,0,1,1,"not significant","phase2"
"LOC111119118",3.56975076221975,-0.435646008837979,0.273999801801415,-0.677540668341536,0.498062976083003,1,"not significant","phase2"
"LOC111119120",8.4758839784496,0.294637231704073,0.280689200868659,0.159027249947389,0.87364740466945,1,"not significant","phase2"
"LOC111119108",45.892280950047,0.601204876400704,0.169202281999943,2.07565094423976,0.0379262460658316,1,"not significant","phase2"
"LOC111119124",0.695871923041322,-0.244210406541467,0.213675562911967,0,1,NA,NA,"phase2"
"LOC111121850",301.551644358151,-0.0102760017318333,0.0803362613585448,0,1,1,"not significant","phase2"
"LOC111118255",17.5330239118648,1.19418223514336,0.262358712286916,3.59882173118308,0.00031966221248636,0.097981034730105,"not significant","phase2"
"LOC111119359",0.690350319073304,-0.405295281746387,0.262622399101084,-0.591325348781898,0.554302448268081,NA,NA,"phase2"
"LOC111119358",76.9954413719314,0.0373240043111037,0.134685144982851,0,1,1,"not significant","phase2"
"LOC111122177",85.0286215028731,0.191512429812119,0.128930079389933,0,1,1,"not significant","phase2"
"LOC111122178",6.44578270386391,-0.0882132713764964,0.276274828738524,0,1,1,"not significant","phase2"
"LOC111122179",2.33577053100731,1.32468338713181,0.284154590925317,3.78203774090794,0.00015554977098512,0.0619774784278723,"not significant","phase2"
"LOC111122274",28.3890211629697,0.0577205892603016,0.239494576277032,0,1,1,"not significant","phase2"
"LOC111121591",7.48530440720819,-0.119825102549889,0.285274565749742,0,1,1,"not significant","phase2"
"LOC111121590",154.20129690944,0.162486807588913,0.113907920549502,0,1,1,"not significant","phase2"
"LOC111121592",43.1487650272143,0.398676849388017,0.15078293058555,0.98603236328307,0.32411723192447,1,"not significant","phase2"
