"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC111120752",0.491076105148587,-0.0471491223649733,0.247682124502343,-0.1750129308369,0.861069473061502,NA
"LOC111109452",1.12900317387476,-0.118019196595019,0.240334564717095,-0.6579670818936,0.510559283701688,NA
"LOC111124802",226.12352948897,0.0847686879158516,0.116668171476576,0.726729030206438,0.467391966070656,0.777703541231286
"LOC111101273",85.7414499466189,-0.192603419425896,0.175608152688962,-1.09845610220654,0.272005376144108,0.623734754181152
"LOC111101250",128.840457765999,-0.101553467286036,0.138899205936903,-0.731388390599018,0.464541954352551,0.775039933051312
"LOC111101262",272.876388245939,0.16866172357535,0.108813052776152,1.54988405208947,0.121169348090713,0.439325336830397
"LOC111133260",19.4201403640915,-1.40066204460205,0.281575775035041,-4.98167826354425,6.30351776094611e-07,0.000460447728138033
"LOC111113503",16.7601369967833,0.361222341241678,0.304847678897423,1.17987885629618,0.23804840038392,0.590878030684361
"LOC111102393",28.6840117037241,-0.0900847118783179,0.268826988481372,-0.336571108666552,0.73644023867051,0.913622548321556
"LOC111119377",38.7135164938485,0.196614549936428,0.264877623538319,0.740955274208109,0.45872055932842,0.771206224945436
"LOC111101799",16.5974528296274,0.650840087822844,0.313975017637651,2.0335558781441,0.0419963942497766,0.277135343847031
"LOC111117743",28.2254516323018,-0.36390405038269,0.232966779635741,-2.38816785491594,NA,NA
"LOC111117672",252.178458092467,0.146053609917022,0.118781575155514,1.22970637109825,0.218807080168559,0.573500423207461
"LOC111114053",28.4152539277828,-0.576114710822369,0.258269915122658,-2.2375887121844,0.0252478883320292,0.219282758506479
"LOC111109809",1.92333262243142,-0.966377847569913,0.307755749605572,-3.59151124505266,0.00032876598797396,0.0211686144541324
"LOC111135172",3.17894929195813,-0.164319587458614,0.161740238326821,-1.69768127266323,0.0895679342018303,0.38901166784691
"LOC111114201",505.060729377797,0.0961911211228322,0.124393865834207,0.773283682393858,0.439354510656214,0.757601313454042
"LOC111114212",173.70695642371,-0.340854577157245,0.113275131526013,-3.00936031786197,0.00261798429867565,0.0692005234227324
"LOC111138315",116.390198542198,0.239151819664783,0.203194872687919,1.17445550012667,0.240212626143391,0.593407673740281
"LOC111138321",135.25080982387,0.35863250497769,0.151734549537263,2.36295952632894,0.0181296494565248,0.18981163311925
"LOC111121058",67.9198081797995,-0.160419081371441,0.259069553450112,-0.618661431175661,0.536139423239427,0.818123085823814
"LOC111138070",3.46620507174323,-0.170441843644735,0.161836705309441,-1.92363863250056,0.0543998950977455,0.309330181945025
"LOC111108878",0.213717684848501,-0.033337015539855,0.152243373360194,-0.228512124182682,0.819248131711093,NA
"LOC111108901",14.6413931849401,0.0520920921468919,0.331153487408456,0.158083948602569,0.874390648724673,0.962204528764323
"LOC111130095",36.6683659621421,0.445943494218343,0.26213773775221,1.69116809053964,0.0908047035260948,0.391826925056691
"LOC111103224",2.76167901675921,0.540554093426134,0.334409603467727,1.61832879615437,0.105591758033909,0.416403378027409
"LOC111131060",0.0635840609635474,-0.0891614620644952,0.15221949129906,-0.61277066801113,0.540027988187259,NA
"LOC111131074",0.115091340741397,-0.108488318069711,0.153003472741594,-0.720702443665852,0.471092608609289,NA
"LOC111131094",0,NA,NA,NA,NA,NA
"LOC111136780",242.435376557727,0.166360239262888,0.190096512476661,0.875220674176535,0.381453846272022,0.716433094184953
"LOC111133372",282.717328991163,0.0432676114294155,0.135624587262966,0.318958872438007,0.749757700152204,0.919020978593089
"LOC111137104",110.519890727668,-0.0185088174569421,0.131148149298725,-0.141176945723366,0.887730158296534,0.967728800732853
"LOC111099747",2.54166178700753,0.232921375313951,0.339892972993328,0.705901777374739,0.480249222180979,0.785949595293269
"LOC111129066",0.579261386090777,0.100074641891389,0.162554901011623,0.701702421980198,0.482864762279461,NA
"LOC111115406",7.87862995110441,0.228249718677558,0.340205456646198,0.664448293849171,0.50640343203136,0.803342297121582
"LOC111114430",0.41582143005917,0.18946658232168,0.235464502194848,0.886417669398319,0.375392501238252,NA
"LOC111129120",0,NA,NA,NA,NA,NA
"LOC111113958",0.508672487708379,-0.144568036190735,0.156830164238511,-1.11771257291468,0.263689771203631,NA
"LOC111103230",2.47445094337127,-0.0194799849761057,0.322416591153875,-0.0598862879776482,0.952246200902129,0.988972747975468
"LOC111101640",0.453489638384068,-0.0879659810266053,0.246679821581646,-0.331587146573775,0.74020102652715,NA
"LOC111103163",2.01204509434329,-0.619453203365761,0.289735230784222,-2.80117176192395,0.00509174101302407,0.0965093266660211
"LOC111103177",0.806547508722827,-0.107509125435222,0.221957619570104,-0.557795525028408,0.576984018806306,NA
"LOC111102448",69.7961031651643,0.284854417155367,0.206992409570032,1.37479441740627,0.169195189358528,0.511517834494932
"LOC111129274",1.03172963889414,-0.361147163942653,0.293110384325288,-1.16663835853635,0.243356445747843,NA
"LOC111113346",58.9551516752973,-0.19541631301742,0.201502818572754,-0.969804331773026,0.332144033248456,0.676766834895425
"LOC111100652",79.2552556826163,0.433034112358012,0.229774997803938,1.88485721624199,0.0594491176958422,0.322630428705397
"LOC111134791",225.418765596404,-0.00823634635656728,0.162964772501102,-0.050525139571308,0.95970391650394,0.990746208311976
"LOC111128971",92.5468748454441,-0.0173386990288611,0.184332201995168,-0.0940274799758802,0.925087327571834,0.979771276223749
"LOC111104153",9.61125900920924,-0.312745193367581,0.32531008147462,-0.958987416492111,0.337565084442735,0.68115555500812
"LOC111134573",0.193377548523083,0.0309807842788006,0.154717491538036,0.229989675275073,0.818099792627053,NA
"LOC111129318",7.5090903539105,0.164560148876562,0.230212533330429,0.767399908429026,NA,NA
"LOC111134552",0.387570622151127,-0.122572034246097,0.186305368543342,-0.786889675830883,0.431346451702028,NA
"LOC111134566",0.874246591869033,-0.0476845617044928,0.185072503861185,-0.602767893113705,0.546663108584347,NA
"LOC111121733",51.5347184664551,-0.324507677858316,0.214655296241161,-1.51527713958052,0.129702235055259,0.453146587227646
"LOC111109754",0.645521465078877,-0.215100895275128,0.2023377125118,-1.2742529268703,0.202573793356276,NA
"LOC111109745",0.964358876594681,-0.0163050753904412,0.310774077598577,-0.0525748367050888,0.958070666634588,NA
"LOC111099207",0.677659670650531,0.0575651834088071,0.277650266410435,0.193143222566658,0.846846803184102,NA
"LOC111103463",0.0860376413792441,-0.00850979215458954,0.152801628085322,-0.0620359690251942,0.950534188011806,NA
"LOC111131721",52.6212914160159,0.36453818226213,0.258909106921811,1.41091254094165,0.158270403860626,0.497879314004472
"LOC111131752",8.01797857500847,-0.423848935051505,0.332821589852835,-1.2925716326734,0.196159256050451,0.547073984137786
"LOC111131766",6.75265482075099,-0.575232501022384,0.355417119949849,-1.66336127729498,0.096240139440899,0.400227449670162
"LOC111131682",208.840477097445,0.429891808664773,0.116474124619007,3.68912984168456,0.000225022363148486,0.0172439436995607
"LOC111128103",214.345872463018,0.114902483643155,0.135143769812704,0.850187053426127,0.395221098462276,0.727848867677002
"LOC111100789",0.782987866129981,0.145982100154919,0.262914083827065,0.597545560224005,0.550143198348695,NA
"LOC111100985",4.47121114859827,0.504325449914848,0.262350395415608,2.50710432008706,NA,NA
"LOC111103245",0,NA,NA,NA,NA,NA
"LOC111112387",114.675118064845,0.277381640490075,0.153864897797262,1.80184933775124,0.0715691128609125,0.353416690445775
"LOC111114799",22.1209230268093,0.143928370706901,0.321783548009349,0.452789916777093,0.650700025007177,0.879561889886311
"LOC111129446",56.1464928797161,-0.126418293542056,0.194140854141862,-0.650575154499357,0.515320773057975,0.80833656486825
"LOC111100566",50.8000792321804,0.265549795138124,0.210188689977518,1.26362260002686,0.206365517883031,0.557652697339298
"LOC111136882",27.1579172857355,-1.2216989317898,0.306423566811765,-4.02337616454343,5.73697554389171e-05,0.00656365298371032
"LOC111136873",33.5222178928718,-0.265868859010558,0.352133938170382,-0.753041331779645,0.451425077373273,0.766035120574803
"LOC111129522",1.12296420176388,-0.210250287432176,0.18274698573388,-1.4306767768183,0.152522871944111,NA
"LOC111100662",8.50109945856959,-0.738460676468214,0.302137570082895,-2.90993511827923,NA,NA
"LOC111100672",11.6065310480769,-0.402972244540821,0.239720730055044,-2.5521690589735,NA,NA
"LOC111105302",5.6869392714355,0.0628151860951272,0.349455729304039,0.180621322861631,0.85666481793588,0.956816466840492
"LOC111137770",6.06129500850215,-0.330825854310289,0.349679236339478,-0.939186729621488,0.347634881139675,0.690843862894665
"LOC111119645",0.996843463924645,0.217078973489763,0.205361687846709,1.25429870069899,0.209733456028164,NA
"LOC111103288",15.0189231420404,-0.202186173032513,0.323731479176384,-0.621273141733047,0.534419922214618,0.816160577837683
"LOC111129738",2.5283614470165,-0.17411558815704,0.329904607126781,-0.519298574326405,0.603552547413641,0.857384138134003
"LOC111129748",0.0504474610465016,-0.0333370165670713,0.152243373351494,-0.228512124182682,0.819248131711093,NA
"LOC111134153",2.31665051689633,0.0899705013964601,0.307160294215564,0.291925520936467,0.770343570091584,0.927551705047814
"LOC111133651",126.860327534198,0.139267476154491,0.126599802372692,1.10008973605548,0.27129302543236,0.623291509760021
"LOC111105807",157.714026139279,0.291260245815701,0.151692450510969,1.91831433368486,0.05507116601346,0.311468607780712
"LOC111129837",17.5531998605965,0.456312564924022,0.261266572599307,1.73996095033454,0.081865875004939,0.374084002599226
