"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","phase1","more_me_in"
"LOC111125367",0.999955339040326,-0.00584045134152696,0.20256987157858,0,1,1,"control","not significant"
"LOC111124640",9.06000069531854,0.196462851372161,0.297959630192195,0,1,1,"control","not significant"
"LOC111124641",15.1809009928729,-0.242286639815708,0.25977755569096,0,1,1,"control","not significant"
"LOC111125109",1.12090768354648,0.0832351331724086,0.220572924083251,0,1,1,"control","not significant"
"LOC111126294",2.42273665646419,-0.0427523458204735,0.131578121294444,0,1,1,"control","not significant"
"LOC111126588",14.3304733526464,-0.23839524243836,0.28061720440709,0,1,1,"control","not significant"
"LOC111125452",9.33146582004506,-0.312547290732936,0.301532168332008,-0.207431568840333,0.835672830339893,1,"control","not significant"
"LOC111122549",25.1396131864205,0.121009760576691,0.233425589226787,0,1,1,"control","not significant"
"LOC111126574",0.832104791246564,0.159969441330602,0.18628777501042,0,1,1,"control","not significant"
"LOC111125445",48.1287090380111,0.145602520487102,0.211773439524866,0,1,1,"control","not significant"
"LOC111125752",5.62676802521567,-0.338137553604716,0.301013955732755,-0.292802217060546,0.769673333521548,1,"control","not significant"
"LOC111125392",32.5904504522375,0.0553515659901565,0.255990359458339,0,1,1,"control","not significant"
"LOC111123676",60.4254667472896,-0.160955822005085,0.172162473709813,0,1,1,"control","not significant"
"LOC111125249",0.133772997874819,0.0114781336416917,0.11306975692573,0,1,1,"control","not significant"
"LOC111125248",4.14119112197858,-0.229141386907833,0.291245887179729,0,1,1,"control","not significant"
"LOC111126914",0.574144560274262,0.110005801915365,0.138813945457397,0,1,1,"control","not significant"
"LOC111127126",0.388498340255792,0.0760868154928031,0.145059273915076,0,1,1,"control","not significant"
"LOC111126054",1.9488133943976,-0.083817488760608,0.224156324997879,0,1,1,"control","not significant"
"LOC111126194",0.57385345430795,-0.0971938120838933,0.16446855353037,0,1,1,"control","not significant"
"LOC111126038",1.35512839705567,0.139178619526532,0.235384032067989,0,1,1,"control","not significant"
"LOC111124528",62.1430191633471,-0.221081787780711,0.199237416946863,0,1,1,"control","not significant"
"LOC111126173",2.18012208827425,0.0613412187945742,0.179243501717929,0,1,1,"control","not significant"
"LOC111126576",29.6738571934317,-0.440939774797032,0.24674013874276,-0.773849669413117,0.439019696009695,1,"control","not significant"
"LOC111126185",2.51089068031381,-0.129054900212101,0.277197036575802,0,1,1,"control","not significant"
"LOC111123833",15.9238881064222,0.114112946223884,0.276982799394212,0,1,1,"control","not significant"
"LOC111125537",0.753849348377634,0.0782972238782293,0.146130659145602,0,1,1,"control","not significant"
"LOC111126412",0.29318822405247,0.0505848155613742,0.113525720351139,0,1,1,"control","not significant"
"LOC111125312",3.64976941784591,-1.05515307506399,0.276075773194733,-2.91642061071422,0.00354072818798709,1,"control","not significant"
"LOC111127420",4.68189706878229,0.417946108102429,0.299998044418694,0.559824009612656,0.57559948517384,1,"control","not significant"
"LOC111125490",1.41495590213036,-0.206628940904093,0.233722687586357,0,1,1,"control","not significant"
"LOC111126064",6.16361957191377,-0.307592476722249,0.301871509881065,-0.19078473733722,0.8486942468852,1,"control","not significant"
"LOC111126067",0.806722114613162,-0.0869261057768764,0.131149127053295,0,1,1,"control","not significant"
"LOC111126065",13.7090986528532,0.115678896343413,0.28603221949304,0,1,1,"control","not significant"
"LOC111122535",2.64743364382772,0.310062530647302,0.277732736431754,0.216260176668303,0.828784948952209,1,"control","not significant"
"LOC111124909",47.007174364636,0.140514959252395,0.22568889558749,0,1,1,"control","not significant"
"LOC111124912",3.90079553871187,-0.218245008037928,0.285919179510669,0,1,1,"control","not significant"
"LOC111124911",8.80934314955788,-0.661819104644488,0.29605037906138,-1.39104400389606,0.164212083434306,1,"control","not significant"
"LOC111124910",33.4945912004006,0.000791772140867955,0.207719788467196,0,1,1,"control","not significant"
"LOC111123474",20.6286258431772,-0.171173418014984,0.261654451317469,0,1,1,"control","not significant"
"LOC111122578",7.30846066295217,-0.44533274411407,0.260726672824314,-0.749185888801225,0.453745173132028,1,"control","not significant"
"LOC111124549",22.9277622315287,-0.398560875316602,0.241799408622448,-0.614397182205556,0.538952897352008,1,"control","not significant"
"LOC111124552",10.7896848238036,0.0749411053939904,0.292466382044069,0,1,1,"control","not significant"
"LOC111124551",0.32401137636703,-0.0220384788624706,0.114265213977196,0,1,1,"control","not significant"
"LOC111124550",4.74029784141906,-0.231604840193665,0.301802015847199,0,1,1,"control","not significant"
"LOC111125783",40.2068534733444,-0.140287293867051,0.221544140283216,0,1,1,"control","not significant"
"LOC111127491",42.8792754968596,0.100308276832121,0.238866951065784,0,1,1,"control","not significant"
"LOC111127492",23.6938036764082,0.0643057714475781,0.263901090707752,0,1,1,"control","not significant"
"LOC111125030",51.3660735647603,-0.0634464918616957,0.225178919201874,0,1,1,"control","not significant"
"LOC111125089",34.5107215234277,-0.490185995757766,0.219426936137487,-1.09460579446487,0.273689375932297,1,"control","not significant"
"LOC111125090",27.7276660878124,-0.317650773829179,0.241099927877108,-0.280592260747842,0.779023152690371,1,"control","not significant"
"LOC111123817",3.21046537717067,0.00826860783517391,0.284195941467431,0,1,1,"control","not significant"
"LOC111123820",0.21057486791729,-0.0610226236738324,0.113629281007187,0,1,1,"control","not significant"
"LOC111124697",1.9075065505851,-0.0798062429995403,0.271462000299072,0,1,1,"control","not significant"
"LOC111124625",6.14869101360894,-0.278563098407242,0.299330220957693,-0.0954233699352367,0.923978554249315,1,"control","not significant"
"LOC111124622",0.461226391756393,-0.0506203430100514,0.115619603303456,0,1,1,"control","not significant"
"LOC111125791",75.7193543592664,0.235782768524825,0.171488315341929,0,1,1,"control","not significant"
"LOC111125369",85.0101761954536,-0.0483600763475513,0.179949998112994,0,1,1,"control","not significant"
"LOC111123801",29.8550792031638,-0.0298682373256939,0.282492616025049,0,1,1,"control","not significant"
"LOC111123813",56.6875618911855,-0.235698919886747,0.172804422778832,0,1,1,"control","not significant"
"LOC111127051",9.36123761209121,0.0674816921843774,0.301827501691066,0,1,1,"control","not significant"
"LOC111126860",5.11365972498418,0.394701912767024,0.274646219753474,0.526866573648493,0.598286247741405,1,"control","not significant"
"LOC111124859",9.35875302280195,0.0606618460107439,0.298453087477436,0,1,1,"control","not significant"
"LOC111124633",52.3502148598087,-0.0686952809247289,0.217994175080344,0,1,1,"control","not significant"
"LOC111126788",109.395891670972,-0.197829241325922,0.159111255439402,0,1,1,"control","not significant"
"LOC111123786",2.46075837377222,0.0265220549281737,0.262764131095955,0,1,1,"control","not significant"
"LOC111126754",61.167720999638,-0.283850963657359,0.205342629831058,-0.164851125580739,0.869061162095798,1,"control","not significant"
"LOC111126281",3.09712429149506,-0.342534131955276,0.29267235723003,-0.316169701952917,0.75187370340684,1,"control","not significant"
"LOC111126280",2.27424432443643,-0.165899475862604,0.270899967093806,0,1,1,"control","not significant"
"LOC111126815",16.5645209427693,0.728305703447732,0.257417642939895,1.85809215710755,0.0631559284009878,1,"control","not significant"
"LOC111127135",0.0756243389664934,0.0259649198909246,0.112536924034336,0,1,1,"control","not significant"
"LOC111126345",0.51871039740548,-0.0222827839266495,0.185435804414088,0,1,1,"control","not significant"
"LOC111126881",0.195088899751644,0.0171143866265263,0.113082780802584,0,1,1,"control","not significant"
"LOC111125930",10.9416655681283,0.365196279044344,0.301066950610027,0.382626783879569,0.70199650817892,1,"control","not significant"
"LOC111125273",15.2919097269719,-0.0492059867779339,0.258439688158658,0,1,1,"control","not significant"
"LOC111125274",31.6224597867909,0.179080857390875,0.224521742239333,0,1,1,"control","not significant"
"LOC111122639",11.2871394828222,-0.0460950234654615,0.302373175046714,0,1,1,"control","not significant"
"LOC111127084",10.2252880360877,-0.352430466482908,0.287026127711936,-0.356868091763788,0.72119055798519,1,"control","not significant"
"LOC111122848",0.0757120978984608,-0.035182286518743,0.112531621061782,0,1,1,"control","not significant"
"LOC111125479",0.371038817860184,0.0594366653609757,0.113890243621434,0,1,1,"control","not significant"
"LOC111126006",0.892947714050996,0.159973591555966,0.153907991393934,0,1,1,"control","not significant"
"LOC111126005",0.800260942700389,0.213980876115427,0.171872853373402,0,1,1,"control","not significant"
"LOC111126009",0.45374603379896,0.0815254389441297,0.114842055474453,0,1,1,"control","not significant"
"LOC111123796",59.2571756076264,0.0631640871064936,0.209987861985703,0,1,1,"control","not significant"
"LOC111123797",21.0782875013523,-0.139883567784169,0.278564501496205,0,1,1,"control","not significant"
"LOC111125480",7.61896968022307,-0.0304180495042767,0.131589399492263,0,1,1,"control","not significant"
"LOC111125481",0.898224961463254,0.074958872597692,0.132514568616136,0,1,1,"control","not significant"
"LOC111126676",0.0671942486300057,-0.0329810527048867,0.11244005454616,0,1,1,"control","not significant"
"LOC111127244",0.0757120978984608,-0.035182286518743,0.112531621061782,0,1,1,"control","not significant"
"LOC111126236",0,NA,NA,NA,NA,NA,"control",NA
"LOC111126234",28.1636579169511,0.195099464926497,0.23326234299589,0,1,1,"control","not significant"
"LOC111124988",23.141878564422,-0.160016520769096,0.227814244886074,0,1,1,"control","not significant"
"LOC111124989",2.01802627562291,0.454266223775265,0.239291173053356,0.853630416738014,0.393309799748029,1,"control","not significant"
"LOC111124584",24.5224031140756,0.0178660832213062,0.241941888493927,0,1,1,"control","not significant"
"LOC111124583",6.60687958770632,0.0565216505014791,0.122407618105783,0,1,1,"control","not significant"
"LOC111123248",33.7185396129067,-0.0209222544123924,0.199074826319832,0,1,1,"control","not significant"
"LOC111125304",17.8970732559767,-0.247542855061706,0.280494818488768,0,1,1,"control","not significant"
"LOC111127007",17.6564325051863,0.540597466941898,0.261108449428626,1.11293781406845,0.265735138140688,1,"control","not significant"
"LOC111127536",0.950767029699423,0.0255599505857317,0.167592494715708,0,1,1,"control","not significant"
"LOC111125431",11.719780497072,0.760938435722145,0.302164344319943,1.69092894422098,0.0908503744421113,1,"control","not significant"
"LOC111125429",21.0660009444308,-0.641797541434348,0.258977503557608,-1.51286322577125,0.130314404673804,1,"control","not significant"
"LOC111125428",234.003975545277,0.286829894710681,0.113520601751535,0.324433575425292,0.745609803716233,1,"control","not significant"
"LOC111125379",1.1341408003265,0.305173787897784,0.200483088742366,0.275204199236405,0.783159360966691,1,"control","not significant"
"LOC111125320",24.1621382149393,0.00773937154367505,0.247501142601397,0,1,1,"control","not significant"
"LOC111125323",0.573790155799253,0.0762254934249907,0.161065285143577,0,1,1,"control","not significant"
"LOC111126197",3.77264037388614,-0.442584089074253,0.289295563717077,-0.665700111677464,0.505602802125743,1,"control","not significant"
"LOC111123897",1.49772168611783,-0.052234337053626,0.239969790945125,0,1,1,"control","not significant"
"LOC111125001",90.2030181378693,-0.298249449293453,0.187312869211586,-0.257587476485403,0.796725295950334,1,"control","not significant"
"LOC111122738",35.5002603921296,-0.0523016591671001,0.23647229236256,0,1,1,"control","not significant"
"LOC111123784",91.1607734434575,0.382907423467589,0.212979695538712,0.624038001047062,0.532602628863012,1,"control","not significant"
"LOC111125107",22.8324501830357,-0.230731276130011,0.225281599675768,0,1,1,"control","not significant"
"LOC111126803",16.2511433181068,-0.515453776660821,0.27803714897929,-0.954742118581403,0.339708124672155,1,"control","not significant"
"LOC111126802",14.3182779887979,-0.767156992449881,0.292518674564754,-1.76794521997398,0.0770700620523614,1,"control","not significant"
"LOC111126179",2.40584506513842,-0.0754256411804948,0.118307393446832,0,1,1,"control","not significant"
"LOC111122581",10.5048871699682,0.0359791339216831,0.29633023301024,0,1,1,"control","not significant"
"LOC111125280",38.7016941312087,0.248694687250849,0.189561488621861,0,1,1,"control","not significant"
"LOC111125042",44.3456911998792,0.153050503012026,0.235813799931295,0,1,1,"control","not significant"
"LOC111123822",1.48882409625771,-0.0740517265098258,0.217366780584668,0,1,1,"control","not significant"
"LOC111125206",0.46973016682726,0.0159291168736165,0.13222884005106,0,1,1,"control","not significant"
"LOC111124615",1.49841086416037,-0.393303125542196,0.222157686262536,-0.645051395488728,0.518893879962296,1,"control","not significant"
"LOC111124613",26.3888235196332,-0.00763420335895355,0.247278121514461,0,1,1,"control","not significant"
"LOC111126331",11.278199574478,0.250407864263703,0.277800743258482,0.00146818996565357,0.998828554314937,1,"control","not significant"
"LOC111123421",0.463119286811111,-0.0394355775575027,0.150542462826478,0,1,1,"control","not significant"
"LOC111126991",2.00514250365615,0.112522618684807,0.234595261804042,0,1,1,"control","not significant"
"LOC111125293",4.84896624062954,0.0323807728543437,0.298073955426658,0,1,1,"control","not significant"
"LOC111125999",22.9641648855426,-0.118451945596125,0.276012316399408,0,1,1,"control","not significant"
"LOC111125043",0.428077727918503,0.0273333264625566,0.14663962972187,0,1,1,"control","not significant"
"LOC111126288",0.0695100757560568,0.0160173623760913,0.11210291119442,0,1,1,"control","not significant"
"LOC111123090",0.423988913613547,-0.0719592785932733,0.133788109880545,0,1,1,"control","not significant"
"LOC111123400",1.02573890315538,-0.160483747541903,0.145414423887595,0,1,1,"control","not significant"
"LOC111126068",2.5978532092003,-0.395037345188419,0.275536969896929,-0.526380707614929,0.59862371731219,1,"control","not significant"
"LOC111123965",0.298518853646428,-0.0489289352815337,0.114132209074149,0,1,1,"control","not significant"
"LOC111127242",0.474433558951909,-0.0762422047730503,0.15708285574018,0,1,1,"control","not significant"
"LOC111122969",4.15515229899264,-0.123419815289465,0.296687006532697,0,1,1,"control","not significant"
"LOC111125478",0.478914615834417,0.00674981285065357,0.169003410931648,0,1,1,"control","not significant"
"LOC111127525",1.6754105314712,-0.231581673094384,0.215607974521596,0,1,1,"control","not significant"
"LOC111126333",17.3527203821146,-0.170431863997003,0.280860611793247,0,1,1,"control","not significant"
"LOC111123575",1.11796931240275,0.130113611429506,0.15965167467963,0,1,1,"control","not significant"
"LOC111123571",0.0842299471669159,-0.0372919426437569,0.112617419969513,0,1,1,"control","not significant"
"LOC111123061",10.2199281259097,0.0947592431508991,0.278916460598133,0,1,1,"control","not significant"
"LOC111124294",2.36360377995053,0.0884177189123011,0.272133043572574,0,1,1,"control","not significant"
"LOC111126883",13.4369765543993,0.0930220271636663,0.267237361484768,0,1,1,"control","not significant"
"LOC111126882",1.93866374114924,0.118244584378657,0.117845503274969,0,NA,NA,"control",NA
"LOC111124669",29.30055469997,0.198936076474279,0.251909419621037,0,1,1,"control","not significant"
"LOC111127338",0,NA,NA,NA,NA,NA,"control",NA
"LOC111122588",1.79179113353303,-0.0349075262821978,0.239381677865234,0,1,1,"control","not significant"
"LOC111124295",0.698236549552829,0.164011202944435,0.167263610074002,0,1,1,"control","not significant"
"LOC111125238",0.875833993690549,0.0173259410655431,0.149876398719982,0,1,1,"control","not significant"
"LOC111125240",22.2498691918846,0.364170091356727,0.285453775915855,0.399959996992235,0.689185980841638,1,"control","not significant"
"LOC111125241",12.5632963980819,0.18805238893169,0.28583447394852,0,1,1,"control","not significant"
"LOC111126298",1.47309793762819,0.120840338185572,0.200078404638917,0,1,1,"control","not significant"
"LOC111123734",3.58170972630883,-0.275108545559316,0.273128839957971,-0.0919293091245133,0.92675420473984,1,"control","not significant"
"LOC111123735",16.7119869726698,0.233337634056979,0.29399858674265,0,1,1,"control","not significant"
"LOC111122641",6.31852234119477,-0.411670799702196,0.299606405837956,-0.53961062431234,0.589465588150125,1,"control","not significant"
"LOC111127518",1.77844386185666,-0.0240311223805387,0.203756288723981,0,1,1,"control","not significant"
"LOC111126187",0.177362731812995,-0.0483312936101911,0.113035969322466,0,1,1,"control","not significant"
"LOC111126188",0.612679074060225,-0.105950394540098,0.199439166742689,0,1,1,"control","not significant"
"LOC111126186",8.38104930940616,-0.421984754582158,0.299174732495718,-0.574863903603957,0.565383343937807,1,"control","not significant"
"LOC111126661",1.07611257504605,-0.210926764460863,0.169106167176623,0,1,1,"control","not significant"
"LOC111126455",54.870827335367,0.269830957112277,0.208970589911431,0.0948983161730169,0.924395593984104,1,"control","not significant"
"LOC111122655",0.157276730268398,0.0026685285597691,0.112671417094856,0,1,1,"control","not significant"
"LOC111122654",0.291585465310218,-0.0132851143938362,0.119382068449769,0,1,1,"control","not significant"
"LOC111126391",23.9435982956192,0.117965814416263,0.257583701091263,0,1,1,"control","not significant"
"LOC111122519",19.9512814043706,1.78499316761578,0.300862272415486,5.10197957122381,3.3611904040175e-07,0.00440282331022252,"control","hypoxic"
"LOC111122837",67.4401426669355,0.118723625399004,0.233304748650616,0,1,1,"control","not significant"
"LOC111122840",8.84774686798158,-0.125670988918138,0.302154182789776,0,1,1,"control","not significant"
"LOC111123850",32.7558452060916,-0.0486217187740155,0.20173861620821,0,1,1,"control","not significant"
"LOC111123851",3.96844320753294,-0.400752231922379,0.289434723681397,-0.520850539302685,0.602470893083304,1,"control","not significant"
"LOC111123852",78.403159836681,-0.192880352156181,0.167787282804085,0,1,1,"control","not significant"
"LOC111123882",218.519052860348,0.126388923393784,0.158434783684459,0,1,1,"control","not significant"
"LOC111126156",12.333768849665,-0.202631236169169,0.293921196525961,0,1,1,"control","not significant"
"LOC111124300",12.778442676464,-0.239696478583799,0.235289939148494,0,1,1,"control","not significant"
"LOC111125328",15.2007886241562,-0.173370286799376,0.216607850602584,0,1,1,"control","not significant"
"LOC111127124",27.0437254072406,0.0762325181101702,0.217208543899414,0,1,1,"control","not significant"
"LOC111127219",23.4255835291047,-0.0342130861706079,0.234162166515616,0,1,1,"control","not significant"
"LOC111124011",43.6678237393442,-0.162641916642972,0.25370031128468,0,1,1,"control","not significant"
"LOC111122853",8.27983420514009,-0.404576967828099,0.302087325762301,-0.511696303173369,0.608863573818042,1,"control","not significant"
"LOC111126375",0,NA,NA,NA,NA,NA,"control",NA
"LOC111126203",10.6409260477784,-0.505973405171848,0.301244205045305,-0.849720595067883,0.395480445387558,1,"control","not significant"
"LOC111126996",0.383331248533547,-0.046457214152729,0.148361571336274,0,1,1,"control","not significant"
"LOC111124468",6.69953261739733,-0.157378464384277,0.197603085318493,0,1,1,"control","not significant"
"LOC111124471",30.483072070687,-0.236716434941138,0.255031904868882,0,1,1,"control","not significant"
"LOC111124475",0.0836411816289274,0.0278938168602978,0.112615989343028,0,1,1,"control","not significant"
"LOC111124473",0.461470153340726,-0.0215414573108983,0.132532687282143,0,1,1,"control","not significant"
"LOC111124470",10.0380081937151,0.626011246616268,0.301640054306361,1.24655608977703,0.212560310724364,1,"control","not significant"
"LOC111124472",6.129825567625,0.310810669145628,0.270236064739354,0.225027955481371,0.821957526599702,1,"control","not significant"
"LOC111124466",0.830247381059897,-0.138861236532462,0.139508230880919,0,1,1,"control","not significant"
"LOC111125962",6.96030443221232,-0.0639352735363444,0.131989449308056,0,NA,NA,"control",NA
"LOC111125947",4.78157599026833,0.174311995737249,0.141269893674032,0,1,1,"control","not significant"
"LOC111124301",1.75876263206575,0.169900509301622,0.182208783432529,0,NA,NA,"control",NA
"LOC111125961",21.8318110797348,0.0725469315032784,0.274591980710734,0,1,1,"control","not significant"
"LOC111125973",0.0794261364606835,-0.000378310359361014,0.112579799874173,0,1,1,"control","not significant"
"LOC111125948",12.4494068360994,-0.0999809448875533,0.30123695351778,0,1,1,"control","not significant"
"LOC111125988",1.37512918194403,-0.0447183259654087,0.221941302205896,0,1,1,"control","not significant"
"LOC111125960",51.3447812746418,-0.254727328271139,0.204267668137095,-0.02314281214571,0.981536355666542,1,"control","not significant"
"LOC111125967",20.9369576803956,0.0917836674077415,0.258368514104619,0,1,1,"control","not significant"
"LOC111125963",37.1816718449113,-0.0744243584323868,0.245944816467096,0,1,1,"control","not significant"
"LOC111125950",15.4891972760372,0.458518667247005,0.263920806810122,0.790080440292924,0.42948079208084,1,"control","not significant"
"LOC111125958",6.49119974519531,0.676105517662751,0.302173809772489,1.41013384973228,0.158500163887709,1,"control","not significant"
"LOC111125984",3.99524128763574,-0.202980139431265,0.246641300476303,0,1,1,"control","not significant"
"LOC111125974",0.381925040383599,0.0194439311370767,0.160073293335141,0,1,1,"control","not significant"
"LOC111125970",0.0757120978984608,-0.035182286518743,0.112531621061782,0,1,1,"control","not significant"
"LOC111125969",0.0695100757560568,0.0160173623760913,0.11210291119442,0,1,1,"control","not significant"
"LOC111125956",99.8798193163565,0.131249002689918,0.160109367638246,0,1,1,"control","not significant"
"LOC111125942",248.8536184702,-0.285430774510733,0.136563168757594,-0.259446048543474,0.795291104075774,1,"control","not significant"
"LOC111125955",0.784197523314034,-0.136625909418005,0.171842926049307,0,1,1,"control","not significant"
"LOC111125957",0.29318822405247,0.0505848155613742,0.113525720351139,0,1,1,"control","not significant"
"LOC111125949",8.81700410330035,0.0682268287679957,0.293313974471261,0,1,1,"control","not significant"
"LOC111125966",3.09680635696824,0.0948867662638452,0.25197670388983,0,1,1,"control","not significant"
"LOC111125952",41.6290881477492,-0.195890557684615,0.283460757020066,0,1,1,"control","not significant"
"LOC111125954",7.14924334360066,-0.808934896747382,0.29886641087254,-1.87018305307569,0.0614584022468545,1,"control","not significant"
"LOC111125953",30.2124744803989,0.0899531250147935,0.25164243874894,0,1,1,"control","not significant"
"LOC111125945",68.2681261320914,-0.139914406203196,0.236627566083548,0,1,1,"control","not significant"
"LOC111126276",1.04255303020731,-0.073833872506716,0.135653062443813,0,1,1,"control","not significant"
"LOC111125311",2.52408483220439,-0.0820768999130295,0.264018611719174,0,1,1,"control","not significant"
"LOC111124902",3.81872528936191,-0.596613902165316,0.291625842326884,-1.18855688302409,0.234614083296489,1,"control","not significant"
"LOC111124304",1.4362413763965,-0.331472482980478,0.256192238163742,-0.318013080975566,0.750475014423324,1,"control","not significant"
"LOC111123877",0.273736807878621,-0.00283455950859862,0.13481491626578,0,1,1,"control","not significant"
"LOC111123989",0,NA,NA,NA,NA,NA,"control",NA
"LOC111125223",39.6731693551402,0.0689042289786663,0.213506982294959,0,1,1,"control","not significant"
"LOC111125041",0.840856743619412,0.0651221863919955,0.178531381297899,0,1,1,"control","not significant"
"LOC111125790",0.730150755745176,-0.0735306652248696,0.12891729628335,0,1,1,"control","not significant"
"LOC111124305",0.517785433814162,0.0141557858027442,0.135344139861932,0,1,1,"control","not significant"
"LOC111125539",1.4962144629314,-0.147389303357309,0.161482624188924,0,1,1,"control","not significant"
"LOC111126508",71.5041003638573,-0.093007420648171,0.156176408509565,0,1,1,"control","not significant"
"LOC111126511",0,NA,NA,NA,NA,NA,"control",NA
"LOC111127466",0.74160995586775,-0.0908996272624701,0.16782352074912,0,1,1,"control","not significant"
"LOC111127465",30.051873045315,0.135992307781387,0.251916251037767,0,1,1,"control","not significant"
"LOC111124635",7.86981120337764,-0.0491913566824687,0.197098342080678,0,1,1,"control","not significant"
"LOC111122566",2.83366805514151,-0.183416432194355,0.263881510669003,0,1,1,"control","not significant"
"LOC111126728",3.42065938389237,-0.723110795880145,0.296265989285925,-1.59691227812028,0.110285262508275,1,"control","not significant"
"LOC111124306",6.4400277064819,-0.00256334736750638,0.302366698539751,0,1,1,"control","not significant"
"LOC111123594",6.43133225131248,0.108588412058169,0.299810813164856,0,1,1,"control","not significant"
"LOC111126768",0.182364002028722,-0.0251799751412816,0.112110050363035,0,1,1,"control","not significant"
"LOC111125205",34.4728594462074,-0.455268025336432,0.25475808566009,-0.805737037961221,0.420394488645704,1,"control","not significant"
"LOC111123983",66.5966289938175,-0.0553979271441805,0.164160421125841,0,1,1,"control","not significant"
"LOC111123982",20.2646017812913,-0.0371275923850506,0.276572593130203,0,1,1,"control","not significant"
"LOC111123985",14.0831952619777,-0.094612268575404,0.276139112181406,0,1,1,"control","not significant"
"LOC111123987",1.7139752702863,-0.128597498602756,0.241694665113424,0,1,1,"control","not significant"
"LOC111123986",3.45062570969038,-0.271472398468056,0.295442153155151,-0.0726788585810903,0.942061672457147,1,"control","not significant"
"LOC111125214",44.2253583416196,-0.0438072668903087,0.215562543687888,0,1,1,"control","not significant"
"LOC111125809",36.7482162358344,0.467343314229489,0.217664024290266,0.998526582140425,0.318024081145535,1,"control","not significant"
"LOC111125427",40.4753848826823,-0.0726101935763432,0.209562434769008,0,1,1,"control","not significant"
"LOC111126432",21.8578790455999,-0.190542494740944,0.254608820809882,0,1,1,"control","not significant"
"LOC111126433",0.246872807569052,-0.0257277175615187,0.115951172633965,0,1,1,"control","not significant"
"LOC111126863",0.557346735796835,-0.0280061347742986,0.157448548620259,0,1,1,"control","not significant"
"LOC111123588",34.4472047579432,-0.229762460545915,0.217646783929928,0,1,1,"control","not significant"
"LOC111123586",4.52401898768371,-0.042860729473938,0.180005496872277,0,1,1,"control","not significant"
"LOC111123591",0.543751067394107,0.00119244236268097,0.118706043508746,0,1,1,"control","not significant"
"LOC111124526",0.392456600473418,-0.0354621613762226,0.114463381037778,0,1,1,"control","not significant"
"LOC111124527",1.95051300546342,-0.248041391419298,0.255150869823499,0,1,1,"control","not significant"
"LOC111124525",97.4359219177,0.231675196157603,0.169713048530625,0,1,1,"control","not significant"
"LOC111122491",18.102227755762,-0.0816468005209912,0.302154958391951,0,1,1,"control","not significant"
"LOC111123240",29.1339324267143,0.383042752273007,0.274584890523258,0.484523208904454,0.628014597173488,1,"control","not significant"
"LOC111123143",28.9608929204645,-0.049048463247436,0.22668227606055,0,1,1,"control","not significant"
"LOC111126386",0.447209983265458,0.0046389935322201,0.114726060342773,0,1,1,"control","not significant"
"LOC111127495",0.100791372945009,-0.0422076131842337,0.112810019911274,0,1,1,"control","not significant"
"LOC111125918",19.2468208248162,-0.330931526804154,0.243594290587098,-0.332239013521609,0.739708786745618,1,"control","not significant"
"LOC111125123",2.25987477203614,-0.262048302166288,0.287016594945997,-0.0419777196804769,0.966516459577227,1,"control","not significant"
"LOC111125811",262.884572372253,0.0063113645426804,0.0924769602376867,0,1,1,"control","not significant"
"LOC111125814",6.77841607204781,-0.113824210873416,0.301788788654338,0,1,1,"control","not significant"
"LOC111125815",38.8295748203816,0.116370044357039,0.204913558263094,0,1,1,"control","not significant"
"LOC111127470",0.422306226082845,-0.0652556930904595,0.131976571657559,0,1,1,"control","not significant"
"LOC111123491",10.3779167368038,0.192144389142158,0.297477466583089,0,1,1,"control","not significant"
"LOC111124725",27.3237711311622,0.300590796382743,0.231107674163756,0.218905739784722,0.826723475203958,1,"control","not significant"
"LOC111124692",13.3057355843717,0.498698326515005,0.277636874071068,0.895768356948666,0.370376493262637,1,"control","not significant"
"LOC111126376",30.1482931671111,0.286325130525921,0.243296304131654,0.149304078644221,0.881313697055112,1,"control","not significant"
"LOC111122551",9.84476930201851,-0.214895602553252,0.283381359132505,0,1,1,"control","not significant"
"LOC111122550",1.20607800054413,-0.0339305137569102,0.246216401860577,0,1,1,"control","not significant"
"LOC111124311",0.461300076490773,-0.0455443633831038,0.135845403516265,0,1,1,"control","not significant"
"LOC111124875",1.91999065330841,-0.221059569644472,0.238053724159477,0,1,1,"control","not significant"
"LOC111122773",97.3725080641577,0.2448282873955,0.161272642646252,0,1,1,"control","not significant"
"LOC111125576",10.2335614437387,-0.402410109050452,0.301980297779502,-0.504702161601742,0.613768042600508,1,"control","not significant"
"LOC111126975",23.0571674292693,0.353512542698161,0.264167283711186,0.391844672224176,0.695172985469702,1,"control","not significant"
"LOC111127339",0.0695100757560568,0.0160173623760913,0.11210291119442,0,1,1,"control","not significant"
"LOC111125404",39.431410607245,0.088810134318985,0.243542840395115,0,1,1,"control","not significant"
"LOC111127095",2.18685467451581,0.0897413005996557,0.189754647433956,0,1,1,"control","not significant"
"LOC111127096",1.06243628634666,0.196844401637825,0.219665116213206,0,1,1,"control","not significant"
"LOC111127475",0.239869188132081,-0.0447204965373044,0.113947868274533,0,1,1,"control","not significant"
"LOC111125560",1.66808133573443,-0.0779079199580597,0.143822948652662,0,1,1,"control","not significant"
"LOC111126439",1.24163140587152,0.262240154228448,0.173079321025945,0.0707199112863004,0.943620673597973,1,"control","not significant"
"LOC111127562",0.648764648665256,-0.023554925619757,0.138984411697785,0,1,1,"control","not significant"
