"","gene","hypoxia_lfc","control_lfc"
"1","LOC111123492",1.62809012387934,-1.25042728921052
"2","LOC111124669",1.53388504308798,-1.37525405552981
"3","LOC111124824",2.39420224437091,-1.74839572778968
"4","LOC111129146",-1.60070939027102,1.35297786397148
"5","LOC111133260",1.72346223729929,-1.40066204460205
"6","LOC111133892",1.07063434755787,-1.03978681701879
