"","symbol","baseMean.x","log2FC.x","lfcSE.x","stat.x","pvalue.x","padj.x","baseMean.y","log2FC.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"2","LOC111113022",22.9653906439733,-1.52830775944821,0.314485712086612,-4.06475623635375,4.80826886472854e-05,0.0257122313427595,22.9653906439733,-1.83058862909306,0.311917306854578,-5.06733225235868,4.03429755183023e-07,0.000110073287265718
"3","LOC111114112",52.6886798517593,-1.07236187958223,0.214588449452579,-3.83227467126071,0.000126963870843118,0.047433702146989,52.6886798517593,-0.977923345351918,0.214295108499388,-3.3968266959019,0.000681721270660914,0.0299100925333691
"12","LOC111129145",16.054935325753,1.26103818081698,0.253963077064649,3.98104398679818,6.86132494946317e-05,0.0306181815657944,16.054935325753,1.19225171387548,0.249472479098217,3.77697659189301,0.000158743644442522,0.0101167208731946
"15","LOC111133874",106.190847688973,-1.00317345450961,0.1728607814607,-4.35711008677145,1.31790990249959e-05,0.0135309004753253,106.190847688973,-1.16081730380883,0.170984721529369,-5.32689292740337,9.99070169947918e-08,3.35495448223664e-05
