"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"4","LOC111117745",108.232103289424,-1.2609567365658,0.219356633678511,-4.60873564483787,4.05125039309338e-06,0.00849995999894936,"uncharacterized LOC111117745, transcript variant X5"
"13","LOC111129122",6.52620440472901,1.89368414191657,0.358529148206763,4.58452025487385,4.5502997853048e-06,0.00849995999894936,"Bardet-Biedl syndrome 12 protein homolog, transcript variant X2"
