"","geneID","lfc","padj"
"18","LOC111124802",0.468037252807214,0.126683465358033
"19","LOC111101273",0.420767242262257,0.355215975610551
"20","LOC111101250",-0.615997357676828,0.0400634591761632
"21","LOC111101262",0.170894599495155,0.760103986580117
"22","LOC111133260",1.39569043888304,0.181329448351188
"23","LOC111113503",-0.443586253651382,0.809663747837514
"25","LOC111119377",1.66669883575702,0.0864145544125357
"26","LOC111101799",0.239297717830516,0.919787094406761
"28","LOC111117672",1.376188388073,0.000179764366444139
"29","LOC111114053",-1.26208056878522,0.077667974375275
"30","LOC111109809",1.2410140468295,0.725048713579227
"36","LOC111114201",1.08881330351583,0.00763665333368524
"37","LOC111114212",-0.1889339735086,0.667220488093399
"38","LOC111138315",-0.218403167830282,0.756755329698415
"39","LOC111138321",0.462924643520603,0.181642311487541
"44","LOC111108901",-0.207293246463652,0.931630634747751
"45","LOC111130095",-0.585048193480135,0.391586278921621
"60","LOC111136780",0.335300751376193,0.6356343404844
"63","LOC111133372",0.0200920121478713,0.980990527554153
"67","LOC111137104",0.146534574779318,0.841129083185434
"76","LOC111115406",-2.09556060154148,0.225519815462934
"96","LOC111102448",0.147472386118751,0.872401612603094
"98","LOC111113346",-0.257013303041527,0.743464097944114
"99","LOC111100652",0.669928950905381,0.446620040905571
"100","LOC111134791",0.678322063335674,0.127202468543302
"101","LOC111128971",-0.336560624895414,0.57061945045418
"102","LOC111104153",-1.19900886621409,0.325802388678459
"104","LOC111129318",1.47643443266214,0.75873916905336
"108","LOC111121733",0.631326400028536,0.48408285323207
"126","LOC111131721",-0.10812010099839,0.937346538114682
"127","LOC111131752",0.286928818833103,0.896338835872479
"128","LOC111131766",0.315325078567754,0.899133100350695
"130","LOC111131682",1.03413282134464,0.00659413434114743
"131","LOC111128103",1.75720842137013,5.62992224686794e-05
"136","LOC111112387",1.10404699033326,0.0382512606252232
"137","LOC111114799",0.270507639793917,0.87865952604895
"139","LOC111129446",0.310924144701028,0.646390152319472
"140","LOC111100566",-0.140595245365897,0.899133100350695
"141","LOC111136882",-0.240479964195447,0.91356619363194
"142","LOC111136873",-0.349037641897548,0.870433587961145
"145","LOC111100662",-1.56684207409093,0.741538899933594
"146","LOC111100672",-1.49664770477963,0.786596688727692
"149","LOC111105302",-0.188249163953551,0.951034652366506
"151","LOC111137770",3.40237556972591,0.000324534331580043
"169","LOC111133651",1.14889706453422,0.0348675741207228
"170","LOC111105807",-0.306237145976494,0.647887370820207
"174","LOC111129837",0.0336864890808802,0.986021909606965
"196","LOC111126102",0.756294379119366,0.480939255698188
"197","LOC111129935",-0.290722103817246,0.920716577139348
"198","LOC111116034",-0.0392647300180666,0.992435367007814
"200","LOC111111995",2.23300479838759,0.0140117152517342
"202","LOC111134929",-0.242771728271551,0.897290385175813
"211","LOC111103139",1.89378420788615,0.013202337300125
"215","LOC111119020",0.626217952743785,0.762447547019896
"216","LOC111125333",1.58250507146439,0.00125925114539854
"217","LOC111136966",0.854827003881047,0.146146995969758
"220","LOC111112068",-0.356455580833064,0.566187650483485
"225","LOC111124863",-0.71392153080074,0.670918384679542
"226","LOC111124850",0.360296104006082,0.808988337351448
"231","LOC111132898",-0.228307439086725,0.917956701916627
"234","LOC111101169",0.616351027195317,0.743292884382085
"238","LOC111101139",0.231611069485771,0.899133100350695
"239","LOC111101156",0.267693658549965,0.888763324337248
"244","LOC111108648",-0.111560937448788,0.899133100350695
"247","LOC111117581",0.240628726333461,0.864613138246829
"249","LOC111127966",1.2356699658278,0.0229572223213595
"254","LOC111135129",1.74466154235031,0.0127416161339969
"260","LOC111118316",0.431176197029306,0.726620727263169
"262","LOC111134171",0.863428027126956,0.273354168102915
"263","LOC111111295",2.80680924944118,8.06061809217246e-05
"264","LOC111104675",-0.514703519714542,0.882405215321449
"267","LOC111130258",-0.846613247561971,0.392931853092081
"268","LOC111124761",0.558718468330642,0.732808660915856
"278","LOC111121537",1.78801612146885,0.507638462594201
"285","LOC111121500",0.0712910668239746,0.946555261246165
"286","LOC111130637",0.133352942362892,0.906785105721583
"287","LOC111130647",0.109887466003349,0.921433616885605
"288","LOC111130653",0.238966219225088,0.803517738567789
"289","LOC111130687",0.349492691421772,0.460932912380189
"291","LOC111130696",0.459855331313414,0.45576844582013
"292","LOC111121491",-0.204852004366643,0.700153910823878
"294","LOC111111234",0.217281383004918,0.951687451964004
"308","LOC111103323",0.30598432626283,0.944965788381783
"325","LOC111127424",-0.339889091395377,0.951687451964004
"337","LOC111137796",0.209299584921889,0.914811158430776
"342","LOC111105035",0.570532338693428,0.549241262590734
"344","LOC111131375",1.19115921420711,0.562661370658806
"350","LOC111125571",1.06021683405521,0.248391658805333
"351","LOC111125589",0.627155272661094,0.448359271205674
"352","LOC111099659",0.719041932711111,0.709636713733184
"354","LOC111128222",0.962351464328661,0.429423772333134
"355","LOC111128188",-0.335383032987284,0.917451567425643
"357","LOC111128251",0.591410720556117,0.839974862205184
"359","LOC111128319",-0.247161485917748,0.804312462403091
"364","LOC111128314",0.531960857130495,0.756755329698415
"365","LOC111128306",-2.97988752611993,0.391729763248727
"367","LOC111100637",0.42382906787247,0.809655068102595
"368","LOC111111564",0.159306460963684,0.948062511794469
"392","LOC111137561",0.977512308896813,0.726814968553808
"400","LOC111119531",0.96174607796207,0.61967098825007
"405","LOC111127317",0.679407690196832,0.117527873190099
"410","LOC111128784",-1.60347898234631,0.591093275315186
"412","LOC111123891",0.559805278022024,0.687428056824368
"418","LOC111130860",1.63639307246509,0.494097571115804
"420","LOC111130870",0.62988643854968,0.885527485970946
"426","LOC111127104",0.980329602316956,0.0810785583696564
"427","LOC111100578",-0.852875564933344,0.387940689549443
"439","LOC111130886",0.858371342913164,0.181642311487541
"448","LOC111137420",0.168121610559617,0.916469309988039
"449","LOC111137407",0.971229556608704,0.235164550580276
"450","LOC111111015",0.848425396474529,0.297720547032689
"454","LOC111114229",-0.159713290954077,0.914811158430776
"461","LOC111102556",-0.563676095557608,0.549241262590734
"465","LOC111118371",0.1703803913206,0.837811931631531
"467","LOC111130926",-0.0321118157010699,0.990578150053251
"468","LOC111130935",-0.2870808412339,0.653193932995591
"484","LOC111135084",1.00677981573785,0.149301769500883
"485","LOC111123961",-0.160082712250817,0.827295646588064
"497","LOC111109472",-0.549814621138051,0.566955412906282
"501","LOC111134266",0.434169212853562,0.840842732149313
"509","LOC111132215",-0.414694158497884,0.51598100809981
"512","LOC111138488",-0.476730069986049,0.408928474641218
"514","LOC111126382",-0.188228325702686,0.744483434928148
"516","LOC111126395",-0.950855851349134,0.307773688931344
"517","LOC111126874",0.112823317000727,0.91377887135892
"526","LOC111137668",1.34432538557474,0.489292486623717
"529","LOC111114550",1.90943244710793,0.419886859598839
"530","LOC111110435",0.395160484918554,0.448359271205674
"537","LOC111132155",2.20451434241475,0.0214402807411688
"557","LOC111108767",0.701893121149014,0.610433401327167
"558","LOC111131814",-0.026594262994765,0.988930562251622
"562","LOC111127446",-0.0840241975679163,0.940452358045704
"564","LOC111102092",1.04520410657019,0.0812215625560293
"580","LOC111099502",-0.480601138913409,0.765604629183219
"589","LOC111125391",2.56203461577262,0.000160241895344643
"592","LOC111118239",-0.221911007513095,0.592497784661835
"596","LOC111135155",0.319965674555319,0.811104945589736
"598","LOC111138286",0.170687432050312,0.884677941655555
"600","LOC111125536",-0.323175807140648,0.700153910823878
"601","LOC111099029",-1.09726944406277,0.205252948972497
"602","LOC111115167",1.26672769043918,0.53831344366999
"610","LOC111108095",-0.785791034570678,0.741030548146504
"612","LOC111107343",-0.284297983485039,0.910382679101234
"619","LOC111120824",-0.70835418112733,0.848866451573898
"621","LOC111100900",0.159900969672859,0.931972332425038
"640","LOC111111855",-0.495510709059202,0.456315642007687
"644","LOC111120335",1.24296721516595,0.670918384679542
"649","LOC111137504",0.417835103229433,0.632434843236378
"650","LOC111137464",-1.147297138212,0.746983312214207
"652","LOC111137512",-0.192648799494997,0.956752277631242
"653","LOC111112613",1.40476844494336,0.00712074551688516
"655","LOC111129301",-0.417924539321524,0.904441257540995
"663","LOC111111509",-0.171688953051338,0.973717413966325
"671","LOC111110056",1.43564900750294,0.560749422800509
"674","LOC111110068",2.32443700994704,0.128766017227368
"677","LOC111123556",-0.455258040488533,0.670918384679542
"696","LOC111109163",-0.719548216299182,0.447693205421261
"705","LOC111137591",0.323294452987125,0.899133100350695
"707","LOC111113131",-0.093165450170045,0.985022218248651
"714","LOC111112589",0.560534501127387,0.771625096687867
"715","LOC111126353",-0.116378782636834,0.906785105721583
"717","LOC111104824",-0.221770938256615,0.864820019180182
"720","LOC111132822",-0.0380263791776269,0.983763760272399
"722","LOC111121313",-0.168818795849739,0.751174483314084
"723","LOC111134625",0.921128875708344,0.244707591351622
"731","LOC111134653",-0.157102358058637,0.972390554374704
"733","LOC111100544",-0.952970327374797,0.722354989526873
"747","LOC111138167",1.39116101847211,0.00895284338848857
"748","LOC111126487",0.108970084061343,0.882405215321449
"753","LOC111124937",0.0667100345229773,0.951687451964004
"756","LOC111131355",0.181964818179878,0.904833248245371
"783","LOC111135116",1.17924927756829,0.449912287692453
"784","LOC111135121",-1.13411972569504,0.757354391197203
"789","LOC111131259",0.118757025940377,0.929408343664037
"793","LOC111117980",-0.88735759029726,0.560133474828207
"801","LOC111101737",-0.980003796824791,0.443366776450109
"803","LOC111113022",-1.05478840876522,0.241027524449492
"810","LOC111128838",-0.443519139630573,0.780251793275468
"811","LOC111134535",-0.076199197164543,0.945249894085186
"812","LOC111131329",0.332250316761341,0.787204915700879
"814","LOC111131341",-0.235481781294922,0.837200712021311
"815","LOC111104350",-0.314553006159796,0.910675346040737
"816","LOC111104327",-0.204101352394607,0.871435180665302
"817","LOC111104302",-0.160265187448143,0.904833248245371
"818","LOC111104397",-0.362236151658622,0.91356619363194
"819","LOC111104344",0.361536745817196,0.545083692017576
"820","LOC111131346",0.758472424246672,0.0790646684958205
"823","LOC111131377",-1.03861109780314,0.619604268587146
"824","LOC111104366",-0.32270118932332,0.659684532755304
"825","LOC111104335",-0.563648001137283,0.728830729310936
"841","LOC111101542",-0.0553364248814447,0.977213094237129
"848","LOC111116519",2.2218786855861,0.00128491226943604
"849","LOC111116615",0.236358469289025,0.888763324337248
"850","LOC111116630",0.363014718306493,0.711416633307106
"858","LOC111128804",0.0172414854752781,0.998062017579486
"859","LOC111128797",0.37846683153315,0.828240842993406
"863","LOC111110283",-0.178501020467144,0.920167003289949
"872","LOC111126321",-0.542651768204006,0.650391385981116
"873","LOC111126328",-0.241953200611972,0.896338835872479
"880","LOC111133771",0.751466521793939,0.307947130517119
"881","LOC111117050",0.363960614243955,0.86453319719875
"882","LOC111114913",1.67596790275258,0.0103186453540635
"889","LOC111102545",-0.288374319643738,0.814742837076341
"918","LOC111099722",0.5548719989363,0.0514964864227831
"919","LOC111124829",-0.257473657147509,0.719133320565449
"920","LOC111108643",-0.346016279283872,0.877668098452914
"924","LOC111131148",0.0718493364357134,0.957212100999145
"926","LOC111128427",-0.249138896622207,0.946555261246165
"928","LOC111131506",0.648384476788296,0.203256433462621
"930","LOC111135310",1.76382095170794,0.00346906723612633
"938","LOC111136703",0.115890886814013,0.978741923121443
"943","LOC111100092",1.36758440670634,0.000573573497644707
"944","LOC111100158",-0.933999678740226,0.595305742298081
"968","LOC111105961",-0.326471662619448,0.747851614478224
"972","LOC111105980",-0.801346781599802,0.243140709238872
"982","LOC111122823",0.704148576150937,0.188208141779013
"993","LOC111103080",0.190055832144319,0.887494432905521
"1007","LOC111106021",0.324728847055775,0.625662683219968
"1008","LOC111122911",-0.536062620190269,0.280304596233356
"1013","LOC111102738",-0.00965171473150503,0.999228205778251
"1017","LOC111102762",-0.854533820695338,0.60282513395129
"1020","LOC111136085",0.15489539799965,0.878600789542382
"1026","LOC111131850",-0.305577440345286,0.845153444917239
"1045","LOC111120886",0.101745473376911,0.708220477195104
"1047","LOC111110776",-1.24578941328182,0.749395976543698
"1048","LOC111114379",0.0835880569821942,0.976723769976595
"1059","LOC111104401",0.146645677098091,0.820810561556945
"1060","LOC111106082",3.10910298539376,0.182898650595185
"1065","LOC111122616",2.03200311321848,0.545182886622297
"1067","LOC111111194",-0.239328348104038,0.659684532755304
"1068","LOC111125438",0.0928766067082371,0.848866451573898
"1069","LOC111113174",0.31488478110538,0.523056116753644
"1094","LOC111110355",0.151162356759611,0.94718915413322
"1099","LOC111110197",2.04252235821368,6.05049033229033e-05
"1109","LOC111110282",-0.722542220826286,0.192792952077586
"1110","LOC111110501",0.739385639871206,0.670918384679542
"1112","LOC111112004",0.29839496292942,0.914811158430776
"1114","LOC111112262",-1.15028459394702,0.661657477761906
"1115","LOC111110995",1.00294732473864,0.582634764095564
"1118","LOC111106169",0.0187424055571316,0.991689146056489
"1120","LOC111110814",-0.38191597594652,0.876947958794213
"1127","LOC111099102",-0.113907763418406,0.947220191900893
"1137","LOC111103997",0.662409237791836,0.842230188530773
"1140","LOC111126296",0.49000168366201,0.149725160608546
"1143","LOC111133146",-0.255856369583448,0.887494432905521
"1156","LOC111126159",-0.353301563162373,0.358321349522554
"1157","LOC111132855",0.397065034363636,0.311760231983375
"1158","LOC111101764",-0.157251338448245,0.94396762452537
"1167","LOC111111600",1.02294906591381,0.225999889639622
"1174","LOC111111651",-0.541191598511421,0.632434843236378
"1176","LOC111111579",1.10694499787194,0.0775537050401444
"1182","LOC111111571",0.661194315117351,0.0710170045393535
"1189","LOC111128027",-0.118725373555489,0.872606115437411
"1191","LOC111133491",0.655735156391731,0.0376543599030387
"1192","LOC111102183",-0.146224815384769,0.930327321393537
"1193","LOC111119998",-0.544710611835306,0.568381457894754
"1204","LOC111101553",-1.58716545700748,0.497106997742107
"1205","LOC111129328",0.230552891440647,0.832932970496426
"1206","LOC111126993",0.569960191285795,0.699215997039773
"1208","LOC111123242",0.113252805821087,0.939343912716868
"1215","LOC111137396",2.78893100999837,0.0103186453540635
"1216","LOC111136967",1.35741885060206,0.0285474815136822
"1218","LOC111113171",0.504073633207095,0.643393427236409
"1222","LOC111136976",-0.36433956133978,0.681500400754449
"1224","LOC111123818",-0.290472264044161,0.330237709048452
"1225","LOC111123848",-0.329562474805727,0.767873791028047
"1228","LOC111123884",0.264762259677057,0.785703298502006
"1237","LOC111100029",-0.541781216295009,0.703559775532754
"1244","LOC111126972",-0.0109983271996584,0.990219841796748
"1275","LOC111101725",-0.407321714864882,0.904833248245371
"1276","LOC111101598",1.43593788236131,8.11781258767714e-05
"1277","LOC111116607",0.110714288028569,0.896338835872479
"1278","LOC111119989",-0.0595030674746601,0.976723769976595
"1279","LOC111122145",0.559282705902207,0.216001331802656
"1280","LOC111122190",0.259118437068083,0.86210853398328
"1284","LOC111126636",1.72800968265611,0.0967529403176042
