Symbol,log2fc
LOC111116054,0
LOC111126949,-0.0176899352367163
LOC111110729,-0.0635610319688447
LOC111112434,0.118262121858205
LOC111120752,0.203890410280633
LOC111128953,-0.00280456243284887
LOC111105691,-0.0171010981191192
LOC111125466,0
LOC111113860,-0.254965578101897
LOC111109753,-0.0353656003905889
LOC111109452,0.208990220919071
LOC111124802,0.0530293298605089
LOC111101273,0.125033069922409
LOC111101250,-0.234243595436113
LOC111101262,0.0170539049180664
LOC111133260,-1.25290939631612
LOC111113503,-0.231620573763842
LOC111102393,0.109216139663312
LOC111119377,-0.281864079517346
LOC111101799,0.951477756366514
LOC111117743,-0.287886730212575
LOC111117672,0.161555875261559
LOC111114053,-0.95130841331408
LOC111109809,-1.1160773650774
LOC111102064,0.0259959686687401
LOC111112773,-0.079691309096962
LOC111135169,-0.0305969280320106
LOC111135172,0.0027971958132367
LOC111114201,-0.171831134492364
LOC111114212,-0.497248577102676
LOC111138315,-0.181321849002607
LOC111138321,0.407597632058914
LOC111121058,-0.016143065279318
LOC111138070,-0.0923949298814876
LOC111108931,0.234269944020367
LOC111108901,0.552498263204308
LOC111130095,0.342684507830994
LOC111103204,0
LOC111103224,0.634957133187248
LOC111131060,0
LOC111131074,-0.494202803944621
LOC111131094,0
LOC111131052,-0.0335408682655134
LOC111116497,-0.051280130632881
LOC111115921,-0.0174791248719192
LOC111104259,-0.00187032871564351
LOC111111519,0
LOC111113087,-0.0498134220239049
LOC111136780,0.267983964948641
LOC111118408,-0.0141815328368599
LOC111133372,0.010974403452086
LOC111118844,-0.461318995986868
LOC111137104,0.271764036269784
LOC111105880,-0.400377963969458
LOC111102585,0.374442123551116
LOC111099747,0.736571151443404
LOC111128995,-0.601163297937541
LOC111124195,-0.0494054575368929
LOC111129046,-0.000858284820493781
LOC111129066,0.0853944024533439
LOC111115406,-0.0219485627847416
LOC111135942,0.0184836883635821
LOC111114441,0.00107860405713592
LOC111114430,0.950282410178841
LOC111103592,-0.0494054575368929
LOC111135210,-0.0819151865421903
LOC111113958,-0.0508789496976854
LOC111103230,0.269893232998834
LOC111101640,0.108067573166001
LOC111103171,-0.0204381172422664
LOC111103163,-0.0700239110634636
LOC111103177,0.028672490279913
LOC111115591,0.283777083359358
LOC111102448,0.280625905671402
LOC111129274,-0.0627872280138722
LOC111113346,-0.163760306103444
LOC111100652,0.724474777386203
LOC111134791,0.135542148656617
LOC111128971,-0.084910053492575
LOC111104153,-0.323523112383474
LOC111134573,0.0221379015670522
LOC111129318,0.472133652707185
LOC111134552,-0.0383544961239898
LOC111134566,0.0442758350388445
LOC111121766,-0.0636295648482489
LOC111121733,-0.169990382430554
LOC111129336,0.126282182689307
LOC111109736,0
LOC111109754,0.661729166254046
LOC111109763,0.00911638664205139
LOC111109745,-0.00778108479430295
LOC111129349,-0.079691309096962
LOC111132126,-0.114074891569375
LOC111099207,0.233720689464718
LOC111115013,0.284844814916926
LOC111132349,-0.0178813654210708
LOC111132366,-0.0331628415127135
LOC111103463,-0.0021249299681213
LOC111131773,-0.000858284820493781
LOC111131721,0.201223724170924
LOC111131752,-1.05872237110987
LOC111131766,-0.646390059559437
LOC111129378,-0.0229468286477961
LOC111131682,0.204041296209894
LOC111128103,0.0318545635844364
LOC111100789,0.189730651066637
LOC111100985,0.459916674148366
LOC111103245,-0.095995105241504
LOC111112387,-0.152674028130273
LOC111114799,-0.030467739878271
LOC111129421,0.272184212339423
LOC111129446,-0.456432244541707
LOC111100566,0.0238046140468226
LOC111136882,-0.902234024586805
LOC111136873,-0.18942012820787
LOC111099831,0
LOC111129522,-0.0260005847536332
LOC111100662,-0.196990113846465
LOC111100672,-0.19137249247821
LOC111123745,0
LOC111105302,0.399236680768262
LOC111122009,0.0746548900018773
LOC111137770,0.167757406371897
Trnag-gcc,-0.0151553561718917
LOC111119645,0.199093402423392
LOC111134776,-0.0471770489008918
LOC111103288,-0.803432603961834
LOC111101397,-0.489271758377334
LOC111129748,-0.0125575612295623
LOC111129757,0
LOC111128935,-0.0498134220239049
LOC111136460,0.0240739768594447
LOC111136481,-0.0536021633159523
LOC111129787,-0.000858284820493781
LOC111133651,0.0581953428969532
LOC111105807,0.212752514272214
LOC111122523,-0.257918515122683
LOC111129837,0.284172314055423
LOC111129861,0.181079914178827
LOC111129869,-0.0026009789320584
LOC111129878,0.373725864820774
LOC111129920,0
LOC111112009,0.156804001362515
LOC111119833,0.282320324397223
LOC111104541,0.0422441423091375
LOC111110783,-0.0494054575368929
LOC111116296,-0.0498134220239049
LOC111126076,-0.176853274961669
LOC111126102,-0.272328390538178
LOC111129935,-0.272891197293987
LOC111116034,0.409972419259785
LOC111111995,0.277563852524689
LOC111130149,-0.267681503668822
LOC111134929,-0.0487850424882471
LOC111101827,-0.427472872992604
LOC111118727,0.293441832062163
LOC111105905,-0.934882401823005
LOC111103607,0.0270863414506062
LOC111111287,-0.0176899352367163
LOC111115930,-0.0654672009304871
LOC111130161,-0.113397440133478
LOC111110859,0
LOC111103139,-0.0345197407970244
LOC111119414,0
LOC111119020,-1.2945827381242
LOC111125333,-0.274533700098204
LOC111125334,-0.0236694259478673
LOC111136966,0.205474029765091
LOC111115980,0.18573844214232
LOC111115748,-0.17814615298505
LOC111112068,0.0509078017490883
LOC111106561,-0.529416072443281
LOC111109865,0.352020088951934
LOC111131292,0.0899009811794117
LOC111124863,0.155931131228067
LOC111124850,0.196353756250488
LOC111119709,0.0123602031815675
LOC111119716,-0.106331355562284
LOC111130195,-0.0151553561718916
LOC111132898,-0.090800931616926
LOC111130854,-0.416301958986458
LOC111101169,0.184646199022727
LOC111101176,-0.122967361287423
LOC111101164,-0.00246018735515819
LOC111101185,0.135589326188432
LOC111101139,-0.434708220063139
LOC111101156,-0.548506888341239
LOC111115242,-0.10765812794458
LOC111110131,-0.0498134220239049
LOC111104454,0.10094857964264
LOC111102578,-0.487184825994188
LOC111108648,-0.21669739521095
LOC111135567,-0.124006078606132
LOC111127270,0.234153023066325
LOC111117581,0.062433725454093
LOC111114641,-0.089620136644832
LOC111127966,-0.226682438523617
LOC111118476,-0.769356068563649
LOC111117949,-0.11747231233312
LOC111113361,-0.103667131258033
