"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","phase2","more_me_in"
"LOC111124802",226.12352948897,0.0847686879158516,0.116668171476576,0,1,1,"control","not significant"
"LOC111101273",85.7414499466189,-0.192603419425896,0.175608152688962,0,1,1,"control","not significant"
"LOC111101250",128.840457765999,-0.101553467286036,0.138899205936903,0,1,1,"control","not significant"
"LOC111101262",272.876388245939,0.16866172357535,0.108813052776152,0,1,1,"control","not significant"
"LOC111133260",19.4201403640915,-1.40066204460205,0.281575775035041,-4.08650937552725,4.37911797973431e-05,0.0321029158077977,"control","control"
"LOC111113503",16.7601369967833,0.361222341241678,0.304847678897423,0.364845622718693,0.71522664704031,1,"control","not significant"
"LOC111102393",28.6840117037241,-0.0900847118783179,0.268826988481372,0,1,1,"control","not significant"
"LOC111119377",38.7135164938485,0.196614549936428,0.264877623538319,0,1,1,"control","not significant"
"LOC111101799",16.5974528296274,0.650840087822844,0.313975017637651,1.27666236262607,0.201721474611859,1,"control","not significant"
"LOC111117672",252.178458092467,0.146053609917022,0.118781575155514,0,1,1,"control","not significant"
"LOC111114053",28.4152539277828,-0.576114710822369,0.258269915122658,-1.26268950321795,0.206700787830256,1,"control","not significant"
"LOC111114201",505.060729377797,0.0961911211228322,0.124393865834207,0,1,1,"control","not significant"
"LOC111114212",173.70695642371,-0.340854577157245,0.113275131526013,-0.80206993303186,0.422512506221258,1,"control","not significant"
"LOC111138315",116.390198542198,0.239151819664783,0.203194872687919,0,1,1,"control","not significant"
"LOC111138321",135.25080982387,0.35863250497769,0.151734549537263,0.715937835575223,0.474029734644639,1,"control","not significant"
"LOC111121058",67.9198081797995,-0.160419081371441,0.259069553450112,0,1,1,"control","not significant"
"LOC111108901",14.6413931849401,0.0520920921468919,0.331153487408456,0,1,1,"control","not significant"
"LOC111130095",36.6683659621421,0.445943494218343,0.26213773775221,0.747482967918041,0.454772080088185,1,"control","not significant"
"LOC111136780",242.435376557727,0.166360239262888,0.190096512476661,0,1,1,"control","not significant"
"LOC111133372",282.717328991163,0.0432676114294155,0.135624587262966,0,1,1,"control","not significant"
"LOC111137104",110.519890727668,-0.0185088174569421,0.131148149298725,0,1,1,"control","not significant"
"LOC111115406",7.87862995110441,0.228249718677558,0.340205456646198,0,1,1,"control","not significant"
"LOC111102448",69.7961031651643,0.284854417155367,0.206992409570032,0.168385001303997,0.866280406857737,1,"control","not significant"
"LOC111113346",58.9551516752973,-0.19541631301742,0.201502818572754,0,1,1,"control","not significant"
"LOC111100652",79.2552556826163,0.433034112358012,0.229774997803938,0.796579758926561,0.425695136725233,1,"control","not significant"
"LOC111134791",225.418765596404,-0.00823634635656728,0.162964772501102,0,1,1,"control","not significant"
"LOC111128971",92.5468748454441,-0.0173386990288611,0.184332201995168,0,1,1,"control","not significant"
"LOC111104153",9.61125900920924,-0.312745193367581,0.32531008147462,-0.192878109043407,0.847054429563136,1,"control","not significant"
"LOC111121733",51.5347184664551,-0.324507677858316,0.214655296241161,-0.347103841195739,0.728513307845079,1,"control","not significant"
