"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","plot","more_me_in"
"LOC111124802",160.733118708791,0.459165988982339,0.187996876457332,1.11260353322844,0.265878742331543,1,"warm_vs_control","not significant"
"LOC111101273",55.0404755270725,0.405567005239708,0.225826277807008,0.688879109864512,0.490899346541196,1,"warm_vs_control","not significant"
"LOC111101250",77.7947775368251,-0.602775270540662,0.203194499682438,-1.73614576719348,0.082538063689753,0.603687752541002,"warm_vs_control","not significant"
"LOC111101262",188.903905054396,0.167463468066321,0.179518816998546,0,1,1,"warm_vs_control","not significant"
"LOC111133260",32.3644538380726,1.15239212038611,0.523532270085472,1.72366093161513,0.0847690717831474,0.612451603710642,"warm_vs_control","not significant"
"LOC111113503",13.8440463378042,-0.357964384019218,0.474441459449561,-0.227561023323039,0.819987523828366,1,"warm_vs_control","not significant"
"LOC111119377",45.7515650150131,1.38660980294434,0.531697772634465,2.13769901143772,0.0325411798019051,0.308391390478433,"warm_vs_control","not significant"
"LOC111101799",8.25428712759712,0.19131720084737,0.498497347761371,0,1,1,"warm_vs_control","not significant"
"LOC111117672",218.12071096865,1.31426644560906,0.2853027727464,3.73030530115129,0.000191247885145983,0.0058114982353919,"warm_vs_control","warm"
"LOC111114053",22.988056281795,-1.11954807307812,0.418289974550279,-2.07881643353515,0.0376342258446265,0.34257645522884,"warm_vs_control","not significant"
"LOC111114201",425.410351391807,1.03414571739647,0.291920664117165,2.68616036404241,0.00722783892591402,0.100647284316152,"warm_vs_control","not significant"
"LOC111114212",127.689931607715,-0.186443046872611,0.159105022082412,0,1,1,"warm_vs_control","not significant"
"LOC111138315",78.3715046284179,-0.211248610364579,0.22384867241136,0,1,1,"warm_vs_control","not significant"
"LOC111138321",89.4008285983748,0.452433647961934,0.201245378871026,1.00590457826944,0.314461473728395,1,"warm_vs_control","not significant"
"LOC111108901",8.69144438417314,-0.199340655210802,0.488641555704418,0,1,1,"warm_vs_control","not significant"
"LOC111130095",21.2209105297291,-0.550589484301575,0.315547767324941,-0.952595820435762,0.340794895704035,1,"warm_vs_control","not significant"
"LOC111136780",148.687011111748,0.320821379160555,0.261179312264756,0.271159987927235,0.786267985452741,1,"warm_vs_control","not significant"
"LOC111133372",170.278435127995,0.0183009576690931,0.163366495446299,0,1,1,"warm_vs_control","not significant"
"LOC111137104",74.1003831513994,0.14496821594728,0.200363487094803,0,1,1,"warm_vs_control","not significant"
"LOC111102448",48.0203972226589,0.145153631423483,0.232482272728367,0,1,1,"warm_vs_control","not significant"
"LOC111113346",40.5227269012363,-0.244429198369971,0.250521428306204,0,1,1,"warm_vs_control","not significant"
"LOC111100652",45.7283470760962,0.613929617615112,0.380578450883133,0.956253872941602,0.338943988115348,1,"warm_vs_control","not significant"
"LOC111134791",161.155421799816,0.650999617597399,0.268085703617047,1.49578889208585,0.134708676894955,0.811524866930834,"warm_vs_control","not significant"
"LOC111128971",57.733361332852,-0.326722643501959,0.236354312425037,-0.324608604407389,0.745477314235774,1,"warm_vs_control","not significant"
"LOC111104153",9.20622174656171,-0.959742587626281,0.518870136549695,-1.36786170109118,0.171355369870897,0.926536636086324,"warm_vs_control","not significant"
"LOC111121733",45.0320459510951,0.575768635186821,0.376895794491154,0.864346697279126,0.387397464706466,1,"warm_vs_control","not significant"
"LOC111131721",30.5216720851471,-0.0938431246775718,0.301513667499868,0,1,1,"warm_vs_control","not significant"
"LOC111131752",8.10882746133699,0.234899610133623,0.482128164999787,0,1,1,"warm_vs_control","not significant"
"LOC111131766",7.24323115991144,0.285481402806353,0.529532412985702,0.067005157637652,0.946577597229318,1,"warm_vs_control","not significant"
"LOC111131682",161.789747916987,0.989505362083747,0.274781895818696,2.69124485032187,0.00711859275561078,0.0996120914041336,"warm_vs_control","not significant"
"LOC111128103",213.591572846195,1.6445577278768,0.336907743511402,4.13928665854367,3.48387410024538e-05,0.00150999428062189,"warm_vs_control","warm"
"LOC111112387",104.085014474938,1.02526457926714,0.348060739925714,2.22738301203578,0.0259216867992434,0.260435229284457,"warm_vs_control","not significant"
"LOC111114799",14.6201289667006,0.237852718054843,0.41376785183489,0,1,1,"warm_vs_control","not significant"
"LOC111129446",45.2390094493247,0.297231533376285,0.246796278511819,0.191378628807092,0.848228962350789,1,"warm_vs_control","not significant"
"LOC111100566",31.674310438054,-0.132801062920512,0.272559652372302,0,1,1,"warm_vs_control","not significant"
"LOC111136882",20.7147830521495,-0.243602592983514,0.477955187665369,0,1,1,"warm_vs_control","not significant"
