"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","more_me_in","phase_effect"
"LOC111103915",36.7485206968359,-0.19262211404098,0.18111689123471,0,1,1,"not significant","phase2"
"LOC111103349",84.757564146795,-0.110541480148661,0.156466513749459,0,1,1,"not significant","phase2"
"LOC111103347",2.99047520451462,0.139537537308343,0.221394678011475,0,1,1,"not significant","phase2"
"LOC111102735",3.99176412662733,-0.566799229944871,0.261821145788755,-1.20998336093325,0.226285277700071,1,"not significant","phase2"
"LOC111102736",33.3085496842511,0.0589208143640948,0.244866436730687,0,1,1,"not significant","phase2"
"LOC111102733",13.8238552428498,-0.250483364801523,0.259247675939589,-0.00186449039425921,0.998512352762579,1,"not significant","phase2"
"LOC111102734",2.11998509510015,-0.215690544525941,0.285516616486046,0,1,1,"not significant","phase2"
"LOC111103115",68.7021931579704,0.695493591568339,0.179197884626884,2.4860426923896,0.0129172468339702,0.675885352378769,"not significant","phase2"
"LOC111105203",0.503853301913417,0.132437154523603,0.197382603905623,0,1,NA,NA,"phase2"
"LOC111102931",24.785133574669,0.353620412027839,0.285022840160718,0.363551257749763,0.716193130144688,1,"not significant","phase2"
"LOC111102934",46.5617275632604,-0.446429594761467,0.212069112050382,-0.926252733659774,0.35431465332423,1,"not significant","phase2"
"LOC111103866",402.607180503277,-0.0888942954002842,0.0763605336483597,0,1,1,"not significant","phase2"
"LOC111103568",64.8314126157156,0.0980861648481174,0.153765300628042,0,1,1,"not significant","phase2"
"LOC111103567",298.370216439354,-0.00986833525258872,0.0806943395274971,0,1,1,"not significant","phase2"
"LOC111102827",2.08121700009155,-0.889964371902062,0.280781544983768,-2.27922519601158,NA,NA,NA,"phase2"
"LOC111105204",5.26999342228634,-0.619880008473738,0.282660708375892,-1.30856534889122,0.190681624951624,1,"not significant","phase2"
"LOC111102834",17.6737469049586,0.259555073182286,0.237179428778289,0.0402862644180578,0.967864904296316,1,"not significant","phase2"
"LOC111102828",7.36145426516022,-0.398700907175241,0.285120482411464,-0.521537091679887,0.60199267366815,1,"not significant","phase2"
"LOC111105206",5.73611764822636,0.383378708185497,0.284326410983648,0.469104181085618,0.638995170639501,1,"not significant","phase2"
"LOC111105207",2.42415630311504,-0.151609250629931,0.273253402921291,0,1,1,"not significant","phase2"
"LOC111105212",4.3861146726363,-0.0515484616830146,0.282303162981426,0,1,1,"not significant","phase2"
"LOC111105591",0.616528785741315,-0.00282072555609502,0.244039853199971,0,1,NA,NA,"phase2"
"LOC111107418",7.65459945139661,1.05996351675302,0.243160187485478,3.33098738378542,0.000865385244040373,0.154313289000733,"not significant","phase2"
"LOC111108462",7.02083950055695,-0.0490545680706714,0.259986333869271,0,1,1,"not significant","phase2"
"LOC111107433",0.387889092268686,-0.00556256276140645,0.156690553504203,0,1,NA,NA,"phase2"
"LOC111107436",2.34246786977373,0.0240305676278244,0.272581868591322,0,1,1,"not significant","phase2"
"LOC111105856",5.16211963635253,0.440954679665285,0.285574174804736,0.668669286345138,0.503706463938432,1,"not significant","phase2"
"LOC111110493",0.57982496152109,0.00214835277007383,0.121938978512811,0,1,NA,NA,"phase2"
"LOC111110494",43.3152591815649,-0.00526008421606012,0.150054072097961,0,1,1,"not significant","phase2"
"LOC111109651",4.28599425899149,-1.01428788937233,0.282798182035196,-2.70259123970326,0.00688012986965197,0.482418517919126,"not significant","phase2"
"LOC111109755",19.1900270955628,0.290385854213351,0.201634844018459,0.200292039850285,0.841252187695496,1,"not significant","phase2"
"LOC111109564",58.8629788448241,0.333812162525346,0.166968216742812,0.501964770064263,0.615692302832221,1,"not significant","phase2"
"LOC111108163",5.4027333427344,0.0610593444046027,0.199233635518799,0,1,1,"not significant","phase2"
"LOC111109730",1.61706142012215,0.0293721592323748,0.204556955425039,0,1,1,"not significant","phase2"
"LOC111108143",34.602758432291,0.0562634913930063,0.206317622111345,0,1,1,"not significant","phase2"
"LOC111109461",28.8483143504512,0.175451122756582,0.172268940196421,0,1,1,"not significant","phase2"
"LOC111108855",15.8114687937531,-0.155142286930206,0.248359759846834,0,1,1,"not significant","phase2"
"LOC111106170",0.572918667691855,-0.0343521638493292,0.22248905354204,0,1,NA,NA,"phase2"
"LOC111108441",0.644349981967135,-0.323642152023609,0.253431799181651,-0.290579762529427,0.77137273968098,NA,NA,"phase2"
"LOC111105728",90.2381743099346,-0.233999277012098,0.173878645584829,0,1,1,"not significant","phase2"
"LOC111109993",17.5887483428336,0.218441488499336,0.228504325229115,0,1,1,"not significant","phase2"
"LOC111107450",8.6877870097772,0.0567530573482381,0.222536539807365,0,1,1,"not significant","phase2"
"LOC111105763",44.6436250731944,0.0694697274793899,0.131440257231828,0,1,1,"not significant","phase2"
"LOC111106780",0.450109931157052,-0.0406614194850109,0.153439906577071,0,1,NA,NA,"phase2"
"LOC111106786",0.278840740455443,0.0456277191817448,0.135669180388411,0,1,NA,NA,"phase2"
"LOC111107454",0.267394514635619,0.0139496697051308,0.1123573854221,0,1,NA,NA,"phase2"
"LOC111108291",8.86701261850334,0.146614225484726,0.234055380295664,0,1,1,"not significant","phase2"
"LOC111108288",0.803083755143208,0.109126798350893,0.19826480273435,0,1,NA,NA,"phase2"
"LOC111108285",0.835762152131069,0.200085270049041,0.231097051579867,0,1,NA,NA,"phase2"
"LOC111110560",17.3304497099482,0.23223254441387,0.235586849410299,0,1,1,"not significant","phase2"
"LOC111108129",6.08662258617265,0.797509748405392,0.260692824260295,2.10021027605546,0.03571034781507,1,"not significant","phase2"
"LOC111105724",26.1052558063409,0.936837880872685,0.203089126503384,3.38195300111866,0.000719724571815694,0.154313289000733,"not significant","phase2"
"LOC111110638",1.39550851729192,0.0705645091464935,0.161609471025117,0,NA,NA,NA,"phase2"
"LOC111110637",141.910703979497,0.176285806619117,0.100998427864781,0,1,1,"not significant","phase2"
"LOC111108189",9.32706083978555,0.577834387063298,0.274370252212747,1.19486126655267,0.232141238386315,1,"not significant","phase2"
"LOC111108030",16.7398920151407,-0.0792872320687082,0.275051520403136,0,1,1,"not significant","phase2"
"LOC111110148",1.68269768431901,0.293513142602156,0.194626693427421,0.223572326261519,0.823090099047125,1,"not significant","phase2"
"LOC111106862",26.8985121701022,-0.676657401395256,0.273629722908066,-1.55925093539127,0.118936999533862,1,"not significant","phase2"
"LOC111106859",11.9130704739223,0.0952465209856547,0.273436935053793,0,1,1,"not significant","phase2"
"LOC111110346",18.973533982026,0.471044239815505,0.241245798257907,0.916261511751573,0.359529749723832,1,"not significant","phase2"
"LOC111107466",0.366789416825468,0.196297772413835,0.169609409866982,0,1,NA,NA,"phase2"
"LOC111106749",8.95779927372322,-0.0941611122257066,0.283543449420163,0,1,1,"not significant","phase2"
"LOC111106757",2.18055476746324,0.115348730643676,0.25701911149161,0,1,1,"not significant","phase2"
"LOC111106754",19.1362362332707,-0.611373739595266,0.188094237304949,-1.92123769857652,0.0547017474869275,1,"not significant","phase2"
"LOC111106755",0.722700930989917,0.105329583651159,0.207878177938509,0,1,NA,NA,"phase2"
"LOC111106752",20.4073590957947,0.300826539853504,0.216045487342857,0.235258511893116,0.81400809418283,1,"not significant","phase2"
"LOC111107470",1.01346402352859,0.150795415089411,0.176381538491758,0,1,1,"not significant","phase2"
"LOC111106750",40.2034507267869,-0.147025992874544,0.160498661926749,0,1,1,"not significant","phase2"
"LOC111108206",56.9734338392353,-0.122565703124893,0.173200748493089,0,1,1,"not significant","phase2"
"LOC111106051",1.67080649515146,-0.197169534566226,0.250533740663005,0,1,1,"not significant","phase2"
"LOC111106386",14.2627689925574,0.0253837150287143,0.179323858698301,0,1,1,"not significant","phase2"
"LOC111110467",0.899014005520674,0.147306401856247,0.25102082271074,0,1,1,"not significant","phase2"
"LOC111106589",1.14857680296948,-0.40466617570101,0.256628531338067,-0.602685036206133,0.546718238040426,1,"not significant","phase2"
"LOC111107566",0.0539136281694171,-0.0228718522849416,0.107417544509922,0,NA,NA,NA,"phase2"
"LOC111109693",27.3904765934085,-0.503623310704472,0.258313230803939,-0.981844057755496,0.326176679266931,1,"not significant","phase2"
"LOC111107406",29.0038459937063,-0.375514651155658,0.191282526144672,-0.656174161254684,0.51171207198549,1,"not significant","phase2"
"LOC111107407",2.51094431688028,0.0485616471467032,0.284967623832726,0,1,1,"not significant","phase2"
"LOC111107404",52.5837533875748,-0.583695378954621,0.158268144271121,-2.10841784044036,0.0349948625995458,1,"not significant","phase2"
"LOC111107408",21.9031821405313,0.426860504400227,0.180269474937528,0.981089585252955,0.326548565848139,1,"not significant","phase2"
"LOC111110591",0.305851479994681,-0.171744017918021,0.16393269666324,0,1,NA,NA,"phase2"
"LOC111105898",8.07561154717216,0.172772667571983,0.209495369630127,0,1,1,"not significant","phase2"
"LOC111110258",37.9562504829352,0.149816862499361,0.169150345160699,0,1,1,"not significant","phase2"
"LOC111108108",23.4416656185758,-0.00752591368663448,0.24419593023927,0,1,1,"not significant","phase2"
"LOC111109316",27.8150208379919,-0.0744446339967048,0.187888872957034,0,1,1,"not significant","phase2"
"LOC111109732",11.9616988853027,-0.161212560959951,0.268200669078743,0,1,1,"not significant","phase2"
"LOC111107839",0.271474857110993,-0.0597228695860586,0.173441602945292,0,1,NA,NA,"phase2"
"LOC111107511",2.62973045290373,-0.191951047554343,0.202970321664352,0,1,1,"not significant","phase2"
"LOC111107238",0.395602920286666,-0.0745397223457482,0.107749391866815,0,NA,NA,NA,"phase2"
"LOC111107240",2.12536103105013,-0.39810663987313,0.280876707828175,-0.527301252632646,0.597984404532388,1,"not significant","phase2"
"LOC111110582",0.541717863961194,0.106725533526654,0.234579751642571,0,1,NA,NA,"phase2"
"LOC111109523",0.446455206444892,0.207364801330611,0.170353913205974,0,1,NA,NA,"phase2"
"LOC111107427",28.3387098688821,-0.0570998247935776,0.249300175000322,0,1,1,"not significant","phase2"
"LOC111107425",0.94448342975112,-0.130210691980401,0.198947591619832,0,1,1,"not significant","phase2"
"LOC111107428",2.8726601719143,0.646502926795294,0.282786949587722,1.40212597283347,0.160877632383248,1,"not significant","phase2"
"LOC111109471",27.8950012391522,-0.0626090282056167,0.227234560755091,0,1,1,"not significant","phase2"
"LOC111110600",6.8748439734978,-0.430663016108889,0.281807049493126,-0.641087639339893,0.521465744557986,1,"not significant","phase2"
"LOC111107527",0.301724066245247,-0.0598133708530497,0.105163962566815,0,1,NA,NA,"phase2"
"LOC111107758",111.395395758661,-0.134066261210244,0.285205457060207,0,1,1,"not significant","phase2"
"LOC111107530",29.648528028353,-0.161699736634156,0.284502471691574,0,1,1,"not significant","phase2"
"LOC111107785",0.239000491872835,-0.112962808299102,0.155574903007996,0,1,NA,NA,"phase2"
"LOC111107784",0.626085865707342,0.256602787462166,0.249308361985878,0.0264844203763227,0.978870959979925,NA,NA,"phase2"
"LOC111107533",2.15743161845383,0.126661697601659,0.269179105929891,0,1,1,"not significant","phase2"
"LOC111109576",9.71702828654354,0.069500574263131,0.281265835952388,0,1,1,"not significant","phase2"
"LOC111109757",0.410807360127671,0.0695432482971948,0.105465501284968,0,1,NA,NA,"phase2"
"LOC111107432",3.56129324343378,0.0786887147472634,0.212441257935999,0,1,1,"not significant","phase2"
"LOC111107429",8.07621101133429,0.39954520858989,0.263159323466245,0.568268707413182,0.569852523910133,1,"not significant","phase2"
"LOC111106112",3.1695062736034,-0.364430263414815,0.283637226144003,-0.40343880445622,0.686625444941713,1,"not significant","phase2"
"LOC111109592",52.8197036710531,-0.194740471559685,0.142753364570186,0,1,1,"not significant","phase2"
"LOC111109949",4.64777268542115,0.32341198235932,0.284696087442514,0.257860875499892,0.796514280767249,1,"not significant","phase2"
"LOC111106304",2.48213561037168,0.181061064699092,0.280152221659102,0,1,1,"not significant","phase2"
"LOC111110684",1.02847233241285,-0.23447526753756,0.236572311286022,0,1,1,"not significant","phase2"
"LOC111110446",4.71803664277184,-0.0294141827623124,0.232982862125886,0,1,1,"not significant","phase2"
"LOC111110448",0.560132794219237,0.082921234243602,0.182171113883866,0,1,NA,NA,"phase2"
"LOC111110447",0.735688273737365,-0.104393375591515,0.213512528093828,0,1,NA,NA,"phase2"
"LOC111108191",25.6084361912154,0.177248443491952,0.258527830448064,0,1,1,"not significant","phase2"
"LOC111110132",1.76540070624187,-0.393068053833373,0.263391375004012,-0.54317668462452,0.587008157972546,1,"not significant","phase2"
"LOC111110608",5.25178595126709,0.312615081524052,0.275702968719564,0.227110653957964,0.820337699835264,1,"not significant","phase2"
"LOC111109503",28.9973428557023,0.32512756473668,0.242003922299991,0.310439450826548,0.756226797556678,1,"not significant","phase2"
"LOC111106610",1.40166204184251,0.355014187616402,0.232307025952944,0.452049124152074,0.651233593606368,1,"not significant","phase2"
"LOC111106239",3.49542596475296,-0.614774602050117,0.285496118523378,-1.27768672981187,0.201359906085278,1,"not significant","phase2"
"LOC111106429",1.03198645103835,0.0391445711750849,0.211017270719739,0,1,1,"not significant","phase2"
"LOC111109880",1.02265917365963,-0.0159434453571882,0.202274924343736,0,1,1,"not significant","phase2"
"LOC111109881",2.86140070945875,0.0161486994930385,0.226268229841548,0,1,1,"not significant","phase2"
"LOC111108456",32.8003794674126,-0.518489341186979,0.223922256242923,-1.19902927780304,0.230516561475458,1,"not significant","phase2"
"LOC111110648",3.047971736187,-0.00671733446178092,0.261347386982858,0,1,1,"not significant","phase2"
"LOC111107127",12.747325096691,0.353697857372657,0.270523263231355,0.383323253364621,0.701480099906585,1,"not significant","phase2"
"LOC111107126",0.892174450494534,-0.0459581095536336,0.246788753803761,0,1,1,"not significant","phase2"
"LOC111107124",0.286735431273944,-0.0272662936380458,0.15394403112847,0,1,NA,NA,"phase2"
"LOC111107125",11.5056367490407,0.0107229822626355,0.27999220721984,0,1,1,"not significant","phase2"
"LOC111105730",2.04037356932017,-0.0678865251048476,0.284349712274936,0,1,1,"not significant","phase2"
"LOC111109790",0.345113744103334,0.0842080709037342,0.137652575249581,0,1,NA,NA,"phase2"
"LOC111105773",47.1183553171396,-0.0414828553447969,0.160950436067553,0,1,1,"not significant","phase2"
"LOC111107208",29.7529053416821,5.16510309688234e-05,0.201132506803593,0,1,1,"not significant","phase2"
"LOC111107212",0.586558765980904,0.0480302816277221,0.224181557770535,0,1,NA,NA,"phase2"
"LOC111107210",0.224051766481566,0.054218615669986,0.104862736595589,0,1,NA,NA,"phase2"
"LOC111108639",16.0263576916716,0.247475850436653,0.263414710945054,0,1,1,"not significant","phase2"
"LOC111109469",21.5181629691983,0.22855930286236,0.284192663184961,0,1,1,"not significant","phase2"
"LOC111107565",266.834619877411,-0.0914286369550267,0.0697582178971022,0,1,1,"not significant","phase2"
"LOC111109633",21.7532870100127,-0.177189437441228,0.216307035502004,0,1,1,"not significant","phase2"
"LOC111109936",41.3244292833828,0.0498143955865771,0.207692657668531,0,1,1,"not significant","phase2"
"LOC111107569",23.4389131428434,0.661411233001692,0.244310210894499,1.68397068421898,0.0921873344422739,1,"not significant","phase2"
"LOC111109622",18.3081944566488,-0.510064614592787,0.233752017373598,-1.11256628933018,0.265894745299165,1,"not significant","phase2"
"LOC111105748",11.0955536012359,-0.113849588163893,0.261024163696825,0,1,1,"not significant","phase2"
"LOC111110338",3.18093226373795,0.337601537390808,0.285293683961398,0.307057401953075,0.75879968071663,1,"not significant","phase2"
"LOC111107578",0.438084779180954,-0.0982808061787065,0.140292800865294,0,1,NA,NA,"phase2"
"LOC111107580",0.769139678268923,-0.0763813811584364,0.161003211587341,0,1,NA,NA,"phase2"
"LOC111109493",1.25312916376511,-0.183853204264444,0.150259627767508,0,1,1,"not significant","phase2"
"LOC111109746",9.74827874460824,0.0475314130175536,0.272546638023759,0,1,1,"not significant","phase2"
"LOC111108641",0.457001594212322,-0.0701045338993779,0.161903675632971,0,1,NA,NA,"phase2"
"LOC111106322",1.39764552137886,0.342651708588845,0.236477677165331,0.391798962589051,0.695206761641885,1,"not significant","phase2"
"LOC111108590",7.00505041628788,0.875338725630336,0.283954031235112,2.20225338203619,0.0276474151741651,0.915436635766801,"not significant","phase2"
"LOC111109777",1.59997076116647,-0.116290131547018,0.116807359894003,0,1,1,"not significant","phase2"
"LOC111108169",7.13854623961266,0.0651258262956162,0.279359339393277,0,1,1,"not significant","phase2"
"LOC111108523",56.4429852671087,0.0716629088170511,0.110963909792636,0,1,1,"not significant","phase2"
"LOC111108741",4.84761979216317,0.446198179075653,0.277948498527522,0.705879614802905,0.480263005687843,1,"not significant","phase2"
"LOC111108642",15.0868124831863,0.564562940104482,0.187695457519802,1.67592196561973,0.0937534785829442,1,"not significant","phase2"
"LOC111106105",0.394662811222106,0.171613516330927,0.200209092627151,0,1,NA,NA,"phase2"
"LOC111109449",15.5330252765939,0.473719512532348,0.285159359473432,0.784542064288063,0.432722109880446,1,"not significant","phase2"
"LOC111109450",2.81846761353967,-0.434352112626663,0.279614414102542,-0.659308330789615,0.509697793862432,1,"not significant","phase2"
"LOC111105889",17.1641399974478,0.00947625201262354,0.239984154568944,0,1,1,"not significant","phase2"
"LOC111109731",0.457052642236928,0.046898708593551,0.10455668468622,0,1,NA,NA,"phase2"
"LOC111108799",8.72543778167305,0.950621111912799,0.269679765859972,2.59797434070967,0.00937755011086593,0.562024344074691,"not significant","phase2"
"LOC111108800",7.44142620288785,-0.0821747419983861,0.272767207703682,0,1,1,"not significant","phase2"
"LOC111106217",0.676745261570591,-0.0952559571226876,0.126826608210363,0,1,NA,NA,"phase2"
"LOC111110465",0.26654198027405,0.0509833448999439,0.15544934791367,0,1,NA,NA,"phase2"
"LOC111107593",45.2515997093556,0.343556887953399,0.147762547402802,0.633156977852865,0.526631137204871,1,"not significant","phase2"
"LOC111107598",0.267045669098874,0.0172738309928448,0.114985015801593,0,1,NA,NA,"phase2"
"LOC111107093",18.1342178898828,-0.110216273299254,0.246641833491881,0,1,1,"not significant","phase2"
"LOC111106882",0.565704391989237,0.0886464014577775,0.226755852472567,0,1,NA,NA,"phase2"
"LOC111110303",0.234719924173756,0.0672391523001135,0.114829744701515,0,1,NA,NA,"phase2"
"LOC111108654",5.69978005759342,1.06977438208846,0.28293420595899,2.8974028760852,0.00376266222270234,0.332107419441369,"not significant","phase2"
"LOC111106820",63.2227458970781,-0.183359080726471,0.150488023763294,0,1,1,"not significant","phase2"
"LOC111106706",1.00781346845871,0.375278692816243,0.233042280269043,0.53757924386773,0.59086756301121,1,"not significant","phase2"
"LOC111107409",76.1567605992681,-0.148198878432406,0.197450357390675,0,1,1,"not significant","phase2"
"LOC111108167",10.6371657586969,-0.294289252063175,0.268510514286189,-0.164944200345057,0.868987901996339,1,"not significant","phase2"
"LOC111108165",1.23814377345601,0.0558106792432226,0.213059108693032,0,1,1,"not significant","phase2"
"LOC111108166",1.11564685797805,0.709099408246789,0.256524649483481,1.78968925275289,0.0735038810880923,1,"not significant","phase2"
"LOC111108408",1.33884133296459,0.197554755813036,0.259924631606147,0,1,1,"not significant","phase2"
"LOC111107138",6.31708701472017,0.218206452950189,0.269114043833276,0,1,1,"not significant","phase2"
"LOC111106238",0.633769755223955,0.0201907446552378,0.142152681239853,0,1,NA,NA,"phase2"
"LOC111107977",30.0567573333906,-0.0957880235354918,0.162774803554735,0,1,1,"not significant","phase2"
"LOC111110413",0.521935869118309,-0.240194815059792,0.207241684547345,0,1,NA,NA,"phase2"
"LOC111106600",1.26970039957773,-0.258107210722471,0.168925168950335,-0.0479929117303664,0.961721891718818,1,"not significant","phase2"
"LOC111106915",0.427643055246015,-0.0316205204129762,0.196366395440915,0,1,NA,NA,"phase2"
"LOC111109786",22.1571153976187,-0.367170196079115,0.233634166695432,-0.50151139166156,0.616011262669496,1,"not significant","phase2"
"LOC111109787",9.43904982988631,-0.0861623854790018,0.251479531776915,0,1,1,"not significant","phase2"
"LOC111109624",0.158196669083044,0.0937755672259372,0.107226658989236,0,NA,NA,NA,"phase2"
"LOC111106209",25.9768766345709,0.291875710886832,0.209794550198594,0.199603425576079,0.841790748476129,1,"not significant","phase2"
"LOC111106294",0.546176476806808,0.130742430098137,0.16426775965671,0,1,NA,NA,"phase2"
"LOC111108515",40.8347108715769,0.0769503698102462,0.124842613087367,0,1,1,"not significant","phase2"
"LOC111108491",6.4953111405716,0.660554818234255,0.277701488080403,1.4784033786502,0.139299841619086,1,"not significant","phase2"
"LOC111108586",35.5877107429314,0.256118871397746,0.16962513367164,0.0360729053843579,0.971224226633264,1,"not significant","phase2"
"LOC111108026",8.62440780213593,-0.0121394399964639,0.277690001506114,0,1,1,"not significant","phase2"
"LOC111108241",48.8942338498083,-0.275756800072811,0.18730042096972,-0.137515975348366,0.890622966201292,1,"not significant","phase2"
"LOC111106383",0.866167545049481,0.151878639761992,0.242107161726666,0,1,1,"not significant","phase2"
"LOC111108785",1.49740272468226,-0.235275150386001,0.267981348322793,0,1,1,"not significant","phase2"
"LOC111109468",10.0918825058442,-0.0220452222527773,0.256347895198934,0,1,1,"not significant","phase2"
"LOC111109616",0.935483187140507,-0.103463919035893,0.131786936796758,0,1,1,"not significant","phase2"
"LOC111107204",7.74999930772226,0.119730992280147,0.284893616218325,0,1,1,"not significant","phase2"
"LOC111108402",2.86376102258294,0.0417692913345982,0.280186237251976,0,1,1,"not significant","phase2"
"LOC111107833",0.8630819905666,-0.0121254498285523,0.235995809199329,0,1,1,"not significant","phase2"
"LOC111107830",0.411497671953979,-0.0906577314436462,0.235051712881803,0,1,NA,NA,"phase2"
"LOC111107712",2.16393150011907,-0.370075783922958,0.284160996546236,-0.422562509923562,0.67261448429796,1,"not significant","phase2"
"LOC111107828",0.237574627044114,-0.0458802381112679,0.155781005306678,0,1,NA,NA,"phase2"
"LOC111107832",7.04770981469949,-0.121410891635783,0.259507910310003,0,1,1,"not significant","phase2"
"LOC111107713",0.951788311590404,0.0555901620814075,0.260381542370138,0,1,1,"not significant","phase2"
"LOC111107854",75.9123581252347,0.0324157685268857,0.165013506622477,0,1,1,"not significant","phase2"
"LOC111110314",1.45089511799319,0.306754063422157,0.216254830067647,0.262440674293396,0.792981717712416,1,"not significant","phase2"
"LOC111110315",1.75193052746357,0.127896390930245,0.182298734449647,0,1,1,"not significant","phase2"
"LOC111106819",65.7212978149694,-0.126912558280205,0.136001432153059,0,1,1,"not significant","phase2"
"LOC111106613",5.24796732286413,0.758715090231603,0.283237777170255,1.79607076186667,0.0724832637760654,1,"not significant","phase2"
"LOC111109407",14.1694929076072,-0.135962740408052,0.264750884200287,0,1,1,"not significant","phase2"
"LOC111105907",1.38153224054958,-0.279803716270211,0.231431878878194,-0.128779649608676,0.897532008688083,1,"not significant","phase2"
"LOC111108517",8.13716126186197,-0.140020922352577,0.284013914040272,0,1,1,"not significant","phase2"
"LOC111109961",47.3549393064074,-0.217335909107271,0.159594845210177,0,1,1,"not significant","phase2"
"LOC111110337",2.08509914829632,0.356235080130125,0.24047993012168,0.441762770291772,0.658660881753933,1,"not significant","phase2"
"LOC111110280",1.42165720835878,-0.602204215397783,0.283167549976916,-1.2438014716958,0.213572638622991,1,"not significant","phase2"
"LOC111106810",2.09230849902077,-0.0482395884487438,0.260199345682302,0,1,1,"not significant","phase2"
"LOC111108226",0.241370560232764,-0.0826939206344747,0.154448899232414,0,1,NA,NA,"phase2"
"LOC111108055",15.9733902340345,0.31872166079197,0.206245008864899,0.333203994463626,0.738980303107875,1,"not significant","phase2"
"LOC111106504",5.66576201059774,-0.948556567793251,0.269319997706183,-2.59377904998851,0.00949274701399565,0.565767722034141,"not significant","phase2"
"LOC111106127",22.3773751957365,0.0765623233288867,0.240206382266941,0,1,1,"not significant","phase2"
"LOC111108228",36.6539672672492,0.326644209595833,0.234172220579452,0.327298470357328,0.743442149263061,1,"not significant","phase2"
"LOC111106435",9.22136401104436,-0.255228035023698,0.250747585447981,-0.0208497920901528,0.983365478013509,1,"not significant","phase2"
"LOC111107763",4.17617766603798,-0.174918403492654,0.283545416890828,0,1,1,"not significant","phase2"
"LOC111107764",1.367244650171,-0.134913468982748,0.282888750352107,0,1,1,"not significant","phase2"
"LOC111109981",0.237122783158389,0.0190866593448303,0.150320263706231,0,1,NA,NA,"phase2"
"LOC111107759",0.0247373158841708,-0.00672838435427921,0.104087827057472,0,1,NA,NA,"phase2"
"LOC111109434",9.07691018741766,0.394752170990744,0.231010376105263,0.626604628896781,0.530918433326639,1,"not significant","phase2"
"LOC111109397",2.27777580666366,-0.0945391658751096,0.283925271713149,0,1,1,"not significant","phase2"
"LOC111106024",1.21216177908156,-0.101087360400951,0.243054334155814,0,1,1,"not significant","phase2"
"LOC111106022",69.9027748929937,0.434261186101514,0.213471633835032,0.863164734308018,0.388046900213238,1,"not significant","phase2"
"LOC111106029",1.86446190105829,-0.202853851566152,0.244166984189442,0,1,1,"not significant","phase2"
"LOC111106033",0.291982815645336,-0.0799026169727224,0.119594061228377,0,1,NA,NA,"phase2"
"LOC111106025",1.15655655888128,-0.0223375945990811,0.260011732453955,0,1,1,"not significant","phase2"
"LOC111106023",1.05733248185923,-0.165132639222007,0.260714840834763,0,1,1,"not significant","phase2"
"LOC111106031",3.21804629143178,-0.0814826528028153,0.147720310959066,0,NA,NA,NA,"phase2"
"LOC111107512",53.4940595407564,0.431216971113459,0.169861579954847,1.06685085092008,0.286039191811393,1,"not significant","phase2"
"LOC111107514",21.1652470224591,0.469240852812524,0.246976729162157,0.887698422261387,0.374702994822082,1,"not significant","phase2"
"LOC111107773",1.35573610206802,0.441205686116734,0.230691585915753,0.828836844472344,0.407196736355636,1,"not significant","phase2"
"LOC111107786",1.05143053486541,0.24164053569721,0.267300709706328,0,1,1,"not significant","phase2"
"LOC111109462",18.0182514961771,0.299944829289395,0.284028371496606,0.175844508160311,0.860416101948047,1,"not significant","phase2"
"LOC111109464",1.51985729930748,0.0112175679395866,0.195862552732481,0,1,1,"not significant","phase2"
"LOC111109463",47.8666270359956,0.780474656336685,0.171384571903358,3.09522992907329,0.00196660379278089,0.248708031145394,"not significant","phase2"
"LOC111106282",0.496896691817571,0.120363372673888,0.223622591394579,0,1,NA,NA,"phase2"
"LOC111106732",0.277033221528008,-0.0195104962692361,0.190676669207396,0,1,NA,NA,"phase2"
"LOC111110273",0.030084642328776,0.0131203854647536,0.104087827057472,0,1,NA,NA,"phase2"
"LOC111110270",0.466539528015406,0.128204042768182,0.221744954068289,0,1,NA,NA,"phase2"
"LOC111110272",2.35097632112077,0.463786901713315,0.237050662277758,0.901861651256711,0.36713036488735,1,"not significant","phase2"
"LOC111110271",1.38993589198825,0.383721419900597,0.246463645996865,0.542560422490455,0.587432494958732,1,"not significant","phase2"
"LOC111110276",0.94745849513917,0.335300483417494,0.235637541193899,0.361998699295979,0.717353002433406,1,"not significant","phase2"
"LOC111106648",0.653448451872899,-0.116343799010551,0.193000272598367,0,1,NA,NA,"phase2"
"LOC111109442",0.706903138842213,0.230817632754403,0.186887178588026,0,1,NA,NA,"phase2"
"LOC111108724",10.5389180762841,0.407848393287562,0.248942453335162,0.634075832276966,0.526031334092767,1,"not significant","phase2"
"LOC111106945",3.91604191317751,-0.0919940384531125,0.28401440783518,0,1,1,"not significant","phase2"
"LOC111106944",3.39187717740102,-0.0195575593055083,0.283718673268192,0,1,1,"not significant","phase2"
"LOC111105892",9.52532680887393,-0.181816260520519,0.234812152306761,0,1,1,"not significant","phase2"
"LOC111110021",47.2147344918326,0.240494322401261,0.184415886027742,0,1,1,"not significant","phase2"
"LOC111108193",13.0188387331219,-0.371268187265783,0.284620249051604,-0.426070132641182,0.670056742967265,1,"not significant","phase2"
"LOC111109431",1.12229507467801,-0.121980009950875,0.223595349108038,0,1,1,"not significant","phase2"
"LOC111108455",3.37149283992721,0.753755821330357,0.285515317116545,1.76437406727545,0.0776690212854615,1,"not significant","phase2"
"LOC111108148",14.4129658166015,0.0576709809620651,0.205639752357217,0,1,1,"not significant","phase2"
