"","gene","logFC","pval","padj"
"11279","LOC111110525",2.81950484722859,0.153483116289666,NA
"11280","LOC111110526",NA,NA,NA
"11281","LOC111110527",NA,NA,NA
"11282","LOC111110528",NA,NA,NA
"11283","LOC111110529",1.74554315207631,0.694465524506404,NA
"11284","LOC111110530",NA,NA,NA
"11285","LOC111110531",NA,NA,NA
"11286","LOC111110532",-1.34564715665914,0.388700749698322,NA
"11287","LOC111110533",-0.491018734541019,0.912133423810823,NA
"11288","LOC111110534",NA,NA,NA
"11289","LOC111110535",NA,NA,NA
"11290","LOC111110536",NA,NA,NA
"11291","LOC111110537",NA,NA,NA
"11292","LOC111110538",NA,NA,NA
"11293","LOC111110539",0.935675268530332,0.700714877196371,NA
"11294","LOC111110540",NA,NA,NA
"11295","LOC111110541",-1.01574637227423,0.0763994112470516,0.346827596053256
"11296","LOC111110542",0.39578423718932,0.345523686156588,0.741207253402605
"11297","LOC111110543",NA,NA,NA
"11298","LOC111110544",NA,NA,NA
"11299","LOC111110545",0.645069153120556,0.298233267312209,NA
"11300","LOC111110546",NA,NA,NA
"11301","LOC111110547",6.28416451614053,NA,NA
"11302","LOC111110548",-0.370499697904744,0.877881229871703,NA
"11303","LOC111110549",NA,NA,NA
"11304","LOC111110550",-0.261304294716037,0.919298372973998,NA
"11305","LOC111110551",-0.600504803414864,0.1441771573402,0.491008920452289
"11306","LOC111110552",NA,NA,NA
"11307","LOC111110553",NA,NA,NA
"11308","LOC111110554",-0.60974345641875,0.568725191032688,NA
"11309","LOC111110555",NA,NA,NA
"11310","LOC111110556",NA,NA,NA
"11311","LOC111110557",-0.153377161370924,0.869171142558847,NA
"11312","LOC111110558",NA,NA,NA
"11313","LOC111110559",NA,NA,NA
"11314","LOC111110560",2.70298977115013,0.114903572397211,NA
"11315","LOC111110561",NA,NA,NA
"11316","LOC111110562",NA,NA,NA
"11317","LOC111110563",NA,NA,NA
"11318","LOC111110564",NA,NA,NA
"11319","LOC111110565",NA,NA,NA
"11320","LOC111110566",NA,NA,NA
"11321","LOC111110567",NA,NA,NA
"11322","LOC111110568",1.1780960494966,0.613724504995583,NA
"11323","LOC111110569",NA,NA,NA
"11324","LOC111110570",NA,NA,NA
"11325","LOC111110571",0.609799559531435,0.891234018889418,NA
"11326","LOC111110572",0.446415350431945,0.470653376698262,0.827466405964092
"11327","LOC111110573",NA,NA,NA
"11328","LOC111110574",NA,NA,NA
"11329","LOC111110575",NA,NA,NA
"11330","LOC111110576",NA,NA,NA
"11331","LOC111110577",-0.458290624223367,0.34773415554812,0.742024734063979
"11332","LOC111110578",NA,NA,NA
"11333","LOC111110579",NA,NA,NA
"11334","LOC111110580",NA,NA,NA
"11335","LOC111110581",NA,NA,NA
"11336","LOC111110582",5.92413392001057,NA,NA
"11337","LOC111110583",NA,NA,NA
"11338","LOC111110584",NA,NA,NA
"11339","LOC111110585",-1.01043533558699,0.383398185074317,NA
"11340","LOC111110586",0.765356552339083,0.699294430226062,NA
"11341","LOC111110587",NA,NA,NA
"11342","LOC111110588",0.396300028509536,0.92915721920988,NA
"11343","LOC111110589",NA,NA,NA
"11344","LOC111110590",-0.454677063267833,0.667557569423682,NA
"11345","LOC111110591",1.76010694881002,0.692710069336737,NA
"11346","LOC111110592",0,1,NA
"11347","LOC111110593",0.862431046006388,0.846739796580852,NA
"11348","LOC111110594",NA,NA,NA
"11349","LOC111110595",NA,NA,NA
"11350","LOC111110596",0.093377295936304,0.937195952292091,NA
"11351","LOC111110597",1.42470023283476,0.0835926121513664,0.364095602306943
"11352","LOC111110598",NA,NA,NA
"11353","LOC111110599",0,1,NA
"11354","LOC111110600",0.176980263579453,0.881952463711133,NA
"11355","LOC111110601",0.308786812527034,0.267024112225016,0.662767483049845
"11356","LOC111110602",NA,NA,NA
"11357","LOC111110603",0.0626680176898641,0.801840994732135,0.947121362025659
"11358","LOC111110604",NA,NA,NA
"11359","LOC111110605",NA,NA,NA
"11360","LOC111110606",NA,NA,NA
"11361","LOC111110607",NA,NA,NA
"11362","LOC111110608",NA,NA,NA
"11363","LOC111110609",0.157624229329116,0.971777774407488,NA
"11364","LOC111110610",NA,NA,NA
"11365","LOC111110611",-0.818470556479409,0.840643563044423,NA
"11366","LOC111110612",1.53278173980983,0.730506429628965,NA
"11367","LOC111110613",NA,NA,NA
"11368","LOC111110614",NA,NA,NA
"11369","LOC111110615",-0.279589495688932,0.474474749522067,0.829237647676158
"11370","LOC111110616",NA,NA,NA
"11371","LOC111110617",NA,NA,NA
"11372","LOC111110618",NA,NA,NA
"11373","LOC111110619",2.25009357233011,0.000126537163524586,0.00322449062632711
"11374","LOC111110620",NA,NA,NA
"11375","LOC111110621",NA,NA,NA
"11376","LOC111110622",NA,NA,NA
"11377","LOC111110623",2.35812709310024,0.595340131194188,NA
"11378","LOC111110624",NA,NA,NA
"11379","LOC111110625",NA,NA,NA
"11380","LOC111110626",NA,NA,NA
"11381","LOC111110627",NA,NA,NA
"11382","LOC111110628",1.27810552535022,0.0183119426721479,0.132444298237664
"11383","LOC111110629",NA,NA,NA
"11384","LOC111110630",1.79547586484967,0.543135561078897,NA
"11385","LOC111110631",0.431923446921307,0.570276155983864,0.870003617012626
"11386","LOC111110632",NA,NA,NA
"11387","LOC111110633",NA,NA,NA
"11388","LOC111110634",NA,NA,NA
"11389","LOC111110635",NA,NA,NA
"11390","LOC111110636",1.3132552346268,NA,NA
"11391","LOC111110637",0.90434987291453,0.0195972550272343,0.138988299003832
"11392","LOC111110638",NA,NA,NA
"11393","LOC111110639",NA,NA,NA
"11394","LOC111110640",0,1,NA
"11395","LOC111110641",NA,NA,NA
"11396","LOC111110642",NA,NA,NA
"11397","LOC111110643",NA,NA,NA
"11398","LOC111110644",NA,NA,NA
"11399","LOC111110645",0.361793563510584,0.935307325617942,NA
"11400","LOC111110646",0,1,NA
"11401","LOC111110647",NA,NA,NA
"11402","LOC111110648",NA,NA,NA
"11403","LOC111110649",-0.237009201855818,0.869145138674865,NA
"11404","LOC111110650",-0.389151524009054,0.789101435749491,NA
"11405","LOC111110651",NA,NA,NA
"11406","LOC111110652",0.862414168546637,0.846742790970638,NA
"11407","LOC111110653",NA,NA,NA
"11408","LOC111110654",NA,NA,NA
"11409","LOC111110655",NA,NA,NA
"11410","LOC111110656",NA,NA,NA
"11411","LOC111110657",NA,NA,NA
"11412","LOC111110658",-0.360520386828365,0.296607854515742,0.695948729305405
"11413","LOC111110659",0.846081315034433,0.541947106452442,NA
"11414","LOC111110660",2.0499597540962,0.00324870749577531,0.0389046036994076
"11415","LOC111110661",1.76010694881002,0.692710069336737,NA
"11416","LOC111110662",NA,NA,NA
"11417","LOC111110663",NA,NA,NA
"11418","LOC111110664",NA,NA,NA
"11419","LOC111110665",0.868841688088397,0.845617353707888,NA
"11420","LOC111110666",0.918709667631532,0.836894873303202,NA
"11421","LOC111110667",0.152157515091856,0.922937322736766,NA
"11422","LOC111110668",NA,NA,NA
"11423","LOC111110669",NA,NA,NA
"11424","LOC111110670",0.609799559464307,0.89123401890138,NA
"11425","LOC111110671",0.457739853817083,0.900704879859629,NA
"11426","LOC111110672",0,1,NA
"11427","LOC111110673",NA,NA,NA
"11428","LOC111110674",NA,NA,NA
"11429","LOC111110675",NA,NA,NA
"11430","LOC111110676",-0.0316637298244765,0.981219134970225,NA
"11431","LOC111110677",-0.204138932232119,0.458816256021842,0.81847442008292
"11432","LOC111110678",NA,NA,NA
"11433","LOC111110679",NA,NA,NA
"11434","LOC111110680",-0.561467380012686,0.394536657138189,NA
"11435","LOC111110681",NA,NA,NA
"11436","LOC111110682",0.437952730618697,0.414327879387272,0.79301270539494
"11437","LOC111110683",NA,NA,NA
"11438","LOC111110684",NA,NA,NA
"11439","LOC111110685",NA,NA,NA
"11440","LOC111110686",NA,NA,NA
"11441","LOC111110687",NA,NA,NA
"11442","LOC111110699",0,1,NA
"11443","LOC111110708",0.0030037665865003,0.999114937973188,NA
"11444","LOC111110709",NA,NA,NA
"11445","LOC111110710",NA,NA,NA
"11446","LOC111110711",NA,NA,NA
"11447","LOC111110712",0.804581626325096,0.0343465611409375,0.206787056979024
"11448","LOC111110713",NA,NA,NA
"11449","LOC111110714",-0.75711716035233,0.864805235048332,NA
"11450","LOC111110715",0.918709667631532,0.836894873303202,NA
"11451","LOC111110716",0.341115021107753,0.938995165200823,NA
"11452","LOC111110717",NA,NA,NA
"11453","LOC111110718",0.637340544354182,0.675001396124841,NA
"11454","LOC111110719",NA,NA,NA
"11455","LOC111110720",1.26411992677264,0.776214220815049,NA
"11456","LOC111110721",NA,NA,NA
"11457","LOC111110722",NA,NA,NA
"11458","LOC111110723",NA,NA,NA
"11459","LOC111110724",NA,NA,NA
"11460","LOC111110725",NA,NA,NA
"11461","LOC111110726",0.234551641884728,0.874553007041281,NA
"11462","LOC111110727",NA,NA,NA
"11463","LOC111110728",NA,NA,NA
"11464","LOC111110729",0,1,NA
"11465","LOC111110730",NA,NA,NA
"11466","LOC111110731",NA,NA,NA
"11467","LOC111110732",0.0991424412474687,0.919986978818933,NA
"11468","LOC111110733",1.07945488465276,0.692519482607709,NA
"11469","LOC111110734",0.356034965072561,0.884188711093099,NA
"11470","LOC111110735",NA,NA,NA
"11471","LOC111110736",NA,NA,NA
"11472","LOC111110737",NA,NA,NA
"11473","LOC111110738",0,1,NA
"11474","LOC111110739",1.20055393211448,0.469810558086109,NA
"11475","LOC111110740",NA,NA,NA
"11476","LOC111110741",-0.652339572067949,0.65246331025422,NA
"11477","LOC111110742",NA,NA,NA
"11478","LOC111110743",NA,NA,NA
"11479","LOC111110744",-0.0216013314120212,0.996130072535761,NA
"11480","LOC111110745",NA,NA,NA
"11481","LOC111110746",0.571984621331876,0.897932566870821,NA
"11482","LOC111110747",-0.532776563952056,0.881314072951483,NA
"11483","LOC111110748",NA,NA,NA
"11484","LOC111110749",NA,NA,NA
"11485","LOC111110750",0.105022370911624,0.784256348374517,0.93892258260735
"11486","LOC111110751",0.637165468259985,0.729446548564796,NA
"11487","LOC111110752",NA,NA,NA
"11488","LOC111110753",NA,NA,NA
"11489","LOC111110754",0,1,NA
"11490","LOC111110755",NA,NA,NA
"11491","LOC111110756",NA,NA,NA
"11492","LOC111110757",NA,NA,NA
"11493","LOC111110758",NA,NA,NA
"11494","LOC111110759",NA,NA,NA
"11495","LOC111110760",NA,NA,NA
"11496","LOC111110761",NA,NA,NA
"11497","LOC111110762",NA,NA,NA
"11498","LOC111110763",NA,NA,NA
"11499","LOC111110764",NA,NA,NA
"11500","LOC111110765",NA,NA,NA
"11501","LOC111110766",NA,NA,NA
"11502","LOC111110767",0.408258288292482,0.675234698095022,NA
"11503","LOC111110768",NA,NA,NA
"11504","LOC111110769",4.87851951976718,NA,NA
"11505","LOC111110770",NA,NA,NA
"11506","LOC111110771",1.06319267622878,0.405766091324007,NA
"11507","LOC111110772",NA,NA,NA
"11508","LOC111110773",NA,NA,NA
"11509","LOC111110774",NA,NA,NA
"11510","LOC111110775",0.741001099046773,0.75552442459938,NA
"11511","LOC111110776",-0.866194482961477,0.541446234617177,NA
"11512","LOC111110777",-0.304148247416789,0.675133297011621,0.911423294353669
"11513","LOC111110778",NA,NA,NA
"11514","LOC111110779",NA,NA,NA
"11515","LOC111110780",-0.171925613032966,0.599630745840101,0.886074619961576
"11516","LOC111110781",0,1,NA
"11517","LOC111110782",NA,NA,NA
"11518","LOC111110783",NA,NA,NA
"11519","LOC111110784",0.862421829984663,0.84674143176518,NA
"11520","LOC111110785",0,1,NA
"11521","LOC111110786",-1.53710295045129,0.330276037659039,NA
"11522","LOC111110787",1.50192108624192,0.664091027306742,NA
"11523","LOC111110788",0.164864884789474,0.970482413419491,NA
"11524","LOC111110789",NA,NA,NA
"11525","LOC111110790",0.397531011335305,0.571924299489779,0.871002155894267
"11526","LOC111110791",NA,NA,NA
"11527","LOC111110792",-0.258916769498996,0.597412183703166,0.886074619961576
"11528","LOC111110793",0.447226505574324,0.1057827043486,0.416572859981952
"11529","LOC111110794",NA,NA,NA
"11530","LOC111110795",NA,NA,NA
"11531","LOC111110796",NA,NA,NA
"11532","LOC111110797",NA,NA,NA
"11533","LOC111110798",1.86126154558318,0.59805251374583,NA
"11534","LOC111110799",NA,NA,NA
"11535","LOC111110800",NA,NA,NA
"11536","LOC111110801",NA,NA,NA
"11537","LOC111110802",NA,NA,NA
"11538","LOC111110803",NA,NA,NA
"11539","LOC111110804",NA,NA,NA
"11540","LOC111110805",NA,NA,NA
"11541","LOC111110806",NA,NA,NA
"11542","LOC111110807",NA,NA,NA
"11543","LOC111110808",NA,NA,NA
"11544","LOC111110809",NA,NA,NA
"11545","LOC111110810",NA,NA,NA
"11546","LOC111110811",0.0425081955395605,0.938890296433552,0.981228160313302
"11547","LOC111110812",0.862414168546638,0.846742790970638,NA
"11548","LOC111110813",NA,NA,NA
"11549","LOC111110814",0.862231757423491,0.793906709431927,NA
"11550","LOC111110815",0,1,NA
"11551","LOC111110816",1.08264205421417,0.561267885877524,NA
"11552","LOC111110817",1.07963563117418,0.676567305402543,NA
"11553","LOC111110818",NA,NA,NA
"11554","LOC111110819",NA,NA,NA
"11555","LOC111110820",0.571984621331876,0.897932566870821,NA
"11556","LOC111110821",0.0088153039370339,0.982881190399688,0.994969840996641
"11557","LOC111110822",0,1,NA
"11558","LOC111110823",NA,NA,NA
"11559","LOC111110824",NA,NA,NA
"11560","LOC111110825",NA,NA,NA
"11561","LOC111110826",0,1,NA
"11562","LOC111110827",NA,NA,NA
"11563","LOC111110828",-0.769911888627354,0.224460438801294,0.616808842173087
"11564","LOC111110829",NA,NA,NA
"11565","LOC111110830",0.862414168546637,0.846742790970638,NA
"11566","LOC111110831",0.229144324837042,0.735481096247492,0.926097288669181
"11567","LOC111110832",NA,NA,NA
"11568","LOC111110833",NA,NA,NA
"11569","LOC111110834",NA,NA,NA
"11570","LOC111110835",0.894299289714761,0.841162980750299,NA
"11571","LOC111110836",NA,NA,NA
"11572","LOC111110837",NA,NA,NA
"11573","LOC111110838",NA,NA,NA
"11574","LOC111110839",0,1,NA
"11575","LOC111110840",NA,NA,NA
"11576","LOC111110841",0.351241345945495,0.845932456953383,NA
"11577","LOC111110842",1.90315835529866,0.150897205238424,NA
"11578","LOC111110843",0,1,NA
"11579","LOC111110844",0.949326788961853,0.831549040567145,NA
"11580","LOC111110845",NA,NA,NA
"11581","LOC111110846",1.7601060820707,0.6927102145482,NA
"11582","LOC111110847",NA,NA,NA
"11583","LOC111110848",NA,NA,NA
"11584","LOC111110849",NA,NA,NA
"11585","LOC111110850",1.67498302848032,0.00546266812987634,0.0564176043378371
"11586","LOC111110851",0.894299289781064,0.841162980738589,NA
"11587","LOC111110852",NA,NA,NA
"11588","LOC111110853",NA,NA,NA
"11589","LOC111110854",NA,NA,NA
"11590","LOC111110855",NA,NA,NA
"11591","LOC111110856",0.399933719941303,0.418901261163808,0.797015736697556
"11592","LOC111110857",0,1,NA
"11593","LOC111110858",NA,NA,NA
"11594","LOC111110859",NA,NA,NA
"11595","LOC111110860",0.391925310032076,0.903982647852708,NA
"11596","LOC111110861",0,1,NA
"11597","LOC111110862",NA,NA,NA
"11598","LOC111110863",0.777056068587929,0.0108689937338976,0.0921446799529459
"11599","LOC111110864",NA,NA,NA
"11600","LOC111110865",NA,NA,NA
"11601","LOC111110866",2.44415635627461,0.581848421014227,NA
"11602","LOC111110867",-0.3609457198741,0.526806671126608,0.855347831641592
"11603","LOC111110868",0,1,NA
"11604","LOC111110869",0.134769490734081,0.957363362981076,NA
"11605","LOC111110870",NA,NA,NA
"11606","LOC111110871",NA,NA,NA
"11607","LOC111110872",NA,NA,NA
"11608","LOC111110873",NA,NA,NA
"11609","LOC111110874",NA,NA,NA
"11610","LOC111110875",NA,NA,NA
"11611","LOC111110876",-0.140872276713576,0.974760740349783,NA
"11612","LOC111110877",NA,NA,NA
"11613","LOC111110878",NA,NA,NA
"11614","LOC111110879",NA,NA,NA
"11615","LOC111110880",NA,NA,NA
"11616","LOC111110881",NA,NA,NA
"11617","LOC111110882",NA,NA,NA
"11618","LOC111110883",1.18702212999396,0.783450679588919,NA
"11619","LOC111110884",NA,NA,NA
"11620","LOC111110885",NA,NA,NA
"11621","LOC111110886",1.76010694881002,0.692710069336737,NA
"11622","LOC111110887",-0.736606138443834,0.789290667620874,NA
"11623","LOC111110888",NA,NA,NA
"11624","LOC111110889",NA,NA,NA
"11625","LOC111110890",-0.544725681756345,0.674436098838527,NA
"11626","LOC111110891",NA,NA,NA
"11627","LOC111110892",NA,NA,NA
"11628","LOC111110893",NA,NA,NA
"11629","LOC111110894",NA,NA,NA
"11630","LOC111110895",NA,NA,NA
"11631","LOC111110896",0.0886991224657964,0.981037575394159,NA
"11632","LOC111110897",NA,NA,NA
"11633","LOC111110898",NA,NA,NA
"11634","LOC111110899",NA,NA,NA
"11635","LOC111110900",NA,NA,NA
"11636","LOC111110901",NA,NA,NA
"11637","LOC111110902",NA,NA,NA
"11638","LOC111110903",NA,NA,NA
"11639","LOC111110904",NA,NA,NA
"11640","LOC111110905",NA,NA,NA
"11641","LOC111110906",NA,NA,NA
"11642","LOC111110907",-0.608491031248828,0.478620405024756,NA
"11643","LOC111110908",1.97701863048907,0.460969953651133,NA
"11644","LOC111110909",NA,NA,NA
"11645","LOC111110910",-1.11429390285069,0.779758171692866,NA
"11646","LOC111110911",NA,NA,NA
"11647","LOC111110912",NA,NA,NA
"11648","LOC111110913",NA,NA,NA
"11649","LOC111110914",NA,NA,NA
"11650","LOC111110915",0.862414168546638,0.846742790970638,NA
"11651","LOC111110916",NA,NA,NA
"11652","LOC111110917",0,1,NA
"11653","LOC111110918",NA,NA,NA
"11654","LOC111110919",NA,NA,NA
"11655","LOC111110920",0.929885576982268,0.342412171451071,NA
"11656","LOC111110921",NA,NA,NA
"11657","LOC111110922",NA,NA,NA
"11658","LOC111110923",0.894299289781064,0.841162980738589,NA
"11659","LOC111110924",NA,NA,NA
"11660","LOC111110925",NA,NA,NA
"11661","LOC111110926",NA,NA,NA
"11662","LOC111110927",NA,NA,NA
"11663","LOC111110928",NA,NA,NA
"11664","LOC111110929",1.25679873404259,0.230095533959814,NA
"11665","LOC111110930",-0.680142191214371,0.737034404947352,NA
"11666","LOC111110931",NA,NA,NA
"11667","LOC111110932",NA,NA,NA
"11668","LOC111110933",NA,NA,NA
"11669","LOC111110934",NA,NA,NA
"11670","LOC111110935",NA,NA,NA
"11671","LOC111110936",NA,NA,NA
"11672","LOC111110937",NA,NA,NA
"11673","LOC111110938",NA,NA,NA
"11674","LOC111110939",1.76010694874673,0.692710069347412,NA
"11675","LOC111110940",NA,NA,NA
"11676","LOC111110941",NA,NA,NA
"11677","LOC111110942",NA,NA,NA
"11678","LOC111110943",-0.458446431874361,0.78622983351802,NA
"11679","LOC111110944",0.918709667631532,0.836894873303202,NA
"11680","LOC111110945",NA,NA,NA
"11681","LOC111110946",0.380388166967256,0.530020845874383,0.855962184033684
"11682","LOC111110947",0.457170164380898,0.867947738949044,NA
"11683","LOC111110948",NA,NA,NA
"11684","LOC111110949",NA,NA,NA
"11685","LOC111110950",0,1,NA
"11686","LOC111110951",NA,NA,NA
"11687","LOC111110952",1.42731050246905,0.748295064690979,NA
"11688","LOC111110953",NA,NA,NA
"11689","LOC111110954",1.42732167952989,0.748508698995106,NA
"11690","LOC111110955",NA,NA,NA
"11691","LOC111110956",0,1,NA
"11692","LOC111110957",NA,NA,NA
"11693","LOC111110958",-0.628331902919249,0.751856522788928,NA
"11694","LOC111110959",NA,NA,NA
"11695","LOC111110960",NA,NA,NA
"11696","LOC111110961",1.0005554513713,0.0407197463405628,0.232388864857665
"11697","LOC111110962",NA,NA,NA
"11698","LOC111110963",NA,NA,NA
"11699","LOC111110964",NA,NA,NA
"11700","LOC111110965",NA,NA,NA
"11701","LOC111110966",NA,NA,NA
"11702","LOC111110967",NA,NA,NA
"11703","LOC111110968",NA,NA,NA
"11704","LOC111110969",NA,NA,NA
"11705","LOC111110970",NA,NA,NA
"11706","LOC111110971",NA,NA,NA
"11707","LOC111110972",NA,NA,NA
"11708","LOC111110973",NA,NA,NA
"11709","LOC111110974",1.76010694874673,0.692710069347412,NA
"11710","LOC111110975",0.143557418096837,0.944185071423583,NA
"11711","LOC111110976",0.862414168546638,0.846742790970638,NA
"11712","LOC111110977",NA,NA,NA
"11713","LOC111110978",0,1,NA
"11714","LOC111110979",0.360977764429962,0.619504777810032,NA
"11715","LOC111110980",0,1,NA
"11716","LOC111110981",NA,NA,NA
"11717","LOC111110982",NA,NA,NA
"11718","LOC111110983",0.284978305895543,0.709111389534986,0.923964308732718
"11719","LOC111110984",NA,NA,NA
"11720","LOC111110985",NA,NA,NA
"11721","LOC111110986",NA,NA,NA
"11722","LOC111110987",NA,NA,NA
"11723","LOC111110988",1.72592267388372,0.132545052846929,NA
"11724","LOC111110989",NA,NA,NA
"11725","LOC111110990",NA,NA,NA
"11726","LOC111110991",NA,NA,NA
"11727","LOC111110992",0.862414168857414,0.846742790915503,NA
"11728","LOC111110993",NA,NA,NA
"11729","LOC111110994",NA,NA,NA
"11730","LOC111110995",2.56681025953822,0.562861046513551,NA
"11731","LOC111110996",1.16908054595217,0.615440811799801,NA
"11732","LOC111110997",-0.0810134438537132,0.92951479340576,NA
"11733","LOC111110998",0.634472146531009,0.886868359005829,NA
"11734","LOC111110999",NA,NA,NA
"11735","LOC111111000",NA,NA,NA
"11736","LOC111111001",-0.964078878363647,0.683098608106511,NA
"11737","LOC111111002",NA,NA,NA
"11738","LOC111111003",NA,NA,NA
"11739","LOC111111004",0,1,NA
"11740","LOC111111005",NA,NA,NA
"11741","LOC111111006",NA,NA,NA
"11742","LOC111111007",NA,NA,NA
"11743","LOC111111008",NA,NA,NA
"11744","LOC111111009",NA,NA,NA
"11745","LOC111111010",1.50837136183362,0.734623354400379,NA
"11746","LOC111111011",NA,NA,NA
"11747","LOC111111012",NA,NA,NA
"11748","LOC111111013",-0.527859676464814,0.599392843965941,NA
"11749","LOC111111014",NA,NA,NA
"11750","LOC111111015",0.277144984754918,0.562853549488035,0.866597762408383
"11751","LOC111111016",NA,NA,NA
"11752","LOC111111017",2.61606134124105,0.551209514099291,NA
"11753","LOC111111018",NA,NA,NA
"11754","LOC111111019",0.654464519683756,0.883333757987653,NA
"11755","LOC111111020",NA,NA,NA
"11756","LOC111111021",NA,NA,NA
"11757","LOC111111022",NA,NA,NA
"11758","LOC111111023",NA,NA,NA
"11759","LOC111111024",NA,NA,NA
"11760","LOC111111025",-0.462412712344574,0.881076740071704,NA
"11761","LOC111111026",NA,NA,NA
"11762","LOC111111027",NA,NA,NA
"11763","LOC111111028",NA,NA,NA
"11764","LOC111111029",NA,NA,NA
"11765","LOC111111030",0.86883679907223,0.845618218780565,NA
"11766","LOC111111031",0.0225011763930958,0.963213808943241,0.988026199730444
"11767","LOC111111032",NA,NA,NA
"11768","LOC111111033",NA,NA,NA
"11769","LOC111111034",-0.962807845364863,0.307731125662352,NA
"11770","LOC111111035",2.30584676199759,0.491872761063189,NA
"11771","LOC111111036",NA,NA,NA
"11772","LOC111111037",0,1,NA
"11773","LOC111111038",NA,NA,NA
"11774","LOC111111039",0,1,NA
"11775","LOC111111040",NA,NA,NA
"11776","LOC111111041",1.01825979657338,0.504231748072681,NA
"11777","LOC111111042",NA,NA,NA
"11778","LOC111111043",NA,NA,NA
"11779","LOC111111044",0.887547479703886,0.778674931623749,NA
"11780","LOC111111045",NA,NA,NA
"11781","LOC111111046",NA,NA,NA
"11782","LOC111111047",-0.153979716034327,0.752029803991939,0.93242293646423
"11783","LOC111111048",0,1,NA
"11784","LOC111111049",-0.865493613226139,0.592377325347174,NA
"11785","LOC111111050",0.338754721352962,0.594363701109664,0.885847351103869
"11786","LOC111111051",NA,NA,NA
"11787","LOC111111052",NA,NA,NA
"11788","LOC111111053",NA,NA,NA
"11789","LOC111111054",NA,NA,NA
"11790","LOC111111055",NA,NA,NA
"11791","LOC111111056",NA,NA,NA
"11792","LOC111111057",NA,NA,NA
"11793","LOC111111058",0.193889825129606,0.423622507171869,0.799801362145861
"11794","LOC111111059",0,1,NA
"11795","LOC111111060",0,1,NA
"11796","LOC111111061",0,1,NA
"11797","LOC111111062",NA,NA,NA
"11798","LOC111111063",NA,NA,NA
"11799","LOC111111064",NA,NA,NA
"11800","LOC111111065",NA,NA,NA
"11801","LOC111111066",NA,NA,NA
"11802","LOC111111067",NA,NA,NA
"11803","LOC111111068",0.868836798947033,0.845618218802717,NA
"11804","LOC111111069",NA,NA,NA
"11805","LOC111111070",NA,NA,NA
"11806","LOC111111071",NA,NA,NA
"11807","LOC111111072",NA,NA,NA
"11808","LOC111111073",NA,NA,NA
"11809","LOC111111074",0.230469625888446,0.677327931959354,0.912612457970442
"11810","LOC111111075",NA,NA,NA
"11811","LOC111111076",NA,NA,NA
"11812","LOC111111077",NA,NA,NA
"11813","LOC111111078",NA,NA,NA
"11814","LOC111111079",0.918709667697412,0.836894873291577,NA
"11815","LOC111111080",NA,NA,NA
"11816","LOC111111081",NA,NA,NA
"11817","LOC111111082",NA,NA,NA
"11818","LOC111111083",NA,NA,NA
"11819","LOC111111084",NA,NA,NA
"11820","LOC111111085",NA,NA,NA
"11821","LOC111111086",NA,NA,NA
"11822","LOC111111087",0.574464147136384,0.897493075777424,NA
"11823","LOC111111088",0,1,NA
"11824","LOC111111089",NA,NA,NA
"11825","LOC111111090",NA,NA,NA
"11826","LOC111111091",-0.371847353249986,0.589453113117733,0.883583360061226
"11827","LOC111111092",1.84115631765955,0.679178404542753,NA
"11828","LOC111111093",-0.719290975900705,0.568934683778899,NA
"11829","LOC111111094",NA,NA,NA
"11830","LOC111111095",0.0296187979095049,0.943470591647915,0.982940718610129
"11831","LOC111111096",0.862414168546637,0.846742790970638,NA
"11832","LOC111111097",NA,NA,NA
"11833","LOC111111098",0.411816879930933,0.721790986786691,NA
"11834","LOC111111099",NA,NA,NA
"11835","LOC111111100",NA,NA,NA
"11836","LOC111111101",NA,NA,NA
"11837","LOC111111102",NA,NA,NA
"11838","LOC111111103",NA,NA,NA
"11839","LOC111111104",1.67771658284391,0.285440303306544,NA
"11840","LOC111111105",NA,NA,NA
"11841","LOC111111106",NA,NA,NA
"11842","LOC111111107",0.903108309650903,0.60473746730738,NA
"11843","LOC111111108",0,1,NA
"11844","LOC111111109",0,1,NA
"11845","LOC111111110",NA,NA,NA
"11846","LOC111111111",NA,NA,NA
"11847","LOC111111112",0.111941483748855,0.864265194638051,NA
"11848","LOC111111113",0.39172794687927,0.921153590655871,NA
"11849","LOC111111114",0,1,NA
"11850","LOC111111115",NA,NA,NA
"11851","LOC111111116",0.862414168597558,0.846742790961604,NA
"11852","LOC111111117",-0.187508697243845,0.841633182133338,NA
"11853","LOC111111118",0.369540756788394,0.626584166377491,NA
"11854","LOC111111119",NA,NA,NA
"11855","LOC111111120",NA,NA,NA
"11856","LOC111111121",NA,NA,NA
"11857","LOC111111122",-0.655884675738557,0.517421819019631,NA
"11858","LOC111111123",NA,NA,NA
"11859","LOC111111124",1.88465647946191,0.524939274605844,NA
"11860","LOC111111125",0,1,NA
"11861","LOC111111126",0.124428172422365,0.885551551525324,NA
"11862","LOC111111127",NA,NA,NA
"11863","LOC111111128",NA,NA,NA
"11864","LOC111111129",NA,NA,NA
"11865","LOC111111130",NA,NA,NA
"11866","LOC111111131",0.868836798947033,0.845618218802717,NA
"11867","LOC111111132",NA,NA,NA
"11868","LOC111111133",0.648444517341284,0.539543627174226,NA
"11869","LOC111111134",NA,NA,NA
"11870","LOC111111135",NA,NA,NA
"11871","LOC111111136",0,1,NA
"11872","LOC111111137",NA,NA,NA
"11873","LOC111111138",NA,NA,NA
