"","x"
"LOC111135072",2.62385001422355
"LOC111115213",2.61801276699634
"LOC111137731",2.61660190184343
"LOC111120443",2.6163231757144
"LOC111119867",2.61626775916984
"LOC111099501",2.61626154584055
"LOC111128485",2.61626154315305
"LOC111127797",2.61610940220653
"LOC111111017",2.61606134124105
"LOC111129838",2.61592213227994
"LOC111104765",2.61286074042216
"LOC111128938",2.61158983274274
"LOC111117339",2.60899566328901
"LOC111121177",2.60358105602657
"LOC111128425",2.59958139001596
"LOC111103357",2.58720369596622
"LOC111127994",2.58627360932179
"LOC111099568",2.58291783609904
"LOC111108659",2.58267315327496
"LOC111119711",2.57903866874486
"LOC111121203",2.57535208357929
"LOC111134252",2.56681025967723
"LOC111129948",2.56681025961539
"LOC111123589",2.56681025957686
"LOC111128892",2.56681025957686
"LOC111110995",2.56681025953822
"LOC111120804",2.56681025953822
"LOC111132920",2.56681025953822
"LOC111101520",2.56681025949958
"LOC111104024",2.56681025949958
"LOC111106803",2.56681025949958
"LOC111107781",2.56681025949958
"LOC111109809",2.56681025949958
"LOC111115310",2.56681025949958
"LOC111116881",2.56681025949958
"LOC111123538",2.56681025949958
"LOC111132521",2.56681025949958
"LOC111137049",2.56681025949958
"Trnai-aau_3",2.56681025949958
"LOC111105887",2.56680985814461
"LOC111099631",2.56680985813962
"LOC111115549",2.56680985813168
"LOC111105138",2.56511623484336
"LOC111120509",2.56510431144492
"LOC111125507",2.56271010165876
"LOC111122205",2.56271010162035
"LOC111122542",2.56271009901262
"LOC111102435",2.56271009897435
"LOC111106415",2.56271009897435
"LOC111115955",2.56271009897435
"LOC111111740",2.56271009893609
"LOC111112773",2.56271009893609
"LOC111113292",2.56271009893609
"LOC111113707",2.56271009893609
"LOC111125401",2.56271009893609
"LOC111125979",2.56271009893609
"LOC111129839",2.56271009893609
"LOC111135466",2.56271009893609
"LOC111135635",2.56271009893609
"LOC111138467",2.56271009893609
"LOC111134007",2.56256521223287
"LOC111127028",2.56123405736549
"LOC111101546",2.56083780491052
"LOC111129350",2.56029934220901
"LOC111114824",2.55710759936999
"LOC111133091",2.55655728823908
"LOC111111334",2.55570754437102
"LOC111125532",2.55534286116245
"LOC111111463",2.55307702118069
"LOC111111607",2.55236170663076
"LOC111101483",2.54955932318016
"LOC111109740",2.54560598767482
"LOC111137822",2.54180079169442
"LOC111124839",2.54061433652715
"LOC111126502",2.53789673847162
"LOC111124235",2.5357788328799
"LOC111113962",2.53577177264038
"LOC111116940",2.53515773024
"LOC111109443",2.53486103814963
"LOC111133762",2.53474614897552
"LOC111127161",2.53159635990792
"LOC111121016",2.53123151568902
"LOC111115784",2.53120327409645
"LOC111114166",2.5293488386136
"LOC111121502",2.52914449510621
"LOC111103305",2.52708346401566
"LOC111137934",2.52628451267411
"LOC111107858",2.52616487103677
"LOC111115939",2.52523006223827
"LOC111108529",2.52468814813494
"LOC111134703",2.52468814813494
"LOC111109946",2.52468814809581
"LOC111121382",2.52468814805668
"LOC111121456",2.52306981294304
"LOC111122444",2.51913529469233
"LOC111104746",2.51822328384864
"LOC111130578",2.51623411758099
"LOC111112377",2.51568573765176
"LOC111137248",2.51339033143765
"LOC111127470",2.51333074351466
"LOC111129317",2.51254640220031
"LOC111133363",2.51073554093679
"LOC111100412",2.497255264741
"LOC111123602",2.49438130992889
"LOC111120904",2.48818193612164
"LOC111120920",2.48033778931084
"LOC111123021",2.47053443578119
"LOC111124811",2.4705272078496
"LOC111100381",2.46588104102819
"LOC111129400",2.46516298224621
"LOC111124355",2.46405759803614
"LOC111135199",2.45751903129254
"LOC111122851",2.45751903125986
"LOC111131050",2.45493640677298
"LOC111107900",2.45427931413449
"LOC111119383",2.4533754946292
"LOC111121195",2.45268578055858
"LOC111114583",2.45077956149164
"LOC111122797",2.45058180693455
"LOC111123983",2.44716246472436
"LOC111135670",2.44713579104164
"LOC111125403",2.44415955980973
"LOC111134652",2.44415955980099
"LOC111109086",2.44415635656413
"LOC111110866",2.44415635627461
"LOC111107550",2.44415635613487
"LOC111129001",2.44415635613487
"LOC111106579",2.44415635609386
"LOC111114867",2.44415635609386
"LOC111122788",2.44415635605284
"LOC111134699",2.44415635605284
"LOC111135057",2.44408978956598
"LOC111101943",2.44327676549395
"LOC111121035",2.44270630978935
"LOC111136134",2.44197020117508
"LOC111126844",2.44172112493452
"LOC111132199",2.44117499778021
"LOC111105527",2.44049227796163
"LOC111119195",2.43762193100241
"LOC111105835",2.43348612290895
"LOC111120943",2.43086460939822
"LOC111123796",2.42872353806434
"LOC111109130",2.42825659143594
"LOC111103774",2.42791244548905
"LOC111109199",2.42791244540176
"LOC111115520",2.42705689163204
"LOC111136063",2.42677089574193
"LOC111102574",2.42563369344511
"LOC111130511",2.42563369342781
"LOC111117060",2.42346130160599
"LOC111135113",2.42291518459607
"LOC111137923",2.42062513285711
"LOC111107843",2.4198943802642
"LOC111136186",2.4185809879395
"LOC111134035",2.41593201703429
"LOC111106299",2.41453660007047
"LOC111121099",2.41335700855336
"LOC111118809",2.41236046763199
"LOC111122742",2.41048162344412
"LOC111127576",2.40464738730173
"LOC111124639",2.40201182289349
"LOC111135952",2.40178783970648
"LOC111108408",2.4015674758035
"LOC111133558",2.40090956240921
"LOC111133840",2.39825274159785
"LOC111100196",2.39596220435801
"LOC111129865",2.39589034796046
"LOC111108274",2.39429196493349
"LOC111117468",2.39024434545908
"LOC111112414",2.38965670526089
"LOC111113807",2.38520380875235
"LOC111108311",2.38415567638718
"LOC111115894",2.38415567638718
"LOC111101816",2.38380872207239
"LOC111111537",2.38371359474459
"LOC111102061",2.38110743750699
"LOC111112793",2.37657222261538
"LOC111114138",2.37562468139123
"LOC111100248",2.37414744776276
"LOC111133375",2.3741172908388
"LOC111131785",2.373274230255
"LOC111112437",2.37238843042656
"LOC111104783",2.37188585770994
"LOC111105698",2.36913082880962
"LOC111126780",2.36858085352268
"LOC111112605",2.36781728860481
"LOC111108453",2.36737609922744
"LOC111135674",2.36353890555685
"LOC111118671",2.36274746848582
"LOC111121854",2.36081322603476
"LOC111130506",2.36017946356066
"LOC111104257",2.35814379315369
"LOC111131835",2.35814379315369
"LOC111136094",2.35814379315369
"LOC111133066",2.35813538849258
"LOC111107172",2.35813538839939
"LOC111102206",2.35812709310024
"LOC111102677",2.35812709310024
"LOC111104369",2.35812709310024
"LOC111105507",2.35812709310024
"LOC111107991",2.35812709310024
"LOC111108383",2.35812709310024
"LOC111109765",2.35812709310024
"LOC111110623",2.35812709310024
"LOC111114167",2.35812709310024
"LOC111116489",2.35812709310024
"LOC111118116",2.35812709310024
"LOC111119774",2.35812709310024
"LOC111121649",2.35812709310024
"LOC111124828",2.35812709310024
"LOC111131195",2.35812709310024
"LOC111133856",2.35812709310024
"LOC111100444",2.35812631693797
"LOC111101057",2.35812631663624
"LOC111132448",2.35812631663624
"LOC111099653",2.35812631652008
"LOC111114487",2.35812631652008
"LOC111125489",2.35812631652008
"LOC111134280",2.35812631652008
"LOC111134938",2.35812631652008
"LOC111119377",2.35634303153867
"LOC111099900",2.35562584013876
"LOC111121288",2.35310571675472
"LOC111127361",2.3529571169316
"LOC111124745",2.3522900419945
"LOC111137123",2.35011357777108
"LOC111119323",2.35009852282952
"LOC111128766",2.34975327723837
"LOC111131791",2.34946902883498
"LOC111126216",2.3494320177252
"LOC111123271",2.34923729340046
"LOC111115193",2.34918957394552
"LOC111137303",2.34408120453677
"LOC111120682",2.34320353451089
"LOC111117813",2.33933633442523
"LOC111107855",2.33930652335773
"LOC111102063",2.33748534894312
"LOC111102675",2.33614982748465
"LOC111132265",2.33253633300911
"LOC111106364",2.33097615043583
"LOC111120725",2.32854993428615
"LOC111125271",2.32726026332477
"LOC111122118",2.32688415464932
"LOC111119366",2.3228482374597
"LOC111126125",2.32156277945035
"LOC111117155",2.32109599527224
"LOC111108860",2.31833582852776
"LOC111127290",2.31662797730092
"LOC111109139",2.3162683044033
"LOC111136486",2.31522293726844
"LOC111110168",2.31499862477479
"LOC111128481",2.31326913757408
"LOC111126014",2.30977379781224
"LOC111137946",2.306377930697
"LOC111111035",2.30584676199759
"LOC111103288",2.30406423322153
"LOC111135506",2.29787507990904
"LOC111127106",2.2931441585916
"LOC111132472",2.29188626936216
"LOC111130237",2.29012622477747
"LOC111124642",2.28918364710716
"LOC111107699",2.28905335582755
"LOC111123752",2.2866639559743
"LOC111101702",2.28495316897124
"LOC111109043",2.28375638810777
"LOC111125451",2.28330999594254
"LOC111119834",2.28206345977338
"LOC111118929",2.27971439800513
"LOC111120247",2.27952542102681
"LOC111127844",2.27945700509101
"LOC111104917",2.27241213232055
"LOC111121956",2.27229307960667
"LOC111117299",2.2705463439677
"LOC111118898",2.26754315181903
"LOC111111395",2.26753596948818
"LOC111134907",2.26753346171785
"LOC111134683",2.26753339445751
"LOC111109358",2.26752987439113
"LOC111128278",2.26752987438763
"LOC111121475",2.26752987438716
"LOC111101009",2.26752987434137
"LOC111131398",2.26752987434137
"LOC111137399",2.26752987434137
"LOC111104778",2.26752987429544
"LOC111105343",2.26752987429544
"LOC111113335",2.26752987429544
"LOC111125763",2.26752987429544
"LOC111126013",2.26752987429544
"LOC111127610",2.26752987429544
"LOC111135134",2.26752987429544
"LOC111135418",2.26752987429544
"LOC111137225",2.26752987429544
"LOC111103784",2.26752987424951
"LOC111108727",2.26752987424951
"LOC111112907",2.26752987424951
"LOC111113599",2.26752987424951
"LOC111113738",2.26752987424951
"LOC111114591",2.26752987424951
"LOC111118421",2.26752987424951
"LOC111119622",2.26752987424951
"LOC111123699",2.26752987424951
"LOC111129511",2.26752987424951
"LOC111132168",2.26752987424951
"LOC111133166",2.26752987424951
"LOC111133791",2.26752987424951
"LOC111128846",2.26643627906607
"LOC111116948",2.26386914302902
"LOC111134081",2.26197200464302
"LOC111130208",2.2618543396353
"LOC111103348",2.26022028089847
"LOC111135267",2.25934865147999
"LOC111125521",2.25920253940517
"LOC111120955",2.25883652249922
"LOC111111983",2.25843878288007
"LOC111136328",2.2584358433056
"LOC111129719",2.25826511930707
"LOC111128669",2.25580551400386
"LOC111121501",2.25573983613053
"LOC111136158",2.25433615528524
"LOC111104802",2.25433592777529
"LOC111125610",2.25307827422893
"LOC111113198",2.25259167630194
