"gene_name" "logfold"
"LOC111110475" 1.58026591471259
"LOC111110619" 2.25009357233011
"LOC111110660" 2.0499597540962
"LOC111111334" 2.55570754437102
"LOC111111528" 2.05138340316973
"LOC111111976" 1.51207103947819
"LOC111112387" 1.77651609591151
"LOC111112439" 1.02084511303402
"LOC111112487" 1.00004846516524
"LOC111112578" 3.14206492496116
"LOC111112580" 1.27291863240084
"LOC111112605" 2.36781728860481
"LOC111112636" 1.67156330003102
"LOC111112700" 1.45327174509262
"LOC111113036" 4.40791998510636
"LOC111113084" 2.24827003828743
"LOC111113198" 2.25259167630194
"LOC111113238" 0.803989663405723
"LOC111113309" 1.14155969251123
"LOC111113310" 1.3936941309686
"LOC111113388" 1.83019751329011
"LOC111114201" 1.0497699898759
"LOC111114450" 1.05772386061053
"LOC111114521" 6.53848195612027
"LOC111114820" 7.30455059714696
"LOC111115520" 2.42705689163204
"LOC111115675" 2.87239792316948
"LOC111115720" 1.74873197067468
"LOC111115784" 2.53120327409645
"LOC111115795" 1.17894182571124
"LOC111116869" 2.64559741948442
"LOC111116971" 1.85863765780258
"LOC111117060" 2.42346130160599
"LOC111117164" 2.11351618335161
"LOC111117202" 3.96371124099895
"LOC111117391" 1.75441389505084
"LOC111117650" 1.90067439750796
"LOC111117657" 3.44274148897036
"LOC111117672" 1.76500204248676
"LOC111117739" 1.15465387418019
"LOC111117813" 2.33933633442523
"LOC111117970" 3.2825267193291
"LOC111118030" 1.97903101860664
"LOC111118071" 5.06184410236091
"LOC111118225" 2.89739402744889
"LOC111118260" 4.888621281992
"LOC111118324" 1.53161256425134
"LOC111118425" 1.94544496570432
"LOC111118558" 3.73413657209247
"LOC111118568" 1.55078225001008
"LOC111118652" 1.58140263437817
"LOC111118654" 0.913482552722018
"LOC111118809" 2.41236046763199
"LOC111118833" 2.18172348141764
"LOC111118904" 1.37730633712401
"LOC111118959" 1.72996325225507
"LOC111118960" 1.37833541817692
"LOC111118970" 0.981952081215777
"LOC111119012" 1.70705136737614
"LOC111119125" 4.35642943460137
"LOC111119126" 0.852921298731766
"LOC111119170" 2.70848358166204
"LOC111119175" 1.3312926920716
"LOC111119195" 2.43762193100241
"LOC111119203" 1.54310100910857
"LOC111119269" 2.90551389563253
"LOC111119366" 2.3228482374597
"LOC111119487" -1.79387458520151
"LOC111119493" 3.41391659159939
"LOC111119527" 1.92284622545829
"LOC111119533" 4.27797273302308
"LOC111119559" 3.40368940996534
"LOC111119574" 0.80545519480975
"LOC111119596" 1.75421840531029
"LOC111119656" 1.2613952976487
"LOC111119699" -0.820879464901903
"LOC111119735" 2.21494439120073
"LOC111119752" 6.24813789296976
"LOC111119851" 2.68206510510109
"LOC111119852" 1.8189095495821
"LOC111119855" 1.46762636929815
"LOC111119859" 3.19586843741911
"LOC111119906" 3.91023985972481
"LOC111120091" 4.00907822445777
"LOC111120187" 4.19825189651648
"LOC111120247" 2.27952542102681
"LOC111120400" 2.77946506321138
"LOC111120445" 3.25755834289073
"LOC111120474" 1.92257918095617
"LOC111120493" 2.69360379527796
"LOC111120496" 1.61894041940705
"LOC111120509" 2.56510431144492
"LOC111120512" 1.37235951804845
"LOC111120615" 2.10213686751872
"LOC111120617" 1.74135380176904
"LOC111120682" 2.34320353451089
"LOC111120684" 1.9884048196167
"LOC111120746" 1.84806041533707
"LOC111121058" 2.14680959966626
"LOC111121073" 1.53627179264447
"LOC111121099" 2.41335700855337
"LOC111121119" 1.08415607162279
"LOC111121130" 5.02068165272611
"LOC111121195" 2.45268578055858
"LOC111121273" 1.24874412236012
"LOC111121366" 1.09575443433496
"LOC111121501" 2.25573983613053
"LOC111121733" 3.05222379486262
"LOC111121854" 2.36081322603476
"LOC111121996" 2.90155181680567
"LOC111122023" -1.27610390501539
"LOC111122158" 1.48582119285015
"LOC111122305" 2.6949357754699
"LOC111122329" 0.648257524362867
"LOC111122334" 1.08016162993311
"LOC111122604" 1.06942468391621
"LOC111122808" 1.62713589787235
"LOC111122852" 3.23253503586104
"LOC111122887" 1.05933782261138
"LOC111122922" 1.92048416755287
"LOC111123003" 1.11834528045203
"LOC111123065" 1.83629569121039
"LOC111123227" 3.00602380184859
"LOC111123784" 1.17793452628673
"LOC111123809" 1.87646726042963
"LOC111123831" 0.918465581220265
"LOC111123845" 3.50487244141351
"LOC111123891" -1.46735779396458
"LOC111123910" 0.968466165473407
"LOC111123912" 3.03519836312326
"LOC111123938" 4.73577879299537
"LOC111123973" 2.22331046797633
"LOC111124361" 3.67369678663262
"LOC111124392" 0.764611964880189
"LOC111124414" 2.08315442129955
"LOC111124500" 4.8634969565958
"LOC111124587" 1.31376535828163
"LOC111124588" 2.88774649738746
"LOC111124590" -2.2974086826599
"LOC111124603" 4.2020972375685
"LOC111124639" 2.40201182289349
"LOC111124640" 4.88267654682642
"LOC111124802" 0.774076805434994
"LOC111124908" 2.00490985472379
"LOC111124999" 0.996536531975398
"LOC111125070" 1.03028831440505
"LOC111125118" 5.96543381117296
"LOC111125223" 1.37001274009719
"LOC111125240" 3.21933531795702
"LOC111125352" -2.39341096684409
"LOC111125380" 1.86978177993058
"LOC111125404" 1.6581446372135
"LOC111125442" 2.23225585923203
"LOC111125735" 1.75932358807071
"LOC111125778" 1.50372375678271
"LOC111125870" 1.21083314538762
"LOC111125905" 0.615273553531222
"LOC111125956" 1.780319851128
"LOC111126125" 2.32156277945035
"LOC111126147" 2.17181013379626
"LOC111126215" 1.42249287283248
"LOC111126216" 2.3494320177252
"LOC111126402" 1.43019181541295
"LOC111126560" 1.58909035657154
"LOC111126568" 2.78661390083138
"LOC111126798" 2.12724602607664
"LOC111126835" 1.41221147965496
"LOC111127104" 1.44647546998665
"LOC111127289" 1.67994167654975
"LOC111127317" 1.22107399960926
"LOC111127492" 1.95302525290322
"LOC111127520" 1.36598183704688
"LOC111127608" 4.362728124977
"LOC111127613" 4.51434968128119
"LOC111127729" 0.9851234988286
"LOC111127799" 2.86303346531099
"LOC111127844" 2.27945700509101
"LOC111127862" 1.33008806078818
"LOC111127901" 4.96762420011712
"LOC111127981" 2.97153119681352
"LOC111128103" 1.92601496211804
"LOC111128209" 2.17717776603299
"LOC111128277" 1.79922305180326
"LOC111128337" 2.96191330591275
"LOC111128484" 0.738392616949839
"LOC111128582" 1.95529067832499
"LOC111128687" 4.13209558346134
"LOC111128698" 2.14646022956384
"LOC111128800" -1.07668925919481
"LOC111128891" 1.47744526666791
"LOC111128966" 3.36565187024136
"LOC111128973" -1.34750139553083
"LOC111128979" 1.5485215096911
"LOC111128997" 1.48666145911672
"LOC111128998" 1.05762954453685
"LOC111129049" 1.84797055996228
"LOC111129125" 1.6737993526194
"LOC111129261" 2.78934164521206
"LOC111129277" 0.658248842477606
"LOC111129294" 3.63986732778223
"LOC111129350" 2.56029934220901
"LOC111129490" 1.33465248165034
"LOC111129499" 1.97486060501216
"LOC111129526" 1.95929395987356
"LOC111129825" 1.40756991122333
"LOC111129853" 1.19668325828764
"LOC111129883" 1.67118776692823
"LOC111129910" 1.27255695400835
"LOC111129914" 1.4557029355646
"LOC111129975" 1.68850778516679
"LOC111130000" 1.31082953955581
"LOC111130067" 1.27587819362467
"LOC111130193" 1.83982133517134
"LOC111130208" 2.2618543396353
"LOC111130297" 0.758793587369358
"LOC111130352" 2.9906957312324
"LOC111130353" 2.84190253960018
"LOC111130365" 3.24914630577036
"LOC111130553" 2.81692755522964
"LOC111130568" 2.856070893746
"LOC111130701" 1.89283228087482
"LOC111130718" 1.33429579712815
"LOC111130883" 2.14271713609107
"LOC111130989" -1.19455080324633
"LOC111131074" 1.76486284580898
"LOC111131506" 1.07047541864103
"LOC111131555" 1.04631043925139
"LOC111131591" 1.30802908706569
"LOC111131693" 1.62264419927124
"LOC111131749" 0.642688750377475
"LOC111132265" 2.33253633300911
"LOC111132625" 1.98813811426538
"LOC111132911" 3.43888881150966
"LOC111132924" 1.69999561986797
"LOC111132939" 1.21098334810173
"LOC111132955" 1.44900610719791
"LOC111132975" 3.41729441757307
"LOC111132976" 3.8990034635095
"LOC111133021" 1.12219010972291
"LOC111133218" 5.59394461903054
"LOC111133241" 2.02381526713008
"LOC111133259" 3.07344032418176
"LOC111133260" 1.77346009972853
"LOC111133278" 1.35449479206594
"LOC111133382" 3.28910029222421
"LOC111133491" 0.91354740427057
"LOC111133558" 2.40090956240921
"LOC111133840" 2.39825274159784
"LOC111133954" 0.774273814541979
"LOC111133985" 1.98709996342808
"LOC111134008" 3.5804586976819
"LOC111134335" 1.03220023029096
"LOC111134403" 3.13096019733531
"LOC111134405" 1.79104383552203
"LOC111134434" 3.01459414403647
"LOC111134449" 0.763161309144101
"LOC111134531" 1.26185714103763
"LOC111134585" 1.5625228217305
"LOC111134646" 1.45158367838934
"LOC111134684" 2.01107881979971
"LOC111134709" 1.01598928359956
"LOC111134716" 1.77411992157381
"LOC111134719" 1.44928750429118
"LOC111134720" 2.21979639098535
"LOC111134722" 1.45042198757438
"LOC111134768" 1.73109917917297
"LOC111134796" 3.13295837257782
"LOC111134843" 1.98946935243181
"LOC111134995" 1.66732855210093
"LOC111135100" 4.71042125683793
"LOC111135113" 2.42291518459607
"LOC111135253" 1.7462308376051
"LOC111135536" 0.818103941415982
"LOC111135592" 1.73869095900361
"LOC111135603" 5.06216690683579
"LOC111135670" 2.44713579104164
"LOC111135830" 2.70911682499786
"LOC111135848" 2.71699646519359
"LOC111135946" 5.09890864612075
"LOC111135952" 2.40178783970648
"LOC111135968" 3.67325640374427
"LOC111135975" 1.89183300317052
"LOC111136134" 2.44197020117508
"LOC111136175" 1.54480955704812
"LOC111136186" 2.4185809879395
"LOC111136197" 1.98782872286579
"LOC111136220" 1.68953948020426
"LOC111136295" 1.9477187564328
"LOC111136307" 1.83450738178033
"LOC111136410" -2.40805131350698
"LOC111136466" 1.0424651739203
"LOC111136471" 1.29641229048202
"LOC111136484" 1.33018990320968
"LOC111136502" 1.72637416271827
"LOC111136595" 1.57813839398809
"LOC111136896" 2.6886761034676
"LOC111136937" 2.8694821045272
"LOC111136967" 2.13557539873508
"LOC111137026" 1.55542223820902
"LOC111137325" 0.752539183534488
"LOC111137396" 3.7434597612225
"LOC111137420" -1.49567755587529
"LOC111137527" 1.6300626934075
"LOC111137657" 1.07311133712849
"LOC111137678" 2.80979902748058
"LOC111137687" 3.34937027856702
"LOC111137731" 2.61660190184343
"LOC111137770" 4.3948318953028
"LOC111137876" 0.876424403012305
"LOC111137946" 2.306377930697
"LOC111137983" 1.4553285347713
"LOC111138095" 2.90806760229835
"LOC111138141" 1.05200879255777
"LOC111138499" 2.85115269900054
