"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"2","LOC111115023",20.2752007085781,-1.34938269411454,0.274070019251995,-4.01132052719603,6.03800686100469e-05,0.0412615432492475,"uncharacterized LOC111115023"
"3","LOC111117745",123.417042942325,-1.13581422799434,0.207006690610692,-4.27915747737956,1.87602098911164e-05,0.0235034162919204,"uncharacterized LOC111117745, transcript variant X5"
