"gene_name" "GO_id"
"5008" "LOC111124523" "GO:0003723; GO:0005634; GO:0006397; GO:0046872"
"5009" "LOC111124501" "GO:0004556; GO:0005975; GO:0046872"
"5010" "LOC111123664" "GO:0004601; GO:0006979; GO:0016020; GO:0020037; GO:0046872"
"5011" "LOC111123664" "GO:0004601; GO:0006979; GO:0020037; GO:0046872"
"5012" "LOC111123673" "GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326"
"5013" "LOC111124026" "GO:0016020"
"5014" "LOC111124160" "GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016787; GO:0046872"
"5015" "LOC111124026" "GO:0016020"
"5016" "LOC111124518" "GO:0005789; GO:0006659; GO:0106245"
"5017" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5018" "LOC111123691" "GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326"
"5019" "LOC111123691" "GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326"
"5020" "LOC111124554" "GO:0003774; GO:0003779; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5021" "LOC111123691" "GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326"
"5022" "LOC111124186" "GO:0005874; GO:0019799; GO:0048666; GO:0070507"
"5023" "LOC111123693" "GO:0000178; GO:0005634; GO:0005737; GO:0006396"
"5024" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5025" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5026" "LOC111124554" "GO:0003774; GO:0003779; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5027" "LOC111124580" "GO:0005886; GO:0022857"
"5028" "LOC111124057" "GO:0006574; GO:0008442; GO:0050661; GO:0051287"
"5029" "LOC111123723" "GO:0004888; GO:0005230; GO:0005886"
"5030" "LOC111124585" "GO:0004571; GO:0005509; GO:0005975; GO:0016020"
"5031" "LOC111124580" "GO:0005886; GO:0022857"
"5032" "LOC111124599" "GO:0003979; GO:0006065; GO:0051287"
"5033" "LOC111123746" "GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017"
"5034" "LOC111123753" "GO:0000287; GO:0004749; GO:0005524; GO:0006015; GO:0009156; GO:0009165; GO:0016301; GO:0016310"
"5035" "LOC111124294" "GO:0003676; GO:0004386; GO:0005524; GO:0006310"
"5036" "LOC111124606" "GO:0031514"
"5037" "LOC111124152" "GO:0004888; GO:0005230; GO:0016020"
"5038" "LOC111123771" "GO:0005634; GO:0005737; GO:0016787; GO:0046872"
"5039" "LOC111123775" "GO:0005516; GO:0005886; GO:0005977"
"5040" "LOC111124168" "GO:0005886; GO:0007155; GO:0007411"
"5041" "LOC111124621" "GO:0003774; GO:0005524; GO:0016459; GO:0030016; GO:0051015"
"5042" "LOC111124336" "GO:0004571; GO:0005509; GO:0005783; GO:0005975; GO:0016020"
"5043" "LOC111123801" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5044" "LOC111124357" "GO:0004767; GO:0006665; GO:0016020"
"5045" "LOC111124621" "GO:0003774; GO:0005524; GO:0016459; GO:0030016; GO:0051015"
"5046" "LOC111124619" "GO:0004843; GO:0006508; GO:0008270"
"5047" "LOC111124381" "GO:0003841; GO:0008654; GO:0016020"
"5048" "LOC111124644" "GO:0005509; GO:0016020; GO:0016740"
"5049" "LOC111124637" "GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5050" "LOC111123816" "GO:0004601; GO:0006979; GO:0020037; GO:0046872"
"5051" "LOC111124639" "GO:0006086; GO:0016746; GO:0045254"
"5052" "LOC111124265" "GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017"
"5053" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5054" "LOC111124669" "GO:0004674; GO:0005524; GO:0016310"
"5055" "LOC111124299" "GO:0016020; GO:0016409"
"5056" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5057" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5058" "LOC111124669" "GO:0004674; GO:0005524; GO:0016310"
"5059" "LOC111123849" "GO:0008270; GO:0016740"
"5060" "LOC111124334" "GO:0003676; GO:0005730; GO:0006807; GO:0008757; GO:0043414; GO:0044238"
"5061" "LOC111124672" "GO:0004672; GO:0005524; GO:0016310; GO:0035556"
"5062" "LOC111123856" "GO:0005096; GO:0005783"
"5063" "LOC111124684" "GO:0003777; GO:0005524; GO:0007018; GO:0008017"
"5064" "LOC111124701" "GO:0016874; GO:0046872; GO:0046907"
"5065" "LOC111124477" "GO:0003723; GO:0005634; GO:0006397; GO:0046872"
"5066" "LOC111124717" "GO:0008201; GO:0016020; GO:0046914"
"5067" "LOC111124701" "GO:0016874; GO:0046872; GO:0046907"
"5068" "LOC111124394" "GO:0004555; GO:0005991"
"5069" "LOC111124695" "GO:0005634"
"5070" "LOC111123891" "GO:0008131; GO:0008270; GO:0140682"
"5071" "LOC111124695" "GO:0005634"
"5072" "LOC111124421" "GO:0005509; GO:0007160; GO:0016020"
"5073" "LOC111124695" "GO:0005634"
"5074" "LOC111123900" "GO:0002161; GO:0004832; GO:0005524; GO:0006438"
"5075" "LOC111123904" "GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326"
"5076" "LOC111123904" "GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326"
"5077" "LOC111124498" "GO:0000139; GO:0005576; GO:0030144"
"5078" "LOC111123905" "GO:0000178; GO:0005634; GO:0005737; GO:0006396"
"5079" "LOC111123905" "GO:0000178; GO:0005634; GO:0005737; GO:0006396"
"5080" "LOC111124748" "GO:0005245; GO:0005891; GO:0034765; GO:0046872"
"5081" "LOC111123907" "GO:0003700; GO:0003707; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5082" "LOC111123910" ""
"5083" "LOC111123910" ""
"5084" "LOC111123910" ""
"5085" "LOC111123912" "GO:0005634; GO:0032259; GO:0046976"
"5086" "LOC111124749" "GO:0002039; GO:0005634; GO:0005694; GO:0008270; GO:0016279; GO:0140938"
"5087" "LOC111124521" "GO:0004715; GO:0005524; GO:0016310; GO:0051128"
"5088" "LOC111124752" "GO:0005524; GO:0005739; GO:0030956; GO:0032543; GO:0050567; GO:0070681"
"5089" "LOC111124477" "GO:0003723; GO:0005634; GO:0006397; GO:0046872"
"5090" "LOC111123923" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5091" "LOC111124768" "GO:0005509; GO:0005886; GO:0007156"
"5092" "LOC111124767" "GO:0005509; GO:0005886; GO:0007156"
"5093" "LOC111124535" "GO:0003979; GO:0006065; GO:0051287"
"5094" "LOC111124777" "GO:0005741; GO:0035694"
"5095" "LOC111124798" "GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"5096" "LOC111123954" "GO:0005886; GO:0005921; GO:0006811"
"5097" "LOC111124501" "GO:0004556; GO:0005975; GO:0046872"
"5098" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5099" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5100" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5101" "LOC111124560" "GO:0000347; GO:0006397; GO:0006406"
"5102" "LOC111124816" "GO:0005634; GO:0006397; GO:0008419; GO:0046872"
"5103" "LOC111124565" "GO:0004751; GO:0009052"
"5104" "LOC111124818" "GO:0004888; GO:0005230; GO:0016020"
"5105" "LOC111124580" "GO:0005886; GO:0022857"
"5106" "LOC111123979" "GO:0004114; GO:0007165; GO:0046872"
"5107" "LOC111124535" "GO:0003979; GO:0006065; GO:0051287"
"5108" "LOC111124535" "GO:0003979; GO:0006065; GO:0051287"
"5109" "LOC111123992" "GO:0004252; GO:0006508; GO:0016020"
"5110" "LOC111124599" "GO:0003979; GO:0006065; GO:0051287"
"5111" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5112" "LOC111124859" "GO:0005524; GO:0005886; GO:0016887; GO:0140359"
"5113" "LOC111124554" "GO:0003774; GO:0003779; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5114" "LOC111124868" "GO:0006144; GO:0033971"
"5115" "LOC111124603" "GO:0004198; GO:0004672; GO:0005524; GO:0006508"
"5116" "LOC111124564" "GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5117" "LOC111124868" "GO:0006144; GO:0033971"
"5118" "LOC111124873" "GO:0003755; GO:0005509; GO:0005783"
"5119" "LOC111124574" "GO:0005886; GO:0015054"
"5120" "LOC111124874" "GO:0003723; GO:0003735; GO:0006412; GO:0022625"
"5121" "LOC111124882" "GO:0005507; GO:0008131; GO:0009308; GO:0016020; GO:0048038"
"5122" "LOC111124580" "GO:0005886; GO:0022857"
"5123" "LOC111124585" "GO:0004571; GO:0005509; GO:0005975; GO:0016020"
"5124" "LOC111124621" "GO:0003774; GO:0005524; GO:0016459; GO:0030016; GO:0051015"
"5125" "LOC111124589" "GO:0001732; GO:0003723; GO:0003743; GO:0005852; GO:0016282; GO:0033290"
"5126" "LOC111124622" "GO:0015293; GO:0016020"
"5127" "LOC111124903" "GO:0005524; GO:0005788; GO:0140662"
"5128" "LOC111124599" "GO:0003979; GO:0006065; GO:0051287"
"5129" "LOC111124599" "GO:0003979; GO:0006065; GO:0051287"
"5130" "LOC111124637" "GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5131" "LOC111124913" "GO:0031514"
"5132" "LOC111124919" "GO:0004842; GO:0008270; GO:0016567"
"5133" "LOC111124917" "GO:0006869; GO:0008289"
"5134" "LOC111124621" "GO:0003774; GO:0003779; GO:0005524; GO:0016459; GO:0030016"
"5135" "LOC111124089" "GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0046872"
"5136" "LOC111124627" "GO:0003755; GO:0005509; GO:0005783"
"5137" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5138" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5139" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5140" "LOC111124120" "GO:0004642; GO:0005524; GO:0006189; GO:0006541; GO:0046872"
"5141" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5142" "LOC111124637" "GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5143" "LOC111124937" "GO:0016020; GO:0030154; GO:0030215"
"5144" "LOC111124139" "GO:0006260; GO:0006281; GO:0006310; GO:0006996; GO:0033557"
"5145" "LOC111124684" "GO:0003777; GO:0005524; GO:0007018; GO:0008017"
"5146" "LOC111124652" "GO:0003993; GO:0004726; GO:0005737"
"5147" "LOC111124695" "GO:0005634"
"5148" "LOC111124960" "GO:0008171; GO:0008173; GO:0008757"
"5149" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5150" "LOC111124695" "GO:0005634"
"5151" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5152" "LOC111124154" "GO:0016020; GO:0016830; GO:0019752; GO:0030170"
"5153" "LOC111124673" "GO:0003743; GO:0003924; GO:0005525"
"5154" "LOC111124706" "GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"5155" "LOC111124977" "GO:0003755; GO:0051171; GO:0080090"
"5156" "LOC111124695" "GO:0005634"
"5157" "LOC111124985" "GO:0005886; GO:0005921; GO:0006811"
"5158" "LOC111124985" "GO:0005886; GO:0005921; GO:0006811"
"5159" "LOC111124985" "GO:0005886; GO:0005921; GO:0006811"
"5160" "LOC111124992" "GO:0005509; GO:0005737; GO:0005856; GO:0008017; GO:0045104"
"5161" "LOC111124989" "GO:0015293; GO:0016020"
"5162" "LOC111124693" "GO:0005509; GO:0016020; GO:0016740"
"5163" "LOC111124730" "GO:0003755; GO:0005737; GO:0019211"
"5164" "LOC111124252" "GO:0003735; GO:0005840; GO:0006412; GO:1990904"
"5165" "LOC111125008" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5166" "LOC111124711" "GO:0000786; GO:0003677; GO:0006334; GO:0030527; GO:0046982"
"5167" "LOC111125013" "GO:0005741; GO:0035694"
"5168" "LOC111125013" "GO:0005741; GO:0035694"
"5169" "LOC111125017" "GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0046872"
"5170" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5171" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5172" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5173" "LOC111124758" "GO:0004842; GO:0008270; GO:0016567"
"5174" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5175" "LOC111124308" "GO:0007049; GO:0007088; GO:0016567; GO:0045835; GO:0046872; GO:0051301"
"5176" "LOC111125027" "GO:0005247; GO:0016020"
"5177" "LOC111125027" "GO:0005247; GO:0016020"
"5178" "LOC111124769" "GO:0016020; GO:0016409"
"5179" "LOC111124769" "GO:0016020; GO:0016409"
"5180" "LOC111124742" "GO:0004674; GO:0005524; GO:0016310"
"5181" "LOC111124779" "GO:0005741; GO:0035694"
"5182" "LOC111124749" "GO:0002039; GO:0005634; GO:0005694; GO:0008270; GO:0016279; GO:0140938"
"5183" "LOC111124377" "GO:0005524; GO:0046496; GO:0047453"
"5184" "LOC111125051" "GO:0003865; GO:0005789; GO:0006488; GO:0016095; GO:0102389"
"5185" "LOC111125063" "GO:0005509; GO:0005886; GO:0007156"
"5186" "LOC111125063" "GO:0005509; GO:0005886; GO:0007156"
"5187" "LOC111125073" "GO:0004674; GO:0005524; GO:0016310"
"5188" "LOC111125084" "GO:0004713; GO:0005509; GO:0005524; GO:0005576; GO:0016020"
"5189" "LOC111125084" "GO:0004713; GO:0005509; GO:0005524; GO:0005576; GO:0016020"
"5190" "LOC111124800" "GO:0005743; GO:0022900; GO:0070469"
"5191" "LOC111124843" "GO:0003700; GO:0005634; GO:0006357; GO:0043565"
"5192" "LOC111124859" "GO:0005524; GO:0005886; GO:0016887; GO:0140359"
"5193" "LOC111125119" "GO:0004672; GO:0005524; GO:0016310; GO:0035556"
"5194" "LOC111125123" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565; GO:0048384"
"5195" "LOC111125126" "GO:0003735; GO:0005739; GO:0005840; GO:0032543; GO:1990904"
"5196" "LOC111124872" "GO:0005634; GO:0005737; GO:0016787; GO:0046872"
"5197" "LOC111125137" "GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0046872"
"5198" "LOC111124843" "GO:0003700; GO:0005634; GO:0006357; GO:0043565"
"5199" "LOC111125150" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5200" "LOC111125151" "GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0035091"
"5201" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5202" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5203" "LOC111125151" "GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0035091"
"5204" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5205" "LOC111124521" "GO:0004715; GO:0005524; GO:0016310; GO:0051128"
"5206" "LOC111125159" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5207" "LOC111124523" "GO:0003723; GO:0005634; GO:0006397; GO:0046872"
"5208" "LOC111124868" "GO:0006144; GO:0033971"
"5209" "LOC111125156" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5210" "LOC111125157" "GO:0005977; GO:0008184; GO:0030170"
"5211" "LOC111125159" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5212" "LOC111124911" "GO:0007094; GO:0034501; GO:0051301; GO:1990423"
"5213" "LOC111124875" "GO:0004888; GO:0007166; GO:0016020"
"5214" "LOC111124917" "GO:0006869; GO:0008289"
"5215" "LOC111124535" "GO:0003979; GO:0006065; GO:0051287"
"5216" "LOC111124929" "GO:0004674; GO:0005524; GO:0016310"
"5217" "LOC111125194" "GO:0004385; GO:0005524; GO:0016310"
"5218" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5219" "LOC111124554" "GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0007601; GO:0016459; GO:0050896"
"5220" "LOC111125204" "GO:0005886; GO:0022857"
"5221" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5222" "LOC111125208" "GO:0004100; GO:0016020"
"5223" "LOC111125204" "GO:0005886; GO:0022857"
"5224" "LOC111124561" "GO:0004674; GO:0005524; GO:0016310"
"5225" "LOC111125208" "GO:0004100; GO:0016020"
"5226" "LOC111125208" "GO:0004100; GO:0016020"
"5227" "LOC111125208" "GO:0004100; GO:0016020"
"5228" "LOC111125211" "GO:0004064; GO:0046872"
"5229" "LOC111124910" "GO:0005737; GO:0008270; GO:0016740"
"5230" "LOC111124913" "GO:0031514"
"5231" "LOC111124580" "GO:0005886; GO:0022857"
"5232" "LOC111124917" "GO:0006869; GO:0008289"
"5233" "LOC111124585" "GO:0004571; GO:0005509; GO:0005975; GO:0016020"
"5234" "LOC111125232" "GO:0004222; GO:0006508; GO:0016020; GO:0032502; GO:0046872; GO:0050896"
"5235" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5236" "LOC111125242" "GO:0000139; GO:0016758"
"5237" "LOC111124599" "GO:0003979; GO:0006065; GO:0051287"
"5238" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5239" "LOC111124985" "GO:0005886; GO:0005921; GO:0006811"
"5240" "LOC111124621" "GO:0003774; GO:0005524; GO:0016459; GO:0030016; GO:0051015"
"5241" "LOC111125278" "GO:0005886; GO:0005921; GO:0006811"
"5242" "LOC111125283" "GO:0004377; GO:0005789"
"5243" "LOC111124629" "GO:0005452; GO:0008509; GO:0016323; GO:0016328"
"5244" "LOC111125288" "GO:0005509"
"5245" "LOC111124637" "GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5246" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5247" "LOC111124985" "GO:0005886; GO:0005921; GO:0006811"
"5248" "LOC111125027" "GO:0005247; GO:0016020"
"5249" "LOC111124666" "GO:0004114; GO:0007165; GO:0046872"
"5250" "LOC111125046" "GO:0004888; GO:0005230; GO:0005886"
"5251" "LOC111124669" "GO:0004674; GO:0005524; GO:0016310"
"5252" "LOC111125014" "GO:0004675; GO:0005524; GO:0016020"
"5253" "LOC111125329" "GO:0004499; GO:0050660; GO:0050661"
"5254" "LOC111125323" "GO:0005737; GO:0005856; GO:0031514"
"5255" "LOC111124676" "GO:0006744; GO:0031314"
"5256" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5257" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5258" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5259" "LOC111125027" "GO:0005247; GO:0016020"
"5260" "LOC111124696" "GO:0016874; GO:0046872; GO:0046907"
"5261" "LOC111125081" "GO:0000139; GO:0016758"
"5262" "LOC111125084" "GO:0004713; GO:0005509; GO:0005524; GO:0005576; GO:0016020"
"5263" "LOC111125333" "GO:0005516; GO:0005737; GO:0005874; GO:0008017; GO:0030507; GO:0031175"
"5264" "LOC111125037" "GO:0005509; GO:0016020; GO:0016740"
"5265" "LOC111125095" "GO:0000922; GO:0005737; GO:0005815"
"5266" "LOC111124717" "GO:0008201; GO:0016020; GO:0046914"
"5267" "LOC111125340" "GO:0004100; GO:0016020"
"5268" "LOC111124723" "GO:0061929"
"5269" "LOC111125119" "GO:0004672; GO:0005524; GO:0016310; GO:0035556"
"5270" "LOC111125059" "GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017"
"5271" "LOC111124730" "GO:0003755; GO:0005737; GO:0019211"
"5272" "LOC111125123" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565; GO:0048384"
"5273" "LOC111125070" "GO:0004198; GO:0006508; GO:0046872"
"5274" "LOC111125357" "GO:0005509; GO:0005886; GO:0007156"
"5275" "LOC111125145" "GO:0005886; GO:0005921; GO:0006811"
"5276" "LOC111125084" "GO:0004713; GO:0005509; GO:0005524; GO:0005576; GO:0016020"
"5277" "LOC111125367" "GO:0003723; GO:0022625; GO:0042254"
"5278" "LOC111125152" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5279" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5280" "LOC111125338" "GO:0015293; GO:0016020"
"5281" "LOC111125100" "GO:0016301; GO:0016310; GO:0032958"
"5282" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5283" "LOC111125157" "GO:0005977; GO:0008184; GO:0030170"
"5284" "LOC111125159" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5285" "LOC111125392" "GO:0004867; GO:0005576; GO:0016020"
"5286" "LOC111125119" "GO:0004672; GO:0005524; GO:0016310; GO:0035556"
"5287" "LOC111125404" "GO:0005886; GO:0016485"
"5288" "LOC111125406" "GO:0005509; GO:0005886; GO:0007156"
"5289" "LOC111125404" "GO:0005886; GO:0016485"
"5290" "LOC111125407" "GO:0005509; GO:0005886; GO:0007156"
"5291" "LOC111125204" "GO:0005886; GO:0022857"
"5292" "LOC111125151" "GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0035091"
"5293" "LOC111125419" "GO:0005886; GO:0032217"
"5294" "LOC111125151" "GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0035091"
"5295" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5296" "LOC111125210" "GO:0004064; GO:0046872"
"5297" "LOC111125428" "GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959"
"5298" "LOC111125214" "GO:0001091; GO:0004402; GO:0005669; GO:0006366; GO:0017025"
"5299" "LOC111125153" "GO:0004222; GO:0006508; GO:0016020; GO:0046872"
"5300" "LOC111125427" "GO:0003924; GO:0005525; GO:0005802; GO:0005829; GO:0006895; GO:0031901; GO:0032456; GO:0042742; GO:0045335; GO:0055037; GO:0090382"
"5301" "LOC111124824" "GO:0003735; GO:0005840; GO:0006412; GO:1990904"
"5302" "LOC111125200" "GO:0003865; GO:0006702; GO:0007548; GO:0016020"
"5303" "LOC111125428" "GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959"
"5304" "LOC111125157" "GO:0005977; GO:0008184; GO:0030170"
"5305" "LOC111125223" "GO:0004675; GO:0005524; GO:0016020"
"5306" "LOC111125171" "GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017"
"5307" "LOC111125237" "GO:0000981; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0032922; GO:0046983"
"5308" "LOC111125240" "GO:0003735; GO:0005840; GO:0006412; GO:1990904"
"5309" "LOC111125446" "GO:0016020; GO:0016971"
"5310" "LOC111125243" "GO:0005509; GO:0005886; GO:0007156"
"5311" "LOC111125204" "GO:0005886; GO:0022857"
"5312" "LOC111124868" "GO:0006144; GO:0033971"
"5313" "LOC111125209" "GO:0005509; GO:0005886; GO:0007156"
"5314" "LOC111124873" "GO:0003755; GO:0005509; GO:0005783"
"5315" "LOC111125214" "GO:0001091; GO:0004402; GO:0005669; GO:0006366; GO:0017025"
"5316" "LOC111125217" "GO:0004553; GO:0005975; GO:0008061; GO:0016020"
"5317" "LOC111125267" "GO:0000981; GO:0003677; GO:0005634; GO:0021520"
"5318" "LOC111125464" "GO:0000981; GO:0003677; GO:0005634"
"5319" "LOC111125240" "GO:0003735; GO:0005840; GO:0006412; GO:1990904"
"5320" "LOC111125475" "GO:0004342; GO:0005737; GO:0005975; GO:0006044; GO:0016853"
"5321" "LOC111124917" "GO:0006869; GO:0008289"
"5322" "LOC111124927" "GO:0005524; GO:0005886; GO:0008556; GO:0016887; GO:0046872"
"5323" "LOC111125325" "GO:0004674; GO:0005524; GO:0016310; GO:0020037"
"5324" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5325" "LOC111125485" "GO:0003735; GO:0005739; GO:0005840; GO:0032543; GO:1990904"
"5326" "LOC111124938" "GO:0005509; GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959"
"5327" "LOC111125289" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5328" "LOC111125291" "GO:0000278; GO:0000776; GO:0005634; GO:0051301"
"5329" "LOC111125492" "GO:0006915; GO:0007165; GO:0016020"
"5330" "LOC111125502" "GO:0000287; GO:0004614; GO:0005975"
"5331" "LOC111125538" "GO:0003723; GO:0004113; GO:0009214; GO:0016020; GO:0042470"
"5332" "LOC111124957" "GO:0008171; GO:0008173; GO:0008757"
"5333" "LOC111124960" "GO:0008171; GO:0008173; GO:0008757"
"5334" "LOC111125532" "GO:0005737; GO:0007155; GO:0007266; GO:0045296; GO:0051015"
"5335" "LOC111125535" "GO:0004656; GO:0005506; GO:0005788; GO:0031418"
"5336" "LOC111124985" "GO:0005886; GO:0005921; GO:0006811"
"5337" "LOC111125536" "GO:0004675; GO:0005524; GO:0016020; GO:0016310; GO:0046872"
"5338" "LOC111125567" "GO:0005886; GO:0046983"
"5339" "LOC111125358" "GO:0005509; GO:0005886; GO:0007156"
"5340" "LOC111125544" "GO:0005315; GO:0006817; GO:0015293; GO:0016020"
"5341" "LOC111124998" "GO:0004842; GO:0008270; GO:0016567"
"5342" "LOC111125577" "GO:0005452; GO:0005886; GO:0008509"
"5343" "LOC111125561" "GO:0005886; GO:0005921; GO:0006811"
"5344" "LOC111125008" "GO:0004879; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"5345" "LOC111125013" "GO:0005741; GO:0035694"
"5346" "LOC111125567" "GO:0005886; GO:0046983"
"5347" "LOC111125567" "GO:0005886; GO:0046983"
"5348" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5349" "LOC111125018" "GO:0016567; GO:0030424; GO:0046872"
"5350" "LOC111125341" "GO:0004100; GO:0016020"
"5351" "LOC111125575" "GO:0005524; GO:0016887; GO:0033180; GO:0046034; GO:0046961"
"5352" "LOC111125025" "GO:0004672; GO:0005085; GO:0005524"
"5353" "LOC111125577" "GO:0005452; GO:0005886; GO:0008509"
"5354" "LOC111125577" "GO:0005452; GO:0005886; GO:0008509"
"5355" "LOC111125027" "GO:0005247; GO:0016020"
