"gene_name" "GO_id"
"20572" "LOC111110772" ""
"20573" "LOC111110708" "GO:0004198; GO:0006508"
"20574" "LOC111110372" ""
"20575" "LOC111110782" "GO:0004672; GO:0005524"
"20576" "LOC111110779" "GO:0008757; GO:0016020"
"20577" "LOC111110479" "GO:0005524; GO:0016020; GO:0140662"
"20578" "LOC111110714" ""
"20579" "LOC111110484" "GO:0016020; GO:0016887"
"20580" "LOC111110378" ""
"20581" "LOC111110785" "GO:0005507; GO:0016020; GO:0016491"
"20582" "LOC111110718" "GO:0003341; GO:0031514; GO:0060271"
"20583" "LOC111110385" "GO:0006508; GO:0008234"
"20584" "LOC111110790" "GO:0006814"
"20585" "LOC111110792" "GO:0003676; GO:0008270"
"20586" "LOC111110722" "GO:0001614; GO:0005216; GO:0005524; GO:0016020"
"20587" "LOC111110494" "GO:0006891; GO:0016020; GO:0017119"
"20588" "LOC111110796" "GO:0004930; GO:0016020"
"20589" "LOC111110800" ""
"20590" "LOC111110726" "GO:0003676; GO:0005737; GO:0008270; GO:0042254"
"20591" "LOC111110804" ""
"20592" "LOC111110733" "GO:0008270"
"20593" "LOC111110395" ""
"20594" "LOC111110806" ""
"20595" "LOC111110738" ""
"20596" "LOC111110812" "GO:0016020"
"20597" "LOC111110500" "GO:0005525"
"20598" "LOC111110811" "GO:0005524; GO:0005634; GO:0006396; GO:0051731"
"20599" "LOC111110400" "GO:0016020; GO:0046872"
"20600" "LOC111110739" "GO:0004930; GO:0016020"
"20601" "LOC111110405" ""
"20602" "LOC111110743" ""
"20603" "LOC111110817" ""
"20604" "LOC111110816" "GO:0005044; GO:0016020"
"20605" "LOC111110409" "GO:0004930; GO:0005886"
"20606" "LOC111110744" "GO:0008643; GO:0016020; GO:0022857"
"20607" "LOC111110817" ""
"20608" "LOC111110413" "GO:0005544"
"20609" "LOC111110418" "GO:0016020"
"20610" "LOC111110819" "GO:0005581"
"20611" "LOC111110508" "GO:0016020"
"20612" "LOC111110748" ""
"20613" "LOC111110824" "GO:0016020"
"20614" "LOC111110823" ""
"20615" "LOC111110511" ""
"20616" "LOC111110752" "GO:0016020"
"20617" "LOC111110827" "GO:0016020"
"20618" "LOC111110423" "GO:0016887"
"20619" "LOC111110826" "GO:0016491; GO:0016853"
"20620" "LOC111110517" ""
"20621" "LOC111110756" "GO:0016020"
"20622" "LOC111110428" "GO:0016020"
"20623" "LOC111110829" "GO:0005044; GO:0016020"
"20624" "LOC111110757" ""
"20625" "LOC111110432" "GO:0016020"
"20626" "LOC111110833" ""
"20627" "LOC111110518" "GO:0016020"
"20628" "LOC111110438" "GO:0002224; GO:0004888; GO:0006955; GO:0016020"
"20629" "LOC111110522" "GO:0005509; GO:0005886; GO:0007156"
"20630" "LOC111110836" "GO:0005509"
"20631" "LOC111110774" "GO:0008270"
"20632" "LOC111110843" "GO:0005737; GO:0008270; GO:0016874"
"20633" "LOC111110828" "GO:0030030"
"20634" "LOC111110846" "GO:0016020"
"20635" "LOC111110445" ""
"20636" "LOC111110784" "GO:0004672; GO:0005524"
"20637" "LOC111110844" "GO:0016020"
"20638" "LOC111110851" "GO:0016020"
"20639" "LOC111110447" "GO:0016020"
"20640" "LOC111110849" ""
"20641" "LOC111110786" "GO:0002376"
"20642" "LOC111110540" "GO:0003676; GO:0015074"
"20643" "LOC111110783" ""
"20644" "LOC111110855" "GO:0004867"
"20645" "LOC111110541" "GO:0004252; GO:0005576; GO:0006508"
"20646" "LOC111110858" ""
"20647" "LOC111110797" "GO:0016020"
"20648" "LOC111110457" "GO:0005576; GO:0030414"
"20649" "LOC111110544" "GO:0016491"
"20650" "LOC111110862" ""
"20651" "LOC111110802" ""
"20652" "LOC111110863" "GO:0005524; GO:0016020; GO:0016887; GO:0140359"
"20653" "LOC111110808" "GO:0008289; GO:0031409"
"20654" "LOC111110549" ""
"20655" "LOC111110867" "GO:0007165"
"20656" "LOC111110812" "GO:0016020"
"20657" "LOC111110473" ""
"20658" "LOC111110813" ""
"20659" "LOC111110476" "GO:0008270"
"20660" "LOC111110867" "GO:0007165"
"20661" "LOC111110867" "GO:0007165"
"20662" "LOC111110477" "GO:0005524; GO:0016020; GO:0140662"
"20663" "LOC111110871" "GO:0005507; GO:0016020; GO:0016491"
"20664" "LOC111110870" "GO:0003924; GO:0005525"
"20665" "LOC111110561" ""
"20666" "LOC111110876" "GO:0007165"
"20667" "LOC111110820" "GO:0030036; GO:0051015"
"20668" "LOC111110564" "GO:0016020"
"20669" "LOC111110878" "GO:0016020"
"20670" "LOC111110823" ""
"20671" "LOC111110568" "GO:0000493"
"20672" "LOC111110877" ""
"20673" "LOC111110826" "GO:0016491; GO:0016853"
"20674" "LOC111110491" "GO:0016020"
"20675" "LOC111110830" ""
"20676" "LOC111110574" ""
"20677" "LOC111110478" "GO:0046872"
"20678" "LOC111110886" "GO:0004930; GO:0016020"
"20679" "LOC111110883" "GO:0007165; GO:0016020"
"20680" "LOC111110501" ""
"20681" "LOC111110888" "GO:0016020"
"20682" "LOC111110837" "GO:0008289; GO:0031409"
"20683" "LOC111110585" "GO:0016020"
"20684" "LOC111110496" "GO:0016020"
"20685" "LOC111110890" "GO:0004930; GO:0016020"
"20686" "LOC111110585" "GO:0016020"
"20687" "LOC111110896" "GO:0008270"
"20688" "LOC111110845" "GO:0008191; GO:0046872"
"20689" "LOC111110892" "GO:0016020"
"20690" "LOC111110590" "GO:0016020"
"20691" "LOC111110899" ""
"20692" "LOC111110850" ""
"20693" "LOC111110896" "GO:0008270"
"20694" "LOC111110592" "GO:0005669; GO:0046982; GO:0051123"
"20695" "LOC111110504" "GO:0046872"
"20696" "LOC111110905" "GO:0016020"
"20697" "LOC111110903" ""
"20698" "LOC111110507" "GO:0016020"
"20699" "LOC111110599" ""
"20700" "LOC111110907" "GO:0004198; GO:0006508"
"20701" "LOC111110905" "GO:0016020"
"20702" "LOC111110858" "GO:0016020"
"20703" "LOC111110603" "GO:0005730; GO:0042254"
"20704" "LOC111110908" ""
"20705" "LOC111110859" ""
"20706" "LOC111110516" "GO:0016020"
"20707" "LOC111110913" "GO:0004867"
"20708" "LOC111110606" ""
"20709" "LOC111110915" ""
"20710" "LOC111110866" ""
"20711" "LOC111110517" ""
"20712" "LOC111110610" ""
"20713" "LOC111110867" "GO:0007165"
"20714" "LOC111110521" ""
"20715" "LOC111110931" "GO:0035556"
"20716" "LOC111110616" "GO:0016020"
"20717" "LOC111110929" ""
"20718" "LOC111110870" "GO:0003924; GO:0005525"
"20719" "LOC111110523" "GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"20720" "LOC111110935" ""
"20721" "LOC111110933" "GO:0004725; GO:0016311"
"20722" "LOC111110525" "GO:0016020"
"20723" "LOC111110942" ""
"20724" "LOC111110535" ""
"20725" "LOC111110879" "GO:0016020"
"20726" "LOC111110945" "GO:0046872"
"20727" "LOC111110538" "GO:0016020"
"20728" "LOC111110629" ""
"20729" "LOC111110942" ""
"20730" "LOC111110542" ""
"20731" "LOC111110632" ""
"20732" "LOC111110545" "GO:0005739; GO:0008033; GO:0008168; GO:0032259"
"20733" "LOC111110637" "GO:0046872"
"20734" "LOC111110883" "GO:0007165"
"20735" "LOC111110948" "GO:0016020"
"20736" "LOC111110547" ""
"20737" "LOC111110947" "GO:0008270"
"20738" "LOC111110953" ""
"20739" "LOC111110636" "GO:0003677; GO:0005634"
"20740" "LOC111110954" "GO:0016874"
"20741" "LOC111110556" ""
"20742" "LOC111110640" "GO:0016020"
"20743" "LOC111110953" "GO:0005044"
"20744" "LOC111110559" ""
"20745" "LOC111110893" "GO:0016020"
"20746" "LOC111110641" "GO:0042981"
"20747" "LOC111110957" ""
"20748" "LOC111110562" ""
"20749" "LOC111110962" "GO:0003677; GO:0006310; GO:0015074"
"20750" "LOC111110642" "GO:0005085"
"20751" "LOC111110567" "GO:0016020"
"20752" "LOC111110904" ""
"20753" "LOC111110967" "GO:0003924; GO:0005525"
"20754" "LOC111110646" "GO:0007154; GO:0016020"
"20755" "LOC111110964" "GO:0005044"
"20756" "LOC111110571" "GO:0016020"
"20757" "LOC111110906" "GO:0016020"
"20758" "LOC111110636" "GO:0003677; GO:0005634"
"20759" "LOC111110972" ""
"20760" "LOC111110576" "GO:0016020"
"20761" "LOC111110909" ""
"20762" "LOC111110978" "GO:0003714"
"20763" "LOC111110910" "GO:0042981"
"20764" "LOC111110582" "GO:0016020"
"20765" "LOC111110976" "GO:0005509; GO:0007156; GO:0016020"
"20766" "LOC111110916" ""
"20767" "LOC111110585" "GO:0016020"
"20768" "LOC111110924" "GO:0004930; GO:0016020"
"20769" "LOC111110661" "GO:0016020"
"20770" "LOC111110587" ""
"20771" "LOC111110929" ""
"20772" "LOC111110980" ""
"20773" "LOC111110666" "GO:0016020"
"20774" "LOC111110594" "GO:0016020"
"20775" "LOC111110938" ""
"20776" "LOC111110671" ""
"20777" "LOC111110984" ""
"20778" "LOC111110988" ""
"20779" "LOC111110597" "GO:0005576; GO:0008061"
"20780" "LOC111110942" ""
"20781" "LOC111110672" ""
"20782" "LOC111110603" "GO:0005730; GO:0042254"
"20783" "LOC111110996" "GO:0016020"
"20784" "LOC111110942" ""
"20785" "LOC111110991" "GO:0005525"
"20786" "LOC111110604" ""
"20787" "LOC111110814" "GO:0008270"
"20788" "LOC111110997" ""
"20789" "LOC111110679" ""
"20790" "LOC111110997" ""
"20791" "LOC111110997" ""
"20792" "LOC111110947" "GO:0008270"
"20793" "LOC111110684" "GO:0016020"
"20794" "LOC111110997" ""
"20795" "LOC111110997" ""
"20796" "LOC111110615" "GO:0016020"
"20797" "LOC111110997" ""
"20798" "LOC111110699" "GO:0005576"
"20799" "LOC111110997" ""
"20800" "LOC111110953" "GO:0005044"
"20801" "LOC111110620" ""
"20802" "LOC111110997" ""
"20803" "LOC111110713" ""
"20804" "LOC111110957" ""
"20805" "LOC111110997" ""
"20806" "LOC111110999" ""
"20807" "LOC111110715" "GO:0016020"
"20808" "LOC111110997" ""
"20809" "LOC111110969" "GO:0005044"
"20810" "LOC111111003" ""
"20811" "LOC111110631" "GO:0005524; GO:0016887"
"20812" "LOC111111002" ""
"20813" "LOC111110974" ""
"20814" "LOC111111008" ""
"20815" "LOC111111005" ""
"20816" "LOC111111012" "GO:0005737; GO:0008270"
"20817" "LOC111110724" ""
"20818" "LOC111111010" "GO:0005737; GO:0008270"
"20819" "LOC111110637" "GO:0046872"
"20820" "LOC111110732" ""
"20821" "LOC111110639" "GO:0004930; GO:0016020"
"20822" "LOC111110736" ""
"20823" "LOC111110976" "GO:0005509; GO:0007156; GO:0016020"
"20824" "LOC111111017" "GO:0004867"
"20825" "LOC111110640" "GO:0016020"
"20826" "LOC111110729" "GO:0005886; GO:0008528"
"20827" "LOC111111019" ""
"20828" "LOC111111019" ""
"20829" "LOC111110642" "GO:0005085"
"20830" "LOC111110739" "GO:0004930; GO:0016020"
"20831" "LOC111111025" ""
"20832" "LOC111111023" "GO:0016020"
"20833" "LOC111110743" ""
"20834" "LOC111110990" "GO:0046872"
"20835" "LOC111111026" ""
"20836" "LOC111111025" ""
"20837" "LOC111110649" "GO:0016020"
"20838" "LOC111110997" ""
"20839" "LOC111111028" "GO:0008643; GO:0016020; GO:0022857"
"20840" "LOC111110654" "GO:0004725; GO:0016020"
"20841" "LOC111111027" "GO:0016787"
"20842" "LOC111111033" ""
"20843" "LOC111110657" ""
"20844" "LOC111110748" ""
"20845" "LOC111111030" "GO:0016020"
"20846" "LOC111110997" ""
"20847" "LOC111110660" "GO:0005769; GO:0034314; GO:0043014; GO:0071203"
"20848" "LOC111110997" ""
"20849" "LOC111110664" "GO:0003924; GO:0005525"
"20850" "LOC111110749" ""
"20851" "LOC111110997" ""
"20852" "LOC111111041" "GO:0006744; GO:0045333; GO:0048039"
"20853" "LOC111110670" ""
"20854" "LOC111110756" "GO:0016020"
"20855" "LOC111110998" ""
"20856" "LOC111111047" ""
"20857" "LOC111110671" ""
"20858" "LOC111111003" "GO:0005581"
"20859" "LOC111111055" "GO:0016020"
"20860" "LOC111110770" "GO:0004061; GO:0016020; GO:0019441"
"20861" "LOC111110674" "GO:0016020"
"20862" "LOC111111006" ""
"20863" "LOC111111050" ""
"20864" "LOC111111056" ""
"20865" "LOC111110995" "GO:0008270"
"20866" "LOC111110676" "GO:0016020"
"20867" "LOC111110682" ""
"20868" "LOC111111050" ""
"20869" "LOC111111017" "GO:0004867"
"20870" "LOC111110677" "GO:0003677; GO:0004672; GO:0005524; GO:0016310"
"20871" "LOC111110789" ""
"20872" "LOC111110709" "GO:0005044"
"20873" "LOC111111050" ""
"20874" "LOC111110793" "GO:0003779"
"20875" "LOC111111060" ""
"20876" "LOC111110801" ""
"20877" "LOC111111062" "GO:0003676; GO:0008408"
"20878" "LOC111111025" ""
"20879" "LOC111110716" ""
"20880" "LOC111110805" ""
"20881" "LOC111111063" ""
"20882" "LOC111111068" ""
"20883" "LOC111110720" "GO:0016020"
"20884" "LOC111110723" "GO:0005789; GO:2000303"
"20885" "LOC111111031" "GO:0016020"
"20886" "LOC111111069" "GO:0005044"
"20887" "LOC111111070" ""
"20888" "LOC111110728" "GO:0046983"
"20889" "LOC111111037" "GO:0016020"
"20890" "LOC111111072" "GO:0003676; GO:0008270"
"20891" "LOC111111050" ""
"20892" "LOC111110734" "GO:0008270"
"20893" "LOC111111042" ""
"20894" "LOC111110816" "GO:0005044; GO:0016020"
"20895" "LOC111111076" "GO:0005509"
"20896" "LOC111111078" "GO:0005044"
"20897" "LOC111110738" ""
"20898" "LOC111111047" ""
"20899" "LOC111111081" "GO:0004930; GO:0016020"
"20900" "LOC111111049" "GO:0003723; GO:0005634; GO:0005845; GO:0106005"
"20901" "LOC111110818" ""
"20902" "LOC111111059" "GO:0004930; GO:0007166; GO:0016020"
"20903" "LOC111111083" "GO:0046983"
"20904" "LOC111110739" "GO:0004930; GO:0016020"
"20905" "LOC111111054" ""
"20906" "LOC111111089" ""
"20907" "LOC111110820" "GO:0030036; GO:0051015"
"20908" "LOC111111086" ""
"20909" "LOC111110741" "GO:0016020"
"20910" "LOC111111050" ""
"20911" "LOC111111090" ""
"20912" "LOC111110826" "GO:0016491; GO:0016853"
"20913" "LOC111111057" ""
"20914" "LOC111110746" "GO:0016020"
"20915" "LOC111111096" "GO:0005507; GO:0016491"
"20916" "LOC111111093" ""
"20917" "LOC111110748" "GO:0003676"
"20918" "LOC111110827" "GO:0016020"
"20919" "LOC111111099" ""
"20920" "LOC111110748" ""
"20921" "LOC111111097" ""
"20922" "LOC111110832" "GO:0016020"
"20923" "LOC111111060" ""
"20924" "LOC111111101" ""
"20925" "LOC111110752" "GO:0016020"
"20926" "LOC111111099" ""
"20927" "LOC111110828" "GO:0030030"
"20928" "LOC111111065" "GO:0003677; GO:0016020; GO:0046872"
"20929" "LOC111110756" "GO:0016020"
"20930" "LOC111111101" ""
"20931" "LOC111111104" "GO:0016020"
"20932" "LOC111110839" "GO:0061929"
"20933" "LOC111111050" ""
"20934" "LOC111111106" ""
"20935" "LOC111111109" "GO:0016020"
"20936" "LOC111110843" "GO:0005737; GO:0008270; GO:0016874"
"20937" "LOC111111073" "GO:0005509"
"20938" "LOC111110765" "GO:0004930; GO:0016020"
"20939" "LOC111111109" "GO:0016020"
"20940" "LOC111111109" "GO:0016020"
"20941" "LOC111110775" "GO:0000030; GO:0016020"
"20942" "LOC111111077" "GO:0005044"
"20943" "LOC111110848" ""
"20944" "LOC111111112" "GO:0016491; GO:0031418; GO:0046872"
"20945" "LOC111111114" ""
"20946" "LOC111110781" "GO:0004672; GO:0005524; GO:0016020"
"20947" "LOC111110852" "GO:0016020"
"20948" "LOC111111117" ""
"20949" "LOC111111118" ""
"20950" "LOC111110784" "GO:0004672; GO:0005524"
"20951" "LOC111111084" ""
"20952" "LOC111111119" ""
"20953" "LOC111110857" "GO:0005737; GO:0008270"
"20954" "LOC111111119" ""
"20955" "LOC111110787" "GO:0005507; GO:0016491"
"20956" "LOC111111087" ""
"20957" "LOC111110858" "GO:0016020"
"20958" "LOC111111122" "GO:0005044"
"20959" "LOC111110791" ""
"20960" "LOC111111091" "GO:0005509"
"20961" "LOC111111123" ""
"20962" "LOC111111124" "GO:0000139; GO:0016758"
"20963" "LOC111110797" "GO:0016020"
"20964" "LOC111111094" ""
"20965" "LOC111110863" "GO:0005524; GO:0016020; GO:0016887; GO:0140359"
"20966" "LOC111110802" ""
"20967" "LOC111111050" ""
"20968" "LOC111110867" "GO:0007165"
"20969" "LOC111111127" "GO:0004725; GO:0016020; GO:0016311"
"20970" "LOC111111099" ""
"20971" "LOC111110812" "GO:0016020"
"20972" "LOC111111129" "GO:0005044; GO:0016020"
"20973" "LOC111111101" ""
"20974" "LOC111110815" ""
"20975" "LOC111111131" "GO:0005044"
"20976" "LOC111111130" ""
"20977" "LOC111110873" "GO:0004930; GO:0007602; GO:0009881; GO:0016020"
"20978" "LOC111111132" "GO:0005044"
"20979" "LOC111111108" "GO:0016491"
"20980" "LOC111111134" "GO:0005044; GO:0016020"
"20981" "LOC111111113" ""
"20982" "LOC111110817" ""
"20983" "LOC111111135" "GO:0005044; GO:0016020"
"20984" "LOC111111141" ""
"20985" "LOC111111118" ""
"20986" "LOC111111144" "GO:0005737; GO:0008270"
"20987" "LOC111110823" ""
"20988" "LOC111111147" "GO:0005044"
"20989" "LOC111111120" ""
"20990" "LOC111111151" ""
"20991" "LOC111110826" "GO:0016491; GO:0016853"
"20992" "LOC111111153" ""
"20993" "LOC111111121" "GO:0002224; GO:0004888; GO:0006955; GO:0016020"
"20994" "LOC111111154" ""
"20995" "LOC111110828" "GO:0030030"
"20996" "LOC111110886" "GO:0004930; GO:0016020"
"20997" "LOC111111155" ""
"20998" "LOC111110550" "GO:0016020"
"20999" "LOC111110889" "GO:0005044; GO:0016020"
"21000" "LOC111111156" "GO:0004930; GO:0016020"
"21001" "LOC111111158" ""
"21002" "LOC111110896" "GO:0008270"
"21003" "LOC111110842" ""
"21004" "LOC111111161" "GO:0005044"
"21005" "LOC111111163" "GO:0005737; GO:0008270"
"21006" "LOC111111131" "GO:0005044; GO:0016301; GO:0016310"
"21007" "LOC111110901" ""
"21008" "LOC111110845" "GO:0008191; GO:0046872"
"21009" "LOC111111162" ""
"21010" "LOC111111134" "GO:0005044; GO:0016020"
"21011" "LOC111110905" "GO:0016020"
"21012" "LOC111110851" "GO:0016020"
"21013" "LOC111111168" ""
"21014" "LOC111111171" "GO:0003677"
"21015" "LOC111111135" "GO:0005044; GO:0016020"
"21016" "LOC111110856" ""
"21017" "LOC111111170" ""
"21018" "LOC111111143" "GO:0005509"
"21019" "LOC111111175" ""
"21020" "LOC111110858" "GO:0016020"
"21021" "LOC111110914" ""
"21022" "LOC111111148" ""
"21023" "LOC111110861" "GO:0016020"
"21024" "LOC111111178" "GO:0016020"
"21025" "LOC111110921" "GO:0046872"
"21026" "LOC111111153" ""
"21027" "LOC111110929" ""
"21028" "LOC111111155" ""
"21029" "LOC111111182" "GO:0004930; GO:0007166; GO:0016020"
"21030" "LOC111110867" "GO:0007165"
"21031" "LOC111110932" "GO:0004725; GO:0016311"
"21032" "LOC111111136" "GO:0016020"
"21033" "LOC111111182" "GO:0004930; GO:0007166; GO:0016020"
"21034" "LOC111111184" "GO:0005737; GO:0008270"
"21035" "LOC111110867" "GO:0007165"
"21036" "LOC111111133" "GO:0004930; GO:0007166; GO:0016020"
"21037" "LOC111111183" ""
"21038" "LOC111110942" ""
"21039" "LOC111111190" "GO:0005509"
"21040" "LOC111111163" "GO:0005737; GO:0008270"
"21041" "LOC111111195" "GO:0006355; GO:0032783"
"21042" "LOC111111197" "GO:0016491; GO:0016853"
"21043" "LOC111111167" ""
"21044" "LOC111111199" ""
"21045" "LOC111110875" "GO:0005525"
"21046" "LOC111111201" ""
"21047" "LOC111111172" "GO:0003676; GO:0005737; GO:0008270; GO:0042254"
"21048" "LOC111110950" ""
"21049" "LOC111111206" "GO:0004930; GO:0007166; GO:0016020"
"21050" "LOC111110953" "GO:0005044"
"21051" "LOC111111205" "GO:0016020"
"21052" "LOC111110881" ""
"21053" "LOC111110956" "GO:0005044"
"21054" "LOC111110885" ""
"21055" "LOC111111179" "GO:0004930; GO:0016020"
"21056" "LOC111110961" "GO:0016020"
"21057" "LOC111111215" "GO:0006508; GO:0016805; GO:0070004"
"21058" "LOC111110887" "GO:0005737; GO:0008270"
"21059" "LOC111110963" "GO:0005044"
"21060" "LOC111111182" "GO:0004930; GO:0007166; GO:0016020"
"21061" "LOC111111214" "GO:0016020"
"21062" "LOC111110890" "GO:0004930; GO:0016020"
"21063" "LOC111110971" ""
"21064" "LOC111111185" ""
"21065" "LOC111111218" ""
"21066" "LOC111110891" "GO:0004888; GO:0005230; GO:0016020"
"21067" "LOC111111190" "GO:0005509"
"21068" "LOC111111220" "GO:0008146; GO:0016020"
"21069" "LOC111111221" ""
"21070" "LOC111110897" "GO:0008270"
"21071" "LOC111111203" ""
"21072" "LOC111111227" "GO:0004930; GO:0016020"
"21073" "LOC111110983" "GO:0005634; GO:0006355; GO:0032259; GO:0042054"
"21074" "LOC111110906" "GO:0016020"
"21075" "LOC111110976" "GO:0005509; GO:0007156; GO:0016020"
"21076" "LOC111111230" "GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037"
"21077" "LOC111111211" ""
"21078" "LOC111111229" ""
"21079" "LOC111110988" ""
"21080" "LOC111110912" "GO:0016020"
"21081" "LOC111110996" "GO:0016020"
"21082" "LOC111110920" "GO:0005737; GO:0043227"
"21083" "LOC111111235" ""
"21084" "LOC111110997" ""
"21085" "LOC111110925" "GO:0004930; GO:0016020"
"21086" "LOC111111215" "GO:0006508; GO:0016805; GO:0070004"
"21087" "LOC111111239" ""
"21088" "LOC111111237" "GO:0005737; GO:0008270"
"21089" "LOC111110997" ""
"21090" "LOC111110930" "GO:0004674; GO:0005524; GO:0016310"
"21091" "LOC111110997" ""
"21092" "LOC111110939" "GO:0016020"
"21093" "LOC111111242" "GO:0005525"
"21094" "LOC111110997" ""
"21095" "LOC111110942" ""
"21096" "LOC111111245" ""
"21097" "LOC111110944" ""
"21098" "LOC111111247" "GO:0000981; GO:0003677; GO:0005634"
"21099" "LOC111110943" "GO:0016020; GO:0022857"
"21100" "LOC111111244" "GO:0016020"
"21101" "LOC111111000" "GO:0005581"
"21102" "LOC111111232" "GO:0016020"
"21103" "LOC111111004" "GO:0005581"
"21104" "LOC111111255" ""
"21105" "LOC111111236" ""
"21106" "LOC111110943" "GO:0016020; GO:0022857"
"21107" "LOC111111009" ""
"21108" "LOC111111256" "GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0043565"
"21109" "LOC111111257" ""
"21110" "LOC111110952" "GO:0016020"
"21111" "LOC111111241" "GO:0005525"
"21112" "LOC111111261" ""
"21113" "LOC111110955" "GO:0005044"
"21114" "LOC111111243" ""
"21115" "LOC111111016" "GO:0004930; GO:0016020"
"21116" "LOC111111266" "GO:0005737; GO:0008270"
"21117" "LOC111111264" "GO:0016020"
"21118" "LOC111110957" ""
"21119" "LOC111111246" "GO:0004888; GO:0005230; GO:0016020"
"21120" "LOC111111018" ""
"21121" "LOC111111271" ""
"21122" "LOC111111269" ""
"21123" "LOC111110962" "GO:0003676; GO:0006259; GO:0016020"
"21124" "LOC111111248" ""
"21125" "LOC111111021" "GO:0016020"
"21126" "LOC111111274" ""
"21127" "LOC111110970" ""
"21128" "LOC111111254" ""
"21129" "LOC111111022" "GO:0006520; GO:0016831; GO:0030170"
"21130" "LOC111111275" "GO:0016020"
"21131" "LOC111110975" "GO:0005886"
"21132" "LOC111111255" ""
"21133" "LOC111110977" "GO:0005789; GO:0061709"
"21134" "LOC111111028" "GO:0008643; GO:0016020; GO:0022857"
"21135" "LOC111111283" "GO:0005737; GO:0008270"
"21136" "LOC111111285" ""
"21137" "LOC111111034" ""
"21138" "LOC111111263" ""
"21139" "LOC111110979" "GO:0016020"
"21140" "LOC111111289" ""
"21141" "LOC111111286" ""
"21142" "LOC111111267" "GO:0005737; GO:0008270"
"21143" "LOC111111040" "GO:0016020"
"21144" "LOC111110981" ""
"21145" "LOC111111289" ""
"21146" "LOC111111262" "GO:0016020"
"21147" "LOC111111292" "GO:0016829"
"21148" "LOC111111274" ""
"21149" "LOC111110987" "GO:0004867"
"21150" "LOC111111278" "GO:0008757; GO:0016020"
"21151" "LOC111111054" ""
"21152" "LOC111110994" ""
"21153" "LOC111111282" ""
"21154" "LOC111111056" ""
"21155" "LOC111111285" ""
"21156" "LOC111110997" ""
"21157" "LOC111111297" "GO:0004672; GO:0005524"
"21158" "LOC111111057" ""
"21159" "LOC111110997" ""
"21160" "LOC111111304" "GO:0005737; GO:0008270"
"21161" "LOC111111290" ""
"21162" "LOC111110997" ""
"21163" "LOC111111306" ""
"21164" "LOC111111293" "GO:0004888; GO:0005230; GO:0005886"
"21165" "LOC111111307" ""
"21166" "LOC111110997" ""
"21167" "LOC111111310" "GO:0005737; GO:0008270"
"21168" "LOC111110997" ""
"21169" "LOC111111311" ""
"21170" "LOC111111050" ""
"21171" "LOC111111297" "GO:0004672; GO:0005524"
"21172" "LOC111111311" ""
"21173" "LOC111110999" ""
"21174" "LOC111111068" ""
"21175" "LOC111111299" ""
"21176" "LOC111111300" "GO:0016020"
"21177" "LOC111111315" "GO:0003677; GO:0016020; GO:0046872"
"21178" "LOC111111003" "GO:0005581"
"21179" "LOC111111071" ""
"21180" "LOC111111305" ""
"21181" "LOC111111317" ""
"21182" "LOC111111007" ""
"21183" "LOC111111075" "GO:0016020"
"21184" "LOC111111308" "GO:0004252; GO:0006508"
"21185" "LOC111111320" "GO:0005524; GO:0016020; GO:0140662"
"21186" "LOC111111011" "GO:0005737; GO:0008270"
"21187" "LOC111111078" "GO:0005044"
"21188" "LOC111111300" "GO:0016020"
"21189" "LOC111111324" "GO:0016301; GO:0016310"
"21190" "LOC111111329" "GO:0004061; GO:0016020; GO:0019441"
"21191" "LOC111111313" "GO:0016020"
"21192" "LOC111111081" "GO:0004930; GO:0016020"
"21193" "LOC111111330" ""
"21194" "LOC111111331" ""
"21195" "LOC111111017" "GO:0004867"
"21196" "LOC111111314" ""
"21197" "LOC111111050" ""
"21198" "LOC111111331" ""
"21199" "LOC111111090" ""
"21200" "LOC111111320" "GO:0016020"
"21201" "LOC111111024" "GO:0005576; GO:0008083; GO:0016020"
"21202" "LOC111111333" "GO:0004930; GO:0016020"
"21203" "LOC111111092" ""
"21204" "LOC111111338" "GO:0005737; GO:0008270"
"21205" "LOC111111326" "GO:0016020"
"21206" "LOC111111025" ""
"21207" "LOC111111340" "GO:0005737; GO:0008270"
"21208" "LOC111111331" ""
"21209" "LOC111111097" ""
"21210" "LOC111111341" "GO:0016020"
"21211" "LOC111111332" ""
"21212" "LOC111111343" "GO:0046872"
"21213" "LOC111111099" ""
"21214" "LOC111111032" ""
"21215" "LOC111111343" "GO:0046872"
"21216" "LOC111111344" ""
"21217" "LOC111111050" ""
"21218" "LOC111111346" "GO:0016020"
"21219" "LOC111111105" ""
"21220" "LOC111111346" "GO:0016020"
"21221" "LOC111111044" ""
"21222" "LOC111111347" ""
"21223" "LOC111111109" "GO:0016020"
"21224" "LOC111111341" "GO:0016020"
"21225" "LOC111111349" "GO:0005737; GO:0008270"
"21226" "LOC111111352" ""
"21227" "LOC111111342" "GO:0008270"
"21228" "LOC111111353" ""
"21229" "LOC111111358" ""
"21230" "LOC111111054" ""
"21231" "LOC111111118" ""
"21232" "LOC111111359" "GO:0005789; GO:0061709"
"21233" "LOC111111357" ""
"21234" "LOC111111056" ""
"21235" "LOC111111119" ""
"21236" "LOC111111345" "GO:0004672; GO:0005524; GO:0016310"
"21237" "LOC111111361" "GO:0016020"
