gene_name	metadata
LOC111128672	GO:0006816, GO:0015297, GO:0016020
LOC111129121	GO:0006816, GO:0015297, GO:0016020
LOC111130283	GO:0006816, GO:0015297, GO:0016020
LOC111130516	GO:0006816, GO:0015297, GO:0016020
LOC111132104	GO:0006816, GO:0015297, GO:0016020
LOC111136021	GO:0006816, GO:0015297, GO:0016020
LOC111110790	GO:0006814
LOC111130746	GO:0006811, GO:0016020
LOC111133168	GO:0006807, GO:0016811, GO:0110165
LOC111101039	GO:0006807, GO:0016811
LOC111115898	GO:0006807, GO:0016811
LOC111106452	GO:0006807, GO:0016787
LOC111135357	GO:0006807, GO:0016020, GO:0016811
LOC111132068	GO:0006807
LOC111136918	GO:0006807
LOC111135189	GO:0006801, GO:0046872,GO:0006801, GO:0046872
LOC111111894	GO:0006801, GO:0046872
LOC111114236	GO:0006801, GO:0046872
LOC111114322	GO:0006801, GO:0046872
LOC111121467	GO:0006801, GO:0046872
LOC111126384	GO:0006790, GO:0016491, GO:0020037, GO:0030151
LOC111132054	GO:0006784, GO:0016020, GO:0016653
LOC111117954	GO:0006783, GO:0008495, GO:0031966
LOC111100388	GO:0006777, GO:0008265, GO:0016829, GO:0030151, GO:0030170
LOC111102230	GO:0006777, GO:0008265, GO:0016829, GO:0030151, GO:0030170
LOC111122278	GO:0006751, GO:0036374
LOC111124675	GO:0006751, GO:0036374
LOC111102064	GO:0006751, GO:0016020, GO:0036374,GO:0006751, GO:0016020, GO:0036374
LOC111124674	GO:0006751, GO:0016020, GO:0036374
LOC111126728	GO:0006751, GO:0016020, GO:0036374
LOC111136420	GO:0006751, GO:0016020, GO:0036374
LOC111123111	GO:0006750, GO:0016874, GO:0035226
LOC111122501	GO:0006749, GO:0050313,GO:0006749, GO:0050313
LOC111111041	GO:0006744, GO:0045333, GO:0048039
LOC111124676	GO:0006744, GO:0031314
LOC111121226	GO:0006744, GO:0016709, GO:0031314, GO:0046872
LOC111130282	GO:0006744, GO:0008681, GO:0016709, GO:0016712, GO:0031314, GO:0071949
LOC111133453	GO:0006744, GO:0008425, GO:0031314, GO:0032259
LOC111104443	GO:0006744, GO:0008425, GO:0010420, GO:0031314, GO:0032259, GO:0061542
LOC111107029	GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787
LOC111106176	GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787,GO:0006730, GO:0016787
LOC111135192	GO:0006730, GO:0016787
LOC111135193	GO:0006730, GO:0016787
LOC111126361	GO:0006729, GO:0008124
LOC111133822	GO:0006725, GO:0008757, GO:0032259, GO:0034641, GO:0044238, GO:0046483, GO:1901360
LOC111138402	GO:0006725, GO:0008199, GO:0016702
LOC111121593	GO:0006725, GO:0008198, GO:0008270, GO:0016701, GO:0051213
LOC111123895	GO:0006695, GO:0016020, GO:0016628,GO:0006695, GO:0016020, GO:0016628
LOC111128051	GO:0006695, GO:0016020, GO:0016628, GO:0046872
LOC111121358	GO:0006695, GO:0016020, GO:0016628
LOC111129892	GO:0006693, GO:0016628,GO:0006693, GO:0016628
LOC111102760	GO:0006689, GO:0008047
LOC111123646	GO:0006689, GO:0008047
LOC111125083	GO:0006689, GO:0008047
LOC111126070	GO:0006689, GO:0008047
LOC111126484	GO:0006689, GO:0008047
LOC111128341	GO:0006689, GO:0008047
LOC111137275	GO:0006672, GO:0016020, GO:0017040
LOC111134961	GO:0006666, GO:0030148, GO:0047560
LOC111127180	GO:0006665, GO:0016020, GO:0016780,GO:0006665, GO:0016020, GO:0016780,GO:0006665, GO:0016020, GO:0016780
LOC111119916	GO:0006665, GO:0016020, GO:0016780
LOC111130733	GO:0006665, GO:0016020, GO:0016757
LOC111131692	GO:0006665, GO:0016020, GO:0016757
LOC111135173	GO:0006665, GO:0016020, GO:0016757
LOC111136807	GO:0006661, GO:0070772,GO:0006661, GO:0070772
LOC111136905	GO:0006661, GO:0070772
LOC111129252	GO:0006644, GO:0016020,GO:0006644, GO:0016020,GO:0006644, GO:0016020
LOC111137368	GO:0006644, GO:0016020,GO:0006644, GO:0016020,GO:0006644, GO:0016020
LOC111116763	GO:0006644, GO:0016020
LOC111119138	GO:0006644, GO:0016020
LOC111121542	GO:0006644, GO:0016020
LOC111121919	GO:0006644, GO:0016020
LOC111129253	GO:0006644, GO:0016020
LOC111133242	GO:0006644, GO:0016020
LOC111133015	GO:0006637, GO:0047617,GO:0006637, GO:0047617
LOC111131091	GO:0006635, GO:0016853
LOC111107126	GO:0006635, GO:0016746
LOC111109503	GO:0006635, GO:0016746
LOC111115883	GO:0006635, GO:0016616, GO:0070403
LOC111104136	GO:0006633, GO:0050080,GO:0006633, GO:0050080
LOC111104175	GO:0006633, GO:0050080,GO:0006633, GO:0050080
LOC111134689	GO:0006633, GO:0016790,GO:0006633, GO:0016790
LOC111104777	GO:0006633, GO:0016790
LOC111120785	GO:0006633, GO:0016790
LOC111124600	GO:0006633, GO:0016790
LOC111125005	GO:0006633, GO:0016790
LOC111126036	GO:0006633, GO:0016790
LOC111127333	GO:0006633, GO:0016790
LOC111134698	GO:0006633, GO:0016790
LOC111128488	GO:0006633, GO:0016020, GO:0016746,GO:0004315, GO:0006633, GO:0016020
LOC111118955	GO:0006633, GO:0016020, GO:0016717, GO:0046872,GO:0006633, GO:0016020, GO:0016717, GO:0046872,GO:0006633, GO:0016020, GO:0016717, GO:0046872
LOC111122071	GO:0006633, GO:0016020, GO:0016717, GO:0046872,GO:0006633, GO:0016020, GO:0016717, GO:0046872
LOC111118956	GO:0006633, GO:0016020, GO:0016717, GO:0046872
LOC111122073	GO:0006633, GO:0016020, GO:0016717, GO:0046872
LOC111122193	GO:0006633, GO:0009922, GO:0016020,GO:0006633, GO:0009922, GO:0016020
LOC111128790	GO:0006633, GO:0009922, GO:0016020,GO:0006633, GO:0009922, GO:0016020
LOC111130839	GO:0006633, GO:0009922, GO:0016020,GO:0006633, GO:0009922, GO:0016020
LOC111134474	GO:0006633, GO:0009922, GO:0016020,GO:0006633, GO:0009922, GO:0016020
LOC111118474	GO:0006633, GO:0009922, GO:0016020
LOC111118475	GO:0006633, GO:0009922, GO:0016020
LOC111118704	GO:0006633, GO:0009922, GO:0016020
LOC111119054	GO:0006633, GO:0009922, GO:0016020
LOC111119293	GO:0006633, GO:0009922, GO:0016020
LOC111119294	GO:0006633, GO:0009922, GO:0016020
LOC111121788	GO:0006633, GO:0009922, GO:0016020
LOC111134492	GO:0006633, GO:0009922, GO:0016020
LOC111119570	GO:0006633, GO:0008757, GO:0016491, GO:0016746, GO:0031177
LOC111121087	GO:0006633
LOC111124570	GO:0006633
LOC111128407	GO:0006631, GO:0046872, GO:0070403
LOC111128355	GO:0006631, GO:0016740, GO:0031177
LOC111129321	GO:0006631, GO:0016740
LOC111135547	GO:0006631, GO:0016740
LOC111105314	GO:0006631, GO:0016616, GO:0070403
LOC111118201	GO:0006631, GO:0016616, GO:0070403
LOC111120712	GO:0006631, GO:0016616, GO:0070403
LOC111137986	GO:0006631, GO:0016020
LOC111134948	GO:0006629, GO:0016788
LOC111119254	GO:0006629, GO:0016311, GO:0052866
LOC111103485	GO:0006629, GO:0016020,GO:0006629, GO:0016020,GO:0006629, GO:0016020,GO:0006629, GO:0016020
LOC111100482	GO:0006629, GO:0016020,GO:0006629, GO:0016020,GO:0006629, GO:0016020
LOC111120113	GO:0006629, GO:0016020,GO:0006629, GO:0016020
LOC111120484	GO:0006629, GO:0016020,GO:0006629, GO:0016020
LOC111136598	GO:0006629, GO:0016020, GO:0016746,GO:0006629, GO:0016020, GO:0016746
LOC111114599	GO:0006629, GO:0016020, GO:0016627,GO:0006629, GO:0016020, GO:0016627
LOC111107628	GO:0006629, GO:0016020, GO:0016627
LOC111115452	GO:0006629, GO:0016020, GO:0016627
LOC111129807	GO:0006629, GO:0016020, GO:0016627
LOC111138272	GO:0006629, GO:0016020, GO:0016627
LOC111124908	GO:0006629, GO:0016020, GO:0016491,GO:0006629, GO:0016020, GO:0016491,GO:0006629, GO:0016020, GO:0016491
LOC111122923	GO:0006629, GO:0016020, GO:0016491
LOC111126646	GO:0006629, GO:0016020, GO:0016491
LOC111138338	GO:0006629, GO:0016020, GO:0016491
LOC111135761	GO:0006629, GO:0008374
LOC111108647	GO:0006629, GO:0008081,GO:0006629, GO:0008081
LOC111109515	GO:0006629, GO:0008081,GO:0006629, GO:0008081
LOC111123815	GO:0006629, GO:0008081, GO:0035556, GO:2001070
LOC111135994	GO:0006629, GO:0008081, GO:0016020,GO:0006629, GO:0008081, GO:0016020,GO:0006629, GO:0008081, GO:0016020
LOC111135407	GO:0006629, GO:0008081, GO:0016020
LOC111137597	GO:0006629, GO:0008081, GO:0016020
LOC111106866	GO:0006629, GO:0008081
LOC111108884	GO:0006629, GO:0008081
LOC111108915	GO:0006629, GO:0008081
LOC111126108	GO:0006629, GO:0008081
LOC111124267	GO:0006629
LOC111124013	GO:0006623, GO:0046872
LOC111124014	GO:0006623, GO:0046872
LOC111110577	GO:0006623, GO:0016192
LOC111122190	GO:0006616, GO:0016020
LOC111105937	GO:0006597, GO:0008757, GO:0016768,GO:0006597, GO:0008757, GO:0016768
LOC111105933	GO:0006597, GO:0008757, GO:0016768
LOC111105934	GO:0006597, GO:0008757, GO:0016768
LOC111108222	GO:0006597, GO:0008757, GO:0016768
LOC111109303	GO:0006597, GO:0008757, GO:0016768
LOC111110622	GO:0006597, GO:0008757, GO:0016768
LOC111119190	GO:0006596, GO:0016830
LOC111136821	GO:0006596, GO:0008757
LOC111137622	GO:0006596, GO:0008757
LOC111124057	GO:0006574, GO:0008442, GO:0050661, GO:0051287
LOC111106299	GO:0006564, GO:0036424, GO:0046872
LOC111125746	GO:0006556, GO:0006730
LOC111111207	GO:0006552, GO:0016874
LOC111121209	GO:0006552, GO:0016874
LOC111100399	GO:0006541, GO:0015930, GO:0016639, GO:0046872, GO:0051538, GO:0097054,GO:0005506, GO:0006541, GO:0010181, GO:0016040, GO:0050660, GO:0051538, GO:0097054,GO:0005506, GO:0006541, GO:0010181, GO:0016040, GO:0050660, GO:0051538, GO:0097054
LOC111107194	GO:0006541
LOC111109674	GO:0006541
LOC111100410	GO:0006537, GO:0016639, GO:0051536
LOC111108410	GO:0006520, GO:0030170,GO:0006520, GO:0030170,GO:0006520, GO:0030170
LOC111137347	GO:0006520, GO:0030170,GO:0006520, GO:0030170
LOC111137349	GO:0006520, GO:0030170,GO:0006520, GO:0030170
LOC111106405	GO:0006520, GO:0030170
LOC111106406	GO:0006520, GO:0030170
LOC111107478	GO:0006520, GO:0030170
LOC111131795	GO:0006520, GO:0030170
LOC111137345	GO:0006520, GO:0030170
LOC111110396	GO:0006520, GO:0016831, GO:0030170
LOC111111022	GO:0006520, GO:0016831, GO:0030170
LOC111113817	GO:0006520, GO:0016831, GO:0030170
LOC111125148	GO:0006520, GO:0016831, GO:0030170
LOC111138313	GO:0006520, GO:0016831, GO:0030170
LOC111119107	GO:0006520, GO:0016639
LOC111134810	GO:0006520, GO:0008483, GO:0009058, GO:0030170
LOC111137596	GO:0006520, GO:0008483, GO:0009058, GO:0030170
LOC111118904	GO:0006520, GO:0008270, GO:0016740, GO:0016829
LOC111119743	GO:0006511, GO:0046872
LOC111099531	GO:0006511, GO:0031625
LOC111135796	GO:0006511, GO:0031464,GO:0006511, GO:0031464
LOC111124955	GO:0006511, GO:0031461, GO:0031625,GO:0006511, GO:0016020, GO:0031625
LOC111103787	GO:0006511, GO:0031461, GO:0031625
LOC111114538	GO:0006511, GO:0031461, GO:0031625
LOC111114552	GO:0006511, GO:0031461, GO:0031625
LOC111135325	GO:0006511, GO:0031461, GO:0031625
LOC111135851	GO:0006511, GO:0031461, GO:0031625
LOC111129312	GO:0006511, GO:0016567, GO:0061630,GO:0006511, GO:0016567, GO:0061630,GO:0006511, GO:0016567, GO:0061630,GO:0006511, GO:0016567, GO:0061630
LOC111135190	GO:0006511, GO:0016567, GO:0061630,GO:0006511, GO:0016567, GO:0061630
LOC111118909	GO:0006511, GO:0016567, GO:0061630
LOC111127862	GO:0006511, GO:0016567, GO:0046872, GO:0061630,GO:0006511, GO:0016567, GO:0046872, GO:0061630,GO:0006511, GO:0016567, GO:0046872, GO:0061630,GO:0006511, GO:0016567, GO:0046872, GO:0061630,GO:0006511, GO:0016567, GO:0046872, GO:0061630,GO:0006511, GO:0016567, GO:0046872, GO:0061630
LOC111099982	GO:0006511, GO:0016301, GO:0016310, GO:0016567
LOC111136010	GO:0006511, GO:0008540
LOC111122738	GO:0006511, GO:0007049, GO:0031625, GO:0051301,GO:0006511, GO:0007049, GO:0031625, GO:0051301
LOC111122260	GO:0006511
LOC111131447	GO:0006508,GO:0006508,GO:0006508,GO:0006508
LOC111099446	GO:0006508, GO:0070008
LOC111124640	GO:0006508, GO:0070008
LOC111109369	GO:0006508, GO:0046872, GO:0070573,GO:0006508, GO:0046872, GO:0070573
LOC111105088	GO:0006508, GO:0046872, GO:0070573, GO:0098552
LOC111113278	GO:0006508, GO:0046872, GO:0070573, GO:0098552
LOC111114591	GO:0006508, GO:0046872, GO:0070573, GO:0098552
LOC111115621	GO:0006508, GO:0046872, GO:0070573, GO:0098552
LOC111115801	GO:0006508, GO:0046872, GO:0070573, GO:0098552
LOC111109392	GO:0006508, GO:0046872, GO:0070573
LOC111115386	GO:0006508, GO:0046872, GO:0070573
LOC111120850	GO:0006508, GO:0046872, GO:0070006
LOC111128175	GO:0006508, GO:0046872, GO:0070006
LOC111111215	GO:0006508, GO:0016805, GO:0070004,GO:0006508, GO:0016805, GO:0070004,GO:0006508, GO:0016805, GO:0070004
LOC111115940	GO:0006508, GO:0016805, GO:0070004
LOC111127413	GO:0006508, GO:0008237,GO:0006508, GO:0008237,GO:0006508, GO:0008237
LOC111127414	GO:0006508, GO:0008237,GO:0006508, GO:0008237,GO:0006508, GO:0008237
LOC111101895	GO:0006508, GO:0008237, GO:0046872,GO:0004222, GO:0006508, GO:0046872
LOC111111251	GO:0006508, GO:0008237, GO:0008270, GO:0016020
LOC111114569	GO:0006508, GO:0008237
LOC111126546	GO:0006508, GO:0008237
LOC111129916	GO:0006508, GO:0008237
LOC111113626	GO:0006508, GO:0008236
LOC111115535	GO:0006508, GO:0008236
LOC111115586	GO:0006508, GO:0008236
LOC111123988	GO:0006508, GO:0008236
LOC111126765	GO:0006508, GO:0008236
LOC111131732	GO:0006508, GO:0008236
LOC111134083	GO:0006508, GO:0008236
LOC111119779	GO:0006508, GO:0008235, GO:0016020
LOC111125656	GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234
LOC111128494	GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234
LOC111138065	GO:0006508, GO:0008234,GO:0006508, GO:0008234, GO:0016020
LOC111102878	GO:0006508, GO:0008234,GO:0006508, GO:0008234
LOC111113025	GO:0006508, GO:0008234,GO:0006508, GO:0008234
LOC111123637	GO:0006508, GO:0008234,GO:0006508, GO:0008234
LOC111100026	GO:0006508, GO:0008234,GO:0003743,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0003743,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234,GO:0006508, GO:0008234
LOC111108424	GO:0006508, GO:0008234, GO:0019784
LOC111135558	GO:0006508, GO:0008234, GO:0016055, GO:0046872
LOC111136303	GO:0006508, GO:0008234, GO:0016020
LOC111102000	GO:0006508, GO:0008234, GO:0008270
LOC111111668	GO:0006508, GO:0008234, GO:0008270
LOC111129710	GO:0006508, GO:0008234, GO:0008270
LOC111134082	GO:0006508, GO:0008234, GO:0008270
LOC111101653	GO:0006508, GO:0008234
LOC111103875	GO:0006508, GO:0008234
LOC111104935	GO:0006508, GO:0008234
LOC111107171	GO:0006508, GO:0008234
LOC111110385	GO:0006508, GO:0008234
LOC111113026	GO:0006508, GO:0008234
LOC111113028	GO:0006508, GO:0008234
LOC111113029	GO:0006508, GO:0008234
LOC111113944	GO:0006508, GO:0008234
LOC111114680	GO:0006508, GO:0008234
LOC111115786	GO:0006508, GO:0008234
LOC111118451	GO:0006508, GO:0008234
LOC111121013	GO:0006508, GO:0008234
LOC111121120	GO:0006508, GO:0008234
LOC111122563	GO:0006508, GO:0008234
LOC111122564	GO:0006508, GO:0008234
LOC111123154	GO:0006508, GO:0008234
LOC111125197	GO:0006508, GO:0008234
LOC111126013	GO:0006508, GO:0008234
LOC111126710	GO:0006508, GO:0008234
LOC111128551	GO:0006508, GO:0008234
LOC111129327	GO:0006508, GO:0008234
LOC111134130	GO:0006508, GO:0008234
LOC111117019	GO:0006508, GO:0008233, GO:0030414
LOC111127147	GO:0006508, GO:0008233, GO:0016020,GO:0016020
LOC111106793	GO:0006508, GO:0008233, GO:0016020
LOC111136804	GO:0006508, GO:0008233, GO:0016020
LOC111127242	GO:0006508, GO:0008233
LOC111132989	GO:0006508, GO:0008233
LOC111117953	GO:0006508
LOC111118686	GO:0006508
LOC111122911	GO:0006508
LOC111106109	GO:0006488, GO:0016758
LOC111108608	GO:0006488, GO:0016758
LOC111100600	GO:0006488, GO:0016020,GO:0006488, GO:0016020
LOC111109889	GO:0006488, GO:0016020, GO:0106073,GO:0006488, GO:0016020, GO:0106073,GO:0006488, GO:0016020, GO:0106073,GO:0006488, GO:0016020, GO:0106073
LOC111106457	GO:0006488, GO:0016020, GO:0106073,GO:0006488, GO:0016020, GO:0106073
LOC111104060	GO:0006457, GO:0051082
LOC111121649	GO:0006457, GO:0051082
LOC111121832	GO:0006457, GO:0051082
LOC111125815	GO:0006457, GO:0051082
LOC111120649	GO:0006457, GO:0016272, GO:0051082
LOC111123698	GO:0006457, GO:0016272, GO:0051082
LOC111126124	GO:0006457, GO:0016272, GO:0051082
LOC111137300	GO:0006457, GO:0016272, GO:0051082
LOC111103788	GO:0006457, GO:0016272
LOC111113188	GO:0006457, GO:0016020,GO:0006457, GO:0016020,GO:0006457, GO:0016020,GO:0006457, GO:0016020
LOC111124731	GO:0006412
LOC111099524	GO:0006406, GO:0006606, GO:0017056, GO:0031080, GO:0031965
LOC111136278	GO:0006406
LOC111131294	GO:0006401, GO:0055087
LOC111129358	GO:0006401, GO:0032299
LOC111102894	GO:0006400, GO:0035596, GO:0046872, GO:0051539
LOC111104191	GO:0006400, GO:0035596, GO:0046872, GO:0051539
LOC111131527	GO:0006400, GO:0008757
LOC111121280	GO:0006397, GO:0035515, GO:0035553, GO:0046872
LOC111122040	GO:0006397, GO:0035515, GO:0035553, GO:0046872
LOC111104688	GO:0006396,GO:0006396
LOC111105433	GO:0006396,GO:0006396
LOC111118086	GO:0006396,GO:0006396
LOC111120858	GO:0006396,GO:0006396
LOC111129065	GO:0006396,GO:0006396
LOC111105710	GO:0006383,GO:0006383,GO:0006383
LOC111106255	GO:0006383,GO:0006383,GO:0006383
LOC111105708	GO:0006383,GO:0006383
LOC111121906	GO:0006383,GO:0006383
LOC111105712	GO:0006383
LOC111122238	GO:0006383
LOC111132184	GO:0006368, GO:0030891, GO:0070449
LOC111125169	GO:0006368, GO:0016593
LOC111127266	GO:0006368, GO:0016593
LOC111127288	GO:0006368, GO:0016593
LOC111127798	GO:0006368, GO:0016593
LOC111100932	GO:0006367
LOC111131070	GO:0006366,GO:0006366
LOC111103981	GO:0006364,GO:0006364
LOC111135882	GO:0006364,GO:0006364
LOC111108699	GO:0006364, GO:0042134, GO:1990904
LOC111121216	GO:0006364, GO:0042134
LOC111128527	GO:0006364, GO:0042134
LOC111122429	GO:0006364, GO:0032040
LOC111120892	GO:0006364, GO:0019843
LOC111121522	GO:0006364, GO:0019843
LOC111121958	GO:0006364, GO:0019843
LOC111110205	GO:0006364
LOC111128501	GO:0006364
LOC111102689	GO:0006360, GO:0016020
LOC111109468	GO:0006360
LOC111109746	GO:0006360
LOC111131592	GO:0006360
LOC111121363	GO:0006357,GO:0006357
LOC111126917	GO:0006357, GO:0030374
LOC111119637	GO:0006357, GO:0016592
LOC111118701	GO:0006357, GO:0016589, GO:0046872,GO:0006357, GO:0016589, GO:0046872
LOC111108508	GO:0006357, GO:0016538
LOC111118801	GO:0006357, GO:0016538
LOC111131058	GO:0006357, GO:0016538
LOC111134471	GO:0006357, GO:0016538
LOC111138001	GO:0006357
LOC111107792	GO:0006355,GO:0006355,GO:0006355
LOC111134312	GO:0006355,GO:0006355
LOC111128091	GO:0006355, GO:0070176
LOC111129189	GO:0006355, GO:0046983,GO:0006355, GO:0046983,GO:0006355, GO:0046983,GO:0006355, GO:0046983
LOC111130750	GO:0006355, GO:0046983,GO:0006355, GO:0046983,GO:0006355, GO:0046983,GO:0006355, GO:0046983
LOC111129369	GO:0006355, GO:0046983,GO:0006355, GO:0046983,GO:0006355, GO:0046983
HIF-1a	GO:0006355, GO:0046983
LOC111101632	GO:0006355, GO:0046983
LOC111102437	GO:0006355, GO:0046983
LOC111102494	GO:0006355, GO:0046983
LOC111128103	GO:0006355, GO:0032991, GO:0043231
LOC111111195	GO:0006355, GO:0032783
LOC111138046	GO:0006355, GO:0031213, GO:0046872,GO:0006355, GO:0031213, GO:0046872
LOC111104518	GO:0006355, GO:0030015, GO:2000036,GO:0006355, GO:0030015, GO:2000036,GO:0006355, GO:0030015, GO:2000036,GO:0006355, GO:0030015, GO:2000036,GO:0006355, GO:0030015, GO:2000036
LOC111101883	GO:0006355, GO:0030015, GO:2000036
LOC111107709	GO:0006355
LOC111112045	GO:0006355
LOC111113246	GO:0006355
LOC111113528	GO:0006355
LOC111113532	GO:0006355
LOC111113533	GO:0006355
LOC111113534	GO:0006355
LOC111122930	GO:0006355
LOC111123163	GO:0006355
LOC111134305	GO:0006355
LOC111135296	GO:0006355
LOC111114853	GO:0006351, GO:0006357, GO:0016538, GO:0070985,GO:0006351, GO:0006357, GO:0016538, GO:0070985
LOC111111048	GO:0006351, GO:0006357, GO:0016538, GO:0070985
LOC111108352	GO:0006351
LOC111099594	GO:0006338, GO:0090537,GO:0006338, GO:0090537
LOC111099580	GO:0006338, GO:0090537
LOC111136246	GO:0006338, GO:0031011,GO:0006338, GO:0031011
LOC111114783	GO:0006338, GO:0031011
LOC111133731	GO:0006338, GO:0031011
LOC111136660	GO:0006338, GO:0031011
LOC111120127	GO:0006325, GO:0016274, GO:0032259,GO:0006325, GO:0016274, GO:0032259
LOC111125229	GO:0006325
LOC111108151	GO:0006310, GO:0042138
LOC111101457	GO:0006307, GO:0035552, GO:0051213
LOC111101679	GO:0006307, GO:0035552, GO:0051213
LOC111101938	GO:0006307, GO:0035552, GO:0051213
LOC111131275	GO:0006303
LOC111112944	GO:0006298, GO:0016887, GO:0032300, GO:0140664
LOC111120860	GO:0006283
LOC111100339	GO:0006281,GO:0006281
LOC111101509	GO:0006281,GO:0006281
LOC111109981	GO:0006281,GO:0006281
LOC111115255	GO:0006281,GO:0006281
LOC111116713	GO:0006281,GO:0006281
LOC111117363	GO:0006281,GO:0006281
LOC111119857	GO:0006281,GO:0006281
LOC111121185	GO:0006281, GO:0070876,GO:0006281, GO:0070876
LOC111121779	GO:0006281, GO:0070876
LOC111125175	GO:0006281, GO:0051213
LOC111128638	GO:0006281, GO:0051213
LOC111126926	GO:0006281, GO:0046982, GO:0071821
LOC111105505	GO:0006281, GO:0046872
LOC111116384	GO:0006281, GO:0046872
LOC111137582	GO:0006281, GO:0046403, GO:0046404
LOC111118594	GO:0006281, GO:0016020
LOC111107170	GO:0006281, GO:0008270,GO:0006281, GO:0008270
LOC111108471	GO:0006281, GO:0008270,GO:0006281, GO:0008270
LOC111132836	GO:0006281, GO:0008270,GO:0006281, GO:0008270
LOC111100036	GO:0006281, GO:0008270
LOC111100533	GO:0006281, GO:0008270
LOC111100665	GO:0006281, GO:0008270
LOC111102244	GO:0006281, GO:0008270
LOC111104050	GO:0006281, GO:0008270
LOC111105515	GO:0006281, GO:0008270
LOC111106709	GO:0006281, GO:0008270
LOC111107209	GO:0006281, GO:0008270
LOC111107213	GO:0006281, GO:0008270
LOC111107831	GO:0006281, GO:0008270
LOC111108936	GO:0006281, GO:0008270
LOC111111398	GO:0006281, GO:0008270
LOC111111764	GO:0006281, GO:0008270
LOC111113467	GO:0006281, GO:0008270
LOC111113571	GO:0006281, GO:0008270
LOC111114156	GO:0006281, GO:0008270
LOC111114788	GO:0006281, GO:0008270
LOC111116162	GO:0006281, GO:0008270
LOC111116331	GO:0006281, GO:0008270
LOC111116408	GO:0006281, GO:0008270
LOC111116461	GO:0006281, GO:0008270
LOC111117089	GO:0006281, GO:0008270
LOC111117664	GO:0006281, GO:0008270
LOC111117719	GO:0006281, GO:0008270
LOC111117869	GO:0006281, GO:0008270
LOC111120837	GO:0006281, GO:0008270
LOC111122212	GO:0006281, GO:0008270
LOC111122661	GO:0006281, GO:0008270
LOC111123438	GO:0006281, GO:0008270
LOC111124428	GO:0006281, GO:0008270
LOC111124436	GO:0006281, GO:0008270
LOC111125467	GO:0006281, GO:0008270
LOC111125689	GO:0006281, GO:0008270
LOC111131236	GO:0006281, GO:0008270
LOC111131761	GO:0006281, GO:0008270
LOC111133293	GO:0006281, GO:0008270
LOC111134069	GO:0006281, GO:0008270
LOC111136275	GO:0006281, GO:0008270
LOC111108285	GO:0006281, GO:0006353, GO:0008270
LOC111115381	GO:0006281, GO:0006353, GO:0008270
LOC111130950	GO:0006281, GO:0006310, GO:0017108, GO:0033557, GO:0046872
LOC111099145	GO:0006281
LOC111099418	GO:0006281
LOC111099429	GO:0006281
LOC111100719	GO:0006281
LOC111100770	GO:0006281
LOC111101295	GO:0006281
LOC111101637	GO:0006281
LOC111101660	GO:0006281
LOC111102001	GO:0006281
LOC111102015	GO:0006281
LOC111102070	GO:0006281
LOC111102209	GO:0006281
LOC111102680	GO:0006281
LOC111102768	GO:0006281
LOC111102936	GO:0006281
LOC111103009	GO:0006281
LOC111103716	GO:0006281
LOC111104318	GO:0006281
LOC111104464	GO:0006281
LOC111106759	GO:0006281
LOC111106864	GO:0006281
LOC111107067	GO:0006281
LOC111107247	GO:0006281
LOC111107453	GO:0006281
LOC111109087	GO:0006281
LOC111109161	GO:0006281
LOC111109184	GO:0006281
LOC111109249	GO:0006281
LOC111109489	GO:0006281
LOC111110051	GO:0006281
LOC111111316	GO:0006281
LOC111111673	GO:0006281
LOC111112486	GO:0006281
LOC111114822	GO:0006281
LOC111115613	GO:0006281
LOC111115976	GO:0006281
LOC111116468	GO:0006281
LOC111116729	GO:0006281
LOC111116741	GO:0006281
LOC111116781	GO:0006281
LOC111116871	GO:0006281
LOC111116936	GO:0006281
LOC111116950	GO:0006281
LOC111117285	GO:0006281
LOC111117318	GO:0006281
LOC111119200	GO:0006281
LOC111120255	GO:0006281
LOC111120282	GO:0006281
LOC111122751	GO:0006281
LOC111125425	GO:0006281
LOC111125660	GO:0006281
LOC111129583	GO:0006281
LOC111130584	GO:0006281
LOC111135161	GO:0006281
LOC111136936	GO:0006281
LOC111135402	GO:0006260, GO:0043625
LOC111121113	GO:0006260, GO:0007064, GO:0031390,GO:0006260, GO:0007064, GO:0031390
LOC111122440	GO:0006260, GO:0007064, GO:0031390,GO:0006260, GO:0007064, GO:0031390
LOC111136643	GO:0006260, GO:0006281, GO:0035101
LOC111124139	GO:0006260, GO:0006281, GO:0006310, GO:0006996, GO:0033557
LOC111135409	GO:0006147, GO:0008270, GO:0008892,GO:0006147, GO:0008270, GO:0008892
