gene_name	metadata
LOC111123342	GO:0005524, GO:0006139, GO:0016310, GO:0019205,GO:0005524, GO:0006139, GO:0016310, GO:0019205
LOC111125596	GO:0005524, GO:0006139, GO:0016310, GO:0019205,GO:0005524, GO:0006139, GO:0016310, GO:0019205
LOC111130301	GO:0005524, GO:0006139, GO:0016310, GO:0019205
LOC111103614	GO:0005524, GO:0006139, GO:0016310, GO:0016887, GO:0019205
LOC111125378	GO:0005524, GO:0006040, GO:0009254, GO:0016773
LOC111125569	GO:0005524, GO:0006040, GO:0009254, GO:0016773
LOC111107062	GO:0005524, GO:0005938, GO:0016887, GO:0043197,GO:0005524, GO:0005938, GO:0016887, GO:0043197
LOC111107135	GO:0005524, GO:0005938, GO:0016887, GO:0043197,GO:0005524, GO:0005938, GO:0016887, GO:0043197
LOC111115500	GO:0005524, GO:0005886, GO:0016887, GO:0140359,GO:0005524, GO:0016020, GO:0016887, GO:0140359,GO:0005524, GO:0016020, GO:0016887, GO:0140359
LOC111115699	GO:0005524, GO:0005886, GO:0016887, GO:0140359,GO:0005524, GO:0016020, GO:0016887, GO:0140359,GO:0005524, GO:0016020, GO:0016887, GO:0140359
LOC111124859	GO:0005524, GO:0005886, GO:0016887, GO:0140359,GO:0005524, GO:0005886, GO:0016887, GO:0140359
LOC111120164	GO:0005524, GO:0005886, GO:0016887, GO:0140359
LOC111124927	GO:0005524, GO:0005886, GO:0008556, GO:0016887, GO:0046872
LOC111134411	GO:0005524, GO:0005886, GO:0006813, GO:0008281, GO:0016887, GO:0140359,GO:0005524, GO:0005886, GO:0006813, GO:0008281, GO:0016887, GO:0140359
LOC111107250	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111111569	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111113098	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111120967	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111131749	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111134843	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111134888	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111103394	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111104160	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111138063	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111120585	GO:0005524, GO:0005874, GO:0005930, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111110811	GO:0005524, GO:0005849, GO:0031124, GO:0051731,GO:0005524, GO:0005849, GO:0031124, GO:0051731,GO:0005524, GO:0005634, GO:0006396, GO:0051731
LOC111099484	GO:0005524, GO:0005832, GO:0016887, GO:0051082, GO:0140662
LOC111099544	GO:0005524, GO:0005832, GO:0016887, GO:0051082, GO:0140662
LOC111131740	GO:0005524, GO:0005832, GO:0016887, GO:0051082, GO:0140662
LOC111131127	GO:0005524, GO:0005829, GO:0007031, GO:0016887,GO:0005524, GO:0005829, GO:0007031, GO:0016887
LOC111131586	GO:0005524, GO:0005829, GO:0007031, GO:0016887,GO:0005524, GO:0005829, GO:0007031, GO:0016887
LOC111106209	GO:0005524, GO:0005829, GO:0006631, GO:0030729
LOC111109449	GO:0005524, GO:0005829, GO:0006631, GO:0030729
LOC111124903	GO:0005524, GO:0005788, GO:0140662
LOC111120831	GO:0005524, GO:0005783, GO:0016887, GO:0045048, GO:0046872
LOC111100641	GO:0005524, GO:0005777, GO:0005829, GO:0007031, GO:0016887,GO:0005524, GO:0005777, GO:0005829, GO:0007031, GO:0016887
LOC111100562	GO:0005524, GO:0005759, GO:0016042, GO:0016874, GO:0046872
LOC111130467	GO:0005524, GO:0005743, GO:0016887
LOC111104483	GO:0005524, GO:0005739, GO:0030956, GO:0032543, GO:0050567, GO:0070681
LOC111105261	GO:0005524, GO:0005739, GO:0030956, GO:0032543, GO:0050567, GO:0070681
LOC111124752	GO:0005524, GO:0005739, GO:0030956, GO:0032543, GO:0050567, GO:0070681
LOC111127195	GO:0005524, GO:0005739, GO:0030956, GO:0032543, GO:0050567, GO:0070681
LOC111118137	GO:0005524, GO:0005739, GO:0008444, GO:0032049,GO:0005524, GO:0005739, GO:0008444, GO:0032049,GO:0005524, GO:0005739, GO:0008444, GO:0032049
LOC111137813	GO:0005524, GO:0005739, GO:0006450, GO:0030956, GO:0032543, GO:0050567, GO:0070681
LOC111137898	GO:0005524, GO:0005739, GO:0006450, GO:0030956, GO:0032543, GO:0050567, GO:0070681
LOC111137483	GO:0005524, GO:0005737, GO:0016887, GO:0051082, GO:0140662,GO:0005524, GO:0005737, GO:0016887, GO:0051082, GO:0140662
LOC111100598	GO:0005524, GO:0005737, GO:0016887, GO:0051082, GO:0140662
LOC111104669	GO:0005524, GO:0005737, GO:0016887, GO:0051082, GO:0140662
LOC111131153	GO:0005524, GO:0005737, GO:0016887, GO:0051082, GO:0140662
LOC111136560	GO:0005524, GO:0005737, GO:0016887, GO:0051082, GO:0140662
LOC111118794	GO:0005524, GO:0005737, GO:0016887
LOC111121293	GO:0005524, GO:0005737, GO:0016226, GO:0046872, GO:0051539, GO:0140663
LOC111120072	GO:0005524, GO:0005737, GO:0016226, GO:0042995, GO:0046872, GO:0051539, GO:0140663
LOC111120731	GO:0005524, GO:0005737, GO:0016226, GO:0042995, GO:0046872, GO:0051539, GO:0140663
LOC111122859	GO:0005524, GO:0005737, GO:0016020, GO:0016567, GO:0016887, GO:0046872, GO:0140359
LOC111126815	GO:0005524, GO:0005737, GO:0015031, GO:0016887, GO:0035494, GO:0046872
LOC111125428	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959
LOC111122636	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111122795	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111123434	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111113447	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111130343	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0045505, GO:0051959
LOC111101424	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111101813	GO:0005524, GO:0005737, GO:0005874, GO:0007018, GO:0008569, GO:0016887, GO:0030286, GO:0031514, GO:0045505, GO:0051959
LOC111103560	GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959
LOC111105806	GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959
LOC111109885	GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959,GO:0005524, GO:0005737, GO:0005874, GO:0005929, GO:0007018, GO:0008569, GO:0030286, GO:0045505, GO:0051959
LOC111134000	GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018
LOC111134651	GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018,GO:0005524, GO:0005737, GO:0005868, GO:0005874, GO:0007018
LOC111130294	GO:0005524, GO:0005737, GO:0005813, GO:0005819, GO:0005874, GO:0008017, GO:0008568, GO:0016020, GO:0016853, GO:0016887, GO:0031117, GO:0034214, GO:0051013,GO:0005524, GO:0005737, GO:0005813, GO:0005819, GO:0005874, GO:0008017, GO:0008568, GO:0016020, GO:0016853, GO:0016887, GO:0031117, GO:0034214, GO:0051013
LOC111104713	GO:0005524, GO:0005694, GO:0006974, GO:0043130, GO:0140658
LOC111137412	GO:0005524, GO:0005694, GO:0006974, GO:0043130, GO:0140658
LOC111102211	GO:0005524, GO:0005694, GO:0006302, GO:0051276
LOC111123252	GO:0005524, GO:0005694, GO:0006302, GO:0051276
LOC111128966	GO:0005524, GO:0005634, GO:0140658,GO:0005524, GO:0005634, GO:0140658,GO:0005524, GO:0005634, GO:0140658
LOC111113040	GO:0005524, GO:0005634, GO:0140658,GO:0005524, GO:0005634, GO:0140658
LOC111111669	GO:0005524, GO:0005634, GO:0140658
LOC111108057	GO:0005524, GO:0005634, GO:0007062, GO:0008278, GO:0016887
LOC111137452	GO:0005524, GO:0005634, GO:0006298, GO:0030983, GO:0140664
LOC111112943	GO:0005524, GO:0005634, GO:0006298, GO:0016887, GO:0030983, GO:0032300, GO:0140664
LOC111113121	GO:0005524, GO:0005634, GO:0006298, GO:0016887, GO:0030983, GO:0032300, GO:0140664
LOC111114242	GO:0005524, GO:0005634, GO:0006298, GO:0016887, GO:0030983, GO:0032300, GO:0140664
LOC111118434	GO:0005524, GO:0005634, GO:0006281, GO:0007049, GO:0016887
LOC111119024	GO:0005524, GO:0005634, GO:0006281, GO:0007049, GO:0016887
LOC111108477	GO:0005524, GO:0005634, GO:0006281, GO:0006310
LOC111123110	GO:0005524, GO:0005634, GO:0006270, GO:0016887, GO:0051301
LOC111134732	GO:0005524, GO:0005634, GO:0005694, GO:0016887, GO:0051276, GO:0051301
LOC111137570	GO:0005524, GO:0005634, GO:0005694, GO:0016887, GO:0051276
LOC111120956	GO:0005524, GO:0005634, GO:0005694, GO:0016887, GO:0030261
LOC111125262	GO:0005524, GO:0005525, GO:0005737, GO:0016887, GO:0043023
LOC111126477	GO:0005524, GO:0005525, GO:0005737, GO:0016887, GO:0043023
LOC111105954	GO:0005524
LOC111109807	GO:0005524
LOC111129380	GO:0005524
LOC111136276	GO:0005524
LOC111114836	GO:0005523, GO:0005856, GO:0051694,GO:0005523, GO:0005856, GO:0051694
LOC111115624	GO:0005523, GO:0005856, GO:0051694,GO:0005523, GO:0005856, GO:0051694
LOC111101594	GO:0005516, GO:0060271
LOC111119171	GO:0005516, GO:0060271
LOC111120874	GO:0005516, GO:0033192, GO:0097720,GO:0005516, GO:0033192, GO:0097720,GO:0005516, GO:0033192, GO:0097720,GO:0005516, GO:0033192, GO:0097720,GO:0005516, GO:0033192, GO:0097720,GO:0005516, GO:0033192, GO:0097720
LOC111128768	GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877,GO:0005516, GO:0016020, GO:0032991, GO:0044877
LOC111129005	GO:0005516, GO:0016020, GO:0016286,GO:0005516, GO:0016020, GO:0016286,GO:0005516, GO:0016020, GO:0016286,GO:0005516, GO:0016020, GO:0016286
LOC111100006	GO:0005516, GO:0016020, GO:0016286
LOC111108178	GO:0005516, GO:0016020, GO:0016286
LOC111132120	GO:0005516, GO:0016020, GO:0016286
LOC111133635	GO:0005516, GO:0016020, GO:0016286
LOC111136849	GO:0005516, GO:0016020, GO:0016286
LOC111138347	GO:0005516, GO:0016020, GO:0016286
LOC111122797	GO:0005516, GO:0008270,GO:0005516, GO:0008270,GO:0005516, GO:0008270,GO:0005516, GO:0008270
LOC111122987	GO:0005516, GO:0008270,GO:0005516, GO:0008270,GO:0005516, GO:0008270,GO:0005516, GO:0008270
LOC111123610	GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977
LOC111135153	GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977,GO:0005516, GO:0005886, GO:0005977
LOC111123775	GO:0005516, GO:0005886, GO:0005977
LOC111125333	GO:0005516, GO:0005737, GO:0005874, GO:0008017, GO:0030507, GO:0031175
LOC111127966	GO:0005516, GO:0005737, GO:0005874, GO:0008017, GO:0030507, GO:0031175
LOC111101212	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111100577	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111104008	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111113309	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111120646	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111135463	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111138432	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111119562	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111136641	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111103700	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111118447	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111125720	GO:0005509,GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111103305	GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111113887	GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111121006	GO:0005509,GO:0005509,GO:0005509,GO:0005509
LOC111102805	GO:0005509,GO:0005509,GO:0005509
LOC111103994	GO:0005509,GO:0005509,GO:0005509
LOC111111190	GO:0005509,GO:0005509,GO:0005509
LOC111119770	GO:0005509,GO:0005509,GO:0005509
LOC111121356	GO:0005509,GO:0005509,GO:0005509
LOC111121846	GO:0005509,GO:0005509,GO:0005509
LOC111122218	GO:0005509,GO:0005509,GO:0005509
