"","x"
"19832","LOC111119198"
"19833","LOC111119199"
"19834","LOC111119200"
"19835","LOC111119201"
"19836","LOC111119202"
"19837","LOC111119203"
"19838","LOC111119204"
"19839","LOC111119205"
"19840","LOC111119206"
"19841","LOC111119207"
"19842","LOC111119208"
"19843","LOC111119209"
"19844","LOC111119210"
"19845","LOC111119211"
"19846","LOC111119212"
"19847","LOC111119213"
"19848","LOC111119214"
"19849","LOC111119215"
"19850","LOC111119216"
"19851","LOC111119217"
"19852","LOC111119218"
"19853","LOC111119219"
"19854","LOC111119220"
"19855","LOC111119221"
"19856","LOC111119222"
"19857","LOC111119223"
"19858","LOC111119224"
"19859","LOC111119225"
"19860","LOC111119226"
"19861","LOC111119227"
"19862","LOC111119228"
"19863","LOC111119229"
"19864","LOC111119230"
"19865","LOC111119231"
"19866","LOC111119232"
"19867","LOC111119233"
"19868","LOC111119234"
"19869","LOC111119235"
"19870","LOC111119236"
"19871","LOC111119237"
"19872","LOC111119238"
"19873","LOC111119239"
"19874","LOC111119240"
"19875","LOC111119241"
"19876","LOC111119242"
"19877","LOC111119243"
"19878","LOC111119244"
"19879","LOC111119245"
"19880","LOC111119246"
"19881","LOC111119247"
"19882","LOC111119248"
"19883","LOC111119249"
"19884","LOC111119250"
"19885","LOC111119251"
"19886","LOC111119252"
"19887","LOC111119253"
"19888","LOC111119254"
"19889","LOC111119255"
"19890","LOC111119256"
"19891","LOC111119257"
"19892","LOC111119258"
"19893","LOC111119259"
"19894","LOC111119260"
"19895","LOC111119261"
"19896","LOC111119262"
"19897","LOC111119263"
"19898","LOC111119264"
"19899","LOC111119265"
"19900","LOC111119266"
"19901","LOC111119267"
"19902","LOC111119268"
"19903","LOC111119269"
"19904","LOC111119270"
"19905","LOC111119271"
"19906","LOC111119272"
"19907","LOC111119273"
"19908","LOC111119274"
"19909","LOC111119275"
"19910","LOC111119276"
"19911","LOC111119277"
"19912","LOC111119278"
"19913","LOC111119279"
"19914","LOC111119280"
"19915","LOC111119281"
"19916","LOC111119282"
"19917","LOC111119283"
"19918","LOC111119284"
"19919","LOC111119285"
"19920","LOC111119286"
"19921","LOC111119287"
"19922","LOC111119288"
"19923","LOC111119289"
"19924","LOC111119290"
"19925","LOC111119291"
"19926","LOC111119292"
"19927","LOC111119293"
"19928","LOC111119294"
"19929","LOC111119295"
"19930","LOC111119296"
"19931","LOC111119297"
"19932","LOC111119298"
"19933","LOC111119299"
"19934","LOC111119300"
"19935","LOC111119301"
"19936","LOC111119302"
"19937","LOC111119303"
"19938","LOC111119304"
"19939","LOC111119305"
"19940","LOC111119306"
"19941","LOC111119307"
"19942","LOC111119308"
"19943","LOC111119309"
"19944","LOC111119310"
"19945","LOC111119311"
"19946","LOC111119312"
"19947","LOC111119313"
"19948","LOC111119314"
"19949","LOC111119315"
"19950","LOC111119316"
"19951","LOC111119317"
"19952","LOC111119318"
"19953","LOC111119319"
"19954","LOC111119320"
"19955","LOC111119321"
"19956","LOC111119322"
"19957","LOC111119323"
"19958","LOC111119324"
"19959","LOC111119325"
"19960","LOC111119326"
"19961","LOC111119327"
"19962","LOC111119328"
"19963","LOC111119329"
"19964","LOC111119330"
"19965","LOC111119331"
"19966","LOC111119332"
"19967","LOC111119333"
"19968","LOC111119334"
"19969","LOC111119335"
"19970","LOC111119336"
"19971","LOC111119337"
"19972","LOC111119338"
"19973","LOC111119339"
"19974","LOC111119340"
"19975","LOC111119341"
"19976","LOC111119342"
"19977","LOC111119343"
"19978","LOC111119344"
"19979","LOC111119345"
"19980","LOC111119346"
"19981","LOC111119347"
"19982","LOC111119348"
"19983","LOC111119349"
"19984","LOC111119350"
"19985","LOC111119351"
"19986","LOC111119352"
"19987","LOC111119353"
"19988","LOC111119354"
"19989","LOC111119355"
"19990","LOC111119356"
"19991","LOC111119357"
"19992","LOC111119358"
"19993","LOC111119359"
"19994","LOC111119360"
"19995","LOC111119361"
"19996","LOC111119362"
"19997","LOC111119363"
"19998","LOC111119364"
"19999","LOC111119365"
"20000","LOC111119366"
"20001","LOC111119367"
"20002","LOC111119368"
"20003","LOC111119369"
"20004","LOC111119370"
"20005","LOC111119371"
"20006","LOC111119372"
"20007","LOC111119373"
"20008","LOC111119374"
"20009","LOC111119375"
"20010","LOC111119376"
"20011","LOC111119377"
"20012","LOC111119378"
"20013","LOC111119379"
"20014","LOC111119380"
"20015","LOC111119381"
"20016","LOC111119382"
"20017","LOC111119383"
"20018","LOC111119384"
"20019","LOC111119385"
"20020","LOC111119386"
"20021","LOC111119387"
"20022","LOC111119388"
"20023","LOC111119389"
"20024","LOC111119390"
"20025","LOC111119391"
"20026","LOC111119392"
"20027","LOC111119393"
"20028","LOC111119394"
"20029","LOC111119395"
"20030","LOC111119396"
"20031","LOC111119397"
"20032","LOC111119398"
"20033","LOC111119399"
"20034","LOC111119400"
"20035","LOC111119401"
"20036","LOC111119402"
"20037","LOC111119403"
"20038","LOC111119404"
"20039","LOC111119405"
"20040","LOC111119406"
"20041","LOC111119407"
"20042","LOC111119408"
"20043","LOC111119409"
"20044","LOC111119410"
"20045","LOC111119411"
"20046","LOC111119412"
"20047","LOC111119413"
"20048","LOC111119414"
"20049","LOC111119415"
"20050","LOC111119416"
"20051","LOC111119417"
"20052","LOC111119418"
"20053","LOC111119419"
"20054","LOC111119420"
"20055","LOC111119421"
"20056","LOC111119422"
"20057","LOC111119423"
"20058","LOC111119424"
"20059","LOC111119425"
"20060","LOC111119426"
"20061","LOC111119427"
"20062","LOC111119428"
"20063","LOC111119429"
"20064","LOC111119430"
"20065","LOC111119431"
"20066","LOC111119432"
"20067","LOC111119433"
"20068","LOC111119434"
"20069","LOC111119435"
"20070","LOC111119436"
"20071","LOC111119437"
"20072","LOC111119438"
"20073","LOC111119439"
"20074","LOC111119440"
"20075","LOC111119441"
"20076","LOC111119442"
"20077","LOC111119443"
"20078","LOC111119444"
"20079","LOC111119445"
"20080","LOC111119446"
"20081","LOC111119447"
"20082","LOC111119448"
"20083","LOC111119449"
"20084","LOC111119450"
"20085","LOC111119451"
"20086","LOC111119452"
"20087","LOC111119453"
"20088","LOC111119454"
"20089","LOC111119455"
"20090","LOC111119456"
"20091","LOC111119457"
"20092","LOC111119458"
"20093","LOC111119459"
"20094","LOC111119460"
"20095","LOC111119461"
"20096","LOC111119462"
"20097","LOC111119463"
"20098","LOC111119464"
"20099","LOC111119465"
"20100","LOC111119466"
"20101","LOC111119467"
"20102","LOC111119468"
"20103","LOC111119469"
"20104","LOC111119470"
"20105","LOC111119471"
"20106","LOC111119472"
"20107","LOC111119473"
"20108","LOC111119474"
"20109","LOC111119475"
"20110","LOC111119476"
"20111","LOC111119477"
"20112","LOC111119478"
"20113","LOC111119479"
"20114","LOC111119480"
"20115","LOC111119481"
"20116","LOC111119482"
"20117","LOC111119483"
"20118","LOC111119484"
"20119","LOC111119485"
"20120","LOC111119486"
"20121","LOC111119487"
"20122","LOC111119488"
"20123","LOC111119489"
"20124","LOC111119490"
"20125","LOC111119491"
"20126","LOC111119492"
"20127","LOC111119493"
"20128","LOC111119494"
"20129","LOC111119495"
"20130","LOC111119496"
"20131","LOC111119497"
"20132","LOC111119498"
"20133","LOC111119499"
"20134","LOC111119500"
"20135","LOC111119501"
"20136","LOC111119502"
"20137","LOC111119503"
"20138","LOC111119504"
"20139","LOC111119505"
"20140","LOC111119506"
"20141","LOC111119507"
"20142","LOC111119508"
"20143","LOC111119509"
"20144","LOC111119510"
"20145","LOC111119511"
"20146","LOC111119512"
"20147","LOC111119513"
"20148","LOC111119514"
"20149","LOC111119515"
"20150","LOC111119516"
"20151","LOC111119517"
"20152","LOC111119518"
"20153","LOC111119519"
"20154","LOC111119520"
"20155","LOC111119521"
"20156","LOC111119522"
"20157","LOC111119523"
"20158","LOC111119524"
"20159","LOC111119525"
"20160","LOC111119526"
"20161","LOC111119527"
"20162","LOC111119528"
"20163","LOC111119529"
"20164","LOC111119530"
"20165","LOC111119531"
"20166","LOC111119532"
"20167","LOC111119533"
"20168","LOC111119534"
"20169","LOC111119535"
"20170","LOC111119536"
"20171","LOC111119537"
"20172","LOC111119538"
"20173","LOC111119539"
"20174","LOC111119540"
"20175","LOC111119541"
"20176","LOC111119542"
"20177","LOC111119543"
"20178","LOC111119544"
"20179","LOC111119545"
"20180","LOC111119546"
"20181","LOC111119547"
"20182","LOC111119548"
"20183","LOC111119549"
"20184","LOC111119550"
"20185","LOC111119551"
"20186","LOC111119552"
"20187","LOC111119553"
"20188","LOC111119554"
"20189","LOC111119555"
"20190","LOC111119556"
"20191","LOC111119557"
"20192","LOC111119558"
"20193","LOC111119559"
"20194","LOC111119560"
"20195","LOC111119561"
"20196","LOC111119562"
"20197","LOC111119563"
"20198","LOC111119564"
"20199","LOC111119565"
"20200","LOC111119566"
"20201","LOC111119567"
"20202","LOC111119568"
"20203","LOC111119569"
"20204","LOC111119570"
"20205","LOC111119571"
"20206","LOC111119572"
"20207","LOC111119573"
"20208","LOC111119574"
"20209","LOC111119575"
"20210","LOC111119576"
"20211","LOC111119577"
"20212","LOC111119578"
"20213","LOC111119579"
"20214","LOC111119580"
"20215","LOC111119581"
"20216","LOC111119582"
"20217","LOC111119583"
"20218","LOC111119584"
"20219","LOC111119585"
"20220","LOC111119586"
"20221","LOC111119587"
"20222","LOC111119588"
"20223","LOC111119589"
"20224","LOC111119590"
"20225","LOC111119591"
"20226","LOC111119592"
"20227","LOC111119593"
"20228","LOC111119594"
"20229","LOC111119595"
"20230","LOC111119596"
"20231","LOC111119597"
"20232","LOC111119598"
"20233","LOC111119599"
"20234","LOC111119600"
"20235","LOC111119601"
"20236","LOC111119602"
"20237","LOC111119603"
"20238","LOC111119604"
"20239","LOC111119605"
"20240","LOC111119606"
"20241","LOC111119607"
"20242","LOC111119608"
"20243","LOC111119609"
"20244","LOC111119610"
"20245","LOC111119611"
"20246","LOC111119612"
"20247","LOC111119613"
"20248","LOC111119614"
"20249","LOC111119615"
"20250","LOC111119616"
"20251","LOC111119617"
"20252","LOC111119618"
"20253","LOC111119619"
"20254","LOC111119620"
"20255","LOC111119621"
"20256","LOC111119622"
"20257","LOC111119623"
"20258","LOC111119624"
"20259","LOC111119625"
"20260","LOC111119626"
"20261","LOC111119627"
"20262","LOC111119628"
"20263","LOC111119629"
"20264","LOC111119630"
"20265","LOC111119631"
"20266","LOC111119632"
"20267","LOC111119633"
"20268","LOC111119634"
"20269","LOC111119635"
"20270","LOC111119636"
"20271","LOC111119637"
"20272","LOC111119638"
"20273","LOC111119639"
"20274","LOC111119640"
"20275","LOC111119641"
"20276","LOC111119642"
"20277","LOC111119643"
"20278","LOC111119644"
"20279","LOC111119645"
"20280","LOC111119646"
"20281","LOC111119647"
"20282","LOC111119648"
"20283","LOC111119649"
"20284","LOC111119650"
"20285","LOC111119651"
"20286","LOC111119652"
"20287","LOC111119653"
"20288","LOC111119654"
"20289","LOC111119655"
"20290","LOC111119656"
"20291","LOC111119657"
"20292","LOC111119658"
"20293","LOC111119659"
"20294","LOC111119660"
"20295","LOC111119661"
"20296","LOC111119662"
"20297","LOC111119663"
"20298","LOC111119664"
"20299","LOC111119665"
"20300","LOC111119666"
"20301","LOC111119667"
"20302","LOC111119668"
"20303","LOC111119669"
"20304","LOC111119670"
"20305","LOC111119671"
"20306","LOC111119672"
"20307","LOC111119673"
"20308","LOC111119674"
"20309","LOC111119675"
"20310","LOC111119676"
"20311","LOC111119677"
"20312","LOC111119678"
"20313","LOC111119679"
"20314","LOC111119680"
"20315","LOC111119681"
"20316","LOC111119682"
"20317","LOC111119683"
"20318","LOC111119684"
"20319","LOC111119685"
"20320","LOC111119686"
"20321","LOC111119687"
"20322","LOC111119688"
"20323","LOC111119689"
"20324","LOC111119690"
"20325","LOC111119691"
"20326","LOC111119692"
"20327","LOC111119693"
"20328","LOC111119694"
"20329","LOC111119695"
"20330","LOC111119696"
"20331","LOC111119697"
"20332","LOC111119698"
"20333","LOC111119699"
"20334","LOC111119700"
"20335","LOC111119701"
"20336","LOC111119702"
"20337","LOC111119703"
"20338","LOC111119704"
"20339","LOC111119705"
"20340","LOC111119706"
"20341","LOC111119707"
"20342","LOC111119708"
"20343","LOC111119709"
"20344","LOC111119710"
"20345","LOC111119711"
"20346","LOC111119712"
"20347","LOC111119713"
"20348","LOC111119714"
"20349","LOC111119715"
"20350","LOC111119716"
"20351","LOC111119717"
"20352","LOC111119718"
"20353","LOC111119719"
"20354","LOC111119720"
"20355","LOC111119721"
"20356","LOC111119722"
"20357","LOC111119723"
"20358","LOC111119724"
"20359","LOC111119725"
"20360","LOC111119726"
"20361","LOC111119727"
"20362","LOC111119728"
"20363","LOC111119729"
"20364","LOC111119730"
"20365","LOC111119731"
"20366","LOC111119732"
"20367","LOC111119733"
"20368","LOC111119734"
"20369","LOC111119735"
"20370","LOC111119736"
"20371","LOC111119737"
"20372","LOC111119738"
"20373","LOC111119739"
"20374","LOC111119740"
"20375","LOC111119741"
"20376","LOC111119742"
"20377","LOC111119743"
"20378","LOC111119744"
"20379","LOC111119745"
"20380","LOC111119746"
"20381","LOC111119747"
"20382","LOC111119748"
"20383","LOC111119749"
"20384","LOC111119750"
"20385","LOC111119751"
"20386","LOC111119752"
"20387","LOC111119753"
"20388","LOC111119754"
"20389","LOC111119755"
"20390","LOC111119756"
"20391","LOC111119757"
"20392","LOC111119758"
"20393","LOC111119759"
"20394","LOC111119760"
"20395","LOC111119761"
"20396","LOC111119762"
"20397","LOC111119763"
"20398","LOC111119764"
"20399","LOC111119765"
"20400","LOC111119766"
"20401","LOC111119767"
"20402","LOC111119768"
"20403","LOC111119769"
"20404","LOC111119770"
"20405","LOC111119771"
"20406","LOC111119772"
"20407","LOC111119773"
"20408","LOC111119774"
"20409","LOC111119775"
"20410","LOC111119776"
"20411","LOC111119777"
"20412","LOC111119778"
"20413","LOC111119779"
"20414","LOC111119780"
"20415","LOC111119781"
"20416","LOC111119782"
"20417","LOC111119783"
"20418","LOC111119784"
"20419","LOC111119785"
"20420","LOC111119786"
"20421","LOC111119787"
"20422","LOC111119788"
"20423","LOC111119789"
"20424","LOC111119790"
"20425","LOC111119791"
"20426","LOC111119792"
"20427","LOC111119793"
"20428","LOC111119794"
"20429","LOC111119795"
"20430","LOC111119796"
"20431","LOC111119797"
"20432","LOC111119798"
"20433","LOC111119799"
"20434","LOC111119800"
"20435","LOC111119801"
"20436","LOC111119802"
"20437","LOC111119803"
"20438","LOC111119804"
"20439","LOC111119805"
"20440","LOC111119806"
"20441","LOC111119807"
"20442","LOC111119808"
"20443","LOC111119809"
"20444","LOC111119810"
"20445","LOC111119811"
"20446","LOC111119812"
"20447","LOC111119813"
"20448","LOC111119814"
"20449","LOC111119815"
"20450","LOC111119816"
"20451","LOC111119817"
"20452","LOC111119818"
"20453","LOC111119819"
"20454","LOC111119820"
"20455","LOC111119821"
"20456","LOC111119822"
"20457","LOC111119823"
"20458","LOC111119824"
"20459","LOC111119825"
"20460","LOC111119826"
"20461","LOC111119827"
"20462","LOC111119828"
"20463","LOC111119829"
"20464","LOC111119830"
"20465","LOC111119831"
"20466","LOC111119832"
"20467","LOC111119833"
"20468","LOC111119834"
"20469","LOC111119835"
"20470","LOC111119836"
"20471","LOC111119837"
"20472","LOC111119838"
"20473","LOC111119839"
"20474","LOC111119840"
"20475","LOC111119841"
"20476","LOC111119842"
"20477","LOC111119843"
"20478","LOC111119844"
"20479","LOC111119845"
"20480","LOC111119846"
"20481","LOC111119847"
"20482","LOC111119848"
"20483","LOC111119849"
"20484","LOC111119850"
"20485","LOC111119851"
"20486","LOC111119852"
"20487","LOC111119853"
"20488","LOC111119854"
"20489","LOC111119855"
"20490","LOC111119856"
"20491","LOC111119857"
"20492","LOC111119858"
"20493","LOC111119859"
"20494","LOC111119860"
"20495","LOC111119861"
"20496","LOC111119862"
"20497","LOC111119863"
"20498","LOC111119864"
"20499","LOC111119865"
"20500","LOC111119866"
"20501","LOC111119867"
"20502","LOC111119868"
"20503","LOC111119869"
"20504","LOC111119870"
"20505","LOC111119871"
"20506","LOC111119872"
"20507","LOC111119873"
"20508","LOC111119874"
"20509","LOC111119875"
"20510","LOC111119876"
"20511","LOC111119877"
"20512","LOC111119878"
"20513","LOC111119879"
"20514","LOC111119880"
"20515","LOC111119881"
"20516","LOC111119882"
"20517","LOC111119883"
"20518","LOC111119884"
"20519","LOC111119885"
"20520","LOC111119886"
"20521","LOC111119887"
"20522","LOC111119888"
"20523","LOC111119889"
"20524","LOC111119890"
"20525","LOC111119891"
"20526","LOC111119892"
"20527","LOC111119893"
"20528","LOC111119894"
"20529","LOC111119895"
"20530","LOC111119896"
"20531","LOC111119897"
"20532","LOC111119898"
"20533","LOC111119899"
"20534","LOC111119900"
"20535","LOC111119901"
"20536","LOC111119902"
"20537","LOC111119903"
"20538","LOC111119904"
"20539","LOC111119905"
"20540","LOC111119906"
"20541","LOC111119907"
"20542","LOC111119908"
"20543","LOC111119909"
"20544","LOC111119910"
"20545","LOC111119911"
"20546","LOC111119912"
"20547","LOC111119913"
"20548","LOC111119914"
"20549","LOC111119915"
"20550","LOC111119916"
"20551","LOC111119917"
"20552","LOC111119918"
"20553","LOC111119919"
"20554","LOC111119920"
"20555","LOC111119921"
"20556","LOC111119922"
"20557","LOC111119923"
"20558","LOC111119924"
"20559","LOC111119925"
"20560","LOC111119926"
"20561","LOC111119927"
"20562","LOC111119928"
"20563","LOC111119929"
"20564","LOC111119930"
"20565","LOC111119931"
"20566","LOC111119932"
"20567","LOC111119933"
"20568","LOC111119934"
"20569","LOC111119935"
"20570","LOC111119936"
"20571","LOC111119937"
"20572","LOC111119938"
"20573","LOC111119939"
"20574","LOC111119940"
"20575","LOC111119941"
"20576","LOC111119942"
"20577","LOC111119943"
"20578","LOC111119944"
"20579","LOC111119945"
"20580","LOC111119946"
"20581","LOC111119947"
"20582","LOC111119948"
"20583","LOC111119949"
"20584","LOC111119950"
"20585","LOC111119951"
"20586","LOC111119952"
"20587","LOC111119953"
"20588","LOC111119954"
"20589","LOC111119955"
"20590","LOC111119956"
"20591","LOC111119957"
"20592","LOC111119958"
"20593","LOC111119959"
"20594","LOC111119960"
"20595","LOC111119961"
"20596","LOC111119962"
"20597","LOC111119963"
"20598","LOC111119964"
"20599","LOC111119965"
"20600","LOC111119966"
"20601","LOC111119967"
"20602","LOC111119968"
"20603","LOC111119969"
"20604","LOC111119970"
"20605","LOC111119971"
"20606","LOC111119972"
"20607","LOC111119973"
"20608","LOC111119974"
"20609","LOC111119975"
"20610","LOC111119976"
"20611","LOC111119977"
"20612","LOC111119978"
"20613","LOC111119979"
"20614","LOC111119980"
"20615","LOC111119981"
"20616","LOC111119982"
"20617","LOC111119983"
"20618","LOC111119984"
"20619","LOC111119985"
"20620","LOC111119986"
"20621","LOC111119987"
"20622","LOC111119988"
"20623","LOC111119989"
"20624","LOC111119990"
"20625","LOC111119991"
"20626","LOC111119992"
"20627","LOC111119993"
"20628","LOC111119994"
"20629","LOC111119995"
"20630","LOC111119996"
"20631","LOC111119997"
"20632","LOC111119998"
"20633","LOC111119999"
"20634","LOC111120000"
"20635","LOC111120001"
"20636","LOC111120002"
"20637","LOC111120003"
"20638","LOC111120004"
"20639","LOC111120005"
"20640","LOC111120006"
"20641","LOC111120007"
"20642","LOC111120008"
"20643","LOC111120009"
"20644","LOC111120010"
"20645","LOC111120011"
"20646","LOC111120012"
"20647","LOC111120013"
"20648","LOC111120014"
"20649","LOC111120015"
"20650","LOC111120016"
"20651","LOC111120017"
"20652","LOC111120018"
"20653","LOC111120019"
"20654","LOC111120020"
"20655","LOC111120021"
"20656","LOC111120022"
"20657","LOC111120023"
"20658","LOC111120024"
"20659","LOC111120025"
"20660","LOC111120026"
"20661","LOC111120027"
"20662","LOC111120028"
"20663","LOC111120029"
"20664","LOC111120030"
"20665","LOC111120031"
"20666","LOC111120032"
"20667","LOC111120033"
"20668","LOC111120034"
"20669","LOC111120035"
"20670","LOC111120036"
"20671","LOC111120037"
"20672","LOC111120038"
"20673","LOC111120039"
"20674","LOC111120040"
"20675","LOC111120041"
"20676","LOC111120042"
"20677","LOC111120043"
"20678","LOC111120044"
"20679","LOC111120045"
"20680","LOC111120046"
"20681","LOC111120047"
"20682","LOC111120048"
"20683","LOC111120049"
"20684","LOC111120050"
"20685","LOC111120051"
"20686","LOC111120052"
"20687","LOC111120053"
"20688","LOC111120054"
"20689","LOC111120055"
"20690","LOC111120056"
"20691","LOC111120057"
"20692","LOC111120058"
"20693","LOC111120059"
"20694","LOC111120060"
"20695","LOC111120061"
"20696","LOC111120062"
"20697","LOC111120063"
"20698","LOC111120064"
"20699","LOC111120065"
"20700","LOC111120066"
"20701","LOC111120067"
"20702","LOC111120068"
"20703","LOC111120069"
"20704","LOC111120070"
"20705","LOC111120071"
"20706","LOC111120072"
"20707","LOC111120073"
"20708","LOC111120074"
"20709","LOC111120075"
"20710","LOC111120076"
"20711","LOC111120077"
"20712","LOC111120078"
"20713","LOC111120079"
"20714","LOC111120080"
"20715","LOC111120081"
"20716","LOC111120082"
"20717","LOC111120083"
"20718","LOC111120084"
"20719","LOC111120085"
"20720","LOC111120086"
"20721","LOC111120087"
"20722","LOC111120088"
"20723","LOC111120089"
"20724","LOC111120090"
"20725","LOC111120091"
"20726","LOC111120092"
"20727","LOC111120093"
"20728","LOC111120094"
"20729","LOC111120095"
"20730","LOC111120096"
"20731","LOC111120097"
"20732","LOC111120098"
"20733","LOC111120099"
"20734","LOC111120100"
"20735","LOC111120101"
"20736","LOC111120102"
"20737","LOC111120103"
"20738","LOC111120104"
"20739","LOC111120105"
"20740","LOC111120106"
"20741","LOC111120107"
"20742","LOC111120108"
"20743","LOC111120109"
"20744","LOC111120110"
"20745","LOC111120111"
"20746","LOC111120112"
"20747","LOC111120113"
"20748","LOC111120114"
"20749","LOC111120115"
"20750","LOC111120116"
"20751","LOC111120117"
"20752","LOC111120118"
"20753","LOC111120119"
"20754","LOC111120120"
"20755","LOC111120121"
"20756","LOC111120122"
"20757","LOC111120123"
"20758","LOC111120124"
"20759","LOC111120125"
"20760","LOC111120126"
"20761","LOC111120127"
"20762","LOC111120128"
"20763","LOC111120129"
"20764","LOC111120130"
"20765","LOC111120131"
"20766","LOC111120132"
"20767","LOC111120133"
"20768","LOC111120134"
"20769","LOC111120135"
"20770","LOC111120136"
"20771","LOC111120137"
"20772","LOC111120138"
"20773","LOC111120139"
"20774","LOC111120140"
"20775","LOC111120141"
"20776","LOC111120142"
"20777","LOC111120143"
"20778","LOC111120144"
"20779","LOC111120145"
"20780","LOC111120146"
"20781","LOC111120147"
"20782","LOC111120148"
"20783","LOC111120149"
"20784","LOC111120150"
"20785","LOC111120151"
"20786","LOC111120152"
"20787","LOC111120153"
"20788","LOC111120154"
"20789","LOC111120155"
"20790","LOC111120156"
"20791","LOC111120157"
"20792","LOC111120158"
"20793","LOC111120159"
"20794","LOC111120160"
"20795","LOC111120161"
"20796","LOC111120162"
"20797","LOC111120163"
"20798","LOC111120164"
"20799","LOC111120165"
"20800","LOC111120166"
"20801","LOC111120167"
"20802","LOC111120168"
"20803","LOC111120169"
"20804","LOC111120170"
"20805","LOC111120171"
"20806","LOC111120172"
"20807","LOC111120173"
"20808","LOC111120174"
"20809","LOC111120175"
"20810","LOC111120176"
"20811","LOC111120177"
"20812","LOC111120178"
"20813","LOC111120179"
"20814","LOC111120180"
"20815","LOC111120181"
"20816","LOC111120182"
"20817","LOC111120183"
"20818","LOC111120184"
"20819","LOC111120185"
"20820","LOC111120186"
"20821","LOC111120187"
"20822","LOC111120188"
"20823","LOC111120189"
"20824","LOC111120190"
"20825","LOC111120191"
"20826","LOC111120192"
"20827","LOC111120193"
"20828","LOC111120194"
"20829","LOC111120195"
"20830","LOC111120196"
"20831","LOC111120197"
"20832","LOC111120198"
"20833","LOC111120199"
"20834","LOC111120200"
"20835","LOC111120201"
"20836","LOC111120202"
"20837","LOC111120203"
"20838","LOC111120204"
"20839","LOC111120205"
"20840","LOC111120206"
"20841","LOC111120207"
"20842","LOC111120208"
"20843","LOC111120209"
"20844","LOC111120210"
"20845","LOC111120211"
"20846","LOC111120212"
"20847","LOC111120213"
"20848","LOC111120214"
"20849","LOC111120215"
"20850","LOC111120216"
"20851","LOC111120217"
"20852","LOC111120218"
"20853","LOC111120219"
"20854","LOC111120220"
"20855","LOC111120221"
"20856","LOC111120222"
"20857","LOC111120223"
"20858","LOC111120224"
"20859","LOC111120225"
"20860","LOC111120226"
"20861","LOC111120227"
"20862","LOC111120228"
"20863","LOC111120229"
"20864","LOC111120230"
"20865","LOC111120231"
"20866","LOC111120232"
"20867","LOC111120233"
"20868","LOC111120234"
"20869","LOC111120235"
"20870","LOC111120236"
"20871","LOC111120237"
"20872","LOC111120238"
"20873","LOC111120239"
"20874","LOC111120240"
"20875","LOC111120241"
"20876","LOC111120242"
"20877","LOC111120243"
"20878","LOC111120244"
"20879","LOC111120245"
"20880","LOC111120246"
"20881","LOC111120247"
"20882","LOC111120248"
"20883","LOC111120249"
"20884","LOC111120250"
"20885","LOC111120251"
"20886","LOC111120252"
"20887","LOC111120253"
"20888","LOC111120254"
"20889","LOC111120255"
"20890","LOC111120256"
"20891","LOC111120257"
"20892","LOC111120258"
"20893","LOC111120259"
"20894","LOC111120260"
"20895","LOC111120261"
"20896","LOC111120262"
"20897","LOC111120263"
"20898","LOC111120264"
"20899","LOC111120265"
"20900","LOC111120266"
"20901","LOC111120267"
"20902","LOC111120268"
"20903","LOC111120269"
"20904","LOC111120270"
"20905","LOC111120271"
"20906","LOC111120272"
"20907","LOC111120273"
"20908","LOC111120274"
"20909","LOC111120275"
"20910","LOC111120276"
"20911","LOC111120277"
"20912","LOC111120278"
"20913","LOC111120279"
"20914","LOC111120280"
"20915","LOC111120281"
"20916","LOC111120282"
"20917","LOC111120283"
"20918","LOC111120284"
"20919","LOC111120285"
"20920","LOC111120286"
"20921","LOC111120287"
"20922","LOC111120288"
"20923","LOC111120289"
"20924","LOC111120290"
"20925","LOC111120291"
"20926","LOC111120292"
"20927","LOC111120293"
"20928","LOC111120294"
"20929","LOC111120295"
"20930","LOC111120296"
"20931","LOC111120297"
"20932","LOC111120298"
"20933","LOC111120299"
"20934","LOC111120300"
"20935","LOC111120301"
"20936","LOC111120302"
"20937","LOC111120303"
"20938","LOC111120304"
"20939","LOC111120305"
"20940","LOC111120306"
"20941","LOC111120307"
"20942","LOC111120308"
"20943","LOC111120309"
"20944","LOC111120310"
"20945","LOC111120311"
"20946","LOC111120312"
"20947","LOC111120313"
"20948","LOC111120314"
"20949","LOC111120315"
"20950","LOC111120316"
"20951","LOC111120317"
"20952","LOC111120318"
"20953","LOC111120319"
"20954","LOC111120320"
"20955","LOC111120321"
"20956","LOC111120322"
"20957","LOC111120323"
"20958","LOC111120324"
"20959","LOC111120325"
"20960","LOC111120326"
"20961","LOC111120327"
"20962","LOC111120328"
"20963","LOC111120329"
"20964","LOC111120330"
"20965","LOC111120331"
"20966","LOC111120332"
"20967","LOC111120333"
"20968","LOC111120334"
"20969","LOC111120335"
"20970","LOC111120336"
"20971","LOC111120337"
"20972","LOC111120338"
"20973","LOC111120339"
"20974","LOC111120340"
"20975","LOC111120341"
"20976","LOC111120342"
"20977","LOC111120343"
"20978","LOC111120344"
"20979","LOC111120345"
"20980","LOC111120346"
"20981","LOC111120347"
"20982","LOC111120348"
"20983","LOC111120349"
"20984","LOC111120350"
"20985","LOC111120351"
"20986","LOC111120352"
"20987","LOC111120353"
"20988","LOC111120354"
"20989","LOC111120355"
"20990","LOC111120356"
"20991","LOC111120357"
"20992","LOC111120358"
"20993","LOC111120359"
"20994","LOC111120360"
"20995","LOC111120361"
"20996","LOC111120362"
"20997","LOC111120363"
