"","baseMean","log2FoldChange","lfcSE","svalue"
"LOC111128784",2.88444155537764,1.07196936934706e-06,0.00144269449261484,0.944378289975667
"LOC111130848",0.963347156239666,-1.13173894931105e-06,0.00144269492550193,0.944657796056191
"LOC111123891",37.8313009138993,1.07110520551857e-07,0.00144268900412202,0.94493450707591
"LOC111130860",39.7535017621265,-5.55103648652061e-07,0.00144269369854804,0.945208464752149
"LOC111111488",0.248258536490962,1.08005712669499e-07,0.00144269493915526,0.945479709976149
"LOC111130870",3.54121437161786,-9.60901456144756e-07,0.00144269370675122,0.945748282833409
"LOC111129292",0.20206212095555,-3.18260869358957e-07,0.00144269495946227,0.946014222623441
"LOC111123767",0.285633911621161,-3.59852930124146e-07,0.00144269500752557,0.946277567878937
"LOC111127104",38.4844021076154,2.58482539941627e-06,0.00144268682940105,0.946538356384379
"LOC111100578",7.76966572719369,1.29705470543535e-06,0.00144268849843824,0.946796625194116
"LOC111119653",0.585054851003437,-7.87078400902089e-07,0.00144269457355668,0.947052410649914
"LOC111130876",0.734242390049735,2.89692482855852e-07,0.0014426946925136,0.947305748398
"LOC111130886",36.7858958276749,2.37371106617754e-06,0.0014426871372498,0.947556673405629
"LOC111099410",0.498513520917153,5.82685221818243e-07,0.00144269483801896,0.947805219977166
"LOC111109628",0.798258161468687,4.57988449206862e-07,0.0014426947801451,0.948051421769727
"LOC111137420",40.2839877042231,2.71634399571375e-07,0.00144268591467671,0.948295311808366
"LOC111137407",43.048118957624,-4.55705151541136e-06,0.00144269100597411,0.948536922500851
"LOC111111015",10.6275474680687,7.29016129493072e-07,0.00144268850183751,0.94877628565201
"LOC111101857",0.824921223881308,-7.89142091808217e-07,0.00144269432575417,0.949013432477695
"LOC111114229",19.1011163150001,-3.1122427171942e-06,0.00144268413764925,0.94924839361835
"LOC111129268",0.289489319753436,1.20810031213403e-07,0.00144269495680891,0.949481199152211
"LOC111129259",0.476502686988187,1.81764229087999e-07,0.00144269499194499,0.949711878608137
"LOC111119081",0.866058884192168,8.76394412925016e-08,0.00144269494057043,0.9499404609781
"LOC111102556",22.3265568798721,1.1010000605025e-06,0.00144268459748935,0.950166974729331
"LOC111120179",0.0749021976265582,1.31966750359099e-07,0.00144269502768909,0.950391447816135
"LOC111100957",154.302995744225,-2.65165717255611e-06,0.00144269043011454,0.950613907691399
"LOC111118371",33.4353219491231,-3.76332161042579e-06,0.00144267158266206,0.950834381317777
"LOC111130926",6.85038432149637,1.72164783704525e-06,0.00144269208729031,0.951052895178587
"LOC111130935",68.8501481964857,-1.57441370090321e-06,0.0014426671835984,0.951269475288416
"LOC111119534",1.52565436087192,1.21119174143271e-07,0.00144269456896259,0.951484147203445
"LOC111135084",27.578810770326,5.55697271817476e-07,0.00144268782946883,0.9516969360315
"LOC111123961",40.350967282264,1.04858026021739e-05,0.00144268466774092,0.951907866441843
"LOC111123914",0.918699843049219,9.88821140255855e-08,0.00144269502627951,0.952116962674705
"LOC111108835",0.397463568125452,4.49051531886893e-07,0.00144269485665821,0.952324248550572
"LOC111109472",14.4391028981085,4.11302665712801e-07,0.00144268468493868,0.952529747479233
"LOC111137060",0.679077003040906,8.30677275355948e-08,0.00144269483174717,0.952733482468592
"LOC111137068",1.16871146542275,-8.52686404597721e-07,0.00144269457767509,0.952935476133257
"LOC111134266",18.3998269696125,-2.90314475125748e-06,0.00144269182844124,0.953135750702902
"LOC111112803",0.282495357849845,1.19568335517756e-07,0.00144269499909756,0.953334328030432
"LOC111132223",0.267639092595051,2.05421607885714e-07,0.00144269496439092,0.953531229599924
"LOC111132242",0.802183128650782,-7.07728900411768e-07,0.00144269451336008,0.953726476534378
"LOC111132215",25.1701657372044,-1.23349778414672e-05,0.0014426982534454,0.953920089603272
"LOC111138488",17.8972559936985,1.07368816294155e-06,0.00144267523668635,0.954112089229925
"LOC111137818",1.24358375344197,-4.87576790427976e-07,0.00144269423501436,0.954302495498681
"LOC111126382",104.728506048972,7.26490043798658e-06,0.00144266428419435,0.954491328161909
"LOC111126441",1.3704456634586,-5.86059436387734e-07,0.00144269455326575,0.95467860664684
"LOC111126395",24.3660289460992,1.19024898040696e-06,0.00144268856157729,0.954864350062221
"LOC111126874",22.0151566799847,4.80252108557782e-07,0.00144267542002642,0.955048577204825
"LOC111138441",0.733488709355689,2.75388925027021e-07,0.0014426945526365,0.955231306565781
"LOC111137635",1.01571392057119,5.65572378653549e-07,0.00144269457316287,0.955412556336769
"LOC111137607",0.778446393582476,2.84345876042419e-07,0.00144269488676537,0.955592344416057
"LOC111137668",4.53554954901828,-1.72910742363401e-06,0.00144269341244494,0.955770688414386
"LOC111114550",2.73426222714746,1.06761578845974e-06,0.00144269478356671,0.955947605660728
"LOC111110435",35.3661344613108,3.89776368767825e-06,0.00144267610093823,0.956123113207897
"LOC111101089",0.493682696126781,-4.16886999177747e-07,0.00144269445656243,0.956297227838024
"LOC111132155",22.1840472647633,-6.72696775420933e-07,0.00144269213473007,0.956469966067913
"LOC111128808",0.345289735383123,-2.59345717869337e-07,0.00144269484460222,0.95664134415426
"LOC111108767",20.3239155188699,1.73579298995544e-06,0.0014426913362895,0.956811378098753
"LOC111131814",21.9918197236847,1.71995171566449e-06,0.00144268625047815,0.956980083653055
"LOC111130762",0.225817853115154,-3.51345819156734e-08,0.0014426949393444,0.957147476323666
"LOC111127446",25.5908476442555,3.55331842576941e-06,0.00144267726919913,0.957313571376675
"LOC111102092",53.8092713216444,9.80789731527047e-07,0.0014426864557312,0.957478383842402
"LOC111115194",0.678739650807724,2.60148028835938e-07,0.00144269429098939,0.957641928519931
"LOC111099502",8.65639438070292,-1.76444312827201e-06,0.00144268910765015,0.95780421998154
"LOC111105709",2.32863749968437,-7.0295744034755e-07,0.00144269374247781,0.957965272577031
"LOC111101208",0.714620548420616,2.26849075531485e-07,0.00144269476328959,0.958125100437955
"LOC111101449",0.391205556885747,9.68762991718612e-08,0.00144269501890774,0.95828371748175
"LOC111125391",40.3004097279385,-2.12908800461583e-06,0.00144269078115206,0.958441137415781
"LOC111125430",0.189625529812215,-2.93990567093659e-08,0.00144269503248271,0.958597373741286
"LOC111125435",0.298621991705009,3.59005286671115e-07,0.00144269490946326,0.958752439757236
"LOC111118239",70.255043125892,2.43243973766749e-06,0.00144264374547986,0.958906348564112
"LOC111135155",18.7209546736296,2.61662714628919e-05,0.00144280526100524,0.959059113067591
"LOC111138286",20.3149158149928,5.98272799649986e-07,0.00144268001674221,0.959210745982156
"LOC111115832",0.42106583152067,-1.79270078434925e-07,0.00144269479702321,0.95936125983462
"LOC111125536",25.2830944020305,-2.19480249282994e-07,0.00144267760213736,0.959510666967581
"LOC111099029",15.310596568555,-7.70626161208309e-07,0.00144268786482756,0.959658979542791
"LOC111115167",4.76276226820465,9.11823090893598e-07,0.00144269385146648,0.95980620954446
"LOC111114604",0.303841551636889,-1.64462596317092e-07,0.00144269472214101,0.95995236878248
"LOC111120595",0.485226422572843,5.34524846428223e-07,0.00144269463094154,0.960097468895587
"LOC111108095",7.87298168026237,-7.19261608599079e-07,0.00144269204694142,0.960241521354448
"LOC111107343",4.69900690181721,-4.65288267706834e-07,0.00144269132607863,0.960384537464684
"LOC111102428",0.263971181353969,-1.50044151421305e-07,0.00144269482720451,0.960526528369828
"LOC111122131",1.88362251764172,1.93595054087695e-06,0.00144269366555571,0.960667505054222
"LOC111120824",2.45691390404325,7.28892977492207e-07,0.00144269396593705,0.960807478345844
"LOC111100900",10.1577685615455,5.54615489766257e-07,0.0014426873192249,0.960946458919085
"LOC111116870",0.375616647790112,-5.54159458254608e-07,0.00144269485265335,0.961084457297463
"LOC111111855",18.2536498701006,-1.0964806505853e-06,0.00144267906022995,0.961221483856275
"LOC111120335",10.083897977782,6.79743738858462e-09,0.0014426938243427,0.9613575488252
"LOC111120324",0.512538471829586,-4.25354772508973e-07,0.00144269488053627,0.961492662290846
"LOC111137504",18.476902747226,-6.78764016095194e-07,0.00144268290620589,0.961626834199241
"LOC111137464",4.86131294944124,-7.31718976630087e-07,0.00144269372802165,0.961760074358271
"LOC111137512",2.72315466914583,1.0985317020029e-06,0.00144269333913957,0.961892392440076
"LOC111112613",55.9024771863802,-1.14987285726111e-06,0.00144268598424224,0.962023797983386
"LOC111112620",0.74569471040896,1.31197272203805e-07,0.00144269496165639,0.962154300395815
"LOC111129301",4.16941337048163,-5.90598622968883e-07,0.00144269297990397,0.962283908956103
"LOC111129281",0.330892927632374,-2.67225472712844e-07,0.00144269485325026,0.962412632816321
"LOC111129311",0.202569815797955,-7.76019218561042e-09,0.00144269479727426,0.962540481004021
"LOC111100708",0.337038816975349,-9.62939433681518e-08,0.00144269478513665,0.962667462424346
"LOC111111509",3.50659096958805,1.54675848076439e-06,0.00144269485872005,0.962793585862102
"LOC111110039",0.169695213374291,-2.79571671996655e-07,0.00144269488918961,0.962918859983778
"LOC111110056",6.64918724880101,5.13450885759039e-07,0.00144269402422961,0.963043293339537
"LOC111110068",9.05083088357249,8.40036394058311e-09,0.00144269369005209,0.963166894365157
"LOC111123556",16.0258837008948,-3.48828482379974e-07,0.00144268525353598,0.96328967138394
"LOC111118132",1.15737441688331,-6.14842039878643e-07,0.00144269406415695,0.963411632608578
"LOC111099300",0.393816183492705,3.30729175220742e-07,0.00144269488829105,0.963532786142987
"LOC111109279",0.487082174068034,-1.21425392557124e-07,0.00144269473485557,0.963653139984099
"LOC111109163",10.499858034756,2.74893669224636e-07,0.00144268646063557,0.963772702023625
"LOC111113141",2.04510761939586,-7.02548828784372e-07,0.00144269348579511,0.963891480049777
"LOC111121994",1.8765248155383,1.47597247233987e-06,0.00144269354896019,0.964009481748961
"LOC111100967",0.23990772036628,2.00588186204039e-07,0.00144269488927533,0.964126714707433
"LOC111137591",5.85093689377936,-4.37532380119932e-06,0.0014426944773999,0.964243186412929
"LOC111113131",3.71904743412745,-1.48897910195449e-06,0.00144269351650688,0.964358904256253
"LOC111128387",0.706477474511091,4.10228183366303e-07,0.00144269453785759,0.964473875532845
"LOC111128408",2.32153543617323,7.48307274023449e-07,0.00144269330984149,0.964588107444315
"LOC111128397",1.85117037806038,1.50219530201482e-06,0.00144269465111794,0.964701607099942
"LOC111112589",6.23300161117725,5.61733698183086e-07,0.00144269196134532,0.964814381518153
"LOC111126353",25.1069021368103,7.22490727871578e-06,0.00144268325393377,0.964926437627968
"LOC111110084",0.390995246036654,-4.99773591368877e-07,0.00144269483214118,0.965037782270419
"LOC111104824",19.7323542936773,4.07297331608515e-06,0.00144268639278761,0.965148422199943
"LOC111132822",18.5223232162253,1.92132524535049e-06,0.00144268613567093,0.965258364085748
"LOC111121374",0.3482677835961,-1.91849258240183e-08,0.00144269476760564,0.965367614513151
"LOC111121313",68.1175985109044,1.24349371048173e-05,0.00144267774132409,0.965476179984897
"LOC111134625",69.3200253915763,-1.09232536192475e-06,0.00144268768071292,0.965584066922444
"LOC111134738",0.30716659581403,1.52772494975212e-07,0.00144269499188417,0.965691281667234
"LOC111134671",0.378320758250266,8.0269766024728e-08,0.00144269501662277,0.965797830481932
"LOC111134661",0.781211919306547,-3.47332812989507e-08,0.00144269465219239,0.965903719551647
"LOC111134653",2.83002757443516,5.40131911405685e-07,0.00144269368979655,0.96600895498513
"LOC111100544",2.9369272701983,-6.12347858763495e-07,0.00144269298114841,0.966113542815945
"LOC111115710",1.05292345702365,7.72748745773129e-07,0.00144269459999359,0.966217489003626
"LOC111131233",16.357476463662,-1.53322426246335e-06,0.0014426950050792,0.966320799434808
