From	To
LOC111120816	111120816
LOC111107816	111107816
LOC111119828	111119828
LOC111119827	111119827
LOC111119823	111119823
LOC111107843	111107843
LOC111107844	111107844
LOC111107845	111107845
LOC111106515	111106515
LOC111119817	111119817
LOC111119816	111119816
LOC111119815	111119815
LOC111119813	111119813
LOC111119812	111119812
LOC111107830	111107830
LOC111119811	111119811
LOC111106500	111106500
LOC111107832	111107832
LOC111107833	111107833
LOC111106504	111106504
LOC111106506	111106506
LOC111106507	111106507
LOC111107839	111107839
LOC111106508	111106508
LOC111120839	111120839
LOC111107861	111107861
LOC111119846	111119846
LOC111118515	111118515
LOC111119845	111119845
LOC111107863	111107863
LOC111119844	111119844
LOC111118513	111118513
LOC111132820	111132820
LOC111106533	111106533
LOC111132821	111132821
LOC111132822	111132822
LOC111132826	111132826
LOC111132827	111132827
LOC111105207	111105207
LOC111105206	111105206
LOC111105204	111105204
LOC111120840	111120840
LOC111105203	111105203
LOC111119843	111119843
LOC111106534	111106534
LOC111107868	111107868
LOC111120847	111120847
LOC111106539	111106539
LOC111120849	111120849
LOC111120848	111120848
LOC111119837	111119837
LOC111107850	111107850
LOC111107851	111107851
LOC111119834	111119834
LOC111107852	111107852
LOC111106521	111106521
LOC111131500	111131500
LOC111106522	111106522
LOC111131501	111131501
LOC111131502	111131502
LOC111132833	111132833
LOC111131505	111131505
LOC111132836	111132836
LOC111131506	111131506
LOC111131507	111131507
LOC111132839	111132839
LOC111120850	111120850
LOC111120851	111120851
LOC111119832	111119832
LOC111107854	111107854
LOC111119831	111119831
LOC111106524	111106524
LOC111119830	111119830
LOC111120856	111120856
LOC111107856	111107856
LOC111120855	111120855
LOC111107857	111107857
LOC111120858	111120858
LOC111120857	111120857
LOC111120818	111120818
LOC111107881	111107881
LOC111118539	111118539
LOC111107883	111107883
LOC111117207	111117207
LOC111119868	111119868
LOC111107884	111107884
LOC111106553	111106553
LOC111119867	111119867
LOC111118536	111118536
LOC111117205	111117205
LOC111119866	111119866
LOC111118535	111118535
LOC111132800	111132800
LOC111105223	111105223
LOC111105222	111105222
LOC111105221	111105221
LOC111132803	111132803
LOC111105220	111105220
LOC111132806	111132806
LOC111105228	111105228
LOC111117202	111117202
LOC111119865	111119865
LOC111117203	111117203
LOC111119864	111119864
LOC111120820	111120820
LOC111119863	111119863
LOC111106558	111106558
LOC111119862	111119862
LOC111120824	111120824
LOC111120827	111120827
LOC111120829	111120829
LOC111120828	111120828
LOC111119859	111119859
LOC111106540	111106540
LOC111106541	111106541
LOC111107873	111107873
LOC111106542	111106542
LOC111119855	111119855
LOC111132810	111132810
LOC111132811	111132811
LOC111105212	111105212
LOC111132815	111132815
LOC111132809	111132809
LOC111118523	111118523
LOC111107876	111107876
LOC111118522	111118522
LOC111120831	111120831
LOC111107877	111107877
LOC111119852	111119852
LOC111118521	111118521
LOC111119851	111119851
LOC111120833	111120833
LOC111107879	111107879
LOC111106548	111106548
LOC111119850	111119850
LOC111120836	111120836
LOC111120835	111120835
LOC111120837	111120837
LOC111106570	111106570
LOC111132860	111132860
LOC111131531	111131531
LOC111132862	111132862
LOC111119889	111119889
LOC111118558	111118558
LOC111132863	111132863
LOC111106576	111106576
LOC111117227	111117227
LOC111118557	111118557
LOC111132864	111132864
LOC111106577	111106577
LOC111132865	111132865
LOC111129212	111129212
LOC111129215	111129215
LOC111131538	111131538
LOC111105241	111105241
LOC111129210	111129210
LOC111130209	111130209
LOC111120881	111120881
LOC111130208	111130208
LOC111120883	111120883
LOC111129217	111129217
LOC111120882	111120882
LOC111129216	111129216
LOC111105249	111105249
LOC111120885	111120885
LOC111129219	111129219
LOC111105248	111105248
LOC111129218	111129218
LOC111105247	111105247
LOC111119886	111119886
LOC111120886	111120886
LOC111106579	111106579
LOC111118553	111118553
LOC111120888	111120888
LOC111117220	111117220
LOC111118552	111118552
LOC111119881	111119881
LOC111118550	111118550
LOC111119880	111119880
LOC111132870	111132870
LOC111106561	111106561
LOC111118549	111118549
LOC111131541	111131541
LOC111118548	111118548
LOC111131542	111131542
LOC111119878	111119878
LOC111118547	111118547
LOC111132874	111132874
LOC111118546	111118546
LOC111131544	111131544
LOC111129224	111129224
LOC111131545	111131545
LOC111129223	111129223
LOC111131546	111131546
LOC111105234	111105234
LOC111132879	111132879
LOC111131549	111131549
LOC111129222	111129222
LOC111129221	111129221
LOC111120892	111120892
LOC111130219	111130219
LOC111120891	111120891
LOC111130218	111130218
LOC111130216	111130216
LOC111130215	111130215
LOC111120895	111120895
LOC111130213	111130213
LOC111106567	111106567
LOC111118544	111118544
LOC111118542	111118542
LOC111118541	111118541
LOC111118540	111118540
LOC111106592	111106592
LOC111132841	111132841
LOC111131512	111131512
LOC111131515	111131515
LOC111131517	111131517
LOC111105262	111105262
LOC111105261	111105261
LOC111118570	111118570
LOC111120861	111120861
LOC111120860	111120860
LOC111120863	111120863
LOC111105269	111105269
LOC111120864	111120864
LOC111118576	111118576
LOC111120867	111120867
LOC111120866	111120866
LOC111120869	111120869
LOC111120868	111120868
LOC111117240	111117240
LOC111117241	111117241
LOC111118571	111118571
LOC111106583	111106583
LOC111132851	111132851
LOC111117237	111117237
LOC111132852	111132852
LOC111118568	111118568
LOC111129202	111129202
LOC111132855	111132855
LOC111105256	111105256
LOC111131525	111131525
LOC111129203	111129203
LOC111132857	111132857
LOC111132858	111132858
LOC111132859	111132859
LOC111105252	111105252
LOC111105250	111105250
LOC111120872	111120872
LOC111120871	111120871
LOC111129205	111129205
LOC111120874	111120874
LOC111120873	111120873
LOC111105258	111105258
LOC111117235	111117235
LOC111119898	111119898
LOC111120876	111120876
LOC111106589	111106589
LOC111119897	111119897
LOC111119896	111119896
LOC111120877	111120877
LOC111117232	111117232
LOC111118562	111118562
LOC111131570	111131570
LOC111105280	111105280
LOC111129250	111129250
LOC111131575	111131575
LOC111129257	111129257
LOC111129256	111129256
LOC111131579	111131579
LOC111129259	111129259
LOC111129258	111129258
LOC111129255	111129255
LOC111130246	111130246
LOC111130245	111130245
LOC111130244	111130244
LOC111130241	111130241
LOC111130240	111130240
LOC111131581	111131581
LOC111131582	111131582
LOC111131583	111131583
LOC111131585	111131585
LOC111131586	111131586
LOC111129268	111129268
LOC111129267	111129267
LOC111105275	111105275
LOC111129263	111129263
LOC111129266	111129266
LOC111129265	111129265
LOC111118581	111118581
LOC111118580	111118580
LOC111130258	111130258
LOC111130257	111130257
LOC111118586	111118586
LOC111117253	111117253
LOC111118582	111118582
LOC111130250	111130250
LOC111131580	111131580
LOC111132880	111132880
LOC111131552	111131552
LOC111132883	111132883
LOC111132884	111132884
LOC111131555	111131555
LOC111132887	111132887
LOC111131557	111131557
LOC111117283	111117283
LOC111117281	111117281
LOC111130229	111130229
LOC111129239	111129239
LOC111129238	111129238
LOC111130225	111130225
LOC111130224	111130224
LOC111130223	111130223
LOC111130222	111130222
LOC111130220	111130220
LOC111132890	111132890
LOC111131560	111131560
LOC111132891	111132891
LOC111132892	111132892
LOC111132893	111132893
LOC111131563	111131563
LOC111132894	111132894
LOC111132895	111132895
LOC111131566	111131566
LOC111132897	111132897
LOC111132898	111132898
LOC111105299	111105299
LOC111105298	111105298
LOC111129242	111129242
LOC111129244	111129244
LOC111129243	111129243
LOC111130239	111130239
LOC111130238	111130238
LOC111129249	111129249
LOC111130237	111130237
LOC111130234	111130234
LOC111130233	111130233
LOC111130232	111130232
LOC111130231	111130231
LOC111117274	111117274
LOC111130282	111130282
LOC111130281	111130281
LOC111129292	111129292
LOC111130280	111130280
LOC111129295	111129295
LOC111129294	111129294
LOC111129291	111129291
LOC111129290	111129290
LOC111129297	111129297
LOC111129296	111129296
LOC111129299	111129299
LOC111130289	111130289
LOC111130287	111130287
LOC111130286	111130286
LOC111130283	111130283
LOC111130290	111130290
LOC111117292	111117292
LOC111117299	111117299
LOC111117297	111117297
LOC111130297	111130297
LOC111130296	111130296
LOC111130295	111130295
LOC111117296	111117296
LOC111130294	111130294
LOC111129271	111129271
LOC111131592	111131592
LOC111129270	111129270
LOC111129273	111129273
LOC111131594	111131594
LOC111129272	111129272
LOC111131597	111131597
LOC111131598	111131598
LOC111129278	111129278
LOC111129274	111129274
LOC111129277	111129277
LOC111130268	111130268
LOC111130266	111130266
LOC111130264	111130264
LOC111130263	111130263
LOC111130262	111130262
LOC111130261	111130261
LOC111131591	111131591
LOC111130271	111130271
LOC111130270	111130270
LOC111129281	111129281
LOC111129284	111129284
LOC111129283	111129283
LOC111130279	111130279
LOC111130277	111130277
LOC111130276	111130276
LOC111130275	111130275
LOC111130274	111130274
LOC111130273	111130273
LOC111130272	111130272
LOC111106818	111106818
LOC111106819	111106819
LOC111106810	111106810
LOC111106816	111106816
LOC111106809	111106809
LOC111106800	111106800
LOC111106801	111106801
LOC111118817	111118817
LOC111118815	111118815
LOC111118813	111118813
LOC111118811	111118811
LOC111118810	111118810
LOC111106830	111106830
LOC111118818	111118818
LOC111106839	111106839
LOC111105503	111105503
LOC111118801	111118801
LOC111118809	111118809
LOC111118807	111118807
LOC111106828	111106828
LOC111106820	111106820
LOC111106822	111106822
LOC111117507	111117507
LOC111117506	111117506
LOC111118836	111118836
LOC111117503	111117503
LOC111118835	111118835
LOC111118834	111118834
LOC111118833	111118833
LOC111118832	111118832
LOC111131810	111131810
LOC111105520	111105520
LOC111131811	111131811
LOC111131813	111131813
LOC111131814	111131814
LOC111131815	111131815
LOC111131806	111131806
LOC111105529	111105529
LOC111105528	111105528
LOC111105527	111105527
LOC111105526	111105526
LOC111105522	111105522
LOC111118831	111118831
LOC111118830	111118830
LOC111106855	111106855
LOC111106859	111106859
LOC111118823	111118823
LOC111105510	111105510
LOC111129501	111129501
LOC111131822	111131822
LOC111131823	111131823
LOC111131826	111131826
LOC111105518	111105518
LOC111129509	111129509
LOC111129508	111129508
LOC111105515	111105515
LOC111129503	111129503
LOC111105514	111105514
LOC111129502	111129502
LOC111105512	111105512
LOC111105511	111105511
LOC111118820	111118820
LOC111105519	111105519
LOC111106849	111106849
LOC111118858	111118858
LOC111118856	111118856
LOC111117524	111117524
LOC111106874	111106874
LOC111105541	111105541
LOC111105546	111105546
LOC111118852	111118852
LOC111117520	111117520
LOC111118850	111118850
LOC111118849	111118849
LOC111118848	111118848
LOC111106860	111106860
LOC111118845	111118845
LOC111106862	111106862
LOC111118843	111118843
LOC111105531	111105531
LOC111131800	111131800
LOC111105530	111105530
LOC111131805	111131805
LOC111104209	111104209
LOC111118841	111118841
LOC111118840	111118840
LOC111106891	111106891
LOC111118879	111118879
LOC111118878	111118878
LOC111131850	111131850
LOC111117545	111117545
LOC111118876	111118876
LOC111129532	111129532
LOC111105564	111105564
LOC111128203	111128203
LOC111104232	111104232
LOC111131857	111131857
LOC111105561	111105561
LOC111128209	111128209
LOC111130529	111130529
LOC111130528	111130528
LOC111130526	111130526
LOC111129536	111129536
LOC111128207	111128207
LOC111105566	111105566
LOC111117543	111117543
LOC111118870	111118870
LOC111116207	111116207
LOC111118868	111118868
LOC111131860	111131860
LOC111106882	111106882
LOC111131861	111131861
LOC111131862	111131862
LOC111131863	111131863
LOC111128212	111128212
LOC111128211	111128211
LOC111105553	111105553
LOC111104222	111104222
LOC111129545	111129545
LOC111105552	111105552
LOC111128213	111128213
LOC111105551	111105551
LOC111131868	111131868
LOC111128219	111128219
LOC111130538	111130538
LOC111130537	111130537
LOC111104226	111104226
LOC111130534	111130534
LOC111129549	111129549
LOC111104224	111104224
LOC111118864	111118864
LOC111117533	111117533
LOC111106887	111106887
LOC111130530	111130530
LOC111118860	111118860
LOC111116238	111116238
LOC111131830	111131830
LOC111116237	111116237
LOC111129512	111129512
LOC111131834	111131834
LOC111104253	111104253
LOC111131835	111131835
LOC111131837	111131837
LOC111131838	111131838
LOC111105580	111105580
LOC111131828	111131828
LOC111130506	111130506
LOC111130505	111130505
LOC111129513	111129513
LOC111129516	111129516
LOC111130500	111130500
LOC111129515	111129515
LOC111117566	111117566
LOC111118895	111118895
LOC111118894	111118894
LOC111116233	111116233
LOC111118893	111118893
LOC111116230	111116230
LOC111118892	111118892
LOC111116231	111116231
LOC111116229	111116229
LOC111131840	111131840
LOC111131842	111131842
LOC111104245	111104245
LOC111129520	111129520
LOC111131843	111131843
LOC111105575	111105575
LOC111104244	111104244
LOC111129522	111129522
LOC111131845	111131845
LOC111105573	111105573
LOC111130509	111130509
LOC111130516	111130516
LOC111130515	111130515
LOC111130514	111130514
LOC111104249	111104249
LOC111129524	111129524
LOC111130512	111130512
LOC111129527	111129527
LOC111104247	111104247
LOC111129526	111129526
LOC111104246	111104246
LOC111118882	111118882
LOC111117551	111117551
LOC111116220	111116220
LOC111118880	111118880
LOC111117589	111117589
LOC111129576	111129576
LOC111128247	111128247
LOC111104276	111104276
LOC111128242	111128242
LOC111130569	111130569
LOC111128248	111128248
LOC111130568	111130568
LOC111130566	111130566
LOC111104279	111104279
LOC111130565	111130565
LOC111130563	111130563
LOC111130562	111130562
LOC111130560	111130560
LOC111117581	111117581
LOC111105590	111105590
LOC111105597	111105597
LOC111104264	111104264
LOC111128251	111128251
LOC111104262	111104262
LOC111105591	111105591
LOC111128259	111128259
LOC111104269	111104269
LOC111104268	111104268
LOC111130576	111130576
LOC111130574	111130574
LOC111117571	111117571
LOC111104292	111104292
LOC111131871	111131871
LOC111131872	111131872
LOC111129554	111129554
LOC111128222	111128222
LOC111129556	111129556
LOC111104298	111104298
LOC111104296	111104296
LOC111130549	111130549
LOC111128227	111128227
LOC111130547	111130547
LOC111129558	111129558
LOC111128229	111128229
LOC111130545	111130545
LOC111130544	111130544
LOC111129559	111129559
LOC111130541	111130541
LOC111116277	111116277
LOC111116273	111116273
LOC111104289	111104289
LOC111128233	111128233
LOC111129564	111129564
LOC111128236	111128236
LOC111104287	111104287
LOC111129566	111129566
LOC111104286	111104286
LOC111129561	111129561
LOC111104285	111104285
LOC111104284	111104284
LOC111117591	111117591
LOC111130559	111130559
LOC111130557	111130557
LOC111129568	111129568
LOC111130556	111130556
LOC111128239	111128239
LOC111130555	111130555
LOC111130553	111130553
LOC111116268	111116268
LOC111130551	111130551
LOC111130550	111130550
LOC111117595	111117595
LOC111116264	111116264
LOC111128281	111128281
LOC111128283	111128283
LOC111128282	111128282
LOC111116290	111116290
LOC111116294	111116294
LOC111116295	111116295
LOC111128292	111128292
LOC111116287	111116287
LOC111116285	111116285
LOC111129592	111129592
LOC111128268	111128268
LOC111129593	111129593
LOC111128265	111128265
LOC111130587	111130587
LOC111130584	111130584
LOC111130582	111130582
LOC111130581	111130581
LOC111130580	111130580
LOC111128270	111128270
LOC111130590	111130590
LOC111128277	111128277
LOC111128279	111128279
LOC111128276	111128276
LOC111130599	111130599
LOC111130598	111130598
LOC111130594	111130594
LOC111130593	111130593
LOC111130592	111130592
LOC111106719	111106719
LOC111106712	111106712
LOC111106709	111106709
LOC111106706	111106706
LOC111118716	111118716
LOC111118713	111118713
LOC111118710	111118710
LOC111106732	111106732
LOC111106737	111106737
LOC111118706	111118706
LOC111118705	111118705
LOC111118703	111118703
LOC111118702	111118702
LOC111118701	111118701
LOC111131700	111131700
LOC111131704	111131704
LOC111131705	111131705
LOC111131706	111131706
LOC111106726	111106726
LOC111106728	111106728
LOC111118739	111118739
LOC111118738	111118738
LOC111106750	111106750
LOC111106752	111106752
LOC111117403	111117403
LOC111106753	111106753
LOC111105422	111105422
LOC111105421	111105421
LOC111105429	111105429
LOC111105423	111105423
LOC111118732	111118732
LOC111106754	111106754
LOC111118731	111118731
LOC111106755	111106755
LOC111106757	111106757
LOC111118727	111118727
LOC111118725	111118725
LOC111105416	111105416
LOC111118721	111118721
LOC111106749	111106749
LOC111106770	111106770
LOC111118756	111118756
LOC111131730	111131730
LOC111118755	111118755
LOC111131731	111131731
LOC111106775	111106775
LOC111129411	111129411
LOC111131732	111131732
LOC111104113	111104113
LOC111104112	111104112
LOC111131734	111131734
LOC111130408	111130408
LOC111129419	111129419
LOC111130407	111130407
LOC111130406	111130406
LOC111130405	111130405
LOC111105449	111105449
LOC111130404	111130404
LOC111104117	111104117
LOC111130402	111130402
LOC111104114	111104114
LOC111130400	111130400
LOC111118753	111118753
LOC111106777	111106777
LOC111117417	111117417
LOC111118746	111118746
LOC111131740	111131740
LOC111118745	111118745
LOC111105433	111105433
LOC111104101	111104101
LOC111129424	111129424
LOC111131745	111131745
LOC111104100	111104100
LOC111131749	111131749
LOC111130409	111130409
LOC111130419	111130419
LOC111130418	111130418
LOC111104109	111104109
LOC111130417	111130417
LOC111130416	111130416
LOC111130415	111130415
LOC111105437	111105437
LOC111104106	111104106
LOC111130413	111130413
LOC111104104	111104104
LOC111130412	111130412
LOC111105434	111105434
LOC111130411	111130411
LOC111130410	111130410
LOC111106766	111106766
LOC111106790	111106790
LOC111106792	111106792
LOC111106794	111106794
LOC111117449	111117449
LOC111106795	111106795
LOC111106796	111106796
LOC111106797	111106797
LOC111105466	111105466
LOC111104135	111104135
LOC111104134	111104134
LOC111131712	111131712
LOC111105464	111105464
LOC111104133	111104133
LOC111131713	111131713
LOC111105462	111105462
LOC111105460	111105460
LOC111131708	111131708
LOC111104139	111104139
LOC111104137	111104137
LOC111118776	111118776
LOC111118772	111118772
LOC111118771	111118771
LOC111118770	111118770
LOC111106780	111106780
LOC111117437	111117437
LOC111118768	111118768
LOC111117436	111117436
LOC111131720	111131720
LOC111106786	111106786
LOC111129400	111129400
LOC111131721	111131721
LOC111105455	111105455
LOC111104123	111104123
LOC111105453	111105453
LOC111104121	111104121
LOC111131725	111131725
LOC111129408	111129408
LOC111129409	111129409
LOC111129404	111129404
LOC111105459	111105459
LOC111104128	111104128
LOC111104127	111104127
LOC111129405	111129405
LOC111105456	111105456
LOC111106788	111106788
LOC111118761	111118761
LOC111131771	111131771
LOC111117468	111117468
LOC111116137	111116137
LOC111131775	111131775
LOC111128124	111128124
LOC111131778	111131778
LOC111104153	111104153
LOC111128122	111128122
LOC111128121	111128121
LOC111118790	111118790
LOC111128127	111128127
LOC111104159	111104159
LOC111117466	111117466
LOC111118797	111118797
LOC111130443	111130443
LOC111118796	111118796
LOC111118795	111118795
LOC111118794	111118794
LOC111118792	111118792
LOC111118791	111118791
LOC111116130	111116130
LOC111131781	111131781
LOC111131783	111131783
LOC111116128	111116128
LOC111131784	111131784
LOC111131785	111131785
LOC111131786	111131786
LOC111129466	111129466
LOC111131787	111131787
LOC111105477	111105477
LOC111104146	111104146
LOC111129465	111129465
LOC111131788	111131788
LOC111104145	111104145
LOC111128137	111128137
LOC111131789	111131789
LOC111128136	111128136
LOC111129467	111129467
LOC111105474	111105474
LOC111104143	111104143
LOC111128130	111128130
LOC111129461	111129461
LOC111105472	111105472
LOC111104141	111104141
LOC111128133	111128133
LOC111129464	111129464
LOC111128132	111128132
LOC111128139	111128139
LOC111130459	111130459
LOC111130458	111130458
LOC111129469	111129469
LOC111130457	111130457
LOC111104148	111104148
LOC111130456	111130456
LOC111104147	111104147
LOC111117455	111117455
LOC111130455	111130455
LOC111116124	111116124
LOC111117456	111117456
LOC111118786	111118786
LOC111130453	111130453
LOC111130452	111130452
LOC111116123	111116123
LOC111117451	111117451
LOC111117452	111117452
LOC111116121	111116121
LOC111118780	111118780
LOC111131750	111131750
LOC111131751	111131751
LOC111131752	111131752
LOC111116159	111116159
LOC111131753	111131753
LOC111128102	111128102
LOC111128101	111128101
LOC111131755	111131755
LOC111128103	111128103
LOC111104176	111104176
LOC111131759	111131759
LOC111129431	111129431
LOC111104172	111104172
LOC111128109	111128109
LOC111130429	111130429
LOC111116150	111116150
LOC111130428	111130428
LOC111130426	111130426
LOC111130425	111130425
LOC111128108	111128108
LOC111130424	111130424
LOC111130423	111130423
LOC111116157	111116157
LOC111116158	111116158
LOC111116153	111116153
LOC111117485	111117485
LOC111117483	111117483
LOC111104160	111104160
LOC111131761	111131761
LOC111131763	111131763
LOC111131764	111131764
LOC111128113	111128113
LOC111105499	111105499
LOC111104168	111104168
LOC111131766	111131766
LOC111104167	111104167
LOC111129446	111129446
LOC111105497	111105497
LOC111128114	111128114
LOC111104165	111104165
LOC111131769	111131769
LOC111104164	111104164
LOC111128111	111128111
LOC111130439	111130439
LOC111128116	111128116
LOC111130434	111130434
LOC111104169	111104169
LOC111130433	111130433
LOC111130431	111130431
LOC111117471	111117471
LOC111104193	111104193
LOC111129490	111129490
LOC111104191	111104191
LOC111129492	111129492
LOC111104190	111104190
LOC111129499	111129499
LOC111129498	111129498
LOC111104199	111104199
LOC111128169	111128169
LOC111128164	111128164
LOC111104197	111104197
LOC111129494	111129494
LOC111104196	111104196
LOC111128166	111128166
LOC111129497	111129497
LOC111130487	111130487
LOC111130485	111130485
LOC111116176	111116176
LOC111130482	111130482
LOC111130481	111130481
LOC111130491	111130491
LOC111104180	111104180
LOC111104189	111104189
LOC111104184	111104184
LOC111128176	111128176
LOC111104183	111104183
LOC111117491	111117491
LOC111117492	111117492
LOC111116161	111116161
LOC111116168	111116168
LOC111130498	111130498
LOC111116166	111116166
LOC111130495	111130495
LOC111130493	111130493
LOC111131790	111131790
LOC111131795	111131795
LOC111131796	111131796
LOC111131799	111131799
LOC111129479	111129479
LOC111129478	111129478
LOC111128143	111128143
LOC111129474	111129474
LOC111130469	111130469
LOC111130467	111130467
LOC111130464	111130464
LOC111130463	111130463
LOC111130462	111130462
LOC111130461	111130461
LOC111128151	111128151
LOC111129482	111129482
LOC111128157	111128157
LOC111128156	111128156
LOC111129487	111129487
LOC111128153	111128153
LOC111129484	111129484
LOC111129483	111129483
LOC111128155	111128155
LOC111129486	111129486
LOC111128154	111128154
LOC111130479	111130479
LOC111130478	111130478
LOC111130474	111130474
LOC111130473	111130473
LOC111130470	111130470
LOC111128182	111128182
LOC111128184	111128184
LOC111128183	111128183
LOC111128189	111128189
LOC111128185	111128185
LOC111128188	111128188
LOC111128195	111128195
LOC111128190	111128190
LOC111128198	111128198
LOC111105701	111105701
LOC111105709	111105709
LOC111105708	111105708
LOC111105707	111105707
LOC111105725	111105725
LOC111105724	111105724
LOC111105720	111105720
LOC111105728	111105728
LOC111105716	111105716
LOC111105715	111105715
LOC111129707	111129707
LOC111129706	111129706
LOC111105713	111105713
LOC111105712	111105712
LOC111105710	111105710
LOC111105718	111105718
LOC111117721	111117721
LOC111105741	111105741
LOC111105748	111105748
LOC111104416	111104416
LOC111104415	111104415
LOC111104419	111104419
LOC111117717	111117717
LOC111117711	111117711
LOC111105730	111105730
LOC111104407	111104407
LOC111104403	111104403
LOC111105733	111105733
LOC111104402	111104402
LOC111104401	111104401
LOC111104408	111104408
LOC111117749	111117749
LOC111117747	111117747
LOC111117748	111117748
LOC111117745	111117745
LOC111117746	111117746
LOC111116415	111116415
LOC111117743	111117743
LOC111129730	111129730
LOC111105763	111105763
LOC111104432	111104432
LOC111105762	111105762
LOC111104431	111104431
LOC111128400	111128400
LOC111130718	111130718
LOC111128407	111128407
LOC111129738	111129738
LOC111130727	111130727
LOC111130726	111130726
LOC111104439	111104439
LOC111128408	111128408
LOC111130724	111130724
LOC111104437	111104437
LOC111129734	111129734
LOC111128402	111128402
LOC111103105	111103105
LOC111128405	111128405
LOC111104434	111104434
LOC111130720	111130720
LOC111104433	111104433
LOC111116410	111116410
LOC111117742	111117742
LOC111117740	111117740
LOC111117739	111117739
LOC111116408	111116408
LOC111117736	111117736
LOC111117735	111117735
LOC111117732	111117732
LOC111117733	111117733
LOC111129740	111129740
LOC111129748	111129748
LOC111130737	111130737
LOC111130736	111130736
LOC111105758	111105758
LOC111128419	111128419
LOC111129745	111129745
LOC111130733	111130733
LOC111128416	111128416
LOC111105754	111105754
LOC111130731	111130731
LOC111105753	111105753
LOC111104422	111104422
LOC111117730	111117730
LOC111117731	111117731
LOC111115107	111115107
LOC111117767	111117767
LOC111116436	111116436
LOC111117765	111117765
LOC111104454	111104454
LOC111103123	111103123
LOC111103121	111103121
LOC111129715	111129715
LOC111130704	111130704
LOC111130702	111130702
LOC111129712	111129712
LOC111130701	111130701
LOC111103126	111103126
LOC111130700	111130700
LOC111104456	111104456
LOC111104455	111104455
LOC111117764	111117764
LOC111116430	111116430
LOC111117762	111117762
LOC111117760	111117760
LOC111129719	111129719
LOC111117758	111117758
LOC111117759	111117759
LOC111117757	111117757
LOC111104443	111104443
LOC111105773	111105773
LOC111103110	111103110
LOC111130709	111130709
LOC111130706	111130706
LOC111103115	111103115
LOC111104446	111104446
LOC111103113	111103113
LOC111104445	111104445
LOC111117750	111117750
LOC111117751	111117751
LOC111116420	111116420
LOC111115129	111115129
LOC111115125	111115125
LOC111128443	111128443
LOC111128442	111128442
LOC111127110	111127110
LOC111130768	111130768
LOC111127115	111127115
LOC111103148	111103148
LOC111129777	111129777
LOC111127117	111127117
LOC111128448	111128448
LOC111116454	111116454
LOC111115122	111115122
LOC111130762	111130762
LOC111130761	111130761
LOC111115124	111115124
LOC111115123	111115123
LOC111115119	111115119
LOC111117778	111117778
LOC111117777	111117777
LOC111127122	111127122
LOC111105796	111105796
LOC111127124	111127124
LOC111103131	111103131
LOC111105791	111105791
LOC111127121	111127121
LOC111103139	111103139
LOC111128458	111128458
LOC111127126	111127126
LOC111129788	111129788
LOC111105799	111105799
LOC111128459	111128459
LOC111103136	111103136
LOC111117774	111117774
LOC111116443	111116443
LOC111130774	111130774
LOC111130771	111130771
LOC111117770	111117770
LOC111130770	111130770
LOC111116440	111116440
LOC111104490	111104490
LOC111115149	111115149
LOC111128421	111128421
LOC111128420	111128420
LOC111129751	111129751
LOC111104497	111104497
LOC111104496	111104496
LOC111104494	111104494
LOC111103163	111103163
LOC111104493	111104493
LOC111130748	111130748
LOC111128425	111128425
LOC111128427	111128427
LOC111130743	111130743
LOC111130741	111130741
LOC111116477	111116477
LOC111116469	111116469
LOC111115137	111115137
LOC111116468	111116468
LOC111115138	111115138
LOC111104487	111104487
LOC111127101	111127101
LOC111103156	111103156
LOC111104485	111104485
LOC111128433	111128433
LOC111127103	111127103
LOC111104483	111104483
LOC111128430	111128430
LOC111104480	111104480
LOC111127108	111127108
LOC111130759	111130759
LOC111128436	111128436
LOC111127104	111127104
LOC111130756	111130756
LOC111128435	111128435
LOC111127105	111127105
LOC111130755	111130755
LOC111127106	111127106
LOC111129769	111129769
LOC111128437	111128437
LOC111127107	111127107
LOC111104488	111104488
LOC111115132	111115132
LOC111116463	111116463
LOC111115135	111115135
LOC111115134	111115134
LOC111117792	111117792
LOC111128481	111128481
LOC111127155	111127155
LOC111103187	111103187
LOC111128484	111128484
LOC111115167	111115167
LOC111116494	111116494
LOC111115163	111115163
LOC111103170	111103170
LOC111128492	111128492
LOC111127160	111127160
LOC111128491	111128491
LOC111103177	111103177
LOC111128497	111128497
LOC111127169	111127169
LOC111103176	111103176
LOC111116487	111116487
LOC111116485	111116485
LOC111115153	111115153
LOC111127133	111127133
LOC111129796	111129796
LOC111129795	111129795
LOC111127135	111127135
LOC111129798	111129798
LOC111128466	111128466
LOC111128461	111128461
LOC111128460	111128460
LOC111129791	111129791
LOC111127131	111127131
LOC111129794	111129794
LOC111127137	111127137
LOC111130782	111130782
LOC111130781	111130781
LOC111115184	111115184
LOC111115183	111115183
LOC111115186	111115186
LOC111103191	111103191
LOC111128470	111128470
LOC111103190	111103190
LOC111127145	111127145
LOC111128478	111128478
LOC111127146	111127146
LOC111128477	111128477
LOC111127147	111127147
LOC111127142	111127142
LOC111128479	111128479
LOC111115177	111115177
LOC111130794	111130794
LOC111115179	111115179
LOC111130790	111130790
LOC111127194	111127194
LOC111127196	111127196
LOC111115190	111115190
LOC111115193	111115193
LOC111115195	111115195
LOC111115194	111115194
LOC111127177	111127177
LOC111127185	111127185
LOC111106916	111106916
LOC111106917	111106917
LOC111106915	111106915
LOC111118916	111118916
LOC111118915	111118915
