"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111100699",13.5961642337582,1.95828409274821,0.354614323550332,4.81730144356604,1.45512772274788e-06,0.0353814305786147,"methylthioribulose-1-phosphate dehydratase-like"
