"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111100699",13.5961642337582,2.08734890241209,0.350994746755327,5.23469060262853,1.65261455604025e-07,0.00401833229301188,"methylthioribulose-1-phosphate dehydratase-like"
