"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC111120752",0.345611761382406,-0.170498988505744,0.216508039134039,0,1,NA
"LOC111109452",1.5973301650215,0.176594623621921,0.220768094221422,0,1,1
"LOC111124802",213.001305426664,-0.0246124142245909,0.0806288048230352,0,1,1
"LOC111101273",76.7130207987342,-0.147622826583204,0.113452361677996,0,1,1
"LOC111101250",123.474814925949,0.0200547362767611,0.130868613743753,0,1,1
"LOC111101262",269.444399302106,0.034104973642308,0.0878924126553203,0,1,1
"LOC111133260",29.4470879831386,0.857967023116941,0.248941803661199,2.4422054238201,0.0145978375259175,0.71301520478973
"LOC111113503",16.7528215547708,0.0609487693251406,0.228523014207027,0,1,1
"LOC111102393",24.8434717066399,-0.18214131548894,0.199115351071626,0,1,1
"LOC111119377",48.5414494330275,0.390669741203211,0.280920411989194,0.500745888157896,0.616549972708029,1
"LOC111101799",13.248074295177,-0.71808995433555,0.252198240208665,-1.8560397326653,0.0634478949225248,1
"LOC111117743",1.20017744509841,-0.548170407328763,0.285048591935291,-1.04603360888185,NA,NA
"LOC111117672",235.02313851231,-0.170586787166367,0.0911662341165689,0,1,1
"LOC111114053",30.6913553957081,0.314991694738319,0.234220837665144,0.277480412871013,0.781411243826505,1
"LOC111109809",2.62732745230971,0.540674183192001,0.277415511335884,1.04779354907831,0.294733735279962,1
"LOC111135172",1.5935453832351,-0.237702986281706,0.164806931046749,0,1,1
"LOC111114201",510.164024735551,0.0885976866723787,0.0962169098002715,0,1,1
"LOC111114212",187.839356573486,0.308495523458236,0.094695984542499,0.617719153994159,0.53676048372952,1
"LOC111138315",118.741842645973,0.110415981715929,0.123142930693358,0,1,1
"LOC111138321",124.288929781067,-0.163601591281963,0.117015756655036,0,1,1
"LOC111121058",64.6640601186964,-0.0934979865306993,0.185643927593266,0,1,1
"LOC111138070",2.69689945309621,-0.0339213903150109,0.116753711139354,0,1,1
"LOC111108878",0.539400869700061,0.119306212396398,0.147920225276183,0,1,NA
"LOC111108901",13.1224307523866,-0.17545346096934,0.245805688967426,0,1,1
"LOC111130095",33.9420358820191,-0.170675969808239,0.180010195363406,0,1,1
"LOC111103224",2.09556628354375,-0.458894610173147,0.265248460300576,-0.787543158352097,0.430963974295659,1
"LOC111131060",0.087888588779907,0.011172128136704,0.104176568301428,0,1,NA
"LOC111131074",0.421478636555221,0.0280455059853437,0.121816940853147,0,1,NA
"LOC111131094",0.0297622280717766,0.0131203854647536,0.104087827057472,0,1,NA
"LOC111136780",216.982690188458,-0.228069883259257,0.119935993281631,0,1,1
"LOC111133372",264.055484675642,-0.145829041082719,0.110629487943389,0,1,1
"LOC111137104",104.09795845698,-0.082051120230285,0.112170599625285,0,1,1
"LOC111099747",2.18868799110821,-0.172074669736512,0.283143312685,0,1,1
"LOC111129066",0.276364643737533,-0.0699633798410179,0.10507305032041,0,1,NA
"LOC111115406",7.65002372776508,0.0054400553895923,0.283933959035668,0,1,1
"LOC111114430",0.345190831887045,-0.0639004160100295,0.197167304574029,0,1,NA
"LOC111129120",0,NA,NA,NA,NA,NA
"LOC111113958",0.344330282089771,-0.0470057252992615,0.117249584261404,0,1,NA
"LOC111103230",2.05804072545648,-0.168882184311768,0.279818056817343,0,1,1
"LOC111101640",0.407749395226686,-0.0771695615738618,0.228535773378709,0,1,NA
"LOC111103163",1.23462369658909,-0.212395994009607,0.220488436090445,0,1,1
"LOC111103177",0.391585894058088,-0.131465276584597,0.145061216703292,0,1,NA
"LOC111102448",70.6902703541423,0.122037846760881,0.150597529009764,0,1,1
"LOC111129274",0.877841501893046,-0.141613605212626,0.265081083810647,0,1,1
"LOC111113346",57.1221491854594,0.0730197571614393,0.1583317466353,0,1,1
"LOC111100652",63.9174720913098,-0.565849962457162,0.182068965674372,-1.73478198927134,0.0827794274993022,1
"LOC111134791",212.497088041231,-0.0983654469264864,0.103681375823405,0,1,1
"LOC111128971",89.8721501382765,-0.0104861111405055,0.123256486655518,0,1,1
"LOC111104153",15.5736447049123,1.07231007160664,0.222240374426515,3.70009308042514,0.000215520403114022,0.0797460818160054
