"","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111119932",53,45,5,2,35,16,16,2,27,16,7,17,1,23,65
"LOC111120401",13,6,0,0,7,1,1,2,2,0,2,2,0,4,0
"LOC111119757",0,0,0,0,0,0,0,0,26,9,2,0,0,0,0
"LOC111119758",15,10,3,0,3,0,0,3,1,1,0,1,0,1,0
"LOC111121741",1,0,0,0,1,0,0,0,2,1,0,0,0,0,0
"LOC111121869",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111118449",0,0,0,0,0,1,0,0,1,0,3,0,0,1,0
"LOC111120108",0,23,0,0,0,0,0,0,4,1,0,0,0,0,0
"LOC111119651",3,1,2,0,4,6,0,0,13,12,2,0,0,1,0
"LOC111122214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111120417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111119977",3,2,0,0,0,0,0,0,1,0,0,2,0,0,0
"LOC111119944",40,0,0,3,0,0,1,0,0,0,0,5,0,0,0
"LOC111119978",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111119957",1,1,0,0,1,0,2,0,0,1,2,0,0,3,0
"LOC111118213",0,1,0,0,2,0,0,0,2,0,0,0,0,0,0
"LOC111119220",0,3,3,0,4,1,0,0,0,2,3,0,1,0,0
"LOC111120754",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC111118146",0,0,0,0,0,0,0,0,7,0,7,0,0,0,0
"LOC111119624",0,6,1,0,2,0,6,1,6,2,2,0,0,1,1
"LOC111121668",12,1,0,2,0,0,3,0,5,7,1,4,0,0,0
"LOC111122193",0,1,0,0,1,0,2,0,2,3,2,0,0,1,0
"LOC111121822",136,106,15,14,112,31,38,7,82,46,49,43,216,56,4
"LOC111119144",19,0,12,1,0,0,0,0,0,0,0,1,0,0,0
"LOC111119589",0,0,0,0,2,0,0,0,0,0,7,0,0,0,0
"LOC111119590",3,5,2,0,4,2,0,1,8,4,1,1,0,1,0
"LOC111118706",3,2,1,0,5,0,0,0,2,1,1,0,2,3,0
"LOC111118856",6,2,0,1,15,3,1,1,3,0,2,0,1,2,0
"LOC111122058",0,0,1,0,0,0,0,0,0,3,1,1,0,2,0
"LOC111120429",8,8,2,0,9,2,2,0,6,4,1,3,0,6,0
"LOC111120431",5,7,0,0,2,2,1,1,1,1,1,1,0,0,0
"LOC111120432",0,0,0,0,0,0,0,0,14,3,0,0,0,0,0
"LOC111120435",0,0,0,0,0,0,0,0,35,13,2,0,1,1,0
"LOC111121513",0,0,2,0,2,3,1,1,3,0,3,1,3,3,0
"LOC111118169",0,0,0,0,0,0,0,0,11,3,0,0,0,0,0
"LOC111119791",6,1,1,1,5,0,2,0,19,0,6,0,0,0,0
"LOC111118553",1,1,0,0,0,0,1,0,5,0,0,1,0,0,0
"LOC111121528",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111121204",0,0,0,0,1,0,2,0,1,0,2,0,0,0,0
"LOC111120994",1,1,0,0,4,4,1,0,2,0,2,6,0,0,0
"LOC111120995",8,1,0,1,2,0,0,0,0,0,0,0,0,1,0
"LOC111118544",0,19,0,0,0,0,3,0,4,0,0,0,0,1,0
"LOC111121612",0,2,0,0,12,1,1,0,0,3,2,3,0,0,0
"LOC111119530",163,166,23,25,115,47,41,14,96,72,88,38,99,87,3
"LOC111122136",1,1,0,0,2,1,0,0,1,1,0,0,0,0,0
"LOC111119265",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111119270",4,4,0,0,1,2,0,0,0,0,4,0,0,0,1
"LOC111119269",99,90,16,3,43,17,12,8,50,34,17,16,55,23,1
"LOC111120446",14,0,1,0,1,0,3,0,0,1,0,3,0,1,0
"LOC111119275",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111119273",0,0,1,0,2,1,0,0,1,0,0,0,0,1,0
"LOC111119267",13,3,1,0,1,1,0,0,2,0,0,0,0,0,0
"LOC111119992",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"LOC111118031",0,2,1,5,0,0,0,0,0,10,0,0,0,0,0
"LOC111121070",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"LOC111121077",16,0,0,0,16,0,2,1,6,1,10,4,0,4,0
"LOC111121071",49,34,3,0,25,16,1,3,22,19,13,2,1,16,129
"LOC111121076",1,8,0,0,4,1,3,1,3,1,6,2,0,2,0
"LOC111121281",0,0,0,0,1,3,0,0,0,1,0,0,0,4,0
"LOC111120448",3,2,1,0,1,0,0,0,0,1,1,0,0,0,0
"LOC111118664",1,1,0,0,0,0,1,0,9,0,0,0,0,0,2
"LOC111122013",3,5,8,1,2,3,3,0,6,4,1,5,1,3,0
"LOC111120450",0,0,0,0,1,0,0,0,0,1,1,0,0,9,0
"LOC111120459",3,1,1,0,1,0,1,1,2,0,3,1,0,0,0
"LOC111121956",4,0,0,0,1,0,0,0,0,0,0,1,0,3,0
"LOC111121522",1,0,0,0,0,0,0,0,0,1,7,1,1,0,0
"LOC111121507",5,2,0,0,1,1,1,0,4,0,0,3,0,0,0
"LOC111119396",1,0,1,0,1,1,2,0,2,0,1,0,0,0,0
"LOC111118780",4,2,0,1,3,1,4,0,3,2,1,0,1,1,0
"LOC111119737",0,16,0,0,9,0,5,0,0,0,3,0,1,9,0
"LOC111120632",5,6,1,0,15,3,2,1,9,6,1,8,0,5,0
"LOC111120631",3,2,0,0,2,1,3,0,6,0,2,0,0,5,0
"LOC111122137",2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"LOC111122414",7,23,2,0,9,2,0,0,13,12,9,3,0,0,0
"LOC111120798",8,0,0,0,1,0,1,0,8,1,0,0,0,1,0
"LOC111122310",4,7,1,0,14,2,2,0,16,1,5,1,0,5,0
"LOC111118203",1,2,0,0,2,0,0,0,0,1,0,0,0,2,0
"LOC111122772",2,0,0,0,0,0,0,0,1,1,3,1,0,0,0
"LOC111127082",7,0,0,1,3,0,8,0,11,11,2,7,0,0,0
"LOC111125261",0,3,1,0,0,1,0,0,0,0,0,0,0,1,0
"LOC111125260",2,2,0,0,0,0,0,0,0,2,0,0,0,1,0
"LOC111125255",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"LOC111125263",3,4,0,0,2,0,1,0,2,2,0,0,0,4,0
"LOC111125256",11,2,0,0,10,0,0,0,1,0,1,2,0,3,0
"LOC111126823",0,0,0,0,0,0,0,0,11,2,0,0,0,0,0
"LOC111126852",4,1,0,0,3,1,0,0,1,1,0,0,0,0,0
"LOC111124854",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111123339",4,1,0,1,0,3,1,2,0,0,2,0,1,0,0
"LOC111123352",4,0,0,0,0,3,5,1,9,3,0,0,0,0,1
"LOC111123347",0,1,0,0,2,0,1,0,2,0,2,0,0,0,1
"LOC111127287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123343",1,4,2,0,3,0,4,1,1,1,4,1,0,0,0
"LOC111123346",3,3,0,0,0,0,1,0,1,0,3,1,0,0,2
"LOC111127300",1,4,1,0,1,0,3,0,3,0,0,0,0,0,0
"LOC111125127",0,2,0,0,4,0,1,0,1,1,2,0,0,0,1
"LOC111126449",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LOC111123209",0,1,0,0,0,1,0,0,22,0,0,0,0,0,0
"LOC111124932",231,195,39,17,140,41,67,22,157,91,89,52,9,74,54
"LOC111124934",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123736",2,0,0,0,11,0,2,0,0,2,5,0,0,0,0
"LOC111124861",24,0,0,1,5,0,0,1,0,2,2,0,1,3,0
"LOC111127512",19,1,1,1,1,0,1,0,1,0,0,2,0,1,1
"LOC111125743",1,2,0,0,0,0,0,0,2,2,0,0,0,0,0
"LOC111122599",2,3,0,0,6,0,0,0,0,3,0,0,0,1,0
"LOC111123167",4,2,0,1,0,0,0,0,0,0,1,0,0,1,3
"LOC111123181",0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"LOC111127384",2,2,0,0,0,0,1,0,1,0,0,0,0,0,2
"LOC111124535",58,67,13,5,41,6,13,7,40,31,22,11,65,18,1
"LOC111124531",9,6,4,1,3,0,3,0,7,2,6,1,0,6,0
"LOC111126379",4,6,0,0,4,0,1,0,7,2,2,3,0,0,0
"LOC111124476",3,8,2,0,4,0,1,1,2,2,1,1,0,0,0
"LOC111124598",3,4,2,0,14,1,3,1,5,2,2,2,0,2,0
"LOC111124599",173,122,24,10,64,18,32,18,128,76,39,38,109,79,2
"LOC111126016",0,0,0,0,6,0,0,0,1,1,14,0,0,0,0
"LOC111126018",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111126015",3,0,0,1,7,0,0,0,0,1,3,0,0,0,1
"LOC111126014",482,468,119,50,416,139,144,42,276,226,216,139,378,156,6
"LOC111125008",119,106,28,14,83,17,40,6,144,42,25,34,5,53,83
"LOC111125010",0,0,0,0,0,0,0,0,47,0,1,0,0,0,0
"LOC111127504",0,0,0,0,1,0,0,0,22,2,0,0,0,0,0
"LOC111125557",0,1,6,0,6,1,7,0,23,0,0,1,0,0,0
"LOC111124508",3,1,1,0,0,0,0,0,1,0,0,1,0,1,0
"LOC111124519",9,6,5,0,5,0,0,3,6,9,0,1,0,5,0
"LOC111124514",4,1,0,1,4,0,6,0,12,5,0,1,0,0,0
"LOC111124513",5,0,0,0,3,0,6,0,13,22,3,1,0,4,0
"LOC111124505",2,4,0,0,4,0,1,0,0,2,0,1,0,0,2
"LOC111124512",0,2,0,0,1,2,0,0,0,0,0,0,0,1,0
"LOC111123627",0,4,0,0,1,0,0,0,1,0,0,0,0,0,0
"LOC111127552",0,3,0,0,1,2,1,0,11,0,1,1,0,0,0
"LOC111125618",1,0,0,0,1,1,0,0,0,2,0,0,0,1,0
"LOC111125593",0,1,1,0,0,3,0,0,2,1,0,0,0,0,0
"LOC111125596",62,132,25,2,59,5,49,15,122,77,54,31,0,13,161
"LOC111125604",6,0,4,0,0,0,2,0,1,0,7,0,0,0,2
"LOC111125617",0,0,0,0,0,0,0,0,18,0,0,1,0,1,0
"LOC111125616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125470",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111123416",9,0,1,0,3,0,0,0,1,2,1,0,0,2,1
"LOC111123415",3,1,0,0,4,0,2,1,0,3,0,0,0,0,0
"LOC111122565",0,2,1,0,1,0,1,0,0,0,3,0,0,0,0
"LOC111122526",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LOC111124837",25,50,22,2,40,17,37,12,64,68,42,4,3,42,123
"LOC111124835",8,5,2,1,6,0,0,0,4,1,2,2,0,2,2
"LOC111122661",2,0,1,1,2,4,2,0,4,3,1,1,1,3,0
"LOC111126573",0,0,0,0,5,0,1,0,0,0,1,1,0,0,0
"LOC111127037",68,106,14,3,10,20,21,6,60,38,34,16,12,17,120
"LOC111125869",1,10,0,0,1,0,0,4,3,5,2,2,1,1,0
"LOC111122687",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111126286",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"LOC111126930",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"LOC111125577",313,259,41,16,236,113,75,31,185,107,73,66,147,122,6
"LOC111122718",2,28,0,0,1,3,0,0,0,0,10,1,2,1,1
"LOC111125933",1,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"LOC111125935",0,1,3,0,0,0,0,0,7,2,0,0,0,7,0
"LOC111126541",1,0,0,0,0,6,0,0,2,12,0,0,0,0,0
"LOC111127368",0,1,0,0,0,3,0,0,3,2,1,1,0,5,0
"LOC111123141",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111125709",2,0,1,0,0,1,0,0,4,0,1,0,0,1,0
"LOC111122788",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111122792",1,8,0,0,0,0,2,0,0,5,0,0,1,1,0
"LOC111126448",5,7,0,1,0,2,1,0,2,0,1,0,0,0,0
"LOC111125731",1,9,0,0,1,0,1,0,2,6,0,4,0,1,0
"LOC111124605",16,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111126232",0,0,0,0,9,0,0,0,0,1,1,0,0,0,0
"LOC111123206",0,0,0,0,2,0,2,0,2,0,1,0,0,0,0
"LOC111126779",0,1,0,0,2,0,0,0,0,0,1,0,0,0,1
"LOC111122780",0,0,0,0,3,0,0,0,1,9,1,1,0,0,0
"LOC111122744",0,6,0,0,1,0,1,0,7,2,5,0,0,0,0
"LOC111125545",0,0,0,0,2,0,0,0,2,0,1,0,0,0,0
"LOC111125099",44,42,7,2,35,11,23,2,61,45,12,36,3,7,129
"LOC111125244",1,1,0,0,2,0,0,2,1,0,1,0,0,3,0
"LOC111126720",0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
"LOC111122745",408,326,79,25,344,143,115,47,388,224,159,114,37,267,139
"LOC111122746",7,9,1,0,4,0,4,2,3,3,3,2,0,1,0
"LOC111122964",5,4,0,0,10,2,0,0,4,3,2,1,0,1,0
"LOC111122747",0,0,0,0,4,6,0,0,1,7,1,0,0,2,0
"LOC111125912",10,3,3,0,5,1,6,2,3,3,2,1,0,3,0
"LOC111123020",0,0,0,0,3,0,0,0,10,1,0,0,0,0,0
"LOC111123184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123772",10,5,1,0,6,0,2,1,2,1,11,0,0,2,0
"LOC111123773",0,11,4,0,4,1,1,0,3,5,2,0,2,6,0
"LOC111123034",5,7,1,1,8,1,1,0,8,3,2,0,0,3,1
"LOC111123044",3,2,0,0,5,1,1,0,1,0,0,0,0,0,0
"LOC111125699",0,0,1,0,1,1,0,0,0,3,1,0,0,0,0
"LOC111123060",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111124037",0,0,0,0,2,0,0,0,0,27,2,0,0,0,0
"LOC111123427",0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
"LOC111127063",14,0,1,0,23,4,0,0,1,1,1,1,0,0,0
"LOC111124043",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111124045",0,0,0,0,0,6,0,0,0,0,0,0,0,11,0
"LOC111125336",4,0,0,0,6,0,3,0,6,1,7,0,0,0,0
"LOC111126594",0,1,2,0,2,1,7,0,0,0,2,0,0,0,0
"LOC111123023",0,2,0,0,5,0,1,0,3,0,0,0,0,0,0
"LOC111126565",26,0,0,0,21,7,0,1,1,9,3,0,0,0,0
"LOC111124050",16,4,2,0,17,0,0,0,1,0,0,0,1,12,0
"LOC111124809",6,0,0,0,8,0,3,0,4,2,3,0,0,0,0
"LOC111124548",0,0,0,0,8,1,0,0,0,0,2,0,0,0,0
"LOC111126634",0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
"LOC111124706",1,2,0,0,0,0,0,0,3,0,0,1,0,1,0
"LOC111124707",0,0,0,0,1,4,0,0,0,0,0,1,0,0,1
"LOC111124705",0,0,0,1,0,0,0,0,9,0,0,1,0,0,0
"LOC111125871",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"LOC111123469",8,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC111127115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111124978",0,3,0,0,3,0,1,0,0,0,0,0,0,0,0
"LOC111124059",0,6,0,0,5,0,0,1,0,0,0,0,0,0,0
"LOC111124957",0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111124952",3,0,3,0,6,0,5,0,3,3,2,0,0,2,1
"LOC111124943",4,3,0,0,4,0,2,0,2,2,1,3,0,2,0
"LOC111124977",3,1,0,0,0,0,0,0,0,1,0,3,0,1,0
"LOC111124954",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111124979",1,3,0,0,2,0,0,0,2,1,6,1,0,0,0
"LOC111124953",3,3,1,0,16,0,0,0,0,1,2,0,0,1,0
"LOC111125251",5,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"LOC111125253",2,11,1,4,7,1,0,0,3,2,2,0,24,0,0
"LOC111127598",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"LOC111127597",3,1,1,0,3,0,2,1,0,0,0,0,0,6,0
"LOC111127610",1,16,1,0,0,1,1,0,0,0,2,0,0,1,0
"LOC111127601",10,10,0,2,1,3,0,1,0,4,1,4,0,1,0
"LOC111127616",34,2,0,2,0,0,0,0,0,0,0,4,0,0,0
"LOC111127587",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"LOC111127599",0,1,1,0,0,0,18,0,0,0,0,0,1,0,0
"LOC111127596",2,1,1,2,0,4,2,0,3,0,1,0,0,16,0
"LOC111127608",77,72,16,5,53,24,29,1,54,43,46,19,119,16,1
"LOC111127611",0,16,3,0,0,0,0,0,0,0,0,0,0,0,1
"LOC111127603",7,12,2,1,5,6,1,0,5,0,2,1,0,1,1
"LOC111127576",0,3,0,0,3,2,0,0,5,0,0,0,1,9,1
"LOC111126520",4,26,2,0,9,0,1,1,5,6,1,3,0,0,0
"LOC111125751",16,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"LOC111123188",0,0,0,0,2,0,1,0,0,0,0,0,0,4,0
"LOC111124833",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111124834",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111127402",1,3,0,0,0,14,0,2,1,18,4,0,0,0,0
"LOC111122579",0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"LOC111123297",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"LOC111125084",2,4,0,0,0,0,0,0,3,2,0,1,0,0,0
"LOC111124897",5,6,0,0,0,0,0,0,3,0,3,1,0,0,0
"LOC111124896",1,4,0,0,1,1,1,0,0,0,0,0,0,0,0
"LOC111124898",0,1,0,0,0,0,1,0,6,2,1,0,0,0,0
"LOC111123481",0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
"LOC111124091",6,5,1,0,2,0,1,0,1,0,1,0,0,2,0
"LOC111122544",4,3,1,0,1,1,0,1,3,0,0,0,0,0,0
"LOC111127662",0,12,0,0,1,0,0,0,0,1,3,0,0,1,0
"LOC111125139",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"LOC111123795",3,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"LOC111124103",1,1,0,0,4,0,2,0,1,2,3,0,0,0,0
"LOC111127177",0,82,0,0,0,0,0,0,1,0,0,0,1,1,0
"LOC111123514",2,0,0,0,0,0,0,0,15,2,5,0,0,0,0
"LOC111126466",0,3,0,0,0,0,1,1,1,0,2,0,0,0,0
"LOC111124118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111126213",11,7,1,1,9,1,0,0,2,5,2,1,0,2,1
"LOC111124848",2,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"LOC111126731",0,1,0,0,2,0,0,0,0,0,0,0,0,2,0
"LOC111124900",0,1,0,0,4,0,0,0,0,1,0,0,0,1,0
"LOC111123972",1,2,1,0,2,0,0,0,0,1,6,0,0,0,0
"LOC111126059",0,0,0,0,3,3,0,1,1,0,0,2,0,0,0
"LOC111123940",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trnat-ggu_6",4,5,2,0,0,1,0,0,2,3,1,0,0,10,0
"LOC111126969",0,1,0,0,4,0,0,0,0,0,0,0,0,1,0
"LOC111125555",41,42,14,6,39,4,10,3,19,25,28,9,0,13,41
"LOC111125441",3,1,0,0,3,0,2,0,4,0,4,3,0,3,0
"LOC111125774",0,2,0,1,0,0,0,0,2,2,0,0,0,0,0
"LOC111127360",2,1,0,0,0,0,0,0,2,0,1,2,1,3,0
"LOC111126974",0,1,0,0,14,0,0,0,0,1,4,0,0,2,0
"LOC111126560",269,376,71,33,253,100,94,25,287,188,122,66,172,144,8
"LOC111124015",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"LOC111124811",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"LOC111126440",196,162,38,5,167,40,65,22,161,90,112,36,8,52,111
"LOC111124132",12,3,0,0,9,2,0,3,3,7,8,0,0,2,0
"LOC111125637",9,1,0,0,8,3,0,0,0,2,0,0,0,4,0
"LOC111125639",4,0,0,0,15,5,2,2,0,2,0,0,0,15,0
"LOC111126128",0,1,0,0,0,0,1,0,3,0,0,0,1,2,0
"LOC111125283",1,0,0,0,13,0,1,0,1,0,2,2,0,1,0
"LOC111124029",0,0,0,0,0,0,0,1,0,1,3,1,1,1,0
"LOC111126980",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111123104",2,0,0,0,0,0,0,0,0,14,1,1,0,0,0
"LOC111123107",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111125917",2,0,0,0,6,0,0,0,0,1,1,0,0,0,0
"LOC111126797",10,0,1,1,7,0,0,1,0,2,3,0,0,5,1
"LOC111125663",0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC111123232",1,0,0,1,5,0,0,0,1,1,1,0,0,0,0
"LOC111126778",20,17,0,3,10,3,0,0,0,3,2,3,0,0,0
"LOC111124144",0,0,0,0,1,1,0,0,8,6,0,0,0,0,0
"LOC111123670",0,0,0,0,3,0,0,1,0,0,4,0,1,0,0
"LOC111127302",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111126090",1,2,0,1,5,4,0,0,2,1,0,1,1,13,0
"LOC111124146",0,0,0,0,1,0,9,0,2,0,0,3,0,1,0
"LOC111127437",0,6,1,0,11,1,1,1,4,4,3,3,0,2,0
"LOC111124148",0,0,1,0,16,0,0,0,2,2,26,0,0,0,0
"LOC111127480",0,5,0,0,0,0,0,1,5,2,0,0,0,0,0
"LOC111123257",0,3,1,0,0,0,1,0,5,3,0,1,0,0,0
"LOC111123264",0,1,0,0,9,0,3,0,0,0,2,0,0,0,0
"LOC111123258",0,19,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC111123261",4,0,0,0,35,4,2,0,22,17,2,4,0,2,0
"LOC111123266",1,2,0,0,2,0,0,0,1,1,0,1,0,1,0
"LOC111123262",20,7,0,0,3,1,3,1,0,3,0,6,0,4,1
"LOC111123277",3,1,0,0,1,2,1,0,3,0,3,4,0,4,0
"LOC111124156",7,0,0,0,0,1,0,0,2,1,2,0,0,0,0
"LOC111125004",1,5,0,0,0,0,6,0,2,3,1,9,1,1,0
"LOC111125002",0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
"LOC111126218",0,0,0,0,1,0,0,0,2,0,3,0,0,0,0
"LOC111125218",0,1,0,0,3,0,2,1,3,9,0,0,0,0,0
"LOC111126766",2,1,1,0,2,2,0,0,2,6,1,1,0,1,0
"LOC111125994",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111125843",1,0,0,0,3,0,1,0,0,1,0,0,0,0,0
"LOC111126451",0,24,2,0,1,1,0,3,4,27,1,1,0,0,0
"LOC111126471",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111123021",8,9,6,2,3,0,1,0,0,1,0,0,0,0,0
"LOC111123878",2,4,1,0,4,1,0,1,4,4,0,0,0,0,0
"LOC111126613",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"LOC111126035",0,14,0,0,0,0,15,0,8,0,1,1,1,1,1
"LOC111125649",1,2,0,0,1,0,1,0,10,0,1,2,0,2,0
"LOC111126499",3,11,1,0,0,0,3,0,0,2,1,0,0,1,0
"LOC111126496",1,7,0,0,0,0,0,0,0,0,0,7,0,0,0
"LOC111127644",0,1,0,0,3,2,4,0,16,1,3,2,0,0,0
"LOC111123726",5,1,1,1,17,0,4,0,7,2,9,5,0,1,0
"LOC111123730",1,1,0,0,0,0,1,0,0,0,1,0,0,2,0
"LOC111124606",5,3,0,0,4,2,0,0,4,1,1,4,0,0,0
"LOC111123993",185,130,23,8,123,42,47,15,78,55,52,37,4,69,105
"LOC111125903",0,6,0,0,0,1,0,0,4,0,0,0,0,0,0
"LOC111124005",7,6,0,0,3,1,2,0,4,0,0,2,0,1,0
"LOC111126122",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111124839",3,5,4,0,4,4,1,0,2,4,1,1,0,6,0
"LOC111124840",9,0,2,1,7,6,0,1,2,0,1,3,0,0,0
"LOC111126525",0,1,0,0,0,0,0,0,0,4,1,0,1,12,0
"LOC111127268",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"LOC111124997",0,1,0,0,0,1,0,0,0,1,1,0,0,2,0
"LOC111125471",6,3,1,0,2,0,0,1,3,0,1,2,0,0,0
"LOC111125758",6,7,2,0,2,1,3,1,4,0,4,1,1,4,1
"LOC111124891",3,6,4,1,1,4,1,0,1,9,2,1,0,6,0
"LOC111124581",0,3,1,0,0,0,0,0,1,0,0,0,0,6,0
"LOC111126436",0,0,0,0,0,0,1,0,0,6,2,0,0,0,0
"LOC111126492",3,3,0,0,2,1,2,0,2,1,1,1,0,8,1
"LOC111127169",1,0,0,0,3,0,0,0,3,0,1,2,0,0,0
"LOC111123929",2,0,1,0,5,1,2,0,1,0,2,0,0,4,0
"LOC111123925",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"LOC111123924",0,1,0,0,4,0,0,0,0,19,3,1,0,2,0
"LOC111126358",3,0,0,0,4,0,0,0,0,0,0,1,0,0,0
"LOC111126355",1,1,0,0,2,1,1,1,0,2,4,0,0,4,0
"LOC111126356",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111126352",37,49,11,4,32,35,8,6,15,25,20,9,106,11,2
"LOC111123720",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"LOC111123316",8,2,0,0,1,0,1,0,0,0,3,0,0,1,0
"LOC111123318",4,3,0,1,2,1,10,0,6,2,6,5,0,0,0
"LOC111123312",8,1,1,0,2,0,2,0,1,2,3,3,0,5,0
"LOC111123308",0,2,1,1,1,0,2,0,0,0,0,0,0,0,0
"LOC111123303",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111122737",4,0,0,0,1,3,1,1,0,0,3,4,0,1,0
"LOC111122736",0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
"LOC111126305",5,3,2,0,4,0,4,0,2,1,6,1,0,1,0
"LOC111123936",32,85,11,0,22,8,10,4,61,34,48,9,1,15,68
"LOC111127215",3,0,1,0,5,2,0,0,1,1,4,0,0,0,0
"LOC111124899",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"LOC111125288",2,1,0,1,0,1,0,0,0,1,4,13,0,1,0
"LOC111126616",0,0,0,0,0,0,2,0,5,0,0,0,0,0,0
"LOC111126790",2,0,0,0,0,0,0,0,4,1,0,0,0,1,0
"LOC111125549",1,4,1,0,11,1,2,0,2,1,2,2,0,0,0
"LOC111125219",1,0,0,0,0,0,0,0,2,0,1,0,0,2,0
"LOC111125635",2,1,2,0,3,0,2,0,3,0,0,6,0,1,1
"LOC111123221",0,0,0,0,1,0,0,0,0,0,0,1,0,5,0
"LOC111123218",0,2,0,0,1,4,1,0,1,0,3,0,0,2,0
"LOC111123219",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111125122",10,24,3,1,7,0,4,1,15,2,2,2,0,0,0
"LOC111124198",1,2,1,0,2,0,0,0,2,0,0,2,0,0,0
