"","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111108671",6,5,0,0,1,0,1,0,1,0,1,0,0,1,0
"LOC111108670",2,4,1,0,1,0,0,0,1,0,3,1,0,1,0
"LOC111110097",0,0,0,0,0,0,0,0,0,19,1,0,0,0,0
"LOC111108040",2,3,0,0,2,0,0,0,1,1,0,0,0,0,0
"LOC111108846",3,7,1,0,3,2,3,0,10,2,4,4,0,5,0
"LOC111106442",2,9,0,0,13,0,0,1,0,1,3,1,0,0,0
"LOC111106440",0,0,0,0,1,0,1,0,3,0,3,0,0,0,0
"LOC111108849",6,6,4,0,13,2,2,0,6,0,8,4,0,7,0
"LOC111106439",0,2,0,0,0,3,0,0,1,0,2,0,0,0,0
"LOC111108199",2,6,0,0,5,1,2,0,2,1,5,2,0,1,0
"LOC111108298",0,15,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111107845",27,0,0,0,1,0,0,0,13,8,1,0,0,0,0
"LOC111107021",1,7,2,0,0,4,0,0,5,0,3,1,0,0,0
"LOC111108854",0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
"LOC111105846",2,0,0,1,0,1,0,0,2,6,3,7,0,0,0
"LOC111105845",0,0,0,0,1,0,1,0,1,0,2,0,0,0,0
"LOC111107163",7,10,2,1,4,4,6,1,11,3,4,3,1,1,0
"LOC111107154",15,5,0,1,9,1,2,0,4,3,1,2,0,0,0
"LOC111107155",2,14,4,0,6,2,7,0,6,4,9,3,0,1,0
"LOC111107158",2,0,0,0,0,0,1,0,2,0,1,0,0,0,0
"LOC111110432",0,0,0,0,0,0,1,0,0,0,0,0,1,12,0
"LOC111110507",0,1,3,1,2,1,0,1,4,4,3,1,0,1,0
"LOC111109691",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"LOC111105710",0,4,0,0,0,2,1,0,8,0,0,4,2,0,0
"LOC111105701",0,2,1,0,1,1,1,0,1,0,5,0,0,0,0
"LOC111105708",0,2,0,0,0,2,2,0,2,0,0,0,0,3,0
"LOC111105713",1,2,2,0,3,1,0,0,3,3,2,1,1,3,0
"LOC111105707",1,5,0,0,0,1,3,1,0,1,2,1,0,0,0
"LOC111105712",0,8,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111109995",4,2,0,0,6,0,2,0,0,1,1,1,0,15,1
"LOC111108864",1,0,0,0,1,0,0,0,0,1,1,0,0,5,0
"LOC111106645",0,1,0,0,7,0,0,0,4,0,1,1,0,0,0
"LOC111106849",0,0,0,0,12,0,0,0,7,1,1,0,0,0,0
"LOC111110495",0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111109957",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC111110568",2,5,0,0,1,0,0,0,1,2,0,0,1,1,0
"LOC111109406",7,1,2,1,5,0,1,0,0,4,14,2,0,5,0
"LOC111108436",6,0,0,0,1,0,5,0,0,3,4,1,0,1,0
"LOC111108875",6,0,1,1,1,0,0,0,4,1,4,1,1,5,0
"LOC111107389",1,2,0,0,1,0,1,0,0,1,1,0,0,0,0
"LOC111110239",9,1,0,1,4,0,5,0,0,2,5,0,1,7,0
"LOC111108881",0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
"LOC111107462",0,6,0,0,0,0,1,0,2,0,3,0,0,5,0
"LOC111107103",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"LOC111105676",4,1,1,1,0,0,3,0,0,0,0,1,0,0,0
"LOC111106567",3,7,1,1,0,5,3,0,0,0,0,1,0,1,0
"LOC111108457",7,4,1,0,5,0,3,2,7,3,3,4,0,6,0
"LOC111108459",3,2,0,0,0,0,1,0,2,1,2,4,0,0,0
"LOC111108460",1,0,0,0,0,0,0,0,0,2,1,0,1,0,0
"LOC111110199",14,2,0,1,1,0,0,0,1,1,0,2,0,0,0
"LOC111110200",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111108007",0,0,1,2,1,0,7,0,0,0,0,0,0,2,0
"LOC111110533",0,0,1,0,0,0,0,0,13,0,0,0,0,0,0
"LOC111108107",1,16,6,0,12,1,6,0,1,0,3,0,0,0,0
"LOC111108890",0,5,0,0,0,0,0,0,0,2,1,0,0,0,0
"LOC111109671",0,1,0,0,0,0,0,0,15,0,0,0,0,0,0
"LOC111109544",5,0,0,1,0,0,0,0,3,0,0,0,0,0,0
"LOC111109990",1,0,0,0,17,0,0,0,3,0,4,0,0,0,0
"LOC111108448",0,1,0,0,0,1,0,0,1,0,0,2,1,6,0
"LOC111108449",0,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"LOC111110016",0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
"LOC111110005",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111106479",0,2,0,0,1,1,1,0,0,1,1,0,0,1,0
"LOC111109578",0,6,0,0,4,0,0,0,1,1,0,0,0,0,0
"LOC111108257",8,3,2,0,6,2,1,1,8,6,4,4,0,3,0
"LOC111109637",6,0,1,0,3,3,4,0,1,0,0,1,0,9,1
"LOC111110425",2,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"LOC111108057",98,55,15,8,82,12,31,10,78,38,48,29,103,43,1
"LOC111108498",27,5,0,4,3,1,2,0,4,3,2,4,0,1,0
"LOC111110289",5,0,0,8,3,1,1,0,0,1,1,6,0,6,0
"LOC111108914",1,0,0,0,3,0,0,0,0,49,0,0,0,3,0
"LOC111108516",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"LOC111106203",12,3,3,0,2,0,4,0,1,1,1,1,2,7,0
"LOC111109500",0,30,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC111109498",5,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"LOC111109823",0,0,1,0,0,3,0,0,0,0,0,3,0,0,0
"LOC111108921",2,1,0,0,2,0,0,0,0,1,0,0,0,1,0
"LOC111109900",2,2,1,0,16,0,0,1,0,2,1,2,0,3,0
"LOC111108922",0,7,0,0,0,0,0,0,6,0,2,0,0,0,0
"LOC111106251",3,6,0,1,4,0,1,1,4,3,7,1,0,0,0
"LOC111106248",0,1,0,0,0,1,0,0,0,0,1,0,0,2,0
"LOC111106252",1,1,1,0,1,0,0,1,5,1,0,0,1,0,0
"LOC111108054",0,0,0,1,2,0,0,2,4,1,1,1,0,0,0
"LOC111107254",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC111107260",0,0,0,0,4,0,0,0,0,2,8,2,0,0,0
"LOC111107285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111107265",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111106110",9,0,1,0,12,0,14,1,3,4,1,1,1,7,0
"LOC111106317",2,3,0,0,2,0,1,0,3,0,1,1,0,0,0
"LOC111107883",0,4,1,0,2,0,4,0,0,2,0,0,2,6,0
"LOC111107884",3,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"LOC111107900",2,2,1,0,0,0,0,0,8,3,13,1,0,1,1
"LOC111108930",0,5,0,0,11,1,2,0,2,1,1,1,0,0,0
"LOC111110430",1,1,0,0,2,0,2,0,0,0,2,0,0,0,0
"LOC111108935",64,0,0,1,1,1,0,0,0,0,0,6,0,0,0
"LOC111107852",0,3,0,0,3,0,1,0,0,0,2,0,0,2,0
"LOC111110440",31,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"LOC111106418",0,32,10,0,0,0,0,0,28,0,0,0,0,0,0
"LOC111106891",0,8,0,0,0,0,4,0,0,0,0,0,0,1,0
"LOC111108531",8,0,2,0,2,0,4,0,5,2,6,2,1,10,0
"LOC111108388",9,0,0,0,1,1,0,0,1,0,4,2,0,2,0
"LOC111108176",2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"LOC111108083",4,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"LOC111108084",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"LOC111108160",1,0,7,0,2,0,0,0,0,0,0,0,0,0,0
"LOC111109902",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"LOC111105796",0,0,0,0,5,0,0,0,3,0,0,1,0,0,0
"LOC111107053",0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111107493",0,0,0,0,5,0,4,1,5,0,1,2,0,0,0
"LOC111110159",0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"LOC111108186",3,0,6,0,3,1,0,0,0,0,0,0,0,1,0
"LOC111110266",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111110100",0,0,0,0,0,0,1,0,0,0,0,9,0,0,0
"LOC111106264",0,3,0,0,1,2,0,0,3,1,2,0,0,0,0
"LOC111110485",0,0,0,0,0,9,0,0,0,0,7,0,0,0,0
"LOC111109563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111108198",2,0,0,0,12,6,3,1,2,0,6,0,0,5,0
"LOC111110052",2,1,3,0,4,0,0,0,3,0,2,0,0,0,0
"LOC111110051",6,0,2,0,10,0,0,0,0,0,1,5,0,3,0
"LOC111110476",3,1,0,1,5,3,1,0,3,7,0,0,0,0,0
"LOC111108982",9,0,4,0,38,0,0,5,15,0,2,1,1,18,38
"LOC111106828",0,18,0,1,0,0,1,3,2,3,1,0,0,2,0
"LOC111109702",2,3,0,0,1,0,0,0,4,1,0,0,1,3,0
"LOC111108988",3,0,0,0,1,0,0,0,4,3,0,1,0,1,0
"LOC111108997",0,13,2,0,0,0,1,0,1,1,0,0,0,1,0
"LOC111105810",3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111108265",1,6,0,0,0,0,0,0,4,1,2,0,1,0,0
"LOC111108266",0,24,1,0,0,0,13,1,1,0,3,1,52,0,0
"LOC111109005",16,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"LOC111108140",3,2,0,0,1,0,0,0,2,0,0,0,1,1,0
"LOC111108133",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111109008",0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
"LOC111109010",0,0,2,1,4,0,7,3,1,0,2,0,0,6,0
"LOC111106354",6,3,0,0,8,2,2,0,1,0,0,0,0,4,0
"LOC111106351",2,1,0,0,1,0,0,0,1,2,1,1,0,0,0
"LOC111106359",8,13,2,1,1,4,2,0,2,10,11,1,0,0,0
"LOC111106355",2,0,0,1,0,1,0,0,0,0,0,5,0,0,0
"LOC111106363",0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111106364",4,3,2,0,13,0,4,0,5,0,5,1,1,2,0
"LOC111108652",3,1,15,0,0,0,0,3,0,0,0,1,0,2,0
"LOC111108022",0,1,0,0,0,0,2,0,3,0,13,0,0,1,0
"LOC111106178",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"LOC111110104",7,9,1,0,1,5,1,1,3,0,0,1,0,12,0
"LOC111107177",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111107181",0,0,1,1,0,9,0,0,0,0,5,0,0,0,0
"LOC111107190",0,9,0,0,2,0,0,1,1,1,3,0,0,0,0
"LOC111109514",0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
"LOC111109024",12,8,0,1,10,1,7,0,8,3,5,2,1,4,0
"LOC111109026",9,5,1,2,7,0,0,0,2,4,2,1,0,5,0
"LOC111107822",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111108325",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LOC111108383",0,0,0,0,2,0,0,0,1,0,0,0,0,1,1
"LOC111108381",4,15,3,1,4,1,0,1,6,3,4,0,0,4,0
"LOC111108382",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111107042",2,3,0,0,3,3,0,0,0,2,1,1,0,0,0
"LOC111108368",0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
"LOC111109040",0,6,0,0,1,1,0,0,2,1,6,3,0,0,0
"LOC111106796",16,0,0,1,0,0,0,1,3,1,0,1,0,0,0
"LOC111107708",0,1,1,0,1,2,2,1,4,0,0,2,0,0,0
"LOC111107668",0,0,0,0,3,0,0,0,1,0,1,0,0,0,0
"LOC111107690",4,1,0,1,2,1,0,0,0,2,0,1,0,1,0
"LOC111107676",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111107661",0,0,1,0,3,0,2,0,3,8,1,1,0,0,0
"LOC111107672",5,3,0,0,4,2,0,0,0,2,0,1,0,0,0
"LOC111107678",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111107702",0,1,0,0,28,0,0,0,2,2,10,0,0,23,0
"LOC111107701",0,0,1,0,3,0,0,0,6,2,1,0,0,0,0
"LOC111107654",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC111107664",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111107669",7,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"LOC111109052",1,2,0,0,0,0,0,0,3,1,0,0,0,0,0
"LOC111107666",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"LOC111107675",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"LOC111106192",5,2,0,0,0,2,0,0,0,2,1,0,0,0,0
"LOC111107547",21,0,1,1,10,1,6,1,1,2,0,1,0,4,0
"LOC111107926",10,12,2,0,1,1,11,1,1,11,1,4,0,1,1
"LOC111107927",0,2,0,0,1,4,0,0,1,1,4,3,0,0,0
"LOC111107929",0,9,1,0,0,0,0,0,0,0,0,5,0,0,0
"LOC111109067",5,5,0,0,6,1,1,0,1,0,0,0,0,2,0
"LOC111107940",2,10,2,0,2,3,1,0,5,13,3,0,0,2,0
"LOC111109069",1,0,0,0,2,0,1,0,1,0,0,0,0,0,0
"LOC111107952",0,0,0,0,0,0,0,6,0,11,2,0,0,0,0
"LOC111107947",0,0,5,0,24,0,0,0,19,1,10,0,0,0,0
"LOC111107997",2,0,0,0,0,1,1,1,1,0,0,3,0,0,0
"LOC111109077",0,0,0,0,1,0,0,0,1,9,0,4,3,0,0
"LOC111108579",0,2,0,0,1,0,1,0,2,0,1,0,0,0,0
"LOC111108560",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111109640",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"LOC111107606",4,0,0,6,2,0,3,0,0,0,0,1,0,0,0
"LOC111107609",0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"LOC111107227",11,2,0,0,1,0,0,0,3,3,0,2,1,3,0
"LOC111109088",0,0,0,1,0,0,0,0,1,0,0,0,0,22,0
"LOC111110402",3,0,1,0,3,0,1,0,8,0,0,0,0,1,0
"LOC111109657",1,0,1,0,1,0,0,0,1,2,2,0,0,0,0
"LOC111106650",0,13,0,0,1,0,4,2,17,14,1,0,1,8,0
"LOC111109696",0,0,0,0,0,0,0,0,0,22,0,3,0,0,1
"LOC111105695",11,19,0,0,24,0,3,0,2,4,13,0,0,0,0
"LOC111105696",32,12,7,7,21,46,23,1,32,20,35,10,76,23,1
"LOC111105684",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"LOC111109098",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111105689",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111106319",0,6,0,2,6,0,2,0,4,4,3,1,1,3,0
"LOC111107921",100,84,11,6,92,40,26,10,68,48,57,30,127,19,2
"LOC111109103",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111106954",5,0,1,1,5,1,2,1,14,1,2,0,0,4,1
"LOC111106432",7,0,0,0,5,0,0,0,0,0,0,1,0,1,0
"LOC111106012",0,1,0,1,2,0,0,1,2,1,1,1,0,0,0
"LOC111109109",0,0,0,0,8,0,6,0,0,2,3,0,0,0,0
"LOC111109110",3,6,0,0,9,0,4,0,0,0,2,0,0,0,0
"LOC111108492",8,5,2,0,8,3,0,0,3,5,4,0,0,2,0
"LOC111110205",22,7,1,0,6,1,2,1,6,2,1,2,0,1,0
"LOC111110422",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"LOC111110372",4,1,2,0,5,2,7,1,7,4,3,6,0,5,0
"LOC111106274",0,0,0,0,48,0,0,0,0,1,10,0,0,0,0
"LOC111106801",0,0,1,0,13,0,0,0,0,5,2,1,0,0,0
"LOC111107080",0,17,0,0,12,3,0,0,0,0,2,0,0,1,0
"LOC111108506",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"LOC111108790",142,228,38,26,167,80,64,19,200,156,112,82,35,84,215
"LOC111106964",0,0,1,0,16,0,0,5,5,1,0,0,48,0,0
"LOC111105725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111108272",8,4,0,0,0,0,0,0,5,0,0,1,0,0,0
"LOC111108350",1,27,0,0,1,0,0,0,16,0,0,0,0,2,0
"LOC111109495",6,2,0,0,2,0,0,0,2,9,0,1,0,1,0
"LOC111106548",1,10,0,0,3,0,0,0,0,0,3,0,0,0,0
"LOC111107174",94,103,20,7,96,60,31,18,102,57,71,40,5,26,65
"LOC111105799",3,4,0,0,4,0,1,0,0,0,1,0,0,0,0
"LOC111106164",0,0,0,0,0,13,0,1,4,0,1,0,0,0,0
"LOC111106284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111108524",0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
"LOC111106558",0,0,0,0,0,0,0,0,1,1,11,0,0,0,0
"LOC111106916",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"LOC111108203",1,0,0,0,3,0,1,1,2,0,0,0,0,0,0
"LOC111106777",1,4,1,0,15,1,0,0,7,2,7,2,0,0,0
"LOC111110069",1,1,0,0,0,0,0,0,5,2,0,0,0,0,0
"LOC111110060",1,2,0,0,0,0,0,0,2,1,0,0,0,0,0
"LOC111109131",89,128,6,6,97,28,29,10,134,58,33,24,3,67,68
"LOC111110066",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"LOC111109135",65,62,5,4,63,14,28,13,52,32,23,34,5,61,69
"LOC111110059",3,1,0,0,1,0,0,0,3,3,0,0,0,0,0
"LOC111110055",173,163,27,11,171,45,94,24,197,137,86,58,10,100,59
"LOC111110067",3,2,0,0,1,0,0,0,2,0,0,0,0,0,0
"LOC111107976",4,1,0,0,9,0,0,0,3,2,3,5,0,1,1
"LOC111110191",0,3,0,0,0,0,0,0,0,2,0,0,0,1,0
"LOC111109139",0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
"LOC111110451",0,6,9,0,8,0,0,0,10,0,13,0,0,0,0
"LOC111109742",9,15,1,0,1,0,2,0,3,1,2,7,0,0,0
"LOC111106299",7,1,0,1,1,0,0,0,7,9,2,2,1,2,1
"LOC111107005",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"LOC111109946",0,1,0,0,1,0,1,0,0,0,2,0,0,1,0
"LOC111106978",0,0,0,0,0,0,0,0,0,0,18,0,1,0,0
"LOC111108632",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"LOC111108634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111106053",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111109425",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"LOC111106200",3,1,0,0,1,0,0,0,2,0,0,0,0,0,0
"LOC111107144",14,9,2,0,2,1,2,1,2,1,1,0,2,1,1
"LOC111107121",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"LOC111110590",25,5,0,0,9,2,1,0,3,3,2,4,0,1,0
"LOC111108621",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111108618",9,3,0,0,2,0,3,0,0,3,1,1,0,1,0
"LOC111108424",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"LOC111109494",0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
"LOC111106005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111106583",1,2,0,0,2,0,1,0,1,0,0,1,0,1,0
"LOC111106642",0,1,1,0,0,1,1,2,6,8,0,1,0,0,1
"LOC111106631",0,0,0,0,3,1,1,0,1,5,0,0,0,3,0
"LOC111106257",9,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"LOC111110540",11,8,0,0,20,1,2,0,6,1,8,3,0,1,0
"LOC111109172",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"LOC111106014",0,1,0,0,0,5,0,0,2,0,1,0,0,0,0
"LOC111106508",2,2,1,0,0,0,0,0,2,1,0,0,0,0,0
"LOC111106495",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"LOC111106500",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"LOC111108004",0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
"LOC111107915",3,1,1,0,1,2,3,1,0,5,2,5,0,1,0
"LOC111108345",1,0,0,0,0,0,0,0,1,0,1,6,0,0,0
"LOC111108340",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111108341",15,1,5,0,0,3,0,0,1,1,1,2,0,1,0
"LOC111107215",3,0,1,0,1,2,1,0,0,3,0,0,0,6,0
"LOC111107218",5,7,1,0,1,0,0,0,4,7,6,1,0,3,0
"LOC111106465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111106468",17,4,1,1,3,3,1,0,5,4,2,1,0,0,0
"LOC111106469",0,0,0,1,0,0,0,0,1,0,0,0,0,9,0
"LOC111106334",4,1,0,0,0,2,0,0,7,3,1,0,0,14,0
"LOC111109182",0,0,0,0,0,0,0,0,1,0,2,1,0,1,0
"LOC111110248",3,0,1,0,3,1,1,0,2,0,1,0,0,0,0
"LOC111108469",0,22,1,0,0,1,0,0,0,0,1,0,0,0,0
"LOC111110356",8,4,3,0,5,2,0,0,5,2,3,0,1,0,0
"LOC111109185",0,0,0,0,3,0,0,0,0,0,1,0,0,1,0
"LOC111110010",16,8,0,1,6,0,0,0,1,7,8,3,0,0,0
"LOC111109478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111108127",50,28,10,3,33,18,20,5,56,32,19,11,126,31,1
"LOC111110025",5,4,0,0,9,0,0,0,2,1,12,7,0,1,0
"LOC111107877",0,3,1,0,0,0,0,0,0,1,0,0,0,1,0
"LOC111109770",6,1,4,0,5,0,2,0,3,0,0,1,0,1,0
"LOC111107717",15,5,0,0,1,1,1,1,2,2,3,0,0,2,1
"LOC111110547",0,8,0,0,22,1,3,0,7,0,1,0,45,1,0
"LOC111106272",8,4,0,0,11,0,4,1,10,10,3,5,0,1,0
"LOC111106269",0,1,0,0,0,0,0,0,0,0,9,0,0,0,0
"LOC111108770",0,13,0,0,2,0,0,0,0,6,0,0,0,1,0
"LOC111108394",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"LOC111105758",3,1,0,0,0,4,0,0,1,0,0,1,0,6,0
"LOC111109801",4,1,0,1,3,1,1,0,0,1,0,0,0,0,0
"LOC111109424",8,0,0,0,3,0,0,0,2,0,2,0,0,0,0
"LOC111109465",0,0,0,0,0,0,3,0,0,0,0,0,0,3,1
"LOC111108597",0,17,2,0,7,3,10,0,0,3,0,0,0,1,0
"LOC111109224",0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111110163",0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
"LOC111107306",4,3,0,0,3,1,1,0,1,3,0,0,0,5,0
"LOC111107317",0,3,0,0,5,0,0,0,1,0,0,1,0,2,0
"LOC111106477",0,2,1,0,0,0,0,0,1,0,0,0,0,9,0
"LOC111107851",124,139,29,22,193,33,48,18,221,127,83,35,145,29,4
"LOC111110164",0,4,1,0,1,0,0,1,2,1,0,0,0,1,0
"LOC111106507",12,3,1,0,7,0,0,0,2,8,25,1,0,0,0
"LOC111108788",4,0,0,0,3,0,0,0,1,0,0,0,0,0,0
"LOC111110102",9,3,0,0,4,0,4,0,5,0,0,0,0,8,0
"LOC111106726",3,20,1,1,5,0,3,2,7,3,5,1,0,0,0
"LOC111107622",9,5,0,1,11,1,0,0,1,1,2,0,1,3,0
"LOC111106803",6,1,0,1,6,0,1,0,1,0,0,3,0,1,0
"LOC111109251",0,31,0,1,1,0,11,0,0,25,7,1,1,0,0
"LOC111106932",0,1,0,0,1,0,0,0,2,0,0,3,0,1,0
"LOC111106929",9,16,0,0,3,0,0,0,4,1,2,4,0,0,0
"LOC111106994",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"LOC111106540",1,0,0,3,0,1,0,1,0,0,0,1,0,9,0
"LOC111108625",0,15,1,0,0,0,22,1,2,0,0,3,2,0,0
"LOC111108251",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"LOC111110077",0,3,1,0,2,0,0,0,3,62,5,0,0,0,0
"LOC111108142",10,4,1,1,12,2,0,1,0,3,4,2,0,2,0
"LOC111110351",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111109254",10,0,0,0,1,0,1,1,1,1,0,8,0,0,0
"LOC111108439",0,12,2,0,3,0,3,1,7,6,1,1,0,0,0
"LOC111108357",0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
"LOC111108747",0,13,0,0,14,2,1,2,3,8,2,0,0,27,0
"LOC111107023",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"LOC111109257",4,3,0,0,0,1,1,1,4,4,0,0,0,5,0
"LOC111106293",0,0,0,0,8,0,0,0,4,2,5,0,0,9,0
"LOC111107172",7,4,1,1,13,2,0,1,2,3,1,0,0,15,0
"LOC111108255",6,11,1,0,2,1,1,0,8,1,10,2,0,0,0
"LOC111107873",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111106223",11,1,3,0,7,0,2,0,4,1,2,1,0,9,1
"LOC111107881",3,1,0,0,0,0,0,0,4,0,4,0,0,0,0
"LOC111108423",3,4,1,0,4,0,6,3,3,1,3,0,1,0,0
"LOC111107850",0,3,1,1,1,2,1,0,9,0,0,1,0,6,0
"LOC111107557",0,0,0,0,17,0,0,0,0,0,3,0,0,0,0
"LOC111109482",1,1,0,1,0,0,0,0,3,0,0,0,0,6,0
"LOC111109652",5,3,0,0,1,1,1,0,2,0,0,0,0,4,0
"LOC111110415",6,12,0,0,0,9,0,0,0,0,0,0,0,0,0
"LOC111109943",3,0,0,0,6,1,1,0,5,2,9,1,0,1,0
"LOC111109759",0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"LOC111107344",0,0,0,1,0,0,0,1,0,1,3,9,0,0,0
"LOC111107357",4,8,2,0,6,0,3,0,14,2,2,1,1,6,0
"LOC111107345",1,0,0,0,0,0,0,0,2,0,2,11,0,0,0
"LOC111107358",0,2,0,0,2,0,4,3,9,0,1,1,0,4,0
"LOC111107352",0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
"LOC111107361",1,4,0,0,11,7,0,2,3,4,4,4,0,11,0
"LOC111109634",0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111107058",0,0,0,0,2,0,0,0,2,0,1,0,0,0,0
"LOC111109288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111108029",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"LOC111108233",11,6,1,1,13,1,8,1,13,9,4,0,0,2,0
"LOC111108275",48,2,1,1,6,5,1,0,12,0,1,4,0,2,0
"LOC111110469",5,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"LOC111109664",16,1,9,2,0,0,0,0,5,0,0,16,0,2,0
"LOC111107602",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
