"GO.IDs","GOslim","Term","gene_id"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111137690"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111122141"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111132244"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111118153"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111129409"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111129408"
"GO:0019346","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111118224"
"GO:0019348","GO:0006629","lipid metabolic process","LOC111125897"
"GO:0019348","GO:0006629","lipid metabolic process","LOC111134340"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111134474"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111130839"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111122193"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111119293"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111128790"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111119054"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111121788"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111118475"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111118704"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111118474"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111134492"
"GO:0019367","GO:0006629","lipid metabolic process","LOC111119294"
"GO:0019369","GO:0006629","lipid metabolic process","LOC111109748"
"GO:0019369","GO:0006629","lipid metabolic process","LOC111108175"
"GO:0019371","GO:0006629","lipid metabolic process","LOC111127644"
"GO:0019371","GO:0006629","lipid metabolic process","LOC111123664"
"GO:0019391","GO:1901135","carbohydrate derivative metabolic process","LOC111135080"
"GO:0019408","GO:0006629","lipid metabolic process","LOC111103307"
"GO:0019408","GO:0006629","lipid metabolic process","LOC111125051"
"GO:0019427","GO:0006790;GO:0055086;GO:1901135","sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111130103"
"GO:0019427","GO:0006790;GO:0055086;GO:1901135","sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111119284"
"GO:0019427","GO:0006790;GO:0055086;GO:1901135","sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111130514"
"GO:0019430","GO:0098754","detoxification","LOC111118247"
"GO:0019430","GO:0098754","detoxification","LOC111114294"
"GO:0019430","GO:0098754","detoxification","LOC111113330"
"GO:0019430","GO:0098754","detoxification","LOC111111888"
"GO:0019430","GO:0098754","detoxification","LOC111114233"
"GO:0019430","GO:0098754","detoxification","LOC111119063"
"GO:0019430","GO:0098754","detoxification","LOC111129894"
"GO:0019430","GO:0098754","detoxification","LOC111113329"
"GO:0019430","GO:0098754","detoxification","LOC111119747"
"GO:0019430","GO:0098754","detoxification","LOC111113328"
"GO:0019432","GO:0006629","lipid metabolic process","LOC111115675"
"GO:0019432","GO:0006629","lipid metabolic process","LOC111101215"
"GO:0019432","GO:0006629","lipid metabolic process","LOC111135236"
"GO:0019432","GO:0006629","lipid metabolic process","LOC111103965"
"GO:0019432","GO:0006629","lipid metabolic process","LOC111136657"
"GO:0019433","GO:0006629","lipid metabolic process","LOC111137776"
"GO:0019433","GO:0006629","lipid metabolic process","LOC111125303"
"GO:0019433","GO:0006629","lipid metabolic process","LOC111127723"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111119789"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111115481"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111106943"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111133392"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111136717"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111111329"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111115661"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111124043"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111125818"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111133757"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111124262"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111119760"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111122750"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111113161"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111125187"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111123201"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111110770"
"GO:0019441","GO:0006520","amino acid metabolic process","LOC111136614"
"GO:0019442","GO:0006520;GO:0006790;GO:0055086;GO:1901135","amino acid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111122750"
"GO:0019442","GO:0006520;GO:0006790;GO:0055086;GO:1901135","amino acid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111125187"
"GO:0019442","GO:0006520;GO:0006790;GO:0055086;GO:1901135","amino acid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111124043"
"GO:0019442","GO:0006520;GO:0006790;GO:0055086;GO:1901135","amino acid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111125818"
"GO:0019442","GO:0006520;GO:0006790;GO:0055086;GO:1901135","amino acid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111123201"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111114600"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111110958"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111114586"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111114630"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111116809"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111117140"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111112917"
"GO:0019448","GO:0006520;GO:0006575;GO:0006790","amino acid metabolic process;cellular modified amino acid metabolic process;sulfur compound metabolic process","LOC111115384"
"GO:0019464","GO:0006520","amino acid metabolic process","LOC111135916"
"GO:0019464","GO:0006520","amino acid metabolic process","LOC111119746"
"GO:0019464","GO:0006520","amino acid metabolic process","LOC111135623"
"GO:0019481","GO:0006520","amino acid metabolic process","LOC111135360"
"GO:0019509","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111110831"
"GO:0019509","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111118323"
"GO:0019509","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111120902"
"GO:0019509","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111100699"
"GO:0019509","GO:0006520;GO:0006790","amino acid metabolic process;sulfur compound metabolic process","LOC111131439"
"GO:0019543","GO:0006629","lipid metabolic process","LOC111135400"
"GO:0019543","GO:0006629","lipid metabolic process","LOC111134713"
"GO:0019544","GO:0006520","amino acid metabolic process","LOC111136290"
"GO:0019547","GO:0006520","amino acid metabolic process","LOC111130969"
"GO:0019547","GO:0006520","amino acid metabolic process","LOC111130979"
"GO:0019556","GO:0006520","amino acid metabolic process","LOC111108524"
"GO:0019563","GO:0005975","carbohydrate metabolic process","LOC111131560"
"GO:0019563","GO:0005975","carbohydrate metabolic process","LOC111132917"
"GO:0019563","GO:0005975","carbohydrate metabolic process","LOC111131656"
"GO:0019673","GO:0055086;GO:1901135","nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process","LOC111138520"
"GO:0019674","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111131016"
"GO:0019674","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111136200"
"GO:0019674","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111122042"
"GO:0019674","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111127901"
"GO:0019677","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111104691"
"GO:0019693","GO:1901135","carbohydrate derivative metabolic process","LOC111109844"
"GO:0019693","GO:1901135","carbohydrate derivative metabolic process","LOC111110100"
"GO:0019693","GO:1901135","carbohydrate derivative metabolic process","LOC111129030"
"GO:0019722","GO:0023052","signaling","LOC111109012"
"GO:0019722","GO:0023052","signaling","LOC111126673"
"GO:0019722","GO:0023052","signaling","LOC111127107"
"GO:0019722","GO:0023052","signaling","LOC111104574"
"GO:0019731","GO:0002376;GO:0098542","immune system process;defense response to other organism","LOC111126768"
"GO:0019731","GO:0002376;GO:0098542","immune system process;defense response to other organism","LOC111102305"
"GO:0019731","GO:0002376;GO:0098542","immune system process;defense response to other organism","LOC111099477"
"GO:0019731","GO:0002376;GO:0098542","immune system process;defense response to other organism","LOC111102306"
"GO:0019853","GO:0005975;GO:0006766","carbohydrate metabolic process;vitamin metabolic process","LOC111120853"
"GO:0019853","GO:0005975;GO:0006766","carbohydrate metabolic process;vitamin metabolic process","LOC111121420"
"GO:0019853","GO:0005975;GO:0006766","carbohydrate metabolic process;vitamin metabolic process","LOC111121418"
"GO:0019856","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111104101"
"GO:0019856","GO:0055086","nucleobase-containing small molecule metabolic process","LOC111104089"
"GO:0019878","GO:0006520","amino acid metabolic process","LOC111111294"
"GO:0019878","GO:0006520","amino acid metabolic process","LOC111106992"
"GO:0019878","GO:0006520","amino acid metabolic process","LOC111122830"
"GO:0019933","GO:0023052","signaling","LOC111124666"
"GO:0019933","GO:0023052","signaling","LOC111120226"
"GO:0019933","GO:0023052","signaling","LOC111131100"
"GO:0019933","GO:0023052","signaling","LOC111123979"
"GO:0019934","GO:0023052","signaling","LOC111124375"
"GO:0019934","GO:0023052","signaling","LOC111136082"
"GO:0019934","GO:0023052","signaling","LOC111127151"
"GO:0019934","GO:0023052","signaling","LOC111134565"
"GO:0019934","GO:0023052","signaling","LOC111132671"
"GO:0019934","GO:0023052","signaling","LOC111126760"
"GO:0019934","GO:0023052","signaling","LOC111126805"
"GO:0019934","GO:0023052","signaling","LOC111124666"
"GO:0019934","GO:0023052","signaling","LOC111123979"
"GO:0019941","GO:0030163","protein catabolic process","LOC111133622"
"GO:0019941","GO:0030163","protein catabolic process","LOC111133623"
"GO:0019941","GO:0030163","protein catabolic process","LOC111128115"
"GO:0019941","GO:0030163","protein catabolic process","LOC111122600"
"GO:0019941","GO:0030163","protein catabolic process","LOC111100158"
"GO:0019941","GO:0030163","protein catabolic process","LOC111131216"
"GO:0019985","GO:0006281","DNA repair","LOC111128124"
"GO:0019985","GO:0006281","DNA repair","LOC111120673"
"GO:0019985","GO:0006281","DNA repair","LOC111129379"
"GO:0019985","GO:0006281","DNA repair","LOC111137179"
"GO:0021520","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111125267"
"GO:0021556","GO:0048856","anatomical structure development","LOC111131014"
"GO:0021675","GO:0048856","anatomical structure development","LOC111105166"
"GO:0021675","GO:0048856","anatomical structure development","LOC111102004"
"GO:0021675","GO:0048856","anatomical structure development","LOC111106449"
"GO:0021675","GO:0048856","anatomical structure development","LOC111107154"
"GO:0021849","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111122837"
"GO:0021987","GO:0048856","anatomical structure development","LOC111134993"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111100375"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111111336"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111128675"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111113345"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111126785"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111114339"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111103516"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111115986"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111113347"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117600"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117249"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111125136"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111133125"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111130019"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111113344"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117738"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111116583"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111127358"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111112881"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111125016"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111116212"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111113456"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111103235"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117718"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117624"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117618"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117612"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111108081"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111107911"
"GO:0022008","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111132136"
"GO:0022027","GO:0048856","anatomical structure development","LOC111131041"
"GO:0022027","GO:0048856","anatomical structure development","LOC111131142"
"GO:0022417","GO:0006457;GO:0051604","protein folding;protein maturation","LOC111137041"
"GO:0022900","GO:0006091","generation of precursor metabolites and energy","LOC111101764"
"GO:0022900","GO:0006091","generation of precursor metabolites and energy","LOC111120691"
"GO:0022900","GO:0006091","generation of precursor metabolites and energy","LOC111127217"
"GO:0022904","GO:0006091","generation of precursor metabolites and energy","LOC111137688"
"GO:0022904","GO:0006091","generation of precursor metabolites and energy","LOC111126886"
"GO:0022904","GO:0006091","generation of precursor metabolites and energy","LOC111126983"
"GO:0023041","GO:0023052","signaling","LOC111104020"
"GO:0023041","GO:0023052","signaling","LOC111103993"
"GO:0030010","GO:0007163","establishment or maintenance of cell polarity","LOC111127878"
"GO:0030010","GO:0007163","establishment or maintenance of cell polarity","LOC111122164"
"GO:0030010","GO:0007163","establishment or maintenance of cell polarity","LOC111115795"
"GO:0030010","GO:0007163","establishment or maintenance of cell polarity","LOC111131507"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111130951"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111108994"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111129877"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111103098"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111118684"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111108997"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111107913"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111132467"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111125745"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111103099"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111125557"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111132067"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111121141"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111134686"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111123955"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111110820"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111103294"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111117189"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111124894"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111120680"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111137059"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111107357"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111113371"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111118063"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111118588"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111118244"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111125799"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111128063"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111103497"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111137702"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111126416"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111120693"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111124853"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111117952"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111126968"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111122666"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111130534"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111101021"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111117188"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111104784"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111105316"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111122578"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111135275"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111118385"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111133459"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111134329"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111130704"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111125856"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111107358"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111119234"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111123875"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111134673"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111119371"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111100325"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111118386"
"GO:0030036","GO:0007010","cytoskeleton organization","LOC111108124"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111134950"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111105791"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111135247"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111104028"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111113507"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111125745"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111105724"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111132741"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111115662"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111133792"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111106223"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111132260"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111132263"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111116578"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111120971"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111124853"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111137927"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111132261"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111119125"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111115569"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111116315"
"GO:0030041","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111107759"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111110053"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111134890"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111101101"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111128666"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111128318"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111134891"
"GO:0030042","GO:0007010","cytoskeleton organization","LOC111109750"
"GO:0030047","GO:0007010","cytoskeleton organization","LOC111131120"
"GO:0030097","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111128838"
"GO:0030097","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111104302"
"GO:0030097","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111104335"
"GO:0030100","GO:0016192","vesicle-mediated transport","LOC111131872"
"GO:0030100","GO:0016192","vesicle-mediated transport","LOC111128724"
"GO:0030100","GO:0016192","vesicle-mediated transport","LOC111127975"
"GO:0030100","GO:0016192","vesicle-mediated transport","LOC111130272"
"GO:0030100","GO:0016192","vesicle-mediated transport","LOC111120602"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111119293"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111119294"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111118474"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111119054"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111134474"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111129730"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111121788"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111118475"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111134961"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111130839"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111118704"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111110047"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111128790"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111111942"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111134492"
"GO:0030148","GO:0006629","lipid metabolic process","LOC111122193"
"GO:0030149","GO:0006629","lipid metabolic process","LOC111121732"
"GO:0030149","GO:0006629","lipid metabolic process","LOC111121731"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111108112"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111125996"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111126461"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111125772"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111136810"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111125339"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111133250"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111128167"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111129897"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111122396"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111099081"
"GO:0030150","GO:0006886;GO:0007005;GO:0055085","intracellular protein transport;mitochondrion organization;transmembrane transport","LOC111125462"
"GO:0030155","GO:0007155","cell adhesion","LOC111108553"
"GO:0030166","GO:1901135","carbohydrate derivative metabolic process","LOC111132159"
"GO:0030166","GO:1901135","carbohydrate derivative metabolic process","LOC111120483"
"GO:0030174","GO:0006260","DNA replication","LOC111132658"
"GO:0030174","GO:0006260","DNA replication","LOC111131379"
"GO:0030177","GO:0023052","signaling","LOC111134417"
"GO:0030177","GO:0023052","signaling","LOC111135522"
"GO:0030177","GO:0023052","signaling","LOC111104432"
"GO:0030177","GO:0023052","signaling","LOC111135558"
"GO:0030178","GO:0023052","signaling","LOC111120921"
"GO:0030178","GO:0023052","signaling","LOC111134568"
"GO:0030178","GO:0023052","signaling","LOC111119053"
"GO:0030178","GO:0023052","signaling","LOC111136847"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111112992"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111100180"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111134745"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111136977"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111123142"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111126345"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111126651"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111117505"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111099186"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111136584"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111115598"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111106587"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111131126"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111126881"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111138000"
"GO:0030182","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111101308"
