"gene_id","Gene.Ontology.IDs"
"LOC111118312","GO:0006811"
"LOC111118558","GO:0006811"
"LOC111118971","GO:0006811"
"LOC111119420","GO:0006811"
"LOC111119634","GO:0006811"
"LOC111119639","GO:0006811"
"LOC111119910","GO:0006811"
"LOC111119932","GO:0006811"
"LOC111120022","GO:0006811"
"LOC111120506","GO:0006811"
"LOC111120509","GO:0006811"
"LOC111120955","GO:0006811"
"LOC111121262","GO:0006811"
"LOC111121508","GO:0006811"
"LOC111121639","GO:0006811"
"LOC111121980","GO:0006811"
"LOC111121983","GO:0006811"
"LOC111122161","GO:0006811"
"LOC111122209","GO:0006811"
"LOC111122535","GO:0006811"
"LOC111123077","GO:0006811"
"LOC111124327","GO:0006811"
"LOC111124781","GO:0006811"
"LOC111124782","GO:0006811"
"LOC111124932","GO:0006811"
"LOC111125104","GO:0006811"
"LOC111125276","GO:0006811"
"LOC111125293","GO:0006811"
"LOC111125592","GO:0006811"
"LOC111125671","GO:0006811"
"LOC111126007","GO:0006811"
"LOC111126440","GO:0006811"
"LOC111126479","GO:0006811"
"LOC111127761","GO:0006811"
"LOC111128371","GO:0006811"
"LOC111128770","GO:0006811"
"LOC111129351","GO:0006811"
"LOC111129693","GO:0006811"
"LOC111129825","GO:0006811"
"LOC111130028","GO:0006811"
"LOC111130246","GO:0006811"
"LOC111130820","GO:0006811"
"LOC111133657","GO:0006811"
"LOC111133705","GO:0006811"
"LOC111133973","GO:0006811"
"LOC111134059","GO:0006811"
"LOC111134066","GO:0006811"
"LOC111134129","GO:0006811"
"LOC111134435","GO:0006811"
"LOC111134436","GO:0006811"
"LOC111134551","GO:0006811"
"LOC111134636","GO:0006811"
"LOC111135094","GO:0006811"
"LOC111135246","GO:0006811"
"LOC111135252","GO:0006811"
"LOC111135390","GO:0006811"
"LOC111135847","GO:0006811"
"LOC111135925","GO:0006811"
"LOC111135936","GO:0006811"
"LOC111136254","GO:0006811"
"LOC111136866","GO:0006811"
"LOC111136896","GO:0006811"
"LOC111137055","GO:0006811"
"LOC111137183","GO:0006811"
"LOC111137299","GO:0006811"
"LOC111137401","GO:0006811"
"LOC111137405","GO:0006811"
"LOC111138351","GO:0006811"
"LOC111101883","GO:0000289"
"LOC111103940","GO:0000289"
"LOC111104183","GO:0000289"
"LOC111104518","GO:0000289"
"LOC111104972","GO:0000289"
"LOC111110780","GO:0000289"
"LOC111121165","GO:0000289"
"LOC111121527","GO:0000289"
"LOC111125645","GO:0000289"
"LOC111125680","GO:0000289"
"LOC111129335","GO:0000289"
"LOC111136530","GO:0000289"
"LOC111100906","GO:0000278;GO:0007049"
"LOC111101518","GO:0000278;GO:0007049"
"LOC111103474","GO:0000278;GO:0007049"
"LOC111116905","GO:0000278;GO:0007049"
"LOC111118975","GO:0000278;GO:0007049"
"LOC111125042","GO:0000278;GO:0007049"
"LOC111127729","GO:0000278;GO:0007049"
"LOC111128222","GO:0000278;GO:0007049"
"LOC111128864","GO:0000278;GO:0007049"
"LOC111129021","GO:0000278;GO:0007049"
"LOC111129487","GO:0000278;GO:0007049"
"LOC111130048","GO:0000278;GO:0007049"
"LOC111130093","GO:0000278;GO:0007049"
"LOC111134522","GO:0000278;GO:0007049"
"LOC111135967","GO:0000278;GO:0007049"
"LOC111136013","GO:0000278;GO:0007049"
"LOC111136780","GO:0000278;GO:0007049"
"LOC111138081","GO:0000278;GO:0007049"
"LOC111138498","GO:0000278;GO:0007049"
"LOC111100667","GO:0000723;GO:0032200;GO:0060249"
"LOC111102202","GO:0000723;GO:0032200;GO:0060249"
"LOC111102738","GO:0000723;GO:0032200;GO:0060249"
"LOC111102809","GO:0000723;GO:0032200;GO:0060249"
"LOC111103517","GO:0000723;GO:0032200;GO:0060249"
"LOC111103948","GO:0000723;GO:0032200;GO:0060249"
"LOC111104153","GO:0000723;GO:0032200;GO:0060249"
"LOC111104324","GO:0000723;GO:0032200;GO:0060249"
"LOC111106437","GO:0000723;GO:0032200;GO:0060249"
"LOC111107339","GO:0000723;GO:0032200;GO:0060249"
"LOC111107947","GO:0000723;GO:0032200;GO:0060249"
"LOC111109072","GO:0000723;GO:0032200;GO:0060249"
"LOC111110332","GO:0000723;GO:0032200;GO:0060249"
"LOC111112743","GO:0000723;GO:0032200;GO:0060249"
"LOC111113627","GO:0000723;GO:0032200;GO:0060249"
"LOC111115690","GO:0000723;GO:0032200;GO:0060249"
"LOC111116305","GO:0000723;GO:0032200;GO:0060249"
"LOC111116306","GO:0000723;GO:0032200;GO:0060249"
"LOC111116348","GO:0000723;GO:0032200;GO:0060249"
"LOC111119252","GO:0000723;GO:0032200;GO:0060249"
"LOC111119455","GO:0000723;GO:0032200;GO:0060249"
"LOC111119812","GO:0000723;GO:0032200;GO:0060249"
"LOC111120092","GO:0000723;GO:0032200;GO:0060249"
"LOC111122310","GO:0000723;GO:0032200;GO:0060249"
"LOC111127260","GO:0000723;GO:0032200;GO:0060249"
"LOC111127309","GO:0000723;GO:0032200;GO:0060249"
"LOC111129740","GO:0000723;GO:0032200;GO:0060249"
"LOC111129829","GO:0000723;GO:0032200;GO:0060249"
"LOC111132635","GO:0000723;GO:0032200;GO:0060249"
"LOC111134367","GO:0000723;GO:0032200;GO:0060249"
"LOC111137946","GO:0000723;GO:0032200;GO:0060249"
"LOC111100222","GO:0018193"
"LOC111100813","GO:0018193"
"LOC111102092","GO:0018193"
"LOC111104455","GO:0018193"
"LOC111105580","GO:0018193"
"LOC111106051","GO:0018193"
"LOC111106953","GO:0018193"
"LOC111108509","GO:0018193"
"LOC111109995","GO:0018193"
"LOC111111651","GO:0018193"
"LOC111115365","GO:0018193"
"LOC111117944","GO:0018193"
"LOC111118811","GO:0018193"
"LOC111120828","GO:0018193"
"LOC111121539","GO:0018193"
"LOC111121672","GO:0018193"
"LOC111122969","GO:0018193"
"LOC111125834","GO:0018193"
"LOC111129494","GO:0018193"
"LOC111130879","GO:0018193"
"LOC111131116","GO:0018193"
"LOC111131140","GO:0018193"
"LOC111134510","GO:0018193"
"LOC111134667","GO:0018193"
"LOC111136175","GO:0018193"
"LOC111138167","GO:0018193"
"LOC111101603","GO:0032502"
"LOC111102004","GO:0032502"
"LOC111102183","GO:0032502"
"LOC111104055","GO:0032502"
"LOC111106449","GO:0032502"
"LOC111107154","GO:0032502"
"LOC111107757","GO:0032502"
"LOC111107863","GO:0032502"
"LOC111110504","GO:0032502"
"LOC111111223","GO:0032502"
"LOC111111665","GO:0032502"
"LOC111115638","GO:0032502"
"LOC111118425","GO:0032502"
"LOC111119573","GO:0032502"
"LOC111120594","GO:0032502"
"LOC111120915","GO:0032502"
"LOC111121822","GO:0032502"
"LOC111122837","GO:0032502"
"LOC111124155","GO:0032502"
"LOC111124715","GO:0032502"
"LOC111124717","GO:0032502"
"LOC111125384","GO:0032502"
"LOC111126123","GO:0032502"
"LOC111126608","GO:0032502"
"LOC111129188","GO:0032502"
"LOC111129484","GO:0032502"
"LOC111131100","GO:0032502"
"LOC111132922","GO:0032502"
"LOC111133016","GO:0032502"
"LOC111100878","GO:0000045;GO:1905037;GO:0007033"
"LOC111101815","GO:0000045;GO:1905037;GO:0007033"
"LOC111102871","GO:0000045;GO:1905037;GO:0007033"
"LOC111106048","GO:0000045;GO:1905037;GO:0007033"
"LOC111108144","GO:0000045;GO:1905037;GO:0007033"
"LOC111111295","GO:0000045;GO:1905037;GO:0007033"
"LOC111111995","GO:0000045;GO:1905037;GO:0007033"
"LOC111118945","GO:0000045;GO:1905037;GO:0007033"
"LOC111122717","GO:0000045;GO:1905037;GO:0007033"
"LOC111123325","GO:0000045;GO:1905037;GO:0007033"
"LOC111127879","GO:0000045;GO:1905037;GO:0007033"
"LOC111127926","GO:0000045;GO:1905037;GO:0007033"
"LOC111128047","GO:0000045;GO:1905037;GO:0007033"
"LOC111128059","GO:0000045;GO:1905037;GO:0007033"
"LOC111129370","GO:0000045;GO:1905037;GO:0007033"
"LOC111132058","GO:0000045;GO:1905037;GO:0007033"
"LOC111132962","GO:0000045;GO:1905037;GO:0007033"
"LOC111133363","GO:0000045;GO:1905037;GO:0007033"
"LOC111134873","GO:0000045;GO:1905037;GO:0007033"
"LOC111137152","GO:0000045;GO:1905037;GO:0007033"
"LOC111103091","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111103623","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111105728","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111108030","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111108150","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111109147","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111109564","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111112348","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111115333","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111115356","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111118920","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111121131","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111121715","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111121716","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111122669","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111123065","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111124294","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111124297","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111124988","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111128387","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111129935","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111129947","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111130258","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111130364","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111130482","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111130512","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111130622","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111130645","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111131048","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111131693","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111134690","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111135545","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111135584","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111136042","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111136471","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111136551","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111137518","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111108543","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111108477","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111124625","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111127260","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111127309","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111133708","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111137946","GO:0000724;GO:0000725;GO:0006302;GO:0006310"
"LOC111100410","GO:0006520"
"LOC111109637","GO:0006520"
"LOC111120495","GO:0006520"
"LOC111126156","GO:0006520"
"LOC111135982","GO:0006520"
"LOC111099067","GO:0006364;GO:0016072"
"LOC111099140","GO:0006364;GO:0016072"
"LOC111099211","GO:0006364;GO:0016072"
"LOC111100238","GO:0006364;GO:0016072"
"LOC111100547","GO:0006364;GO:0016072"
"LOC111103351","GO:0006364;GO:0016072"
"LOC111103629","GO:0006364;GO:0016072"
"LOC111104058","GO:0006364;GO:0016072"
"LOC111110205","GO:0006364;GO:0016072"
"LOC111110603","GO:0006364;GO:0016072"
"LOC111116966","GO:0006364;GO:0016072"
"LOC111119263","GO:0006364;GO:0016072"
"LOC111119458","GO:0006364;GO:0016072"
"LOC111120056","GO:0006364;GO:0016072"
"LOC111120489","GO:0006364;GO:0016072"
"LOC111121216","GO:0006364;GO:0016072"
"LOC111121217","GO:0006364;GO:0016072"
"LOC111121480","GO:0006364;GO:0016072"
"LOC111121481","GO:0006364;GO:0016072"
"LOC111124837","GO:0006364;GO:0016072"
"LOC111125201","GO:0006364;GO:0016072"
"LOC111125801","GO:0006364;GO:0016072"
"LOC111126001","GO:0006364;GO:0016072"
"LOC111127437","GO:0006364;GO:0016072"
"LOC111128501","GO:0006364;GO:0016072"
"LOC111128527","GO:0006364;GO:0016072"
"LOC111128896","GO:0006364;GO:0016072"
"LOC111129049","GO:0006364;GO:0016072"
"LOC111129364","GO:0006364;GO:0016072"
"LOC111129839","GO:0006364;GO:0016072"
"LOC111131272","GO:0006364;GO:0016072"
"LOC111131404","GO:0006364;GO:0016072"
"LOC111133163","GO:0006364;GO:0016072"
"LOC111135912","GO:0006364;GO:0016072"
"LOC111136220","GO:0006364;GO:0016072"
"LOC111136522","GO:0006364;GO:0016072"
"LOC111136629","GO:0006364;GO:0016072"
"LOC111136820","GO:0006364;GO:0016072"
"LOC111137217","GO:0006364;GO:0016072"
"LOC111137376","GO:0006364;GO:0016072"
"LOC111137679","GO:0006364;GO:0016072"
"LOC111100339","GO:0006259"
"LOC111100499","GO:0006259"
"LOC111100667","GO:0006259"
"LOC111102202","GO:0006259"
"LOC111102738","GO:0006259"
"LOC111102809","GO:0006259"
"LOC111103091","GO:0006259"
"LOC111103517","GO:0006259"
"LOC111103623","GO:0006259"
"LOC111103948","GO:0006259"
"LOC111104153","GO:0006259"
"LOC111104324","GO:0006259"
"LOC111105728","GO:0006259"
"LOC111106437","GO:0006259"
"LOC111107339","GO:0006259"
"LOC111107947","GO:0006259"
"LOC111108030","GO:0006259"
"LOC111108150","GO:0006259"
"LOC111108477","GO:0006259"
"LOC111108543","GO:0006259"
"LOC111109072","GO:0006259"
"LOC111109147","GO:0006259"
"LOC111109564","GO:0006259"
"LOC111110332","GO:0006259"
"LOC111110369","GO:0006259"
"LOC111111498","GO:0006259"
"LOC111111868","GO:0006259"
"LOC111112348","GO:0006259"
"LOC111112743","GO:0006259"
"LOC111112944","GO:0006259"
"LOC111113627","GO:0006259"
"LOC111115333","GO:0006259"
"LOC111115356","GO:0006259"
"LOC111115690","GO:0006259"
"LOC111116305","GO:0006259"
"LOC111116306","GO:0006259"
"LOC111116348","GO:0006259"
"LOC111118920","GO:0006259"
"LOC111119252","GO:0006259"
"LOC111119455","GO:0006259"
"LOC111119812","GO:0006259"
"LOC111120092","GO:0006259"
"LOC111121131","GO:0006259"
"LOC111121715","GO:0006259"
"LOC111121716","GO:0006259"
"LOC111122310","GO:0006259"
"LOC111122669","GO:0006259"
"LOC111123065","GO:0006259"
"LOC111123176","GO:0006259"
"LOC111124139","GO:0006259"
"LOC111124294","GO:0006259"
"LOC111124297","GO:0006259"
"LOC111124625","GO:0006259"
"LOC111124988","GO:0006259"
"LOC111126184","GO:0006259"
"LOC111127260","GO:0006259"
"LOC111127309","GO:0006259"
"LOC111128387","GO:0006259"
"LOC111128425","GO:0006259"
"LOC111128516","GO:0006259"
"LOC111129740","GO:0006259"
"LOC111129829","GO:0006259"
"LOC111129935","GO:0006259"
"LOC111129947","GO:0006259"
"LOC111130075","GO:0006259"
"LOC111130258","GO:0006259"
"LOC111130364","GO:0006259"
"LOC111130482","GO:0006259"
"LOC111130512","GO:0006259"
"LOC111130622","GO:0006259"
"LOC111130645","GO:0006259"
"LOC111131048","GO:0006259"
"LOC111131693","GO:0006259"
"LOC111132635","GO:0006259"
"LOC111133500","GO:0006259"
"LOC111133708","GO:0006259"
"LOC111134367","GO:0006259"
"LOC111134690","GO:0006259"
"LOC111135198","GO:0006259"
"LOC111135545","GO:0006259"
"LOC111135584","GO:0006259"
"LOC111136042","GO:0006259"
"LOC111136471","GO:0006259"
"LOC111136551","GO:0006259"
"LOC111137518","GO:0006259"
"LOC111137946","GO:0006259"
"LOC111138268","GO:0006259"
"LOC111103150","GO:0002181;GO:0006412;GO:0043043"
"LOC111104500","GO:0002181;GO:0006412;GO:0043043"
"LOC111114718","GO:0002181;GO:0006412;GO:0043043"
"LOC111120248","GO:0002181;GO:0006412;GO:0043043"
"LOC111120250","GO:0002181;GO:0006412;GO:0043043"
"LOC111127354","GO:0002181;GO:0006412;GO:0043043"
"LOC111137089","GO:0002181;GO:0006412;GO:0043043"
"LOC111124752","GO:0002181;GO:0006412;GO:0043043"
"LOC111122753","GO:0002181;GO:0006412;GO:0043043"
"LOC111102393","GO:0008033;GO:0006399"
"LOC111106613","GO:0008033;GO:0006399"
"LOC111107450","GO:0008033;GO:0006399"
"LOC111107808","GO:0008033;GO:0006399"
"LOC111108654","GO:0008033;GO:0006399"
"LOC111108698","GO:0008033;GO:0006399"
"LOC111109651","GO:0008033;GO:0006399"
"LOC111111424","GO:0008033;GO:0006399"
"LOC111113426","GO:0008033;GO:0006399"
"LOC111114632","GO:0008033;GO:0006399"
"LOC111117041","GO:0008033;GO:0006399"
"LOC111118089","GO:0008033;GO:0006399"
"LOC111118330","GO:0008033;GO:0006399"
"LOC111119998","GO:0008033;GO:0006399"
"LOC111120049","GO:0008033;GO:0006399"
"LOC111120080","GO:0008033;GO:0006399"
"LOC111122265","GO:0008033;GO:0006399"
"LOC111127752","GO:0008033;GO:0006399"
"LOC111128379","GO:0008033;GO:0006399"
"LOC111130526","GO:0008033;GO:0006399"
"LOC111131492","GO:0008033;GO:0006399"
"LOC111136444","GO:0008033;GO:0006399"
"LOC111099053","GO:0022607"
"LOC111099792","GO:0022607"
"LOC111100386","GO:0022607"
"LOC111100878","GO:0022607"
"LOC111101815","GO:0022607"
"LOC111102623","GO:0022607"
"LOC111102822","GO:0022607"
"LOC111102871","GO:0022607"
"LOC111103620","GO:0022607"
"LOC111104149","GO:0022607"
"LOC111105199","GO:0022607"
"LOC111105688","GO:0022607"
"LOC111105834","GO:0022607"
"LOC111105999","GO:0022607"
"LOC111106048","GO:0022607"
"LOC111106173","GO:0022607"
"LOC111106521","GO:0022607"
"LOC111108144","GO:0022607"
"LOC111108517","GO:0022607"
"LOC111109112","GO:0022607"
"LOC111109520","GO:0022607"
"LOC111109584","GO:0022607"
"LOC111110155","GO:0022607"
"LOC111110828","GO:0022607"
"LOC111110869","GO:0022607"
"LOC111111295","GO:0022607"
"LOC111111322","GO:0022607"
"LOC111111995","GO:0022607"
"LOC111111998","GO:0022607"
"LOC111112253","GO:0022607"
"LOC111112464","GO:0022607"
"LOC111112561","GO:0022607"
"LOC111115662","GO:0022607"
"LOC111116477","GO:0022607"
"LOC111118140","GO:0022607"
"LOC111118359","GO:0022607"
"LOC111118540","GO:0022607"
"LOC111118739","GO:0022607"
"LOC111118793","GO:0022607"
"LOC111118945","GO:0022607"
"LOC111119055","GO:0022607"
"LOC111119745","GO:0022607"
"LOC111119756","GO:0022607"
"LOC111119785","GO:0022607"
"LOC111119970","GO:0022607"
"LOC111120267","GO:0022607"
"LOC111120557","GO:0022607"
"LOC111120886","GO:0022607"
"LOC111120892","GO:0022607"
"LOC111121522","GO:0022607"
"LOC111121655","GO:0022607"
"LOC111121958","GO:0022607"
"LOC111122128","GO:0022607"
"LOC111122717","GO:0022607"
"LOC111123221","GO:0022607"
"LOC111123257","GO:0022607"
"LOC111123325","GO:0022607"
"LOC111123418","GO:0022607"
"LOC111123620","GO:0022607"
"LOC111124334","GO:0022607"
"LOC111124399","GO:0022607"
"LOC111124861","GO:0022607"
"LOC111125090","GO:0022607"
"LOC111125238","GO:0022607"
"LOC111125548","GO:0022607"
"LOC111125852","GO:0022607"
"LOC111126211","GO:0022607"
"LOC111126333","GO:0022607"
"LOC111126629","GO:0022607"
"LOC111126883","GO:0022607"
"LOC111127480","GO:0022607"
"LOC111127769","GO:0022607"
"LOC111127879","GO:0022607"
"LOC111127926","GO:0022607"
"LOC111128047","GO:0022607"
"LOC111128059","GO:0022607"
"LOC111128580","GO:0022607"
"LOC111129370","GO:0022607"
"LOC111129891","GO:0022607"
"LOC111130039","GO:0022607"
"LOC111130699","GO:0022607"
"LOC111131787","GO:0022607"
"LOC111132058","GO:0022607"
"LOC111132305","GO:0022607"
"LOC111132903","GO:0022607"
"LOC111132962","GO:0022607"
"LOC111133363","GO:0022607"
"LOC111133574","GO:0022607"
"LOC111133575","GO:0022607"
"LOC111133807","GO:0022607"
"LOC111133954","GO:0022607"
"LOC111134216","GO:0022607"
"LOC111134585","GO:0022607"
"LOC111134873","GO:0022607"
"LOC111135312","GO:0022607"
"LOC111135499","GO:0022607"
"LOC111135538","GO:0022607"
"LOC111135654","GO:0022607"
"LOC111135655","GO:0022607"
"LOC111135656","GO:0022607"
"LOC111135657","GO:0022607"
"LOC111135697","GO:0022607"
"LOC111135792","GO:0022607"
"LOC111136247","GO:0022607"
"LOC111136338","GO:0022607"
"LOC111137076","GO:0022607"
"LOC111137152","GO:0022607"
"LOC111137481","GO:0022607"
"LOC111113299","GO:0006417;GO:0010608;GO:0034248"
"LOC111113398","GO:0006417;GO:0010608;GO:0034248"
"LOC111121672","GO:0006417;GO:0010608;GO:0034248"
"LOC111135225","GO:0006417;GO:0010608;GO:0034248"
"LOC111136328","GO:0006417;GO:0010608;GO:0034248"
"LOC111101101","GO:0007015;GO:0097435"
"LOC111108074","GO:0007015;GO:0097435"
"LOC111109780","GO:0007015;GO:0097435"
"LOC111113129","GO:0007015;GO:0097435"
"LOC111113355","GO:0007015;GO:0097435"
"LOC111115662","GO:0007015;GO:0097435"
"LOC111122066","GO:0007015;GO:0097435"
"LOC111134647","GO:0007015;GO:0097435"
"LOC111126137","GO:0007015;GO:0097435"
"LOC111129643","GO:0007015;GO:0097435"
"LOC111100380","GO:0031570;GO:0000075;GO:0045786"
"LOC111107373","GO:0031570;GO:0000075;GO:0045786"
"LOC111118434","GO:0031570;GO:0000075;GO:0045786"
"LOC111122215","GO:0031570;GO:0000075;GO:0045786"
"LOC111123010","GO:0031570;GO:0000075;GO:0045786"
"LOC111129910","GO:0031570;GO:0000075;GO:0045786"
"LOC111130869","GO:0031570;GO:0000075;GO:0045786"
"LOC111130932","GO:0031570;GO:0000075;GO:0045786"
"LOC111131374","GO:0031570;GO:0000075;GO:0045786"
"LOC111132658","GO:0031570;GO:0000075;GO:0045786"
"LOC111133654","GO:0031570;GO:0000075;GO:0045786"
"LOC111135160","GO:0031570;GO:0000075;GO:0045786"
"LOC111136545","GO:0031570;GO:0000075;GO:0045786"
"LOC111124911","GO:0031570;GO:0000075;GO:0045786"
"LOC111138117","GO:0031570;GO:0000075;GO:0045786"
"LOC111100339","GO:0006281"
"LOC111100499","GO:0006281"
"LOC111103091","GO:0006281"
"LOC111103623","GO:0006281"
"LOC111105728","GO:0006281"
"LOC111108030","GO:0006281"
"LOC111108150","GO:0006281"
"LOC111108477","GO:0006281"
"LOC111108543","GO:0006281"
"LOC111109147","GO:0006281"
"LOC111109564","GO:0006281"
"LOC111111498","GO:0006281"
"LOC111111868","GO:0006281"
"LOC111112348","GO:0006281"
"LOC111112944","GO:0006281"
"LOC111115333","GO:0006281"
"LOC111115356","GO:0006281"
"LOC111118920","GO:0006281"
"LOC111121131","GO:0006281"
"LOC111121715","GO:0006281"
"LOC111121716","GO:0006281"
"LOC111122669","GO:0006281"
"LOC111123065","GO:0006281"
"LOC111124294","GO:0006281"
"LOC111124297","GO:0006281"
"LOC111124625","GO:0006281"
"LOC111124988","GO:0006281"
"LOC111128387","GO:0006281"
"LOC111128425","GO:0006281"
"LOC111128516","GO:0006281"
"LOC111129935","GO:0006281"
"LOC111129947","GO:0006281"
"LOC111130075","GO:0006281"
"LOC111130258","GO:0006281"
"LOC111130364","GO:0006281"
"LOC111130482","GO:0006281"
"LOC111130512","GO:0006281"
"LOC111130622","GO:0006281"
"LOC111130645","GO:0006281"
"LOC111131048","GO:0006281"
"LOC111131693","GO:0006281"
"LOC111134690","GO:0006281"
"LOC111135198","GO:0006281"
"LOC111135545","GO:0006281"
"LOC111135584","GO:0006281"
"LOC111136042","GO:0006281"
"LOC111136471","GO:0006281"
"LOC111136551","GO:0006281"
"LOC111137518","GO:0006281"
"LOC111138268","GO:0006281"
"LOC111110977","GO:0061912;GO:0016236"
"LOC111111359","GO:0061912;GO:0016236"
"LOC111121224","GO:0061912;GO:0016236"
"LOC111121678","GO:0061912;GO:0016236"
"LOC111127007","GO:0061912;GO:0016236"
"LOC111103414","GO:0003352;GO:0060632;GO:0051270"
"LOC111105449","GO:0003352;GO:0060632;GO:0051270"
"LOC111129389","GO:0003352;GO:0060632;GO:0051270"
"LOC111137096","GO:0003352;GO:0060632;GO:0051270"
"LOC111138333","GO:0003352;GO:0060632;GO:0051270"
"LOC111138395","GO:0003352;GO:0060632;GO:0051270"
"LOC111110586","GO:0042981;GO:0043067;GO:0010941"
"LOC111122401","GO:0042981;GO:0043067;GO:0010941"
"LOC111123845","GO:0042981;GO:0043067;GO:0010941"
"LOC111125088","GO:0042981;GO:0043067;GO:0010941"
