"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC111120752",0.406173860320378,0.0583332154119483,0.236981960299974,0,1,NA
"LOC111109452",1.86564313964656,-0.0274491568611808,0.258260349367295,0,1,NA
"LOC111124802",240.629966780346,-0.00168169036078797,0.114701110975496,0,1,1
"LOC111101273",86.2934472457917,0.0410301499930397,0.159899366368226,0,1,1
"LOC111101250",141.48529904017,-0.305800027398132,0.164864423242649,-0.338460089209212,0.735016498383014,1
"LOC111101262",298.062798550549,-0.00412221117712705,0.12580081442435,0,1,1
"LOC111133260",30.5070275563994,-1.99524700185104,0.279141239610598,-6.25220051428324,4.04709315582158e-10,3.15184304506566e-07
"LOC111113503",19.1860582683141,-0.301206891333924,0.278517896393008,-0.183854940731233,0.854127254225268,1
"LOC111102393",28.6277575944762,0.0430802775853614,0.282308534306888,0,1,1
"LOC111119377",53.3394620052316,-0.240926941081128,0.368389769864049,0,1,1
"LOC111101799",13.7965689167796,1.27901504393195,0.328751455334542,3.13006992740096,0.00174764695770549,0.0457657167697464
"LOC111117743",16.5497298674833,-0.0166633982560184,0.26823585430656,0,NA,NA
"LOC111117672",252.944933786525,0.285564575688324,0.111076914664806,0.320179722273042,0.748832094016264,1
"LOC111114053",35.9038470345196,-1.14067745510924,0.263336455559144,-3.38227934760518,0.000718870027191936,0.0258995301764613
"LOC111109809",3.06882914546693,-1.25854162633075,0.366366338400192,-2.75282284593814,0.0059083858409463,0.100425052373323
"LOC111135172",1.85991284302368,-0.0353755654347909,0.20198763852333,0,1,NA
"LOC111114201",548.921070406464,-0.10046072010293,0.1130288620499,0,1,1
"LOC111114212",207.235794879644,-0.493763070615177,0.118479458556825,-2.05742897194507,0.0396449806795194,0.334576784267139
"LOC111138315",133.908536896481,-0.126753508372247,0.171959403039092,0,1,1
"LOC111138321",138.140847824011,0.352759271571691,0.158386880140738,0.648786512370107,0.516476376562928,1
"LOC111121058",69.1859487178712,0.114932808200046,0.264634079246922,0,1,1
"LOC111138070",2.69353861120293,-0.0649892590572028,0.124208860046005,0,1,1
"LOC111108878",0.629548837190816,-0.160930227548745,0.149573597615226,0,1,NA
"LOC111108901",14.504988769645,0.141936942284918,0.34064206397157,0,1,1
"LOC111130095",38.4622516384064,0.230594657103194,0.236632402718309,0,1,1
"LOC111103224",2.02255609908252,0.993812059685484,0.337375127282662,2.20470330956644,0.0274749207478158,NA
"LOC111131060",0.102878499641866,0,0.119823742198838,0,1,NA
"LOC111131074",0.495197744657769,-0.0839299531765778,0.12056591751823,0,1,NA
"LOC111131094",0.0347652635590691,0,0.119781480427549,0,1,NA
"LOC111136780",241.905934393851,0.278840032679431,0.178283485739152,0.161765025851174,0.871490895564077,1
"LOC111133372",286.984524941705,0.131837674591265,0.154298103387064,0,1,1
"LOC111137104",114.00156886013,0.32461426260981,0.146845736815436,0.508113236570085,0.61137393299471,1
"LOC111099747",2.56423146018981,-0.0235035250832976,0.362933731118147,0,1,NA
"LOC111129066",0.326762857998768,0.108318690282831,0.121209086254232,0,1,NA
"LOC111115406",8.52197240631486,-0.059515507606767,0.368177816660093,0,1,1
"LOC111114430",0.405686859916896,0.155906004768703,0.22259489486772,0,1,NA
"LOC111129120",0,NA,NA,NA,NA,NA
"LOC111113958",0.401913150344712,-0.0279413981815211,0.121364507360932,0,1,NA
"LOC111103230",2.41033121221193,0.168904787437732,0.346513902436418,0,1,NA
"LOC111101640",0.47836090930985,-0.0583074920546409,0.256815000109293,0,1,NA
"LOC111103163",1.43833803090604,-0.0656342637981189,0.280822654507335,0,1,NA
"LOC111103177",0.457990086807979,0.0494644275017625,0.139034839806934,0,1,NA
"LOC111102448",79.7358694969549,0.0736241663061262,0.211463314353429,0,1,1
"LOC111129274",1.02765644261117,-0.0489571235995753,0.324348928175858,0,1,NA
"LOC111113346",65.997749508049,-0.174913902422483,0.217855882462554,0,1,1
"LOC111100652",70.5314840598567,0.836223256458238,0.250671555641807,2.33861099619899,0.0193555751893323,0.212978720267215
"LOC111134791",234.838533242459,0.171727045812432,0.154205240226017,0,1,1
"LOC111128971",100.434468037047,-0.145304510377268,0.17659373269306,0,1,1
"LOC111104153",18.2371936156585,-1.09095162372768,0.296600685830093,-2.83529898582034,0.00457828164754945,0.0877601808977909
"LOC111134573",0.213443644391176,0.0383845691689702,0.120586712577291,0,1,NA
"LOC111129318",5.23810569592571,0.475779843065487,0.260442239686542,0.866909466518281,0.38599161625784,1
"LOC111134552",0.628659310749133,-0.014783333549275,0.222419687018904,0,1,NA
"LOC111134566",0.977546575882015,0.00847099983401872,0.181906930597234,0,1,NA
"LOC111121733",63.4392850889245,-0.66429364925115,0.205213160373159,-2.01884542150123,0.043503288414663,0.350773253661623
"LOC111109754",0.505015799153218,-0.00153380990915767,0.143134873294506,0,1,NA
"LOC111109745",1.34033401616694,-0.205768571971588,0.320381777657429,0,1,NA
"LOC111099207",0.740611835894792,0.0832931365779363,0.299962445340737,0,1,NA
"LOC111103463",0.108853475982434,-0.00405094465595239,0.119839450456751,0,1,NA
"LOC111131721",50.8739336039136,0.536503763185623,0.236027947551724,1.21385524959004,0.224803004060475,0.934959550035477
"LOC111131752",12.1440157931741,-1.20473912125274,0.326933256947235,-2.92028755400319,0.00349708541584946,0.0713008028763306
"LOC111131766",9.34340552273571,-0.689451138410488,0.364720925919216,-1.20489696965681,0.228243078614048,0.940546007462852
"LOC111131682",220.538331963409,0.201644455648058,0.105371722366632,0,1,1
"LOC111128103",231.536187720714,0.0410400322519699,0.161052390181769,0,1,1
"LOC111100789",0.805773083336342,0.246450008631227,0.266046846004726,0,1,NA
"LOC111100985",2.81569984452935,0.610666363991979,0.237595671879821,1.51798372898985,NA,NA
"LOC111103245",0.861364893011965,-0.109340766820783,0.129870984045606,0,1,NA
"LOC111112387",141.31557800487,-0.27770620272698,0.170816687846147,-0.162198454239641,0.871149577020575,1
"LOC111114799",21.9682385025003,0.0981648479904302,0.300699153421229,0,1,1
"LOC111129446",69.1392962164505,-0.451504698377803,0.168046215756792,-1.19910286268769,0.230487951124896,0.945219285748596
"LOC111100566",55.5785311668068,0.0302052130468666,0.219056767067797,0,1,1
"LOC111136882",35.0757116709159,-1.49915943138698,0.29783031079687,-4.19419846168361,2.73838155140049e-05,0.00221315503582107
"LOC111136873",36.7174003966828,-0.219906186838327,0.364505837349906,0,1,1
"LOC111129522",0.749336757301896,-0.0218537600911771,0.155719132729353,0,1,NA
"LOC111100662",5.44240150341753,-0.0313238686633375,0.267940605769325,0,NA,NA
"LOC111100672",6.76376071178143,-0.0249065097530978,0.224955044979236,0,NA,NA
"LOC111105302",4.88169889761454,0.352575490137164,0.356179507975326,0.287988185284005,0.773355782510355,1
"LOC111137770",4.91483858992061,0.314882033109439,0.358518059136984,0.180972844898305,0.85638889068364,1
"LOC111119645",0.676546608449526,0.250775426461641,0.176775947166083,0.00438649303862843,0.996500096152208,NA
"LOC111103288",18.6746962877767,-0.633060480153603,0.296209623704722,-1.29320740954541,0.195939333668811,0.87582050938859
"LOC111129738",3.46239559349534,-0.266333145883947,0.366015514499431,-0.0446241900600417,0.964406860983017,1
"LOC111129748",0.654340874282133,-0.00220790499210196,0.126840502871001,0,1,NA
"LOC111134153",2.75470691389156,-0.11230933827686,0.340509549913888,0,1,1
"LOC111133651",128.878189332636,0.120370199208819,0.123505180786178,0,1,1
"LOC111105807",163.192945541317,0.229679206163723,0.133103630590453,0,1,1
"LOC111129837",19.1068951858087,0.299447970068435,0.245247194710489,0.201625018083521,0.840209885284369,1
"LOC111129861",0.70836162636749,0.238021014514662,0.282971448017632,0,1,NA
"LOC111129878",1.19107257107308,0.435208393692302,0.276352165837006,0.670189767217306,0.502736826161795,NA
