"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111100699",13.5961642337582,2.08734890240999,0.35099474675546,5.23469060262057,1.65261455611149e-07,0.0040183322931851,"methylthioribulose-1-phosphate dehydratase-like"
